prime_sentence,prime_verb,prime_det,prime_prep,target_sentence,target_verb,target_det,target_prep,PD-PD,PD-DO,DO-PD,DO-DO
a worker purchased me a coffee .,PURCHASE,A,for,the girl showed you the plate .,SHOW,THE,to,-38.90239334106445,-36.09180068969727,-39.48455810546875,-35.998966217041016
a lady purchased us a chocolate .,PURCHASE,A,for,the son showed him the crystal .,SHOW,THE,to,-38.956356048583984,-35.985469818115234,-38.083106994628906,-35.21673583984375
a chief purchased him a television .,PURCHASE,A,for,the guy showed us the juice .,SHOW,THE,to,-39.86124038696289,-38.138431549072266,-38.53975296020508,-35.84389877319336
a boy purchased him a candy .,PURCHASE,A,for,the nurse showed me the crystal .,SHOW,THE,to,-37.41119766235352,-36.08248901367188,-34.14576721191406,-32.29718399047852
a mayor purchased you a meal .,PURCHASE,A,for,the physician showed me the tea .,SHOW,THE,to,-43.51264190673828,-39.49665832519531,-44.10248947143555,-39.78326797485352
a wife purchased him a bottle .,PURCHASE,A,for,the employer showed us the chicken .,SHOW,THE,to,-44.71611785888672,-41.01826095581055,-43.99272155761719,-39.08028793334961
a brother purchased it a beer .,PURCHASE,A,for,the leader showed you the coffee .,SHOW,THE,to,-41.16006088256836,-39.02169799804688,-39.97046661376953,-37.15263366699219
a singer purchased him a tea .,PURCHASE,A,for,the mayor showed them the bag .,SHOW,THE,to,-37.929534912109375,-35.5344352722168,-38.91912460327149,-35.48104476928711
a singer purchased you a coffee .,PURCHASE,A,for,the cop showed him the flower .,SHOW,THE,to,-38.11377716064453,-36.46903610229492,-40.608192443847656,-36.75165557861328
a priest purchased it a candy .,PURCHASE,A,for,the secretary showed them the tea .,SHOW,THE,to,-36.8653564453125,-34.362247467041016,-35.70950698852539,-32.9237060546875
an author purchased them an engine .,PURCHASE,A,for,the sheriff showed me the bowl .,SHOW,THE,to,-40.25520324707031,-36.6080322265625,-38.11443710327149,-34.74485397338867
a priest purchased me a tea .,PURCHASE,A,for,the opponent showed us the coffee .,SHOW,THE,to,-42.75128173828125,-39.43947982788086,-42.646728515625,-39.25787353515625
a parent purchased you a cheese .,PURCHASE,A,for,the leader showed them the instrument .,SHOW,THE,to,-37.18202590942383,-34.750144958496094,-39.10171508789063,-35.71274948120117
a boy purchased him a chocolate .,PURCHASE,A,for,the buddy showed it the cigarette .,SHOW,THE,to,-40.6510009765625,-40.53258514404297,-39.985294342041016,-40.37492370605469
a physician purchased me a tea .,PURCHASE,A,for,the adult showed him the candy .,SHOW,THE,to,-40.49722290039063,-38.3320426940918,-39.6368408203125,-38.10049057006836
a leader purchased you a candy .,PURCHASE,A,for,the prince showed them the juice .,SHOW,THE,to,-38.20137405395508,-36.67866516113281,-41.11264419555664,-37.68756103515625
a nurse purchased him a juice .,PURCHASE,A,for,the president showed me the beer .,SHOW,THE,to,-39.64332962036133,-35.11477279663086,-39.96466445922852,-34.84471893310547
a partner purchased us a salad .,PURCHASE,A,for,the wife showed me the beer .,SHOW,THE,to,-36.127437591552734,-32.502532958984375,-36.208831787109375,-32.76637268066406
a bishop purchased me a cheese .,PURCHASE,A,for,the wife showed you the telephone .,SHOW,THE,to,-40.8681526184082,-36.951927185058594,-40.44169616699219,-36.1442756652832
a priest purchased them a wire .,PURCHASE,A,for,the husband showed you the coffee .,SHOW,THE,to,-42.71876525878906,-38.39033508300781,-42.08708953857422,-36.85711288452149
the child saved us the tea .,SAVE,THE,for,a scientist showed you a chicken .,SHOW,A,to,-45.31878280639648,-41.154579162597656,-45.19667816162109,-40.15797424316406
the professor saved him the juice .,SAVE,THE,for,a bishop showed you a coffee .,SHOW,A,to,-49.28822326660156,-44.59591293334961,-49.71993255615234,-43.65982818603516
the priest saved you the coffee .,SAVE,THE,for,a cousin showed me a tea .,SHOW,A,to,-43.37395095825195,-35.89859390258789,-45.39313888549805,-36.916622161865234
the doctor saved me the beer .,SAVE,THE,for,a singer showed us a cheese .,SHOW,A,to,-49.0230712890625,-39.7107048034668,-50.24024963378906,-39.71665573120117
the lawyer saved you the newspaper .,SAVE,THE,for,a king showed it a tea .,SHOW,A,to,-46.0413703918457,-44.6579475402832,-48.08292388916016,-44.60436630249024
the daughter saved them the coffee .,SAVE,THE,for,an actor showed you a chicken .,SHOW,A,to,-45.65607452392578,-41.06888198852539,-45.38862609863281,-39.876895904541016
the minister saved you the coffee .,SAVE,THE,for,a soldier showed them a tea .,SHOW,A,to,-45.841087341308594,-38.28268814086914,-46.27487564086914,-37.874813079833984
the lawyer saved them the beer .,SAVE,THE,for,a minister showed him a tea .,SHOW,A,to,-43.651611328125,-37.25747299194336,-46.3818473815918,-38.284912109375
the captain saved us the meal .,SAVE,THE,for,a daughter showed you a flower .,SHOW,A,to,-44.75384140014648,-40.94373321533203,-43.90068435668945,-39.59869766235352
the uncle saved them the bell .,SAVE,THE,for,a husband showed you a telephone .,SHOW,A,to,-45.28718566894531,-41.48719024658203,-42.86336517333984,-38.36431503295898
the minister saved me the chicken .,SAVE,THE,for,an attorney showed you a tea .,SHOW,A,to,-54.531517028808594,-49.16908264160156,-53.91701126098633,-47.43916320800781
the son saved you the button .,SAVE,THE,for,a girl showed us a ball .,SHOW,A,to,-37.061485290527344,-33.532432556152344,-37.93709564208984,-32.500736236572266
the hero saved me the meal .,SAVE,THE,for,a son showed them a cheese .,SHOW,A,to,-50.278770446777344,-44.60420989990234,-48.15850067138672,-41.52804946899414
the champion saved you the cheese .,SAVE,THE,for,a husband showed her a salad .,SHOW,A,to,-47.23120880126953,-42.320068359375,-46.05430221557617,-38.87164306640625
the opponent saved you the cup .,SAVE,THE,for,an author showed me a cigarette .,SHOW,A,to,-42.99924850463867,-40.45442581176758,-42.945125579833984,-38.55990219116211
the brother saved us the anchor .,SAVE,THE,for,a singer showed you a pie .,SHOW,A,to,-46.8786735534668,-42.41761779785156,-47.97811508178711,-42.185089111328125
the employer saved you the log .,SAVE,THE,for,a worker showed them a salad .,SHOW,A,to,-47.9031867980957,-42.68180465698242,-48.58924865722656,-41.0997428894043
the daughter saved him the crystal .,SAVE,THE,for,a physician showed it a cigarette .,SHOW,A,to,-47.214317321777344,-44.77291488647461,-45.48470306396485,-43.68861770629883
the leader saved you the anchor .,SAVE,THE,for,an aunt showed me a tea .,SHOW,A,to,-47.54652404785156,-42.1431884765625,-48.31782913208008,-41.9954948425293
the pilot saved us the instrument .,SAVE,THE,for,a guy showed you a beer .,SHOW,A,to,-39.53008270263672,-36.011627197265625,-38.33917236328125,-34.87141799926758
the woman saved you the knife .,SAVE,THE,for,a son showed us a glass .,SHOW,A,to,-44.050174713134766,-38.95663070678711,-45.720924377441406,-39.0581283569336
the leader saved them the pie .,SAVE,THE,for,a reader showed you a meal .,SHOW,A,to,-45.898921966552734,-43.77577209472656,-45.621238708496094,-42.71104431152344
the woman saved me the flower .,SAVE,THE,for,a guest showed you a ball .,SHOW,A,to,-46.802852630615234,-43.39644241333008,-43.876708984375,-39.62598419189453
the nurse saved you the machine .,SAVE,THE,for,a friend showed me a tea .,SHOW,A,to,-41.13767623901367,-34.58891296386719,-41.7489128112793,-35.015132904052734
the man saved him the juice .,SAVE,THE,for,a kid showed me a glass .,SHOW,A,to,-38.30342483520508,-33.65021896362305,-37.98945999145508,-33.053409576416016
an uncle saved them an anchor .,SAVE,A,for,the physician showed me the coat .,SHOW,THE,to,-38.53418731689453,-35.778812408447266,-39.24623107910156,-35.98387908935547
an attorney saved you a meal .,SAVE,A,for,the doctor showed him the juice .,SHOW,THE,to,-41.61116790771485,-38.63964080810547,-43.32223510742188,-37.1044807434082
a physician saved them a salad .,SAVE,A,for,the hero showed him the pie .,SHOW,THE,to,-36.921234130859375,-33.4828987121582,-39.28521347045898,-33.59307861328125
a priest saved her a key .,SAVE,A,for,the parent showed me the salad .,SHOW,THE,to,-41.73297882080078,-38.682716369628906,-42.91260147094727,-39.0369758605957
a president saved you a bell .,SAVE,A,for,the partner showed them the television .,SHOW,THE,to,-45.48111343383789,-43.0722770690918,-44.61827850341797,-40.9240837097168
a guest saved them a candy .,SAVE,A,for,the girl showed you the plate .,SHOW,THE,to,-32.51389694213867,-31.70596694946289,-32.95915603637695,-31.397703170776367
a wife saved you a key .,SAVE,A,for,the son showed him the crystal .,SHOW,THE,to,-36.424049377441406,-34.20468521118164,-38.48177719116211,-34.132179260253906
a daughter saved me a meal .,SAVE,A,for,the guy showed us the juice .,SHOW,THE,to,-40.873783111572266,-35.79867172241211,-40.46540832519531,-34.672447204589844
an uncle saved it a wire .,SAVE,A,for,the nurse showed me the crystal .,SHOW,THE,to,-33.86212158203125,-31.420413970947266,-33.62643051147461,-31.33813667297364
a champion saved him a cheese .,SAVE,A,for,the physician showed me the tea .,SHOW,THE,to,-37.53309631347656,-34.64396667480469,-41.61669158935547,-35.95123672485352
a prince saved you a beer .,SAVE,A,for,the employer showed us the chicken .,SHOW,THE,to,-42.96549606323242,-38.61847686767578,-46.6571044921875,-41.174903869628906
an attorney saved them a glass .,SAVE,A,for,the leader showed you the coffee .,SHOW,THE,to,-39.75163650512695,-36.28224563598633,-39.661075592041016,-35.840301513671875
a lawyer saved him a tea .,SAVE,A,for,the mayor showed them the bag .,SHOW,THE,to,-35.73558044433594,-32.89325714111328,-38.22724151611328,-32.65473556518555
a colonel saved me a beer .,SAVE,A,for,the cop showed him the flower .,SHOW,THE,to,-39.3845100402832,-35.86273193359375,-39.473480224609375,-34.54554748535156
a lawyer saved us a pie .,SAVE,A,for,the secretary showed them the tea .,SHOW,THE,to,-39.2845573425293,-34.62408447265625,-40.25440216064453,-32.892337799072266
a scientist saved it a newspaper .,SAVE,A,for,the sheriff showed me the bowl .,SHOW,THE,to,-40.79664993286133,-35.26609802246094,-38.93611907958984,-34.149749755859375
a princess saved you a meal .,SAVE,A,for,the opponent showed us the coffee .,SHOW,THE,to,-45.370487213134766,-42.23975372314453,-45.64429473876953,-41.76742935180664
a minister saved us a candy .,SAVE,A,for,the leader showed them the instrument .,SHOW,THE,to,-34.855411529541016,-33.0045166015625,-34.033599853515625,-32.47088623046875
a son saved us a wire .,SAVE,A,for,the buddy showed it the cigarette .,SHOW,THE,to,-44.30193710327149,-42.45857620239258,-45.04880905151367,-43.04447555541992
a lawyer saved you a cigarette .,SAVE,A,for,the adult showed him the candy .,SHOW,THE,to,-39.63727569580078,-38.11572265625,-39.03118133544922,-35.97551727294922
a man saved her a meal .,SAVE,A,for,the prince showed them the juice .,SHOW,THE,to,-37.28629684448242,-35.760196685791016,-41.07058334350586,-37.05170440673828
a champion saved you a candy .,SAVE,A,for,the president showed me the beer .,SHOW,THE,to,-38.56692886352539,-35.888275146484375,-43.88605880737305,-38.63871383666992
a cop saved us a cheese .,SAVE,A,for,the wife showed me the beer .,SHOW,THE,to,-35.482208251953125,-31.9001693725586,-36.23442840576172,-30.96616554260254
a brother saved me a newspaper .,SAVE,A,for,the wife showed you the telephone .,SHOW,THE,to,-39.17424011230469,-35.626502990722656,-39.01237869262695,-34.58241271972656
a lady saved her a salad .,SAVE,A,for,the husband showed you the coffee .,SHOW,THE,to,-37.60818099975586,-34.584930419921875,-38.52789306640625,-34.1907958984375
the uncle sold them the box .,SELL,THE,to,a scientist showed you a chicken .,SHOW,A,to,-41.48562240600586,-37.963829040527344,-44.12294769287109,-39.41587829589844
the opponent sold me the chocolate .,SELL,THE,to,a bishop showed you a coffee .,SHOW,A,to,-45.8668098449707,-41.9873046875,-49.19962692260742,-42.23482894897461
the parent sold you the cigarette .,SELL,THE,to,a cousin showed me a tea .,SHOW,A,to,-44.32152557373047,-40.151145935058594,-45.280521392822266,-39.15403747558594
the secretary sold you the guitar .,SELL,THE,to,a singer showed us a cheese .,SHOW,A,to,-42.24653625488281,-37.7303466796875,-47.3960189819336,-39.83307266235352
the leader sold them the coffee .,SELL,THE,to,a king showed it a tea .,SHOW,A,to,-40.39241027832031,-39.69865417480469,-43.14767074584961,-38.91134643554688
the boy sold us the pot .,SELL,THE,to,an actor showed you a chicken .,SHOW,A,to,-43.297645568847656,-40.35833740234375,-45.627559661865234,-40.7095947265625
the daughter sold her the pot .,SELL,THE,to,a soldier showed them a tea .,SHOW,A,to,-41.61247634887695,-37.24589538574219,-44.38022994995117,-37.34252166748047
the prince sold you the juice .,SELL,THE,to,a minister showed him a tea .,SHOW,A,to,-38.67333221435547,-36.177978515625,-43.28055191040039,-37.60958480834961
the writer sold him the cup .,SELL,THE,to,a daughter showed you a flower .,SHOW,A,to,-40.5263900756836,-36.77751159667969,-42.25495910644531,-37.36249542236328
the aunt sold me the cheese .,SELL,THE,to,a husband showed you a telephone .,SHOW,A,to,-43.38130569458008,-39.04813766479492,-45.58676528930664,-39.78152084350586
the actress sold her the pot .,SELL,THE,to,an attorney showed you a tea .,SHOW,A,to,-45.51497650146485,-42.45132064819336,-45.95464706420898,-42.58193588256836
the leader sold you the meal .,SELL,THE,to,a girl showed us a ball .,SHOW,A,to,-35.81379318237305,-33.582115173339844,-38.614166259765625,-34.224212646484375
the teacher sold it the meal .,SELL,THE,to,a son showed them a cheese .,SHOW,A,to,-40.07792663574219,-37.51565170288086,-40.34465789794922,-37.083717346191406
the pilot sold me the tea .,SELL,THE,to,a husband showed her a salad .,SHOW,A,to,-44.18320083618164,-39.81430816650391,-46.24653625488281,-38.5882453918457
the brother sold them the beer .,SELL,THE,to,an author showed me a cigarette .,SHOW,A,to,-41.30944442749024,-38.73891830444336,-43.56196212768555,-38.1270866394043
the hero sold him the candy .,SELL,THE,to,a singer showed you a pie .,SHOW,A,to,-40.196075439453125,-37.95539855957031,-44.30854034423828,-39.582279205322266
the nurse sold you the coffee .,SELL,THE,to,a worker showed them a salad .,SHOW,A,to,-40.6463737487793,-37.13832092285156,-45.126930236816406,-36.91169357299805
the partner sold us the coffee .,SELL,THE,to,a physician showed it a cigarette .,SHOW,A,to,-42.42839813232422,-42.413063049316406,-46.47222518920898,-42.63901138305664
the friend sold them the pie .,SELL,THE,to,an aunt showed me a tea .,SHOW,A,to,-41.303993225097656,-35.746437072753906,-45.18684005737305,-37.47103118896485
the physician sold me the cheese .,SELL,THE,to,a guy showed you a beer .,SHOW,A,to,-37.76852798461914,-36.17115020751953,-39.20842361450195,-35.7955207824707
the attorney sold you the beer .,SELL,THE,to,a son showed us a glass .,SHOW,A,to,-43.56312942504883,-39.60515594482422,-44.9074821472168,-38.20048904418945
the parent sold them the juice .,SELL,THE,to,a reader showed you a meal .,SHOW,A,to,-46.603118896484375,-41.47426223754883,-49.24927520751953,-42.540565490722656
the colonel sold it the jacket .,SELL,THE,to,a guest showed you a ball .,SHOW,A,to,-39.67329788208008,-36.41294097900391,-42.52308654785156,-39.11456298828125
the physician sold him the chicken .,SELL,THE,to,a friend showed me a tea .,SHOW,A,to,-38.20608139038086,-33.38108444213867,-42.56101989746094,-34.4028434753418
the guy sold you the juice .,SELL,THE,to,a kid showed me a glass .,SHOW,A,to,-36.08026885986328,-33.219520568847656,-39.21962738037109,-33.92082977294922
an actor sold it a coffee .,SELL,A,to,the physician showed me the coat .,SHOW,THE,to,-38.78300476074219,-36.30824661254883,-39.13406753540039,-35.87620162963867
a lady sold you a salad .,SELL,A,to,the doctor showed him the juice .,SHOW,THE,to,-34.976158142089844,-34.85660552978516,-40.70383071899414,-37.03263092041016
an employer sold them a beer .,SELL,A,to,the hero showed him the pie .,SHOW,THE,to,-39.75460052490234,-37.32107162475586,-42.06056594848633,-36.26954650878906
a cop sold it a pot .,SELL,A,to,the parent showed me the salad .,SHOW,THE,to,-40.19062805175781,-39.46661376953125,-42.087135314941406,-39.60929870605469
a doctor sold her a juice .,SELL,A,to,the partner showed them the television .,SHOW,THE,to,-41.100135803222656,-39.54957580566406,-41.15555953979492,-38.22415542602539
a colonel sold us a tea .,SELL,A,to,the girl showed you the plate .,SHOW,THE,to,-37.21504974365234,-33.964725494384766,-37.87568283081055,-33.04854202270508
an aunt sold them a coat .,SELL,A,to,the son showed him the crystal .,SHOW,THE,to,-35.44926452636719,-34.25349044799805,-36.29356384277344,-33.450809478759766
a husband sold them a glass .,SELL,A,to,the guy showed us the juice .,SHOW,THE,to,-36.97539138793945,-34.0500602722168,-38.097015380859375,-33.498470306396484
a guest sold you a cup .,SELL,A,to,the nurse showed me the crystal .,SHOW,THE,to,-41.53945541381836,-39.3332633972168,-41.663516998291016,-39.039432525634766
an attorney sold you a coffee .,SELL,A,to,the physician showed me the tea .,SHOW,THE,to,-38.70437240600586,-36.96561050415039,-42.21502685546875,-38.02394485473633
a teacher sold it a coffee .,SELL,A,to,the employer showed us the chicken .,SHOW,THE,to,-41.85905075073242,-39.60310745239258,-42.074405670166016,-37.93262100219727
a colonel sold us a television .,SELL,A,to,the leader showed you the coffee .,SHOW,THE,to,-41.05377197265625,-37.58082962036133,-43.31621551513672,-37.68557357788086
an opponent sold him a chicken .,SELL,A,to,the mayor showed them the bag .,SHOW,THE,to,-37.46501541137695,-34.61073303222656,-36.88774108886719,-31.568979263305664
a child sold us a tea .,SELL,A,to,the cop showed him the flower .,SHOW,THE,to,-37.91609191894531,-36.24259567260742,-38.72819519042969,-35.53076934814453
a lawyer sold us a wire .,SELL,A,to,the secretary showed them the tea .,SHOW,THE,to,-40.35396194458008,-36.040504455566406,-42.15370178222656,-35.55463790893555
a daughter sold you a pie .,SELL,A,to,the sheriff showed me the bowl .,SHOW,THE,to,-40.36515045166016,-37.364139556884766,-40.35100936889648,-35.19083786010742
a bishop sold me a newspaper .,SELL,A,to,the opponent showed us the coffee .,SHOW,THE,to,-47.153953552246094,-44.102787017822266,-46.504024505615234,-41.3882942199707
an adult sold me a motor .,SELL,A,to,the leader showed them the instrument .,SHOW,THE,to,-39.147090911865234,-36.79806900024414,-38.38940048217773,-35.22834396362305
a colonel sold him a cheese .,SELL,A,to,the buddy showed it the cigarette .,SHOW,THE,to,-42.10568237304688,-41.17576599121094,-42.1200065612793,-39.705169677734375
a mayor sold them an anchor .,SELL,A,to,the adult showed him the candy .,SHOW,THE,to,-39.39168548583984,-37.68727111816406,-40.10034942626953,-37.10670471191406
a writer sold us a tea .,SELL,A,to,the prince showed them the juice .,SHOW,THE,to,-39.49454498291016,-36.9195442199707,-42.768402099609375,-38.16718673706055
a captain sold them a crystal .,SELL,A,to,the president showed me the beer .,SHOW,THE,to,-36.18650436401367,-33.04238510131836,-40.531864166259766,-33.890193939208984
a husband sold you a glass .,SELL,A,to,the wife showed me the beer .,SHOW,THE,to,-28.05982208251953,-26.557735443115234,-29.636716842651367,-24.589744567871094
a writer sold him a candy .,SELL,A,to,the wife showed you the telephone .,SHOW,THE,to,-39.31950759887695,-37.20320892333984,-39.54964065551758,-35.75210189819336
a mother sold him a chocolate .,SELL,A,to,the husband showed you the coffee .,SHOW,THE,to,-38.17161560058594,-35.648860931396484,-38.20452117919922,-33.30713653564453
the son sent them the candy .,SEND,THE,to,a scientist showed you a chicken .,SHOW,A,to,-41.36822891235352,-38.73606491088867,-43.37921524047852,-39.27527618408203
the scientist sent it the jacket .,SEND,THE,to,a bishop showed you a coffee .,SHOW,A,to,-44.23722839355469,-40.54580307006836,-46.43504333496094,-40.54845428466797
the buddy sent you the salad .,SEND,THE,to,a cousin showed me a tea .,SHOW,A,to,-42.32883071899414,-38.91432571411133,-45.14729309082031,-37.05860137939453
the lady sent him the juice .,SEND,THE,to,a singer showed us a cheese .,SHOW,A,to,-44.331520080566406,-38.694114685058594,-46.58018112182617,-38.72404861450195
the husband sent you the chicken .,SEND,THE,to,a king showed it a tea .,SHOW,A,to,-41.55353927612305,-41.09245681762695,-43.2265510559082,-40.18401718139648
the daughter sent them the beer .,SEND,THE,to,an actor showed you a chicken .,SHOW,A,to,-44.48684310913086,-40.54772567749024,-48.01066207885742,-41.79309844970703
the minister sent you the beer .,SEND,THE,to,a soldier showed them a tea .,SHOW,A,to,-43.20103073120117,-38.574493408203125,-45.557579040527344,-38.313743591308594
the prince sent you the salad .,SEND,THE,to,a minister showed him a tea .,SHOW,A,to,-39.17452239990234,-36.69205474853516,-42.43212890625,-36.39281845092773
the employee sent them the bell .,SEND,THE,to,a daughter showed you a flower .,SHOW,A,to,-36.29093170166016,-33.73678207397461,-39.62872314453125,-34.82071685791016
the colonel sent them the candy .,SEND,THE,to,a husband showed you a telephone .,SHOW,A,to,-44.84542846679688,-41.101593017578125,-49.47750473022461,-43.723331451416016
the guest sent them the bottle .,SEND,THE,to,an attorney showed you a tea .,SHOW,A,to,-45.11189270019531,-42.42938995361328,-48.3652572631836,-43.96537399291992
the attorney sent it the chocolate .,SEND,THE,to,a girl showed us a ball .,SHOW,A,to,-36.53861618041992,-34.26520919799805,-39.805450439453125,-35.58345031738281
the father sent him the chocolate .,SEND,THE,to,a son showed them a cheese .,SHOW,A,to,-41.52027130126953,-38.730690002441406,-44.38029861450195,-38.21922302246094
the mayor sent me the beer .,SEND,THE,to,a husband showed her a salad .,SHOW,A,to,-46.26964569091797,-41.91609191894531,-48.49132537841797,-39.51140594482422
the president sent him the bag .,SEND,THE,to,an author showed me a cigarette .,SHOW,A,to,-41.38612747192383,-38.3010139465332,-45.22622680664063,-38.18023300170898
the father sent him the engine .,SEND,THE,to,a singer showed you a pie .,SHOW,A,to,-44.43729019165039,-40.3909912109375,-46.8102912902832,-40.68658447265625
the professor sent you the cheese .,SEND,THE,to,a worker showed them a salad .,SHOW,A,to,-41.043548583984375,-39.4956283569336,-45.35164260864258,-37.58422088623047
the colonel sent me the iron .,SEND,THE,to,a physician showed it a cigarette .,SHOW,A,to,-44.87464904785156,-42.52180862426758,-46.224456787109375,-41.755157470703125
the hero sent you the pot .,SEND,THE,to,an aunt showed me a tea .,SHOW,A,to,-41.35768508911133,-36.94316101074219,-44.228118896484375,-36.45343017578125
the nurse sent him the juice .,SEND,THE,to,a guy showed you a beer .,SHOW,A,to,-39.50853729248047,-35.95719909667969,-40.678104400634766,-34.961570739746094
the attorney sent them the chocolate .,SEND,THE,to,a son showed us a glass .,SHOW,A,to,-43.8411979675293,-40.13476943969727,-46.79613494873047,-39.95240783691406
the employee sent him the bell .,SEND,THE,to,a reader showed you a meal .,SHOW,A,to,-41.910762786865234,-39.731929779052734,-44.07497787475586,-41.18799209594727
the aunt sent me the camera .,SEND,THE,to,a guest showed you a ball .,SHOW,A,to,-46.29946899414063,-42.14452362060547,-45.82129669189453,-40.375732421875
the colonel sent you the cheese .,SEND,THE,to,a friend showed me a tea .,SHOW,A,to,-37.83134078979492,-34.4937744140625,-40.38361358642578,-34.34231948852539
the soldier sent them the jacket .,SEND,THE,to,a kid showed me a glass .,SHOW,A,to,-41.467891693115234,-36.441368103027344,-44.58685302734375,-37.75074768066406
a bishop sent him a beer .,SEND,A,to,the physician showed me the coat .,SHOW,THE,to,-36.879024505615234,-35.0566291809082,-41.2917594909668,-38.914794921875
an employer sent us a pie .,SEND,A,to,the doctor showed him the juice .,SHOW,THE,to,-38.60226440429688,-36.13703918457031,-40.44512939453125,-35.46260452270508
a princess sent me a beer .,SEND,A,to,the hero showed him the pie .,SHOW,THE,to,-40.330867767333984,-38.24444580078125,-42.45955276489258,-37.64987182617188
a mother sent you a juice .,SEND,A,to,the parent showed me the salad .,SHOW,THE,to,-37.96791458129883,-35.88581848144531,-39.479469299316406,-35.88970947265625
a bishop sent you a beer .,SEND,A,to,the partner showed them the television .,SHOW,THE,to,-43.56959533691406,-42.07001495361328,-48.278934478759766,-44.11722183227539
a leader sent him a bag .,SEND,A,to,the girl showed you the plate .,SHOW,THE,to,-37.11299514770508,-35.42325973510742,-36.85494995117188,-34.006591796875
a doctor sent you a beer .,SEND,A,to,the son showed him the crystal .,SHOW,THE,to,-40.99201583862305,-38.04075622558594,-44.78361129760742,-38.24456787109375
an opponent sent you a tea .,SEND,A,to,the guy showed us the juice .,SHOW,THE,to,-40.70159530639648,-37.89806365966797,-42.584468841552734,-38.605594635009766
an actress sent us a coat .,SEND,A,to,the nurse showed me the crystal .,SHOW,THE,to,-38.35523223876953,-35.950050354003906,-38.97111892700195,-34.863426208496094
a mother sent him a gun .,SEND,A,to,the physician showed me the tea .,SHOW,THE,to,-41.568973541259766,-38.77301788330078,-45.439064025878906,-40.304935455322266
an employee sent him a coffee .,SEND,A,to,the employer showed us the chicken .,SHOW,THE,to,-38.67340087890625,-36.42002487182617,-40.47262954711914,-35.79197311401367
a wife sent them a chocolate .,SEND,A,to,the leader showed you the coffee .,SHOW,THE,to,-40.65863037109375,-37.79133224487305,-41.71649932861328,-38.45141220092773
a mother sent us a juice .,SEND,A,to,the mayor showed them the bag .,SHOW,THE,to,-38.20204544067383,-35.80653762817383,-40.55181884765625,-36.19154739379883
an employee sent them a cheese .,SEND,A,to,the cop showed him the flower .,SHOW,THE,to,-38.4394645690918,-36.76058578491211,-42.33462524414063,-37.18259048461914
a reader sent him a beer .,SEND,A,to,the secretary showed them the tea .,SHOW,THE,to,-40.77907180786133,-38.233863830566406,-40.445796966552734,-34.922664642333984
a teacher sent her a guitar .,SEND,A,to,the sheriff showed me the bowl .,SHOW,THE,to,-41.062774658203125,-37.05697250366211,-39.59085464477539,-33.42864227294922
a colonel sent you a chocolate .,SEND,A,to,the opponent showed us the coffee .,SHOW,THE,to,-41.02381134033203,-38.38365936279297,-45.22920227050781,-39.25292205810547
a candidate sent us a box .,SEND,A,to,the leader showed them the instrument .,SHOW,THE,to,-41.36338424682617,-36.51304626464844,-42.87213134765625,-37.31531524658203
a mayor sent you a meal .,SEND,A,to,the buddy showed it the cigarette .,SHOW,THE,to,-42.58662033081055,-44.2917366027832,-50.22699737548828,-47.70847702026367
a candidate sent me a flower .,SEND,A,to,the adult showed him the candy .,SHOW,THE,to,-43.39998626708984,-40.39787673950195,-45.9456787109375,-40.04491424560547
an author sent you a camera .,SEND,A,to,the prince showed them the juice .,SHOW,THE,to,-40.738807678222656,-39.33373641967773,-43.954833984375,-39.208251953125
a guest sent you a cheese .,SEND,A,to,the president showed me the beer .,SHOW,THE,to,-42.357383728027344,-39.34578323364258,-43.5420150756836,-36.778106689453125
a chief sent him a chicken .,SEND,A,to,the wife showed me the beer .,SHOW,THE,to,-34.4124755859375,-31.59813117980957,-34.21625900268555,-29.88512420654297
a son sent him a meal .,SEND,A,to,the wife showed you the telephone .,SHOW,THE,to,-39.0953369140625,-36.44097900390625,-39.12361145019531,-34.48294448852539
a sheriff sent it a tea .,SEND,A,to,the husband showed you the coffee .,SHOW,THE,to,-35.641326904296875,-33.82760238647461,-36.624755859375,-33.381893157958984
the uncle supplied me the cigarette .,SUPPLY,THE,to,a scientist showed you a chicken .,SHOW,A,to,-45.044952392578125,-41.41588592529297,-45.887882232666016,-40.73494720458984
the lawyer supplied them the bottle .,SUPPLY,THE,to,a bishop showed you a coffee .,SHOW,A,to,-47.62942123413086,-44.06314086914063,-48.79527282714844,-43.95432662963867
the partner supplied you the bell .,SUPPLY,THE,to,a cousin showed me a tea .,SHOW,A,to,-46.49686813354492,-43.15714263916016,-49.6452751159668,-42.01923370361328
the prince supplied you the tea .,SUPPLY,THE,to,a singer showed us a cheese .,SHOW,A,to,-43.210968017578125,-39.96329498291016,-46.471622467041016,-39.914527893066406
the physician supplied him the chicken .,SUPPLY,THE,to,a king showed it a tea .,SHOW,A,to,-44.64208221435547,-42.98745727539063,-43.31148910522461,-40.462852478027344
the bishop supplied him the coffee .,SUPPLY,THE,to,an actor showed you a chicken .,SHOW,A,to,-44.96400451660156,-41.41828918457031,-45.24215698242188,-40.79545593261719
the candidate supplied us the computer .,SUPPLY,THE,to,a soldier showed them a tea .,SHOW,A,to,-48.9499397277832,-44.1569709777832,-47.30342864990234,-42.81715393066406
the buddy supplied me the candy .,SUPPLY,THE,to,a minister showed him a tea .,SHOW,A,to,-44.63882064819336,-41.64440155029297,-44.31572723388672,-39.44700241088867
