prime_sentence,prime_verb,prime_det,prime_prep,target_sentence,target_verb,target_det,target_prep,PD-PD,PD-DO,DO-PD,DO-DO
the attorney promised the opponent the tea .,PROMISE,THE,to,a sheriff sold a band a beer .,SELL,A,to,-43.620079040527344,-47.369178771972656,-44.347293853759766,-46.07345581054688
the boy promised the writer the juice .,PROMISE,THE,to,a sheriff sold an aunt a meal .,SELL,A,to,-43.06177520751953,-44.41072845458984,-46.66622161865234,-46.546382904052734
the cop promised the uncle the bell .,PROMISE,THE,to,a scientist sold a hero a beer .,SELL,A,to,-42.79405975341797,-45.71284103393555,-41.44561767578125,-43.17984390258789
the winner promised the leader the coffee .,PROMISE,THE,to,an actor sold a business a meal .,SELL,A,to,-43.3670539855957,-45.9209213256836,-45.20395278930664,-45.36116409301758
the hero promised the actor the camera .,PROMISE,THE,to,a buddy sold a business a cheese .,SELL,A,to,-49.21778106689453,-54.117225646972656,-48.14918899536133,-50.708099365234375
the girl promised the mother the salad .,PROMISE,THE,to,a lawyer sold a student a chicken .,SELL,A,to,-36.7181396484375,-41.3332405090332,-37.60110855102539,-40.06731414794922
the son promised the student the bag .,PROMISE,THE,to,a girl sold an administration a beer .,SELL,A,to,-43.950904846191406,-46.30513000488281,-43.09539031982422,-42.49926376342773
the uncle promised the girl the key .,PROMISE,THE,to,a cop sold a business a coat .,SELL,A,to,-47.51411819458008,-48.4699592590332,-48.742801666259766,-47.51985168457031
the kid promised the employer the juice .,PROMISE,THE,to,a colonel sold a manager a bottle .,SELL,A,to,-41.9251594543457,-42.83466720581055,-43.30105209350586,-42.76761245727539
a pilot promised a leader a coffee .,PROMISE,A,to,the hero sold the reader the meal .,SELL,THE,to,-40.73503112792969,-44.624244689941406,-40.965667724609375,-44.112281799316406
a chief promised an employee a guitar .,PROMISE,A,to,the reader sold the administration the coffee .,SELL,THE,to,-49.74283981323242,-53.30201721191406,-51.27751922607422,-53.07621765136719
a minister promised a champion a pie .,PROMISE,A,to,the mother sold the cousin the pot .,SELL,THE,to,-37.83135986328125,-40.31638717651367,-39.71665954589844,-41.02267456054688
a priest promised a guest a juice .,PROMISE,A,to,the professor sold the actress the tea .,SELL,THE,to,-41.25730514526367,-46.32752990722656,-41.01639938354492,-43.789825439453125
a partner promised an attorney a beer .,PROMISE,A,to,the author sold the company the cheese .,SELL,THE,to,-40.83843612670898,-47.3185920715332,-43.647193908691406,-46.742950439453125
a doctor promised an actor a chicken .,PROMISE,A,to,the cousin sold the corporation the cheese .,SELL,THE,to,-45.78367614746094,-48.81630706787109,-47.1316032409668,-47.13852691650391
an attorney promised a priest a juice .,PROMISE,A,to,the actor sold the corporation the beer .,SELL,THE,to,-41.69548797607422,-44.377777099609375,-42.76106262207031,-44.62261199951172
a kid promised a hero a card .,PROMISE,A,to,the opponent sold the business the salad .,SELL,THE,to,-50.46007537841797,-51.689674377441406,-51.45854187011719,-51.4675178527832
a daughter promised a girl a glass .,PROMISE,A,to,the candidate sold the husband the book .,SELL,THE,to,-38.7703742980957,-43.22620391845703,-39.502567291259766,-42.104736328125
a parent promised a candidate a jacket .,PROMISE,A,to,the partner sold the minister the coffee .,SELL,THE,to,-42.64669036865234,-45.88468933105469,-43.397064208984375,-44.65756988525391
a prince promised an aunt a salad .,PROMISE,A,to,the lawyer sold the army the bottle .,SELL,THE,to,-40.4013557434082,-42.558837890625,-40.47639083862305,-41.51477813720703
a father promised a physician a card .,PROMISE,A,to,the actor sold the professor the knife .,SELL,THE,to,-38.108177185058594,-41.765872955322266,-39.24169158935547,-41.37723922729492
a bishop promised a president a salad .,PROMISE,A,to,the wife sold the professor the anchor .,SELL,THE,to,-42.44441223144531,-44.76115798950195,-43.05694580078125,-45.48082733154297
a lady promised a kid a key .,PROMISE,A,to,the mayor sold the corporation the pot .,SELL,THE,to,-44.06632232666016,-47.126312255859375,-44.953399658203125,-47.46461868286133
a friend promised a child a pie .,PROMISE,A,to,the actress sold the worker the salad .,SELL,THE,to,-44.6855697631836,-48.34703063964844,-45.78292465209961,-48.08540725708008
an adult promised a child a candy .,PROMISE,A,to,the father sold the company the juice .,SELL,THE,to,-36.73516082763672,-40.57295608520508,-37.421016693115234,-40.83675003051758
a prince promised a mayor a bell .,PROMISE,A,to,the colonel sold the army the flower .,SELL,THE,to,-38.77365493774414,-44.9658432006836,-41.47183609008789,-42.77119445800781
an actor promised a secretary a chicken .,PROMISE,A,to,the student sold the sheriff the salad .,SELL,THE,to,-45.85556411743164,-47.21554565429688,-45.39561080932617,-44.27246856689453
a captain promised a hero a motor .,PROMISE,A,to,the mother sold the professor the computer .,SELL,THE,to,-34.897640228271484,-39.95981216430664,-35.23448944091797,-40.5081901550293
a mayor promised a pilot a beer .,PROMISE,A,to,the president sold the girl the machine .,SELL,THE,to,-40.14554214477539,-41.117958068847656,-41.76617431640625,-41.93219375610352
a minister promised a chief a machine .,PROMISE,A,to,the opponent sold the administration the iron .,SELL,THE,to,-43.98822784423828,-44.91084671020508,-44.52043533325195,-45.36475372314453
a champion promised a cousin a meal .,PROMISE,A,to,the son sold the author the beer .,SELL,THE,to,-39.64847946166992,-41.108055114746094,-39.15988540649414,-39.871124267578125
a cop promised a mayor a coat .,PROMISE,A,to,the priest sold the mother the wire .,SELL,THE,to,-40.866455078125,-41.565914154052734,-43.324703216552734,-41.356693267822266
an actor promised a friend a guitar .,PROMISE,A,to,the employee sold the champion the coffee .,SELL,THE,to,-45.76361083984375,-50.001007080078125,-46.489654541015625,-49.49652099609375
a writer promised a buddy a cup .,PROMISE,A,to,the lawyer sold the army the ball .,SELL,THE,to,-43.158817291259766,-45.82759094238281,-42.855247497558594,-44.56239700317383
the writer brought the chief the chocolate .,BRING,THE,to,a father sent a guy a cup .,SEND,A,to,-42.53488159179688,-45.6624641418457,-43.17292022705078,-43.86943817138672
the brother brought the champion the beer .,BRING,THE,to,a friend sent a club a coffee .,SEND,A,to,-38.37831115722656,-41.91879653930664,-39.37775421142578,-40.23963165283203
the cousin brought the company the beer .,BRING,THE,to,a secretary sent a club a salad .,SEND,A,to,-42.351165771484375,-45.50229263305664,-44.39854431152344,-43.6458740234375
the mother brought the buddy the coffee .,BRING,THE,to,a writer sent a band a meal .,SEND,A,to,-42.31175994873047,-46.47919845581055,-44.05463790893555,-43.63613128662109
the woman brought the band the pie .,BRING,THE,to,a minister sent an actress a beer .,SEND,A,to,-41.40909576416016,-42.56136703491211,-45.46403884887695,-44.132659912109375
the child brought the soldier the beer .,BRING,THE,to,a winner sent a kid a meal .,SEND,A,to,-43.274147033691406,-46.80251693725586,-43.869773864746094,-46.64711380004883
the partner brought the mother the meal .,BRING,THE,to,a president sent a minister an instrument .,SEND,A,to,-42.588680267333984,-45.28463363647461,-43.18340301513672,-43.65632629394531
the employee brought the colonel the wire .,BRING,THE,to,a lawyer sent a man a coffee .,SEND,A,to,-40.28150177001953,-41.53946685791016,-40.10952758789063,-40.49583053588867
the boy brought the captain the hat .,BRING,THE,to,a nurse sent a wife a juice .,SEND,A,to,-49.584285736083984,-49.23222351074219,-47.07588577270508,-45.0262451171875
the secretary brought the corporation the juice .,BRING,THE,to,an actress sent a company a beer .,SEND,A,to,-36.991302490234375,-39.06582260131836,-41.392948150634766,-38.64100646972656
the physician brought the band the meal .,BRING,THE,to,a mayor sent an employee a chocolate .,SEND,A,to,-48.03480529785156,-51.40901184082031,-47.64137268066406,-48.7313232421875
the boy brought the aunt the juice .,BRING,THE,to,a doctor sent a father a tea .,SEND,A,to,-40.72869491577149,-42.8083381652832,-41.63593292236328,-40.94074249267578
the singer brought the army the candy .,BRING,THE,to,a sheriff sent a brother a bottle .,SEND,A,to,-45.18342590332031,-47.22661209106445,-45.40812683105469,-45.66820526123047
the reader brought the doctor the television .,BRING,THE,to,a son sent a corporation a camera .,SEND,A,to,-39.70287322998047,-41.72029113769531,-41.91753387451172,-39.64689636230469
the princess brought the club the television .,BRING,THE,to,a parent sent a father a cheese .,SEND,A,to,-48.61447525024414,-50.207149505615234,-49.8325424194336,-47.71043395996094
the kid brought the employer the juice .,BRING,THE,to,a guest sent an aunt a camera .,SEND,A,to,-42.06056594848633,-43.7742805480957,-44.062286376953125,-44.118743896484375
the priest brought the partner the pot .,BRING,THE,to,a secretary sent a company a crystal .,SEND,A,to,-44.454010009765625,-47.25181579589844,-46.53156280517578,-45.636661529541016
the winner brought the club the camera .,BRING,THE,to,a prince sent a minister a pie .,SEND,A,to,-45.24469375610352,-49.24016952514648,-44.64983367919922,-47.56695556640625
the soldier brought the adult the motor .,BRING,THE,to,a kid sent an army a box .,SEND,A,to,-37.39063262939453,-40.28145599365234,-37.65755462646485,-37.426788330078125
the man brought the company the chicken .,BRING,THE,to,a sheriff sent a band a cheese .,SEND,A,to,-48.47198486328125,-52.78985977172852,-52.04636764526367,-50.633766174316406
the secretary brought the soldier the chocolate .,BRING,THE,to,a princess sent a club a salad .,SEND,A,to,-45.59416961669922,-49.634986877441406,-45.64048767089844,-46.65517807006836
the opponent brought the manager the coffee .,BRING,THE,to,a professor sent an administration a machine .,SEND,A,to,-45.20616149902344,-47.27656555175781,-47.37262725830078,-46.98055648803711
the boy brought the adult the salad .,BRING,THE,to,an actress sent a club a coat .,SEND,A,to,-46.23598098754883,-50.19159698486328,-44.10650253295898,-46.50223922729492
the candidate brought the company the chicken .,BRING,THE,to,a sheriff sent a band a television .,SEND,A,to,-49.36007308959961,-52.742523193359375,-49.85249710083008,-52.112335205078125
the professor brought the corporation the coffee .,BRING,THE,to,a mother sent a band a juice .,SEND,A,to,-42.18827438354492,-48.98328399658203,-45.63315200805664,-45.645355224609375
a teacher brought a company a salad .,BRING,A,to,the actress sent the club the candy .,SEND,THE,to,-41.38702392578125,-46.25400161743164,-40.23363876342773,-42.90721893310547
a cop brought a business a chocolate .,BRING,A,to,the soldier sent the parent the camera .,SEND,THE,to,-40.78825378417969,-44.38258743286133,-39.98765563964844,-42.56473159790039
an attorney brought a band an engine .,BRING,A,to,the teacher sent the company the salad .,SEND,THE,to,-42.00807571411133,-47.07403945922852,-40.10881042480469,-44.03243255615234
a champion brought a club a guitar .,BRING,A,to,the professor sent the cop the chocolate .,SEND,THE,to,-45.24104309082031,-45.47832489013672,-42.3675422668457,-41.96314239501953
a cousin brought a champion a tea .,BRING,A,to,the husband sent the boy the coffee .,SEND,THE,to,-35.07299041748047,-37.51116943359375,-35.4300651550293,-36.908470153808594
a sheriff brought an adult a bowl .,BRING,A,to,the king sent the administration the beer .,SEND,THE,to,-40.36168670654297,-44.30348587036133,-39.37416076660156,-42.64915084838867
a leader brought a mother a juice .,BRING,A,to,the professor sent the band the tea .,SEND,THE,to,-41.87054061889648,-46.50064086914063,-42.14677429199219,-43.06097030639648
a lawyer brought a winner an iron .,BRING,A,to,the captain sent the cousin the cheese .,SEND,THE,to,-43.88878631591797,-47.03212738037109,-44.3350830078125,-43.519344329833984
a doctor brought an army a cheese .,BRING,A,to,the king sent the partner the tea .,SEND,THE,to,-39.34946823120117,-43.55476760864258,-39.9193115234375,-41.724853515625
a lawyer brought a winner an iron .,BRING,A,to,the singer sent the worker the machine .,SEND,THE,to,-37.13271331787109,-40.543399810791016,-37.56726837158203,-39.85308456420898
a manager brought a corporation a cup .,BRING,A,to,the teacher sent the student the juice .,SEND,THE,to,-36.20085525512695,-39.49675369262695,-35.811546325683594,-35.53615951538086
a king brought an army a glass .,BRING,A,to,the colonel sent the boy the iron .,SEND,THE,to,-39.085697174072266,-41.198238372802734,-40.24302673339844,-39.58302307128906
a teacher brought a singer an engine .,BRING,A,to,the bishop sent the buddy the coffee .,SEND,THE,to,-45.29681015014648,-48.48895263671875,-45.0942497253418,-44.62240982055664
an actor brought an administration a plate .,BRING,A,to,the teacher sent the opponent the chicken .,SEND,THE,to,-39.79413986206055,-44.25889587402344,-41.29347229003906,-43.99012756347656
a manager brought a teacher a salad .,BRING,A,to,the employer sent the club the flower .,SEND,THE,to,-41.46285629272461,-46.128562927246094,-41.25209426879883,-44.19685745239258
an attorney brought a child a card .,BRING,A,to,the son sent the aunt the salad .,SEND,THE,to,-42.506614685058594,-45.32090759277344,-39.37137985229492,-42.21492767333984
a king brought a club a card .,BRING,A,to,the reader sent the sheriff the chicken .,SEND,THE,to,-46.37678146362305,-54.3425178527832,-43.21335983276367,-44.99665069580078
a champion brought a club a juice .,BRING,A,to,the brother sent the minister the television .,SEND,THE,to,-45.97137069702149,-47.43010711669922,-42.94267272949219,-43.7338752746582
a pilot brought a writer a chicken .,BRING,A,to,the chief sent the son the meal .,SEND,THE,to,-43.7962532043457,-47.38972473144531,-42.397743225097656,-44.5014877319336
a girl brought an author a beer .,BRING,A,to,the partner sent the band the wire .,SEND,THE,to,-49.53792572021485,-50.23432159423828,-49.0039291381836,-48.80671310424805
a sheriff brought a band a beer .,BRING,A,to,the physician sent the corporation the computer .,SEND,THE,to,-47.85015106201172,-50.90910720825195,-48.23706817626953,-48.778018951416016
a child brought a physician a newspaper .,BRING,A,to,the prince sent the teacher the crystal .,SEND,THE,to,-46.08048248291016,-48.11017227172852,-43.53522491455078,-43.51690673828125
a doctor brought an army a chocolate .,BRING,A,to,the princess sent the band the pie .,SEND,THE,to,-38.85744857788086,-41.84831237792969,-39.66075134277344,-38.37800216674805
a candidate brought a corporation a beer .,BRING,A,to,the friend sent the administration the pie .,SEND,THE,to,-44.29527282714844,-48.31842803955078,-44.628448486328125,-45.9892807006836
a prince brought an army a cigarette .,BRING,A,to,the mother sent the business the juice .,SEND,THE,to,-40.05295181274414,-46.34345626831055,-41.25259780883789,-42.910003662109375
the manager drew the chief the key .,DRAW,THE,for,a father sent a guy a cup .,SEND,A,to,-42.7855224609375,-44.7299690246582,-41.92522430419922,-42.78236389160156
the daughter drew the corporation the iron .,DRAW,THE,for,a friend sent a club a coffee .,SEND,A,to,-41.86949920654297,-44.93285369873047,-42.35519409179688,-43.88847732543945
the employer drew the business the telephone .,DRAW,THE,for,a secretary sent a club a salad .,SEND,A,to,-45.35584259033203,-49.70904922485352,-44.83590698242188,-46.8719596862793
the uncle drew the corporation the log .,DRAW,THE,for,a writer sent a band a meal .,SEND,A,to,-45.1978874206543,-48.49882507324219,-42.99554443359375,-43.42661285400391
the hero drew the adult the camera .,DRAW,THE,for,a minister sent an actress a beer .,SEND,A,to,-44.37142181396485,-45.58452224731445,-45.0927848815918,-44.34317779541016
the actress drew the army the plate .,DRAW,THE,for,a winner sent a kid a meal .,SEND,A,to,-45.69200897216797,-46.358158111572266,-45.75094223022461,-44.01032257080078
the chief drew the corporation the cup .,DRAW,THE,for,a president sent a minister an instrument .,SEND,A,to,-43.63824462890625,-43.73466491699219,-40.96565246582031,-39.6414794921875
the friend drew the author the camera .,DRAW,THE,for,a lawyer sent a man a coffee .,SEND,A,to,-42.2473030090332,-41.27299499511719,-41.50066757202149,-39.25164413452149
the pilot drew the band the key .,DRAW,THE,for,a nurse sent a wife a juice .,SEND,A,to,-47.27163696289063,-47.564697265625,-44.0367431640625,-43.66471862792969
the employee drew the son the motor .,DRAW,THE,for,an actress sent a company a beer .,SEND,A,to,-44.05119705200195,-43.987831115722656,-46.786380767822266,-46.38753890991211
the husband drew the administration the hat .,DRAW,THE,for,a mayor sent an employee a chocolate .,SEND,A,to,-46.04106140136719,-46.5688705444336,-44.44007873535156,-44.5850830078125
the chief drew the corporation the cup .,DRAW,THE,for,a doctor sent a father a tea .,SEND,A,to,-44.88884735107422,-43.58624649047852,-41.25166320800781,-40.15106964111328
the partner drew the attorney the hat .,DRAW,THE,for,a sheriff sent a brother a bottle .,SEND,A,to,-42.644378662109375,-44.9990234375,-42.05205154418945,-42.27946853637695
the girl drew the club the log .,DRAW,THE,for,a son sent a corporation a camera .,SEND,A,to,-46.85881805419922,-47.52951049804688,-45.06153869628906,-45.28794860839844
the uncle drew the worker the bowl .,DRAW,THE,for,a parent sent a father a cheese .,SEND,A,to,-43.601749420166016,-45.33192443847656,-40.45711517333984,-40.27246475219727
the employee drew the lawyer the glass .,DRAW,THE,for,a guest sent an aunt a camera .,SEND,A,to,-40.405860900878906,-41.88512420654297,-38.05300521850586,-37.8080940246582
the writer drew the administration the hat .,DRAW,THE,for,a secretary sent a company a crystal .,SEND,A,to,-46.54903793334961,-48.416873931884766,-43.67402648925781,-45.74694061279297
the guest drew the girl the guitar .,DRAW,THE,for,a prince sent a minister a pie .,SEND,A,to,-44.293704986572266,-46.50332260131836,-45.011474609375,-45.391357421875
the adult drew the club the plate .,DRAW,THE,for,a kid sent an army a box .,SEND,A,to,-45.39192962646485,-47.02947998046875,-43.14177703857422,-42.45320510864258
the reader drew the winner the gun .,DRAW,THE,for,a sheriff sent a band a cheese .,SEND,A,to,-52.994930267333984,-51.691551208496094,-49.8343391418457,-48.78284454345703
the kid drew the band the cup .,DRAW,THE,for,a princess sent a club a salad .,SEND,A,to,-45.38652420043945,-47.03411483764648,-44.88144302368164,-44.608192443847656
the singer drew the friend the key .,DRAW,THE,for,a professor sent an administration a machine .,SEND,A,to,-50.75816345214844,-51.407711029052734,-49.28098678588867,-48.581336975097656
the husband drew the corporation the button .,DRAW,THE,for,an actress sent a club a coat .,SEND,A,to,-44.10198593139648,-49.54891204833984,-43.54515838623047,-46.21798324584961
the actress drew the army the plate .,DRAW,THE,for,a sheriff sent a band a television .,SEND,A,to,-50.522342681884766,-54.19922637939453,-48.54145812988281,-51.22235870361328
the king drew the priest the gun .,DRAW,THE,for,a mother sent a band a juice .,SEND,A,to,-46.57931518554688,-49.732704162597656,-44.33708953857422,-44.841705322265625
a nurse drew a hero a crystal .,DRAW,A,for,the actress sent the club the candy .,SEND,THE,to,-42.62137222290039,-46.8251953125,-43.436710357666016,-46.9848861694336
a candidate drew a student a flower .,DRAW,A,for,the soldier sent the parent the camera .,SEND,THE,to,-39.94523239135742,-44.63204574584961,-40.64458084106445,-44.69770050048828
a scientist drew an administration an anchor .,DRAW,A,for,the teacher sent the company the salad .,SEND,THE,to,-43.86037063598633,-48.64619827270508,-42.896766662597656,-45.148433685302734
a mayor drew a corporation a bag .,DRAW,A,for,the professor sent the cop the chocolate .,SEND,THE,to,-40.863861083984375,-42.04499816894531,-39.06298065185547,-38.22332000732422
a scientist drew an administration an anchor .,DRAW,A,for,the husband sent the boy the coffee .,SEND,THE,to,-44.13729476928711,-45.76559448242188,-42.71338653564453,-43.80618667602539
a teacher drew a business a motor .,DRAW,A,for,the king sent the administration the beer .,SEND,THE,to,-47.018009185791016,-51.18950653076172,-43.32518768310547,-45.26237487792969
a priest drew a corporation a newspaper .,DRAW,A,for,the professor sent the band the tea .,SEND,THE,to,-41.49005126953125,-44.34221267700195,-38.74639892578125,-39.205196380615234
a student drew a mother an engine .,DRAW,A,for,the captain sent the cousin the cheese .,SEND,THE,to,-45.40699005126953,-50.71297073364258,-43.59841537475586,-46.3348503112793
a husband drew a mayor a glass .,DRAW,A,for,the king sent the partner the tea .,SEND,THE,to,-39.63982772827149,-41.73579025268555,-38.799713134765625,-39.7518196105957
a guy drew an administration a bottle .,DRAW,A,for,the singer sent the worker the machine .,SEND,THE,to,-41.62152862548828,-45.94150924682617,-42.935665130615234,-46.02914047241211
a reader drew an employer a gun .,DRAW,A,for,the teacher sent the student the juice .,SEND,THE,to,-39.16681671142578,-38.73843383789063,-38.8659553527832,-37.430152893066406
a worker drew a captain an anchor .,DRAW,A,for,the colonel sent the boy the iron .,SEND,THE,to,-44.58526611328125,-41.54241561889648,-44.30210876464844,-41.05125427246094
an employee drew an author a machine .,DRAW,A,for,the bishop sent the buddy the coffee .,SEND,THE,to,-49.32606506347656,-51.00506210327149,-46.82447814941406,-48.555850982666016
a captain drew an administration a flower .,DRAW,A,for,the teacher sent the opponent the chicken .,SEND,THE,to,-41.80418395996094,-46.69916915893555,-38.28383255004883,-40.806373596191406
a buddy drew a professor a motor .,DRAW,A,for,the employer sent the club the flower .,SEND,THE,to,-44.36961364746094,-49.17839813232422,-44.85354232788086,-47.918155670166016
a captain drew an army a book .,DRAW,A,for,the son sent the aunt the salad .,SEND,THE,to,-42.2563591003418,-43.630767822265625,-39.87822341918945,-42.2652473449707
a captain drew an army a book .,DRAW,A,for,the reader sent the sheriff the chicken .,SEND,THE,to,-43.8837776184082,-46.19449234008789,-40.90009689331055,-41.10486602783203
a buddy drew a wife a button .,DRAW,A,for,the brother sent the minister the television .,SEND,THE,to,-44.618534088134766,-47.30649948120117,-42.82975387573242,-45.21661758422852
a husband drew a company a wire .,DRAW,A,for,the chief sent the son the meal .,SEND,THE,to,-42.40859222412109,-43.94858169555664,-42.85639190673828,-41.3264045715332
a hero drew an administration a telephone .,DRAW,A,for,the partner sent the band the wire .,SEND,THE,to,-40.43877410888672,-42.07068634033203,-39.01388549804688,-40.49279022216797
a guest drew a club a glass .,DRAW,A,for,the physician sent the corporation the computer .,SEND,THE,to,-49.19018173217773,-52.10670471191406,-46.27790069580078,-47.553009033203125
a princess drew a club a key .,DRAW,A,for,the prince sent the teacher the crystal .,SEND,THE,to,-39.41493225097656,-42.20341873168945,-37.25166702270508,-40.1015853881836
a wife drew a corporation a guitar .,DRAW,A,for,the princess sent the band the pie .,SEND,THE,to,-41.508399963378906,-43.19515228271485,-39.447059631347656,-40.32041931152344
a husband drew a company a wire .,DRAW,A,for,the friend sent the administration the pie .,SEND,THE,to,-45.4133415222168,-49.9033432006836,-44.48535919189453,-46.17557144165039
a husband drew a priest a hat .,DRAW,A,for,the mother sent the business the juice .,SEND,THE,to,-44.02581405639648,-47.20967864990234,-40.86725997924805,-43.82383346557617
the girl found the club the computer .,FIND,THE,for,a father sent a guy a cup .,SEND,A,to,-40.33204650878906,-41.83491516113281,-42.565372467041016,-41.5694694519043
the nurse found the company the bowl .,FIND,THE,for,a friend sent a club a coffee .,SEND,A,to,-39.46017456054688,-41.94504928588867,-40.62302017211914,-40.16504669189453
the partner found the band the tea .,FIND,THE,for,a secretary sent a club a salad .,SEND,A,to,-43.30355453491211,-46.24344253540039,-44.92216110229492,-46.182579040527344
the winner found the company the crystal .,FIND,THE,for,a writer sent a band a meal .,SEND,A,to,-46.81065368652344,-49.00128936767578,-45.24790573120117,-46.82149887084961
the author found the club the hat .,FIND,THE,for,a minister sent an actress a beer .,SEND,A,to,-48.10877227783203,-47.8399543762207,-46.19086837768555,-45.04155349731445
the cop found the chief the pie .,FIND,THE,for,a winner sent a kid a meal .,SEND,A,to,-45.15642166137695,-45.61689758300781,-45.38029861450195,-43.73191452026367
the man found the bishop the chicken .,FIND,THE,for,a president sent a minister an instrument .,SEND,A,to,-42.14855194091797,-43.373348236083984,-41.72537612915039,-40.67573165893555
the cousin found the club the beer .,FIND,THE,for,a lawyer sent a man a coffee .,SEND,A,to,-43.116336822509766,-40.689090728759766,-41.96142959594727,-38.490020751953125
the daughter found the administration the key .,FIND,THE,for,a nurse sent a wife a juice .,SEND,A,to,-44.3786735534668,-44.49391555786133,-43.80019760131836,-44.00495910644531
the champion found the army the juice .,FIND,THE,for,an actress sent a company a beer .,SEND,A,to,-44.81394577026367,-45.30513000488281,-45.49078750610352,-43.612213134765625
the husband found the colonel the beer .,FIND,THE,for,a mayor sent an employee a chocolate .,SEND,A,to,-46.85437774658203,-49.96940231323242,-46.63896179199219,-46.65371322631836
the brother found the child the salad .,FIND,THE,for,a doctor sent a father a tea .,SEND,A,to,-38.45156478881836,-39.22353744506836,-38.964149475097656,-38.62175750732422
the writer found the friend the chocolate .,FIND,THE,for,a sheriff sent a brother a bottle .,SEND,A,to,-44.117069244384766,-44.98811340332031,-45.80392456054688,-44.87806701660156
the pilot found the band the juice .,FIND,THE,for,a son sent a corporation a camera .,SEND,A,to,-46.217681884765625,-47.307350158691406,-47.16719818115234,-47.064598083496094
the secretary found the band the jacket .,FIND,THE,for,a parent sent a father a cheese .,SEND,A,to,-48.2010498046875,-46.28411483764648,-47.60130310058594,-46.012451171875
the nurse found the kid the jacket .,FIND,THE,for,a guest sent an aunt a camera .,SEND,A,to,-41.97517395019531,-42.6945686340332,-43.15266036987305,-42.2411994934082
the parent found the corporation the coffee .,FIND,THE,for,a secretary sent a company a crystal .,SEND,A,to,-43.90988540649414,-44.42499923706055,-45.44951629638672,-44.23286056518555
the champion found the woman the meal .,FIND,THE,for,a prince sent a minister a pie .,SEND,A,to,-43.3612174987793,-44.57606506347656,-43.80977630615234,-44.00263977050781
the man found the administration the jacket .,FIND,THE,for,a kid sent an army a box .,SEND,A,to,-44.18181610107422,-43.300384521484375,-41.54376220703125,-40.84894561767578
the winner found the lawyer the instrument .,FIND,THE,for,a sheriff sent a band a cheese .,SEND,A,to,-48.063941955566406,-49.68293762207031,-49.95381546020508,-48.71087265014648
the wife found the girl the beer .,FIND,THE,for,a princess sent a club a salad .,SEND,A,to,-45.20610809326172,-48.24801254272461,-46.797813415527344,-47.045936584472656
the parent found the business the beer .,FIND,THE,for,a professor sent an administration a machine .,SEND,A,to,-48.09878158569336,-48.30260848999024,-47.43397903442383,-46.87126922607422
the woman found the reader the juice .,FIND,THE,for,an actress sent a club a coat .,SEND,A,to,-45.64815139770508,-48.91128921508789,-45.81371688842773,-46.24639129638672
the captain found the corporation the salad .,FIND,THE,for,a sheriff sent a band a television .,SEND,A,to,-43.58451843261719,-47.24308395385742,-42.63818740844727,-43.84524154663086
the singer found the army the anchor .,FIND,THE,for,a mother sent a band a juice .,SEND,A,to,-46.08034896850586,-48.71016693115234,-47.444366455078125,-49.22605895996094
a professor found a company a meal .,FIND,A,for,the actress sent the club the candy .,SEND,THE,to,-40.6290283203125,-45.479454040527344,-40.84205627441406,-43.77043151855469
an adult found a band a salad .,FIND,A,for,the soldier sent the parent the camera .,SEND,THE,to,-34.82481002807617,-39.17424011230469,-35.774192810058594,-39.03537368774414
a husband found a corporation a pie .,FIND,A,for,the teacher sent the company the salad .,SEND,THE,to,-32.803199768066406,-36.21938705444336,-36.11030578613281,-36.74176025390625
a scientist found a girl a beer .,FIND,A,for,the professor sent the cop the chocolate .,SEND,THE,to,-38.97521209716797,-41.2182502746582,-41.16337203979492,-41.1182861328125
a guy found an army a juice .,FIND,A,for,the husband sent the boy the coffee .,SEND,THE,to,-38.89068603515625,-40.22579574584961,-40.603153228759766,-40.059326171875
a nurse found an aunt a log .,FIND,A,for,the king sent the administration the beer .,SEND,THE,to,-44.46623992919922,-47.92243194580078,-41.8880615234375,-44.661617279052734
an opponent found an adult a coffee .,FIND,A,for,the professor sent the band the tea .,SEND,THE,to,-39.37187957763672,-42.91843795776367,-39.19747924804688,-41.08531188964844
a reader found a club a telephone .,FIND,A,for,the captain sent the cousin the cheese .,SEND,THE,to,-48.82281875610352,-52.75582885742188,-43.27203750610352,-45.34040069580078
a captain found a nurse a chicken .,FIND,A,for,the king sent the partner the tea .,SEND,THE,to,-41.88148880004883,-44.64989471435547,-41.67742538452149,-43.67485046386719
a man found a corporation a salad .,FIND,A,for,the singer sent the worker the machine .,SEND,THE,to,-42.694950103759766,-46.29541015625,-42.617435455322266,-45.24809646606445
a guest found a worker a candy .,FIND,A,for,the teacher sent the student the juice .,SEND,THE,to,-35.53202438354492,-38.370826721191406,-35.51845932006836,-37.27043914794922
a buddy found a leader a camera .,FIND,A,for,the colonel sent the boy the iron .,SEND,THE,to,-48.09051513671875,-46.368446350097656,-45.64153671264648,-44.28924560546875
a reader found a club a telephone .,FIND,A,for,the bishop sent the buddy the coffee .,SEND,THE,to,-52.57028198242188,-51.37131118774414,-46.31298065185547,-46.80181884765625
a captain found an actress a tea .,FIND,A,for,the teacher sent the opponent the chicken .,SEND,THE,to,-37.67618179321289,-41.29473876953125,-38.29244613647461,-39.20592498779297
a woman found an administration a juice .,FIND,A,for,the employer sent the club the flower .,SEND,THE,to,-41.888404846191406,-46.95783615112305,-43.58918762207031,-46.7852783203125
