text,structure,verb,det,prep,sen_prob_nospace,tokens,log_prob_tokens
an employer saved him a beer .,DO,SAVE,A,for,-53.660255432128906,▁An|▁employ|er|▁saved|▁him|▁a|▁be|er|.,"[-11.601554870605469, -7.635760307312012, -0.29875752329826355, -12.793767929077148, -6.785857677459717, -2.9260523319244385, -8.48582649230957, -0.8734527230262756, -2.259228467941284]"
a hero saved a meal for me .,PD,SAVE,A,for,-56.319374084472656,▁A|▁hero|▁saved|▁a|▁me|al|▁for|▁me|.,"[-11.423389434814453, -9.334790229797363, -9.791769027709961, -2.2379026412963867, -12.428421974182129, -4.445338249206543, -1.2666828632354736, -3.3755693435668945, -2.0155129432678223]"
a hero saved me a meal .,DO,SAVE,A,for,-51.877559661865234,▁A|▁hero|▁saved|▁me|▁a|▁me|al|.,"[-11.423389434814453, -9.334790229797363, -9.791769981384277, -2.7243292331695557, -5.940252304077148, -9.714879035949707, -0.4478698670864105, -2.500283718109131]"
a woman saved a hat for him .,PD,SAVE,A,for,-54.03914260864258,▁A|▁woman|▁saved|▁a|▁hat|▁for|▁him|.,"[-11.423389434814453, -5.819215774536133, -9.099595069885254, -1.0612918138504028, -10.558304786682129, -3.7713754177093506, -10.741273880004883, -1.564692497253418]"
a woman saved him a hat .,DO,SAVE,A,for,-51.65449523925781,▁A|▁woman|▁saved|▁him|▁a|▁hat|.,"[-11.423389434814453, -5.819215774536133, -9.099594116210938, -8.410994529724121, -5.298843860626221, -9.738654136657715, -1.8637993335723877]"
a hero saved a chocolate for you .,PD,SAVE,A,for,-58.27904510498047,▁A|▁hero|▁saved|▁a|▁ch|oc|olate|▁for|▁you|.,"[-11.423389434814453, -9.334790229797363, -9.791769027709961, -2.2379026412963867, -5.067288398742676, -7.102486610412598, -0.0031445601489394903, -7.639410018920898, -4.130665302276611, -1.5481996536254883]"
a hero saved you a chocolate .,DO,SAVE,A,for,-57.12342834472656,▁A|▁hero|▁saved|▁you|▁a|▁ch|oc|olate|.,"[-11.423389434814453, -9.334790229797363, -9.791769027709961, -7.495288372039795, -6.046804428100586, -6.743011474609375, -1.364915132522583, -0.0021421597339212894, -4.921321392059326]"
a minister saved a candy for me .,PD,SAVE,A,for,-52.86970901489258,▁A|▁minister|▁saved|▁a|▁c|andy|▁for|▁me|.,"[-11.423389434814453, -10.031993865966797, -9.575519561767578, -1.1521344184875488, -6.1691179275512695, -3.8634157180786133, -6.7583842277526855, -2.298062801361084, -1.5976943969726562]"
a minister saved me a candy .,DO,SAVE,A,for,-53.44140625,▁A|▁minister|▁saved|▁me|▁a|▁c|andy|.,"[-11.423389434814453, -10.031993865966797, -9.575519561767578, -3.7017908096313477, -4.202525615692139, -7.5163373947143555, -2.6903698444366455, -4.299481391906738]"
the writer sold the cup to me .,PD,SELL,THE,to,-51.648197174072266,▁The|▁writer|▁sold|▁the|▁cup|▁to|▁me|.,"[-11.048931121826172, -9.825599670410156, -9.78164291381836, -1.4603259563446045, -10.445798873901367, -2.2229514122009277, -5.257381439208984, -1.6055654287338257]"
the writer sold me the cup .,DO,SELL,THE,to,-54.49177551269531,▁The|▁writer|▁sold|▁me|▁the|▁cup|.,"[-11.048931121826172, -9.825599670410156, -9.78164291381836, -5.557223796844482, -3.1387882232666016, -11.555755615234375, -3.5838332176208496]"
the manager sold the guitar to you .,PD,SELL,THE,to,-50.3372688293457,▁The|▁manager|▁sold|▁the|▁guitar|▁to|▁you|.,"[-11.048931121826172, -9.748395919799805, -8.979877471923828, -1.0933401584625244, -8.942407608032227, -0.6858490705490112, -7.095159530639648, -2.7433128356933594]"
the manager sold you the guitar .,DO,SELL,THE,to,-50.81222915649414,▁The|▁manager|▁sold|▁you|▁the|▁guitar|.,"[-11.048931121826172, -9.748395919799805, -8.979878425598145, -7.83998966217041, -2.1176352500915527, -7.895668029785156, -3.1817307472229004]"
the secretary sold the crystal to him .,PD,SELL,THE,to,-57.48927307128906,▁The|▁secretary|▁sold|▁the|▁cry|stal|▁to|▁him|.,"[-11.048931121826172, -10.721993446350098, -11.6296968460083, -0.8263576030731201, -11.891504287719727, -0.024542316794395447, -2.4471027851104736, -6.006196975708008, -2.892946481704712]"
the secretary sold him the crystal .,DO,SELL,THE,to,-54.993385314941406,▁The|▁secretary|▁sold|▁him|▁the|▁cry|stal|.,"[-11.048931121826172, -10.721993446350098, -11.629695892333984, -5.8547043800354, -1.845583200454712, -10.462425231933594, -0.04991300776600838, -3.380136489868164]"
the son sold the meal to us .,PD,SELL,THE,to,-57.531471252441406,▁The|▁son|▁sold|▁the|▁me|al|▁to|▁us|.,"[-11.048931121826172, -9.161911010742188, -12.853049278259277, -1.1257027387619019, -9.71423053741455, -2.277043342590332, -1.5776984691619873, -6.945237636566162, -2.8276712894439697]"
the son sold us the meal .,DO,SELL,THE,to,-59.14705657958984,▁The|▁son|▁sold|▁us|▁the|▁me|al|.,"[-11.048931121826172, -9.161911010742188, -12.85305118560791, -7.626594543457031, -2.1651978492736816, -11.240609169006348, -1.959468960762024, -3.091291904449463]"
the reader sold the coffee to me .,PD,SELL,THE,to,-52.197486877441406,▁The|▁reader|▁sold|▁the|▁coffee|▁to|▁me|.,"[-11.048931121826172, -10.510955810546875, -12.633726119995117, -1.359992504119873, -8.07845687866211, -1.617021083831787, -5.133660316467285, -1.814746618270874]"
the reader sold me the coffee .,DO,SELL,THE,to,-50.98170471191406,▁The|▁reader|▁sold|▁me|▁the|▁coffee|.,"[-11.048931121826172, -10.510955810546875, -12.633727073669434, -3.1365232467651367, -4.675819396972656, -7.566037654876709, -1.4097076654434204]"
the champion sold the chocolate to you .,PD,SELL,THE,to,-58.25519943237305,▁The|▁champion|▁sold|▁the|▁ch|oc|olate|▁to|▁you|.,"[-11.048931121826172, -11.023110389709473, -12.069600105285645, -2.6666336059570312, -5.736467361450195, -2.8386950492858887, -0.11163043230772018, -2.268282890319824, -8.56201171875, -1.929837703704834]"
the champion sold you the chocolate .,DO,SELL,THE,to,-56.70416641235352,▁The|▁champion|▁sold|▁you|▁the|▁ch|oc|olate|.,"[-11.048931121826172, -11.023110389709473, -12.069600105285645, -8.492706298828125, -2.6038665771484375, -5.7013068199157715, -2.6052398681640625, -0.13817019760608673, -3.0212395191192627]"
the boy sold the cup to me .,PD,SELL,THE,to,-50.8177604675293,▁The|▁boy|▁sold|▁the|▁cup|▁to|▁me|.,"[-11.048931121826172, -8.524938583374023, -9.956160545349121, -2.360898017883301, -7.277798175811768, -2.849641799926758, -6.885308265686035, -1.9140896797180176]"
the boy sold me the cup .,DO,SELL,THE,to,-45.84752655029297,▁The|▁boy|▁sold|▁me|▁the|▁cup|.,"[-11.048931121826172, -8.524938583374023, -9.956159591674805, -3.6900932788848877, -1.9324977397918701, -8.240333557128906, -2.454566478729248]"
the attorney sold the motor to them .,PD,SELL,THE,to,-62.380218505859375,▁The|▁att|orney|▁sold|▁the|▁motor|▁to|▁them|.,"[-11.048931121826172, -8.9199800491333, -1.857649326324463, -12.966431617736816, -1.1585230827331543, -9.07301139831543, -8.36198616027832, -7.116148948669434, -1.8775564432144165]"
the attorney sold them the motor .,DO,SELL,THE,to,-59.20012664794922,▁The|▁att|orney|▁sold|▁them|▁the|▁motor|.,"[-11.048931121826172, -8.9199800491333, -1.857651710510254, -12.9664306640625, -6.089233875274658, -2.372751474380493, -8.760207176208496, -7.184942245483398]"
the girl sold the tea to us .,PD,SELL,THE,to,-51.33005142211914,▁The|▁girl|▁sold|▁the|▁tea|▁to|▁us|.,"[-11.048931121826172, -8.544971466064453, -8.882979393005371, -2.787567615509033, -7.757572650909424, -1.3929368257522583, -8.926603317260742, -1.9884896278381348]"
the girl sold us the tea .,DO,SELL,THE,to,-45.71847534179688,▁The|▁girl|▁sold|▁us|▁the|▁tea|.,"[-11.048931121826172, -8.544971466064453, -8.882977485656738, -6.329380512237549, -1.870401382446289, -6.719410419464111, -2.3224058151245117]"
the uncle sold the pie to you .,PD,SELL,THE,to,-54.18988037109375,▁The|▁uncle|▁sold|▁the|▁pie|▁to|▁you|.,"[-11.048931121826172, -12.398703575134277, -9.706100463867188, -1.2352796792984009, -8.930458068847656, -0.32062608003616333, -8.689126014709473, -1.8606584072113037]"
the uncle sold you the pie .,DO,SELL,THE,to,-54.24664688110352,▁The|▁uncle|▁sold|▁you|▁the|▁pie|.,"[-11.048931121826172, -12.398703575134277, -9.706097602844238, -8.481769561767578, -1.8265196084976196, -8.497739791870117, -2.2868857383728027]"
the employer sold the key to me .,PD,SELL,THE,to,-54.54676055908203,▁The|▁employ|er|▁sold|▁the|▁key|▁to|▁me|.,"[-11.048931121826172, -9.822294235229492, -1.3051142692565918, -11.669261932373047, -0.7929677367210388, -10.380400657653809, -1.0187093019485474, -6.56475830078125, -1.9443191289901733]"
the employer sold me the key .,DO,SELL,THE,to,-55.7657585144043,▁The|▁employ|er|▁sold|▁me|▁the|▁key|.,"[-11.048931121826172, -9.822294235229492, -1.3051142692565918, -11.669261932373047, -3.824507474899292, -2.618795156478882, -11.641938209533691, -3.8349146842956543]"
the author sold the beer to him .,PD,SELL,THE,to,-50.08951187133789,▁The|▁author|▁sold|▁the|▁be|er|▁to|▁him|.,"[-11.048931121826172, -7.629751205444336, -10.145035743713379, -1.4084025621414185, -9.268341064453125, -2.1193618774414062, -1.5993715524673462, -4.919704437255859, -1.950614333152771]"
the author sold him the beer .,DO,SELL,THE,to,-48.52159881591797,▁The|▁author|▁sold|▁him|▁the|▁be|er|.,"[-11.048931121826172, -7.629751205444336, -10.145035743713379, -6.423634052276611, -2.251823902130127, -7.344024181365967, -1.5087239742279053, -2.1696720123291016]"
the pilot sold the candy to us .,PD,SELL,THE,to,-52.40751647949219,▁The|▁pilot|▁sold|▁the|▁c|andy|▁to|▁us|.,"[-11.048931121826172, -9.23109245300293, -10.962386131286621, -0.925900936126709, -7.726759910583496, -2.4656615257263184, -0.4880153238773346, -7.666522026062012, -1.8922499418258667]"
the pilot sold us the candy .,DO,SELL,THE,to,-52.64437103271485,▁The|▁pilot|▁sold|▁us|▁the|▁c|andy|.,"[-11.048931121826172, -9.23109245300293, -10.962386131286621, -4.06990385055542, -2.83001446723938, -8.56967544555664, -3.0094916820526123, -2.922877788543701]"
the guest sold the guitar to you .,PD,SELL,THE,to,-51.88837432861328,▁The|▁guest|▁sold|▁the|▁guitar|▁to|▁you|.,"[-11.048931121826172, -9.804283142089844, -11.709701538085938, -1.632912278175354, -8.323978424072266, -0.9282712936401367, -6.102730751037598, -2.337564468383789]"
the guest sold you the guitar .,DO,SELL,THE,to,-50.8593635559082,▁The|▁guest|▁sold|▁you|▁the|▁guitar|.,"[-11.048931121826172, -9.804283142089844, -11.709702491760254, -6.754265308380127, -2.3104124069213867, -6.671303749084473, -2.5604665279388428]"
the mother sold the computer to you .,PD,SELL,THE,to,-52.08781433105469,▁The|▁mother|▁sold|▁the|▁computer|▁to|▁you|.,"[-11.048931121826172, -8.790108680725098, -11.7551851272583, -1.8910784721374512, -6.979443073272705, -0.9615567922592163, -8.475325584411621, -2.1861886978149414]"
the mother sold you the computer .,DO,SELL,THE,to,-54.47513961791992,▁The|▁mother|▁sold|▁you|▁the|▁computer|.,"[-11.048931121826172, -8.790108680725098, -11.755186080932617, -10.010090827941895, -4.219818115234375, -5.786981582641602, -2.864027261734009]"
the priest sold the beer to you .,PD,SELL,THE,to,-51.69209671020508,▁The|▁priest|▁sold|▁the|▁be|er|▁to|▁you|.,"[-11.048931121826172, -9.371332168579102, -10.821575164794922, -0.9905086159706116, -6.768867492675781, -1.5683965682983398, -0.8017979860305786, -8.243416786193848, -2.0772688388824463]"
the priest sold you the beer .,DO,SELL,THE,to,-52.080352783203125,▁The|▁priest|▁sold|▁you|▁the|▁be|er|.,"[-11.048931121826172, -9.371332168579102, -10.821575164794922, -6.938900947570801, -2.707458019256592, -7.703285217285156, -1.4586634635925293, -2.0302064418792725]"
the candidate sold the glass to me .,PD,SELL,THE,to,-54.18307876586914,▁The|▁candidate|▁sold|▁the|▁glass|▁to|▁me|.,"[-11.048931121826172, -9.614463806152344, -12.419673919677734, -1.9390244483947754, -9.60138988494873, -3.4904356002807617, -4.715371608734131, -1.3537847995758057]"
the candidate sold me the glass .,DO,SELL,THE,to,-57.17353820800781,▁The|▁candidate|▁sold|▁me|▁the|▁glass|.,"[-11.048931121826172, -9.614463806152344, -12.419672966003418, -3.6806766986846924, -4.505093097686768, -10.865883827209473, -5.038817405700684]"
the mother sold the iron to him .,PD,SELL,THE,to,-54.90501403808594,▁The|▁mother|▁sold|▁the|▁iron|▁to|▁him|.,"[-11.048931121826172, -8.790108680725098, -11.7551851272583, -1.8910784721374512, -8.910490036010742, -1.16102135181427, -8.401384353637695, -2.9468157291412354]"
the mother sold him the iron .,DO,SELL,THE,to,-55.364444732666016,▁The|▁mother|▁sold|▁him|▁the|▁iron|.,"[-11.048931121826172, -8.790108680725098, -11.755186080932617, -6.273005485534668, -5.89513635635376, -8.287554740905762, -3.3145246505737305]"
the kid sold the book to him .,PD,SELL,THE,to,-49.00543594360352,▁The|▁kid|▁sold|▁the|▁book|▁to|▁him|.,"[-11.048931121826172, -10.231698989868164, -12.514796257019043, -2.0453948974609375, -5.146642684936523, -1.1131433248519897, -4.909170150756836, -1.9956550598144531]"
the kid sold him the book .,DO,SELL,THE,to,-47.52389144897461,▁The|▁kid|▁sold|▁him|▁the|▁book|.,"[-11.048931121826172, -10.231698989868164, -12.51479434967041, -4.532134532928467, -2.3166964054107666, -4.443273544311523, -2.4363620281219482]"
the friend sold the pie to me .,PD,SELL,THE,to,-49.89825820922852,▁The|▁friend|▁sold|▁the|▁pie|▁to|▁me|.,"[-11.048931121826172, -10.873382568359375, -11.762845993041992, -0.7771427631378174, -9.878209114074707, -0.3290080726146698, -2.9855103492736816, -2.2432310581207275]"
the friend sold me the pie .,DO,SELL,THE,to,-50.28056716918945,▁The|▁friend|▁sold|▁me|▁the|▁pie|.,"[-11.048931121826172, -10.873382568359375, -11.762845039367676, -2.6763644218444824, -1.4060492515563965, -10.408109664916992, -2.1048851013183594]"
the lawyer sold the bottle to them .,PD,SELL,THE,to,-56.18691635131836,▁The|▁lawyer|▁sold|▁the|▁bott|le|▁to|▁them|.,"[-11.048931121826172, -10.632329940795898, -11.554258346557617, -1.6198396682739258, -8.10218620300293, -0.052982933819293976, -1.9516077041625977, -8.616813659667969, -2.6079678535461426]"
the lawyer sold them the bottle .,DO,SELL,THE,to,-53.89841842651367,▁The|▁lawyer|▁sold|▁them|▁the|▁bott|le|.,"[-11.048931121826172, -10.632329940795898, -11.5542573928833, -6.585427284240723, -2.2366631031036377, -8.292394638061523, -0.12245264649391174, -3.42596173286438]"
the buddy sold the juice to it .,PD,SELL,THE,to,-60.74356842041016,▁The|▁bud|dy|▁sold|▁the|▁ju|ice|▁to|▁it|.,"[-11.048931121826172, -11.578142166137695, -2.4159247875213623, -13.2720365524292, -1.7796037197113037, -9.070533752441406, -0.13651415705680847, -1.455431580543518, -8.49423885345459, -1.4922151565551758]"
the buddy sold it the juice .,DO,SELL,THE,to,-60.55427932739258,▁The|▁bud|dy|▁sold|▁it|▁the|▁ju|ice|.,"[-11.048931121826172, -11.578142166137695, -2.4159247875213623, -13.2720365524292, -3.7240777015686035, -7.070958614349365, -9.02883529663086, -0.42337727546691895, -1.9919956922531128]"
a sheriff sold a beer to us .,PD,SELL,A,to,-56.386905670166016,▁A|▁sh|er|iff|▁sold|▁a|▁be|er|▁to|▁us|.,"[-11.423389434814453, -8.362749099731445, -3.0531227588653564, -0.010112952440977097, -9.155406951904297, -0.9453573226928711, -8.200530052185059, -0.5939921140670776, -2.59816837310791, -9.436849594116211, -2.607227325439453]"
a sheriff sold us a beer .,DO,SELL,A,to,-51.14063262939453,▁A|▁sh|er|iff|▁sold|▁us|▁a|▁be|er|.,"[-11.423389434814453, -8.362749099731445, -3.0531201362609863, -0.010112952440977097, -9.155406951904297, -7.01273250579834, -0.8624035120010376, -6.267090320587158, -2.737065076828003, -2.2565600872039795]"
a nurse sold a salad to her .,PD,SELL,A,to,-67.63211059570312,▁A|▁nur|se|▁sold|▁a|▁sal|ad|▁to|▁her|.,"[-11.423389434814453, -8.428288459777832, -0.046145856380462646, -12.435497283935547, -2.337082862854004, -9.796402931213379, -9.586922645568848, -0.8409000635147095, -3.5942184925079346, -9.143265724182129]"
a nurse sold her a salad .,DO,SELL,A,to,-60.309173583984375,▁A|▁nur|se|▁sold|▁her|▁a|▁sal|ad|.,"[-11.423389434814453, -8.428288459777832, -0.046145856380462646, -12.435497283935547, -1.203804850578308, -6.460709095001221, -9.573326110839844, -7.624349117279053, -3.113664150238037]"
a pilot sold a cigarette to us .,PD,SELL,A,to,-59.12636566162109,▁A|▁pilot|▁sold|▁a|▁cig|aret|te|▁to|▁us|.,"[-11.423389434814453, -7.911062240600586, -14.070243835449219, -2.8476786613464355, -9.262752532958984, -0.20855148136615753, -8.511180931236595e-05, -1.5939483642578125, -9.128585815429688, -2.680070161819458]"
a pilot sold us a cigarette .,DO,SELL,A,to,-52.19416427612305,▁A|▁pilot|▁sold|▁us|▁a|▁cig|aret|te|.,"[-11.423389434814453, -7.911062240600586, -14.070243835449219, -5.55443811416626, -0.8578735589981079, -8.763209342956543, -0.6609796285629272, -4.207999518257566e-05, -2.952923059463501]"
a nurse sold a ball to him .,PD,SELL,A,to,-58.11997985839844,▁A|▁nur|se|▁sold|▁a|▁ball|▁to|▁him|.,"[-11.423389434814453, -8.428288459777832, -0.046145856380462646, -12.435497283935547, -2.3370838165283203, -11.412156105041504, -2.866173267364502, -6.9893646240234375, -2.181884288787842]"
a nurse sold him a ball .,DO,SELL,A,to,-53.57184219360352,▁A|▁nur|se|▁sold|▁him|▁a|▁ball|.,"[-11.423389434814453, -8.428288459777832, -0.0461459681391716, -12.435498237609863, -6.102285861968994, -0.7372626662254333, -9.786698341369629, -4.612274169921875]"
a guest sold a coat to her .,PD,SELL,A,to,-55.37498474121094,▁A|▁guest|▁sold|▁a|▁coat|▁to|▁her|.,"[-11.423389434814453, -8.835864067077637, -13.845816612243652, -1.5308237075805664, -6.981433868408203, -1.2872955799102783, -4.684184551239014, -6.786173343658447]"
a guest sold her a coat .,DO,SELL,A,to,-52.47106170654297,▁A|▁guest|▁sold|▁her|▁a|▁coat|.,"[-11.423389434814453, -8.835864067077637, -13.845810890197754, -4.322151184082031, -4.962216854095459, -5.978750228881836, -3.1028800010681152]"
a princess sold a tea to her .,PD,SELL,A,to,-68.37794494628906,▁A|▁prin|cess|▁sold|▁a|▁tea|▁to|▁her|.,"[-11.423389434814453, -10.609856605529785, -0.016750169917941093, -12.076976776123047, -8.389876365661621, -9.147527694702148, -1.7917888164520264, -9.36432933807373, -5.557450294494629]"
a princess sold her a tea .,DO,SELL,A,to,-61.49345397949219,▁A|▁prin|cess|▁sold|▁her|▁a|▁tea|.,"[-11.423389434814453, -10.609856605529785, -0.016750169917941093, -12.076976776123047, -4.752560615539551, -6.931291580200195, -11.22130012512207, -4.461334705352783]"
a prince sold a tea to you .,PD,SELL,A,to,-63.17538833618164,▁A|▁prince|▁sold|▁a|▁tea|▁to|▁you|.,"[-11.423389434814453, -11.20894718170166, -11.095457077026367, -3.6106221675872803, -9.437230110168457, -3.155360221862793, -11.07838249206543, -2.166003942489624]"
a prince sold you a tea .,DO,SELL,A,to,-58.81366729736328,▁A|▁prince|▁sold|▁you|▁a|▁tea|.,"[-11.423389434814453, -11.20894718170166, -11.09545612335205, -9.443683624267578, -1.9742456674575806, -10.306143760681152, -3.361802101135254]"
a secretary sold a glass to him .,PD,SELL,A,to,-58.55229568481445,▁A|▁secretary|▁sold|▁a|▁glass|▁to|▁him|.,"[-11.423389434814453, -11.518630027770996, -11.333590507507324, -1.474528431892395, -8.941280364990234, -3.8524014949798584, -7.81874418258667, -2.1897268295288086]"
a secretary sold him a glass .,DO,SELL,A,to,-56.236846923828125,▁A|▁secretary|▁sold|▁him|▁a|▁glass|.,"[-11.423389434814453, -11.518630027770996, -11.333590507507324, -7.007229804992676, -0.4710894227027893, -7.552770137786865, -6.930146217346191]"
a husband sold a glass to him .,PD,SELL,A,to,-60.851322174072266,▁A|▁husband|▁sold|▁a|▁glass|▁to|▁him|.,"[-11.423389434814453, -9.728907585144043, -9.319602012634277, -4.870741367340088, -9.911588668823242, -4.013172626495361, -9.467011451721191, -2.116903781890869]"
a husband sold him a glass .,DO,SELL,A,to,-58.16310119628906,▁A|▁husband|▁sold|▁him|▁a|▁glass|.,"[-11.423389434814453, -9.728907585144043, -9.319601058959961, -10.576059341430664, -1.65041983127594, -9.08228874206543, -6.382438659667969]"
a king sold a chocolate to us .,PD,SELL,A,to,-67.641845703125,▁A|▁king|▁sold|▁a|▁ch|oc|olate|▁to|▁us|.,"[-11.423389434814453, -10.121395111083984, -11.501749038696289, -3.70824933052063, -5.9564666748046875, -8.499665260314941, -0.0009909725049510598, -3.6624321937561035, -10.581160545349121, -2.1863512992858887]"
a king sold us a chocolate .,DO,SELL,A,to,-56.34346771240234,▁A|▁king|▁sold|▁us|▁a|▁ch|oc|olate|.,"[-11.423389434814453, -10.121395111083984, -11.501749038696289, -5.593689441680908, -2.4932827949523926, -5.110180854797363, -4.875080585479736, -0.0011364913079887629, -5.22356653213501]"
a guest sold a juice to them .,PD,SELL,A,to,-58.436126708984375,▁A|▁guest|▁sold|▁a|▁ju|ice|▁to|▁them|.,"[-11.423389434814453, -8.835864067077637, -13.845810890197754, -1.5308239459991455, -9.067441940307617, -0.803983747959137, -1.7894525527954102, -8.984914779663086, -2.154446601867676]"
a guest sold them a juice .,DO,SELL,A,to,-54.82604217529297,▁A|▁guest|▁sold|▁them|▁a|▁ju|ice|.,"[-11.423389434814453, -8.835864067077637, -13.845816612243652, -6.798725128173828, -1.4793273210525513, -8.339231491088867, -0.9211371541023254, -3.182543992996216]"
a daughter sold a cheese to them .,PD,SELL,A,to,-64.32203674316406,▁A|▁daughter|▁sold|▁a|▁che|ese|▁to|▁them|.,"[-11.423389434814453, -9.456137657165527, -10.103147506713867, -4.880043029785156, -9.043449401855469, -3.1530380249023438, -2.773777961730957, -11.032463073730469, -2.4565958976745605]"
a daughter sold them a cheese .,DO,SELL,A,to,-59.83858871459961,▁A|▁daughter|▁sold|▁them|▁a|▁che|ese|.,"[-11.423389434814453, -9.456137657165527, -10.103150367736816, -9.40347957611084, -4.2158708572387695, -8.050575256347656, -2.839803695678711, -4.346179485321045]"
a singer sold a glass to them .,PD,SELL,A,to,-63.42480850219727,▁A|▁singer|▁sold|▁a|▁glass|▁to|▁them|.,"[-11.423389434814453, -9.331399917602539, -11.673007011413574, -3.672740936279297, -9.727438926696777, -5.362118244171143, -10.611876487731934, -1.6228373050689697]"
a singer sold them a glass .,DO,SELL,A,to,-60.39546585083008,▁A|▁singer|▁sold|▁them|▁a|▁glass|.,"[-11.423389434814453, -9.331399917602539, -11.673007011413574, -8.79025936126709, -3.6871514320373535, -9.654754638671875, -5.835500240325928]"
a scientist sold a salad to you .,PD,SELL,A,to,-59.616249084472656,▁A|▁scient|ist|▁sold|▁a|▁sal|ad|▁to|▁you|.,"[-11.423389434814453, -9.1234769821167, -0.006854827981442213, -10.205789566040039, -2.2142574787139893, -10.151786804199219, -5.921009540557861, -0.565295398235321, -8.18686294555664, -1.8175239562988281]"
a scientist sold you a salad .,DO,SELL,A,to,-52.69562911987305,▁A|▁scient|ist|▁sold|▁you|▁a|▁sal|ad|.,"[-11.423389434814453, -9.1234769821167, -0.006854827981442213, -10.205789566040039, -6.573838233947754, -0.35256966948509216, -10.387662887573242, -2.5993309020996094, -2.0227129459381104]"
an actress sold a candy to you .,PD,SELL,A,to,-57.63352584838867,▁An|▁actress|▁sold|▁a|▁c|andy|▁to|▁you|.,"[-11.601554870605469, -8.165966033935547, -11.665316581726074, -3.2140913009643555, -7.194456100463867, -3.614232063293457, -2.2933194637298584, -8.180047035217285, -1.7045419216156006]"
an actress sold you a candy .,DO,SELL,A,to,-53.52159118652344,▁An|▁actress|▁sold|▁you|▁a|▁c|andy|.,"[-11.601554870605469, -8.165966033935547, -11.665316581726074, -9.50421142578125, -0.6936488151550293, -6.821341514587402, -2.6338343620300293, -2.4357166290283203]"
an aunt sold a cheese to you .,PD,SELL,A,to,-62.37833404541016,▁An|▁a|unt|▁sold|▁a|▁che|ese|▁to|▁you|.,"[-11.601554870605469, -7.417680740356445, -5.539560794830322, -10.077917098999023, -2.7966256141662598, -8.90134334564209, -2.3851563930511475, -3.2575950622558594, -8.377873420715332, -2.023024082183838]"
an aunt sold you a cheese .,DO,SELL,A,to,-56.31836700439453,▁An|▁a|unt|▁sold|▁you|▁a|▁che|ese|.,"[-11.601554870605469, -7.417680740356445, -5.539560794830322, -10.077917098999023, -7.71976900100708, -0.7855806350708008, -8.09161376953125, -1.2718873023986816, -3.8128042221069336]"
a partner sold a plate to you .,PD,SELL,A,to,-56.71665954589844,▁A|▁partner|▁sold|▁a|▁plate|▁to|▁you|.,"[-11.423389434814453, -9.772360801696777, -12.049904823303223, -1.9378315210342407, -13.021883010864258, -1.8614106178283691, -3.666656255722046, -2.9832210540771484]"
a partner sold you a plate .,DO,SELL,A,to,-55.10337066650391,▁A|▁partner|▁sold|▁you|▁a|▁plate|.,"[-11.423389434814453, -9.772360801696777, -12.049904823303223, -4.079715251922607, -0.3070472180843353, -13.152337074279785, -4.318615913391113]"
a nurse sold a pie to you .,PD,SELL,A,to,-56.05772399902344,▁A|▁nur|se|▁sold|▁a|▁pie|▁to|▁you|.,"[-11.423389434814453, -8.428288459777832, -0.046145856380462646, -12.435497283935547, -2.3370838165283203, -9.93869686126709, -0.5559337139129639, -8.930826187133789, -1.961856484413147]"
a nurse sold you a pie .,DO,SELL,A,to,-49.93392562866211,▁A|▁nur|se|▁sold|▁you|▁a|▁pie|.,"[-11.423389434814453, -8.428288459777832, -0.0461459681391716, -12.435498237609863, -7.562057018280029, -0.5579554438591003, -7.3918561935424805, -2.088733196258545]"
a lawyer sold a meal to us .,PD,SELL,A,to,-57.76389694213867,▁A|▁lawyer|▁sold|▁a|▁me|al|▁to|▁us|.,"[-11.423389434814453, -8.281500816345215, -12.544143676757812, -2.3648171424865723, -9.994884490966797, -0.775512158870697, -1.1226726770401, -8.578498840332031, -2.6784749031066895]"
a lawyer sold us a meal .,DO,SELL,A,to,-55.21368789672852,▁A|▁lawyer|▁sold|▁us|▁a|▁me|al|.,"[-11.423389434814453, -8.281500816345215, -12.544144630432129, -6.261703968048096, -0.17533822357654572, -11.301831245422363, -1.1907099485397339, -4.03507137298584]"
an attorney sold a tea to it .,PD,SELL,A,to,-69.35685729980469,▁An|▁att|orney|▁sold|▁a|▁tea|▁to|▁it|.,"[-11.601554870605469, -7.158085823059082, -0.4063689410686493, -13.222911834716797, -1.720119595527649, -14.918966293334961, -3.8416242599487305, -14.259166717529297, -2.2280566692352295]"
an attorney sold it a tea .,DO,SELL,A,to,-65.25143432617188,▁An|▁att|orney|▁sold|▁it|▁a|▁tea|.,"[-11.601554870605469, -7.158085823059082, -0.40636783838272095, -13.222911834716797, -8.476289749145508, -5.9419145584106445, -14.30018424987793, -4.144123077392578]"
a kid sold a candy to us .,PD,SELL,A,to,-54.04977798461914,▁A|▁kid|▁sold|▁a|▁c|andy|▁to|▁us|.,"[-11.423389434814453, -9.81735897064209, -11.354276657104492, -2.9977869987487793, -6.038214206695557, -0.15753471851348877, -1.5826301574707031, -8.483859062194824, -2.1947219371795654]"
a kid sold us a candy .,DO,SELL,A,to,-49.42835235595703,▁A|▁kid|▁sold|▁us|▁a|▁c|andy|.,"[-11.423389434814453, -9.81735897064209, -11.354278564453125, -5.723601341247559, -0.9471035599708557, -5.48844575881958, -0.743492841720581, -3.9306797981262207]"
