text,structure,verb,det,prep,sen_prob_nospace,tokens,log_prob_tokens
the opponent took the motor to the child .,PD,TAKE,THE,to,-51.6800422668457,▁The|▁oppon|ent|▁took|▁the|▁motor|▁to|▁the|▁child|.,"[-3.1171624660491943, -11.682723999023438, -0.8916208148002625, -7.199664115905762, -1.3306632041931152, -10.599077224731445, -4.324240207672119, -0.8241759538650513, -9.03364372253418, -2.6770687103271484]"
the opponent took the child the motor .,DO,TAKE,THE,to,-53.65861892700195,▁The|▁oppon|ent|▁took|▁the|▁child|▁the|▁motor|.,"[-3.1171624660491943, -11.682723999023438, -0.8916208148002625, -7.199664115905762, -1.3306635618209839, -8.685138702392578, -6.845388412475586, -8.700366973876953, -5.205889701843262]"
the captain took the gun to the sheriff .,PD,TAKE,THE,to,-43.4935417175293,▁The|▁captain|▁took|▁the|▁gun|▁to|▁the|▁sh|er|iff|.,"[-3.1171624660491943, -10.296894073486328, -5.896847248077393, -1.4579135179519653, -6.257844924926758, -4.953696250915527, -0.972068727016449, -6.502738952636719, -2.4813098907470703, -0.02059118263423443, -1.5364741086959839]"
the captain took the sheriff the gun .,DO,TAKE,THE,to,-48.3004035949707,▁The|▁captain|▁took|▁the|▁sh|er|iff|▁the|▁gun|.,"[-3.1171624660491943, -10.296894073486328, -5.896847724914551, -1.4579132795333862, -6.57172966003418, -3.951042652130127, -0.17900745570659637, -7.6610846519470215, -6.876570701599121, -2.292149543762207]"
the mayor took the engine to the kid .,PD,TAKE,THE,to,-50.760353088378906,▁The|▁mayor|▁took|▁the|▁engine|▁to|▁the|▁kid|.,"[-3.1171624660491943, -9.700708389282227, -7.02324914932251, -1.905665397644043, -11.463916778564453, -3.293393135070801, -1.177783727645874, -10.306035995483398, -2.772439479827881]"
the mayor took the kid the engine .,DO,TAKE,THE,to,-50.2397575378418,▁The|▁mayor|▁took|▁the|▁kid|▁the|▁engine|.,"[-3.1171624660491943, -9.700708389282227, -7.023250579833984, -1.9056661128997803, -9.363420486450195, -7.214458465576172, -9.164336204528809, -2.7507519721984863]"
the scientist took the bag to the employer .,PD,TAKE,THE,to,-49.18036651611328,▁The|▁scient|ist|▁took|▁the|▁bag|▁to|▁the|▁employ|er|.,"[-3.1171624660491943, -9.652734756469727, -1.3938751220703125, -7.849337100982666, -1.541228175163269, -7.631113052368164, -3.2728443145751953, -0.732908308506012, -11.534279823303223, -0.42235103249549866, -2.032527446746826]"
the scientist took the employer the bag .,DO,TAKE,THE,to,-50.157997131347656,▁The|▁scient|ist|▁took|▁the|▁employ|er|▁the|▁bag|.,"[-3.1171624660491943, -9.652734756469727, -1.3938779830932617, -7.849335670471191, -1.5412278175354004, -11.390557289123535, -1.0118908882141113, -5.040821075439453, -6.54794979095459, -2.612440586090088]"
the manager took the button to the parent .,PD,TAKE,THE,to,-48.63429641723633,▁The|▁manager|▁took|▁the|▁button|▁to|▁the|▁parent|.,"[-3.1171624660491943, -9.853813171386719, -6.257565975189209, -1.7431695461273193, -9.830631256103516, -3.8808650970458984, -1.2627724409103394, -9.954586029052734, -2.733733654022217]"
the manager took the parent the button .,DO,TAKE,THE,to,-51.47623443603516,▁The|▁manager|▁took|▁the|▁parent|▁the|▁button|.,"[-3.1171624660491943, -9.853813171386719, -6.257565498352051, -1.7431691884994507, -10.4475679397583, -7.560702800750732, -9.68335247039795, -2.812896251678467]"
the king took the telephone to the scientist .,PD,TAKE,THE,to,-47.84406280517578,▁The|▁king|▁took|▁the|▁tele|phone|▁to|▁the|▁scient|ist|.,"[-3.1171624660491943, -9.039237976074219, -6.739079475402832, -1.9991830587387085, -9.011001586914062, -0.9064499139785767, -4.641973495483398, -1.9061602354049683, -8.696162223815918, -0.2720111012458801, -1.5156432390213013]"
the king took the scientist the telephone .,DO,TAKE,THE,to,-50.91793823242188,▁The|▁king|▁took|▁the|▁scient|ist|▁the|▁tele|phone|.,"[-3.1171624660491943, -9.039237976074219, -6.739079475402832, -1.999184012413025, -9.463029861450195, -0.48336613178253174, -7.7119035720825195, -8.54427719116211, -1.4055782556533813, -2.415118455886841]"
the cousin took the ball to the aunt .,PD,TAKE,THE,to,-45.6158447265625,▁The|▁cousin|▁took|▁the|▁ball|▁to|▁the|▁a|unt|.,"[-3.1171624660491943, -12.218567848205566, -8.015695571899414, -1.6377859115600586, -5.934581756591797, -2.713886022567749, -0.8500875234603882, -7.074535369873047, -1.8630876541137695, -2.190455913543701]"
the cousin took the aunt the ball .,DO,TAKE,THE,to,-47.594635009765625,▁The|▁cousin|▁took|▁the|▁a|unt|▁the|▁ball|.,"[-3.1171624660491943, -12.218567848205566, -8.015695571899414, -1.6377859115600586, -6.830488681793213, -0.38639020919799805, -6.444850921630859, -6.74571418762207, -2.1979751586914062]"
an opponent took a television to a writer .,PD,TAKE,A,to,-56.45507049560547,▁An|▁oppon|ent|▁took|▁a|▁television|▁to|▁a|▁writer|.,"[-6.047245979309082, -10.337159156799316, -0.004528386518359184, -7.088533878326416, -1.4373960494995117, -11.807929992675781, -3.4175775051116943, -1.734026551246643, -11.230836868286133, -3.3498358726501465]"
an opponent took a writer a television .,DO,TAKE,A,to,-59.63402557373047,▁An|▁oppon|ent|▁took|▁a|▁writer|▁a|▁television|.,"[-6.047245979309082, -10.337159156799316, -0.004528386518359184, -7.088533878326416, -1.437395453453064, -12.713641166687012, -6.555572032928467, -10.326478958129883, -5.12347412109375]"
a pilot took an engine to a guy .,PD,TAKE,A,to,-49.14692306518555,▁A|▁pilot|▁took|▁an|▁engine|▁to|▁a|▁gu|y|.,"[-4.501774787902832, -8.189932823181152, -7.713648796081543, -3.637305974960327, -5.366362571716309, -4.452675819396973, -2.428398609161377, -8.70541763305664, -0.04929804801940918, -4.102107524871826]"
a pilot took a guy an engine .,DO,TAKE,A,to,-52.06695556640625,▁A|▁pilot|▁took|▁a|▁gu|y|▁an|▁engine|.,"[-4.501774787902832, -8.189932823181152, -7.713648796081543, -1.6015784740447998, -8.289434432983398, -0.4861879348754883, -9.267425537109375, -7.705389022827148, -4.311583042144775]"
a writer took a bell to a lawyer .,PD,TAKE,A,to,-48.294960021972656,▁A|▁writer|▁took|▁a|▁bell|▁to|▁a|▁lawyer|.,"[-4.501774787902832, -8.41106128692627, -8.956278800964355, -1.526201844215393, -11.15842056274414, -2.5836195945739746, -1.4856754541397095, -7.657291412353516, -2.0146374702453613]"
a writer took a lawyer a bell .,DO,TAKE,A,to,-55.27452087402344,▁A|▁writer|▁took|▁a|▁lawyer|▁a|▁bell|.,"[-4.501774787902832, -8.41106128692627, -8.956279754638672, -1.5262033939361572, -10.80978775024414, -7.576465129852295, -10.331608772277832, -3.1613402366638184]"
a minister took a ball to a cop .,PD,TAKE,A,to,-49.57655715942383,▁A|▁minister|▁took|▁a|▁ball|▁to|▁a|▁cop|.,"[-4.501774787902832, -9.880460739135742, -7.236405372619629, -1.32086181640625, -9.82089614868164, -3.116208553314209, -1.409247875213623, -9.677987098693848, -2.6127171516418457]"
a minister took a cop a ball .,DO,TAKE,A,to,-48.81840133666992,▁A|▁minister|▁took|▁a|▁cop|▁a|▁ball|.,"[-4.501774787902832, -9.880460739135742, -7.236407279968262, -1.3208626508712769, -9.573224067687988, -4.836920738220215, -8.670336723327637, -2.7984113693237305]"
a parent took an iron to a manager .,PD,TAKE,A,to,-52.18668365478516,▁A|▁parent|▁took|▁an|▁iron|▁to|▁a|▁manager|.,"[-4.501774787902832, -9.068145751953125, -8.253355026245117, -4.801016330718994, -7.677208423614502, -1.688956379890442, -1.7693418264389038, -9.141237258911133, -5.285648345947266]"
a parent took a manager an iron .,DO,TAKE,A,to,-58.97109222412109,▁A|▁parent|▁took|▁a|▁manager|▁an|▁iron|.,"[-4.501774787902832, -9.068145751953125, -8.2533540725708, -2.018486261367798, -11.95720100402832, -10.248007774353027, -8.445122718811035, -4.478999137878418]"
a captain took a bell to a reader .,PD,TAKE,A,to,-54.31119918823242,▁A|▁captain|▁took|▁a|▁bell|▁to|▁a|▁reader|.,"[-4.501774787902832, -11.260573387145996, -7.75656270980835, -1.6413565874099731, -9.455645561218262, -2.950751304626465, -1.8569936752319336, -12.843951225280762, -2.0435869693756104]"
a captain took a reader a bell .,DO,TAKE,A,to,-55.966915130615234,▁A|▁captain|▁took|▁a|▁reader|▁a|▁bell|.,"[-4.501774787902832, -11.260573387145996, -7.756562232971191, -1.6413557529449463, -10.85902214050293, -7.170164108276367, -9.862459182739258, -2.915004253387451]"
a colonel took an engine to a guest .,PD,TAKE,A,to,-55.501800537109375,▁A|▁colon|el|▁took|▁an|▁engine|▁to|▁a|▁guest|.,"[-4.501774787902832, -10.303475379943848, -4.284836292266846, -7.001459121704102, -4.072486400604248, -7.758400917053223, -2.5415260791778564, -1.8692182302474976, -9.300863265991211, -3.867763042449951]"
a colonel took a guest an engine .,DO,TAKE,A,to,-58.15890502929688,▁A|▁colon|el|▁took|▁a|▁guest|▁an|▁engine|.,"[-4.501774787902832, -10.303475379943848, -4.284836292266846, -7.001459121704102, -1.5953516960144043, -9.997231483459473, -9.167860984802246, -8.314562797546387, -2.992349863052368]"
a guy took a plate to a friend .,PD,TAKE,A,to,-39.93951797485352,▁A|▁gu|y|▁took|▁a|▁plate|▁to|▁a|▁friend|.,"[-4.501774787902832, -7.681662559509277, -0.5385805368423462, -6.0392632484436035, -1.040575385093689, -9.001279830932617, -3.093911647796631, -1.5076521635055542, -3.50458025932312, -3.0302398204803467]"
a guy took a friend a plate .,DO,TAKE,A,to,-46.24367141723633,▁A|▁gu|y|▁took|▁a|▁friend|▁a|▁plate|.,"[-4.501774787902832, -7.681662559509277, -0.5385805368423462, -6.0392632484436035, -1.0405737161636353, -5.9141998291015625, -6.984635829925537, -9.005069732666016, -4.537915229797363]"
a champion took a pot to a doctor .,PD,TAKE,A,to,-50.36407852172852,▁A|▁champion|▁took|▁a|▁pot|▁to|▁a|▁doctor|.,"[-4.501774787902832, -10.25854206085205, -9.73354721069336, -1.9363747835159302, -7.0103373527526855, -4.577592849731445, -2.50105357170105, -7.910969257354736, -1.9338867664337158]"
a champion took a doctor a pot .,DO,TAKE,A,to,-55.87970352172852,▁A|▁champion|▁took|▁a|▁doctor|▁a|▁pot|.,"[-4.501774787902832, -10.25854206085205, -9.733548164367676, -1.9363750219345093, -10.700546264648438, -6.768820762634277, -7.405522346496582, -4.574573516845703]"
a leader took a bowl to an opponent .,PD,TAKE,A,to,-52.52028274536133,▁A|▁leader|▁took|▁a|▁bow|l|▁to|▁an|▁oppon|ent|.,"[-4.501774787902832, -8.350751876831055, -10.148900985717773, -1.5749385356903076, -7.408397674560547, -1.8297860622406006, -4.849993705749512, -4.168842792510986, -7.410680770874023, -0.01835023984313011, -2.2578649520874023]"
a leader took an opponent a bowl .,DO,TAKE,A,to,-53.123817443847656,▁A|▁leader|▁took|▁an|▁oppon|ent|▁a|▁bow|l|.,"[-4.501774787902832, -8.350751876831055, -10.148900032043457, -3.9311208724975586, -8.18958854675293, -0.005738569889217615, -6.907158374786377, -6.413877964019775, -1.0423583984375, -3.6325488090515137]"
an employee took a bottle to a captain .,PD,TAKE,A,to,-49.0201301574707,▁An|▁employee|▁took|▁a|▁bott|le|▁to|▁a|▁captain|.,"[-6.047245979309082, -6.293264389038086, -8.030579566955566, -1.2362592220306396, -5.963783264160156, -0.00846193078905344, -4.127753734588623, -1.939103126525879, -11.787425994873047, -3.5862529277801514]"
an employee took a captain a bottle .,DO,TAKE,A,to,-50.84673309326172,▁An|▁employee|▁took|▁a|▁captain|▁a|▁bott|le|.,"[-6.047245979309082, -6.293264389038086, -8.030579566955566, -1.2362592220306396, -10.586009979248047, -8.416840553283691, -4.858212947845459, -0.01216704398393631, -5.36615514755249]"
a student took a bell to a guy .,PD,TAKE,A,to,-48.37783432006836,▁A|▁student|▁took|▁a|▁bell|▁to|▁a|▁gu|y|.,"[-4.501774787902832, -7.090509414672852, -7.47029972076416, -1.2800486087799072, -10.59501838684082, -1.9474554061889648, -2.5273518562316895, -8.5444974899292, -0.1892302930355072, -4.2316508293151855]"
a student took a guy a bell .,DO,TAKE,A,to,-49.29362869262695,▁A|▁student|▁took|▁a|▁gu|y|▁a|▁bell|.,"[-4.501774787902832, -7.090509414672852, -7.47029972076416, -1.2800486087799072, -7.678544998168945, -1.620383858680725, -6.056790828704834, -10.106890678405762, -3.488386631011963]"
a soldier took a knife to a reader .,PD,TAKE,A,to,-45.502777099609375,▁A|▁soldier|▁took|▁a|▁kn|ife|▁to|▁a|▁reader|.,"[-4.501774787902832, -8.680253028869629, -6.892413139343262, -1.3197726011276245, -5.800710201263428, -0.027389243245124817, -1.1174366474151611, -0.8109535574913025, -13.541181564331055, -2.8108932971954346]"
a soldier took a reader a knife .,DO,TAKE,A,to,-49.59649658203125,▁A|▁soldier|▁took|▁a|▁reader|▁a|▁kn|ife|.,"[-4.501774787902832, -8.680253028869629, -6.892413139343262, -1.3197726011276245, -11.189221382141113, -7.148013591766357, -7.1325764656066895, -0.15952643752098083, -2.5729458332061768]"
an aunt took a machine to a brother .,PD,TAKE,A,to,-49.98798370361328,▁An|▁a|unt|▁took|▁a|▁machine|▁to|▁a|▁brother|.,"[-6.047245979309082, -6.497696876525879, -4.1914167404174805, -6.072436332702637, -2.444305419921875, -10.29556941986084, -3.0593020915985107, -2.3605823516845703, -5.904467582702637, -3.114956855773926]"
an aunt took a brother a machine .,DO,TAKE,A,to,-51.65290069580078,▁An|▁a|unt|▁took|▁a|▁brother|▁a|▁machine|.,"[-6.047245979309082, -6.497696876525879, -4.1914167404174805, -6.072436332702637, -2.444305419921875, -6.982182502746582, -6.874340057373047, -9.477437973022461, -3.06584095954895]"
a brother took a key to a friend .,PD,TAKE,A,to,-44.79582214355469,▁A|▁brother|▁took|▁a|▁key|▁to|▁a|▁friend|.,"[-4.501774787902832, -9.808281898498535, -7.12239933013916, -2.1663641929626465, -8.94444465637207, -2.006831169128418, -1.971953272819519, -4.154340744018555, -4.119427680969238]"
a brother took a friend a key .,DO,TAKE,A,to,-48.19605255126953,▁A|▁brother|▁took|▁a|▁friend|▁a|▁key|.,"[-4.501774787902832, -9.808281898498535, -7.122397422790527, -2.166365623474121, -5.7962822914123535, -7.225109100341797, -7.91072940826416, -3.665116786956787]"
a student took a machine to an uncle .,PD,TAKE,A,to,-48.583740234375,▁A|▁student|▁took|▁a|▁machine|▁to|▁an|▁uncle|.,"[-4.501774787902832, -7.090509414672852, -7.47029972076416, -1.2800486087799072, -8.447481155395508, -3.5146865844726562, -4.103744029998779, -8.602584838867188, -3.572612762451172]"
a student took an uncle a machine .,DO,TAKE,A,to,-52.48927307128906,▁A|▁student|▁took|▁an|▁uncle|▁a|▁machine|.,"[-4.501774787902832, -7.090509414672852, -7.47029972076416, -3.6792874336242676, -9.755784034729004, -6.953638076782227, -9.262468338012695, -3.7755141258239746]"
an adult took a bag to a girl .,PD,TAKE,A,to,-48.36177444458008,▁An|▁adult|▁took|▁a|▁bag|▁to|▁a|▁girl|.,"[-6.047245979309082, -7.741599082946777, -9.232115745544434, -1.3631888628005981, -6.560761451721191, -4.322373390197754, -1.7095725536346436, -7.774352073669434, -3.610567331314087]"
an adult took a girl a bag .,DO,TAKE,A,to,-49.131324768066406,▁An|▁adult|▁took|▁a|▁girl|▁a|▁bag|.,"[-6.047245979309082, -7.741599082946777, -9.23211669921875, -1.3631888628005981, -5.016322135925293, -7.381652355194092, -7.337235927581787, -5.011963844299316]"
a reader took a machine to a king .,PD,TAKE,A,to,-49.21833419799805,▁A|▁reader|▁took|▁a|▁machine|▁to|▁a|▁king|.,"[-4.501774787902832, -7.776543617248535, -6.695366859436035, -2.048096179962158, -9.533053398132324, -4.162817001342773, -1.7966793775558472, -10.447379112243652, -2.2566232681274414]"
a reader took a king a machine .,DO,TAKE,A,to,-54.84157180786133,▁A|▁reader|▁took|▁a|▁king|▁a|▁machine|.,"[-4.501774787902832, -7.776543617248535, -6.695366382598877, -2.0480949878692627, -13.148487091064453, -7.340682029724121, -10.27385139465332, -3.056774139404297]"
the physician fed the pie to the scientist .,PD,FEED,THE,to,-51.342769622802734,▁The|▁phys|ician|▁fed|▁the|▁pie|▁to|▁the|▁scient|ist|.,"[-3.1171624660491943, -9.539776802062988, -1.2383114099502563, -13.976734161376953, -1.9567208290100098, -10.202447891235352, -1.1977509260177612, -0.6471408605575562, -7.92037296295166, -0.09032437950372696, -1.4560259580612183]"
the physician fed the scientist the pie .,DO,FEED,THE,to,-52.158958435058594,▁The|▁phys|ician|▁fed|▁the|▁scient|ist|▁the|▁pie|.,"[-3.1171624660491943, -9.539776802062988, -1.2383116483688354, -13.976734161376953, -1.9567193984985352, -7.812756538391113, -0.22110050916671753, -2.916957378387451, -10.012947082519531, -1.3664963245391846]"
the opponent fed the meal to the hero .,PD,FEED,THE,to,-51.92412567138672,▁The|▁oppon|ent|▁fed|▁the|▁me|al|▁to|▁the|▁hero|.,"[-3.1171624660491943, -11.682723999023438, -0.8916197419166565, -12.926315307617188, -2.0164058208465576, -8.255385398864746, -1.5165824890136719, -1.661987066268921, -0.8049293160438538, -6.75457763671875, -2.2964353561401367]"
the opponent fed the hero the meal .,DO,FEED,THE,to,-50.17486572265625,▁The|▁oppon|ent|▁fed|▁the|▁hero|▁the|▁me|al|.,"[-3.1171624660491943, -11.682723999023438, -0.8916208148002625, -12.926314353942871, -2.016404390335083, -7.201145172119141, -3.6367249488830566, -6.011850357055664, -0.6919448971748352, -1.9989720582962036]"
the son fed the pie to the winner .,PD,FEED,THE,to,-51.02260971069336,▁The|▁son|▁fed|▁the|▁pie|▁to|▁the|▁winner|.,"[-3.1171624660491943, -9.168675422668457, -14.213248252868652, -1.3067362308502197, -9.825135231018066, -0.808034360408783, -0.5174388885498047, -10.595829010009766, -1.4703530073165894]"
the son fed the winner the pie .,DO,FEED,THE,to,-53.50791549682617,▁The|▁son|▁fed|▁the|▁winner|▁the|▁pie|.,"[-3.1171624660491943, -9.168675422668457, -14.213248252868652, -1.3067344427108765, -11.632585525512695, -4.609530925750732, -7.867169380187988, -1.5928090810775757]"
the guy fed the cheese to the leader .,PD,FEED,THE,to,-50.09418487548828,▁The|▁gu|y|▁fed|▁the|▁che|ese|▁to|▁the|▁leader|.,"[-3.1171624660491943, -8.657164573669434, -1.0300666093826294, -12.46302318572998, -1.9819002151489258, -6.217119216918945, -1.8805813789367676, -0.614520788192749, -0.5085752606391907, -11.477014541625977, -2.1470532417297363]"
the guy fed the leader the cheese .,DO,FEED,THE,to,-49.79562377929688,▁The|▁gu|y|▁fed|▁the|▁leader|▁the|▁che|ese|.,"[-3.1171624660491943, -8.657164573669434, -1.0300664901733398, -12.463024139404297, -1.9818986654281616, -10.618241310119629, -3.562920570373535, -5.793557167053223, -0.7897761464118958, -1.781813144683838]"
the actress fed the candy to the wife .,PD,FEED,THE,to,-51.42520904541016,▁The|▁actress|▁fed|▁the|▁c|andy|▁to|▁the|▁wife|.,"[-3.1171624660491943, -9.575809478759766, -12.512043952941895, -2.2057180404663086, -4.915619850158691, -4.516850471496582, -0.5655911564826965, -1.389272689819336, -8.710221290588379, -3.9169249534606934]"
the actress fed the wife the candy .,DO,FEED,THE,to,-50.12269592285156,▁The|▁actress|▁fed|▁the|▁wife|▁the|▁c|andy|.,"[-3.1171624660491943, -9.575809478759766, -12.512043952941895, -2.2057180404663086, -8.720451354980469, -4.900676250457764, -4.10838508605957, -3.0239644050598145, -1.9584872722625732]"
the friend fed the cheese to the girl .,PD,FEED,THE,to,-45.2733039855957,▁The|▁friend|▁fed|▁the|▁che|ese|▁to|▁the|▁girl|.,"[-3.1171624660491943, -10.495867729187012, -12.490962028503418, -2.0699081420898438, -6.722525596618652, -1.2217257022857666, -0.7854393124580383, -0.7316624522209167, -6.314279079437256, -1.3237714767456055]"
the friend fed the girl the cheese .,DO,FEED,THE,to,-45.42047882080078,▁The|▁friend|▁fed|▁the|▁girl|▁the|▁che|ese|.,"[-3.1171624660491943, -10.495867729187012, -12.490962028503418, -2.0699081420898438, -5.76613712310791, -3.1776018142700195, -5.818615436553955, -0.41118916869163513, -2.0730347633361816]"
the doctor fed the chocolate to the nurse .,PD,FEED,THE,to,-43.75254440307617,▁The|▁doctor|▁fed|▁the|▁ch|oc|olate|▁to|▁the|▁nur|se|.,"[-3.1171624660491943, -9.078609466552734, -11.410301208496094, -1.5162872076034546, -5.901719093322754, -2.406848430633545, -0.2421221137046814, -1.4450651407241821, -0.5849626660346985, -6.540579319000244, -0.006731215864419937, -1.5021525621414185]"
the doctor fed the nurse the chocolate .,DO,FEED,THE,to,-44.2514762878418,▁The|▁doctor|▁fed|▁the|▁nur|se|▁the|▁ch|oc|olate|.,"[-3.1171624660491943, -9.078609466552734, -11.410301208496094, -1.5162872076034546, -6.882094860076904, -0.005689616780728102, -2.7024903297424316, -5.6667799949646, -1.3522255420684814, -0.3516518175601959, -2.1681880950927734]"
the student fed the cheese to the reader .,PD,FEED,THE,to,-48.49322891235352,▁The|▁student|▁fed|▁the|▁che|ese|▁to|▁the|▁reader|.,"[-3.1171624660491943, -8.500862121582031, -13.087871551513672, -2.192110061645508, -6.667801380157471, -1.2934045791625977, -0.878047525882721, -0.5731828808784485, -10.835765838623047, -1.347021222114563]"
the student fed the reader the cheese .,DO,FEED,THE,to,-47.786991119384766,▁The|▁student|▁fed|▁the|▁reader|▁the|▁che|ese|.,"[-3.1171624660491943, -8.500862121582031, -13.087871551513672, -2.192110061645508, -8.175204277038574, -3.100825786590576, -7.021976947784424, -0.9214429259300232, -1.6695348024368286]"
the boy fed the chocolate to the attorney .,PD,FEED,THE,to,-47.7981071472168,▁The|▁boy|▁fed|▁the|▁ch|oc|olate|▁to|▁the|▁att|orney|.,"[-3.1171624660491943, -8.842792510986328, -11.419374465942383, -0.9580017924308777, -3.2784790992736816, -4.135822296142578, -0.30838170647621155, -1.0017093420028687, -0.2650476098060608, -10.214577674865723, -2.986745595932007, -1.2700157165527344]"
the boy fed the attorney the chocolate .,DO,FEED,THE,to,-51.714332580566406,▁The|▁boy|▁fed|▁the|▁att|orney|▁the|▁ch|oc|olate|.,"[-3.1171624660491943, -8.842792510986328, -11.419374465942383, -0.9580019116401672, -10.554872512817383, -3.182772636413574, -2.8285369873046875, -6.904658794403076, -1.3439650535583496, -0.33548101782798767, -2.2267143726348877]"
the brother fed the candy to the boy .,PD,FEED,THE,to,-44.736602783203125,▁The|▁brother|▁fed|▁the|▁c|andy|▁to|▁the|▁boy|.,"[-3.1171624660491943, -11.087018966674805, -14.459381103515625, -1.619866132736206, -4.782540798187256, -3.20601487159729, -0.5058441162109375, -0.6834033131599426, -4.123554706573486, -1.1518173217773438]"
the brother fed the boy the candy .,DO,FEED,THE,to,-44.70087432861328,▁The|▁brother|▁fed|▁the|▁boy|▁the|▁c|andy|.,"[-3.1171624660491943, -11.087018966674805, -14.459381103515625, -1.619866132736206, -5.153985023498535, -3.254676103591919, -3.938093900680542, -0.6644864082336426, -1.4062055349349976]"
the prince fed the cheese to the opponent .,PD,FEED,THE,to,-50.99299621582031,▁The|▁prince|▁fed|▁the|▁che|ese|▁to|▁the|▁oppon|ent|.,"[-3.1171624660491943, -10.841792106628418, -10.844408988952637, -1.4213924407958984, -7.135713577270508, -2.238044500350952, -0.5081927180290222, -0.5671091079711914, -12.180710792541504, -0.345477819442749, -1.7929919958114624]"
the prince fed the opponent the cheese .,DO,FEED,THE,to,-49.717620849609375,▁The|▁prince|▁fed|▁the|▁oppon|ent|▁the|▁che|ese|.,"[-3.1171624660491943, -10.841792106628418, -10.844409942626953, -1.4213918447494507, -11.133298873901367, -0.2031249701976776, -3.4556257724761963, -5.976057052612305, -0.7884624600410461, -1.9362895488739014]"
the cop fed the chicken to the chief .,PD,FEED,THE,to,-50.47873306274414,▁The|▁cop|▁fed|▁the|▁ch|icken|▁to|▁the|▁chief|.,"[-3.1171624660491943, -11.387212753295898, -13.539363861083984, -2.022620677947998, -5.3452935218811035, -1.5286884307861328, -1.8110926151275635, -0.8626953363418579, -9.268075942993164, -1.5965272188186646]"
the cop fed the chief the chicken .,DO,FEED,THE,to,-51.39278411865234,▁The|▁cop|▁fed|▁the|▁chief|▁the|▁ch|icken|.,"[-3.1171624660491943, -11.387212753295898, -13.539363861083984, -2.022620677947998, -8.656152725219727, -2.631148338317871, -7.2182722091674805, -1.0324217081069946, -1.788427710533142]"
the wife fed the chocolate to the lady .,PD,FEED,THE,to,-46.9295768737793,▁The|▁wife|▁fed|▁the|▁ch|oc|olate|▁to|▁the|▁lady|.,"[-3.1171624660491943, -9.438132286071777, -12.991717338562012, -1.4444024562835693, -3.8665261268615723, -4.393845081329346, -0.30800989270210266, -1.592435359954834, -0.5156014561653137, -7.563815593719482, -1.6979312896728516]"
the wife fed the lady the chocolate .,DO,FEED,THE,to,-47.42517852783203,▁The|▁wife|▁fed|▁the|▁lady|▁the|▁ch|oc|olate|.,"[-3.1171624660491943, -9.438132286071777, -12.991714477539062, -1.4444023370742798, -8.041046142578125, -3.509305238723755, -4.758049488067627, -1.6205477714538574, -0.3578076958656311, -2.14700984954834]"
the champion fed the pie to the lawyer .,PD,FEED,THE,to,-54.87678146362305,▁The|▁champion|▁fed|▁the|▁pie|▁to|▁the|▁lawyer|.,"[-3.1171624660491943, -11.118099212646484, -12.115842819213867, -3.151805877685547, -11.642696380615234, -1.414608359336853, -1.0504223108291626, -9.792282104492188, -1.4738621711730957]"
the champion fed the lawyer the pie .,DO,FEED,THE,to,-53.88422393798828,▁The|▁champion|▁fed|▁the|▁lawyer|▁the|▁pie|.,"[-3.1171624660491943, -11.118099212646484, -12.115842819213867, -3.1518049240112305, -10.40316104888916, -4.087559700012207, -8.082172393798828, -1.808423399925232]"
the manager fed the candy to the cousin .,PD,FEED,THE,to,-50.28099822998047,▁The|▁manager|▁fed|▁the|▁c|andy|▁to|▁the|▁cousin|.,"[-3.1171624660491943, -9.853813171386719, -11.300814628601074, -2.2831621170043945, -4.118860244750977, -4.701679229736328, -1.0702297687530518, -0.49551117420196533, -11.560513496398926, -1.7792518138885498]"
the manager fed the cousin the candy .,DO,FEED,THE,to,-50.27378082275391,▁The|▁manager|▁fed|▁the|▁cousin|▁the|▁c|andy|.,"[-3.1171624660491943, -9.853813171386719, -11.300814628601074, -2.2831621170043945, -12.225746154785156, -3.1241860389709473, -4.740477561950684, -1.8580862283706665, -1.77033269405365]"
the wife fed the candy to the candidate .,PD,FEED,THE,to,-50.10201644897461,▁The|▁wife|▁fed|▁the|▁c|andy|▁to|▁the|▁candidate|.,"[-3.1171624660491943, -9.438132286071777, -12.991714477539062, -1.4444023370742798, -3.7829270362854004, -4.812828063964844, -0.6507969498634338, -0.613306999206543, -11.821697235107422, -1.4290449619293213]"
the wife fed the candidate the candy .,DO,FEED,THE,to,-51.72867965698242,▁The|▁wife|▁fed|▁the|▁candidate|▁the|▁c|andy|.,"[-3.1171624660491943, -9.438132286071777, -12.991714477539062, -1.4444023370742798, -12.333782196044922, -3.8252382278442383, -5.304566383361816, -1.5874103307724, -1.6862701177597046]"
the employer fed the salad to the professor .,PD,FEED,THE,to,-55.3642578125,▁The|▁employ|er|▁fed|▁the|▁sal|ad|▁to|▁the|▁professor|.,"[-3.1171624660491943, -10.053779602050781, -1.0484659671783447, -13.336185455322266, -1.9600701332092285, -7.214911460876465, -2.8158388137817383, -3.1268606185913086, -0.5121837854385376, -10.334280967712402, -1.8445138931274414]"
the employer fed the professor the salad .,DO,FEED,THE,to,-54.62071990966797,▁The|▁employ|er|▁fed|▁the|▁professor|▁the|▁sal|ad|.,"[-3.1171624660491943, -10.053779602050781, -1.0484670400619507, -13.336185455322266, -1.9600675106048584, -11.462401390075684, -3.2266008853912354, -6.198976516723633, -1.967092514038086, -2.249983310699463]"
