text,structure,verb,det,prep,sen_prob_nospace,tokens,log_prob_tokens
a captain found you a tea .,DO,FIND,A,for,-48.25349807739258,▁A|▁captain|▁found|▁you|▁a|▁tea|.,"[-4.20621395111084, -10.952102661132812, -8.509869575500488, -8.317878723144531, -3.6154184341430664, -9.606630325317383, -3.045384645462036]"
a woman found a juice for it .,PD,FIND,A,for,-49.30305099487305,▁A|▁woman|▁found|▁a|▁ju|ice|▁for|▁it|.,"[-4.20621395111084, -5.791562080383301, -6.161815643310547, -1.5903230905532837, -8.967461585998535, -4.353532314300537, -6.485913276672363, -8.932610511779785, -2.8136231899261475]"
a woman found it a juice .,DO,FIND,A,for,-45.22207260131836,▁A|▁woman|▁found|▁it|▁a|▁ju|ice|.,"[-4.20621395111084, -5.791562080383301, -6.1618146896362305, -5.676233768463135, -4.274878978729248, -12.115472793579102, -3.1050615310668945, -3.8908331394195557]"
an uncle found a cheese for me .,PD,FIND,A,for,-44.50554275512695,▁An|▁uncle|▁found|▁a|▁che|ese|▁for|▁me|.,"[-6.080687522888184, -9.927350044250488, -6.194258213043213, -1.5253007411956787, -8.064834594726562, -3.3417787551879883, -5.787264347076416, -2.0425009727478027, -1.5415685176849365]"
an uncle found me a cheese .,DO,FIND,A,for,-43.54870223999024,▁An|▁uncle|▁found|▁me|▁a|▁che|ese|.,"[-6.080687522888184, -9.927350044250488, -6.194258689880371, -4.079690456390381, -2.553102970123291, -7.244964599609375, -2.737027406692505, -4.731621265411377]"
a worker found a card for it .,PD,FIND,A,for,-44.66460037231445,▁A|▁worker|▁found|▁a|▁card|▁for|▁it|.,"[-4.20621395111084, -8.155519485473633, -7.417641639709473, -1.1348804235458374, -7.526987552642822, -5.947469711303711, -7.909989356994629, -2.365902900695801]"
a worker found it a card .,DO,FIND,A,for,-43.17116165161133,▁A|▁worker|▁found|▁it|▁a|▁card|.,"[-4.20621395111084, -8.155519485473633, -7.417641639709473, -5.182395935058594, -4.661870002746582, -9.918054580688477, -3.629464626312256]"
an uncle found a chocolate for me .,PD,FIND,A,for,-42.50033950805664,▁An|▁uncle|▁found|▁a|▁ch|oc|olate|▁for|▁me|.,"[-6.080687522888184, -9.927350044250488, -6.194258213043213, -1.5253007411956787, -6.413793563842773, -2.5969200134277344, -0.011820629239082336, -6.4224958419799805, -1.8050048351287842, -1.5227082967758179]"
an uncle found me a chocolate .,DO,FIND,A,for,-42.82976531982422,▁An|▁uncle|▁found|▁me|▁a|▁ch|oc|olate|.,"[-6.080687522888184, -9.927350044250488, -6.194258213043213, -4.079692840576172, -2.5531022548675537, -6.84665584564209, -2.062197685241699, -0.03111492283642292, -5.054703235626221]"
a scientist found a cheese for him .,PD,FIND,A,for,-44.901668548583984,▁A|▁scient|ist|▁found|▁a|▁che|ese|▁for|▁him|.,"[-4.20621395111084, -8.956408500671387, -0.014981847256422043, -6.114799499511719, -0.9176846742630005, -7.795769214630127, -2.642183780670166, -5.792797565460205, -6.420698165893555, -2.040128231048584]"
a scientist found him a cheese .,DO,FIND,A,for,-45.38491439819336,▁A|▁scient|ist|▁found|▁him|▁a|▁che|ese|.,"[-4.20621395111084, -8.956408500671387, -0.014981847256422043, -6.114799499511719, -8.480122566223145, -3.649559497833252, -7.837385654449463, -2.8446691036224365, -3.2807726860046387]"
a captain found a chicken for us .,PD,FIND,A,for,-45.93335723876953,▁A|▁captain|▁found|▁a|▁ch|icken|▁for|▁us|.,"[-4.20621395111084, -10.952102661132812, -8.509869575500488, -1.9736113548278809, -5.162530899047852, -1.756887674331665, -6.264284133911133, -5.387313365936279, -1.7205421924591064]"
a captain found us a chicken .,DO,FIND,A,for,-45.86740112304688,▁A|▁captain|▁found|▁us|▁a|▁ch|icken|.,"[-4.20621395111084, -10.952102661132812, -8.509870529174805, -8.031792640686035, -1.5296283960342407, -7.286452293395996, -1.9554424285888672, -3.39589786529541]"
a lady found a meal for him .,PD,FIND,A,for,-42.12882995605469,▁A|▁lady|▁found|▁a|▁me|al|▁for|▁him|.,"[-4.20621395111084, -8.734609603881836, -6.3605427742004395, -1.3012486696243286, -8.089225769042969, -1.7864495515823364, -3.5637664794921875, -6.22709846496582, -1.8596768379211426]"
a lady found him a meal .,DO,FIND,A,for,-39.27284240722656,▁A|▁lady|▁found|▁him|▁a|▁me|al|.,"[-4.20621395111084, -8.734609603881836, -6.360541343688965, -6.095901012420654, -3.6135811805725098, -7.31577205657959, -0.32051536440849304, -2.6257076263427734]"
an uncle found a book for him .,PD,FIND,A,for,-40.44304656982422,▁An|▁uncle|▁found|▁a|▁book|▁for|▁him|.,"[-6.080687522888184, -9.927350044250488, -6.194258689880371, -1.5253013372421265, -5.298061370849609, -4.532682418823242, -4.91500186920166, -1.9697054624557495]"
an uncle found him a book .,DO,FIND,A,for,-40.28970336914063,▁An|▁uncle|▁found|▁him|▁a|▁book|.,"[-6.080687522888184, -9.927350044250488, -6.194258213043213, -5.843160629272461, -3.526618003845215, -5.667634963989258, -3.0499954223632812]"
a teacher found a tea for us .,PD,FIND,A,for,-45.9463119506836,▁A|▁teacher|▁found|▁a|▁tea|▁for|▁us|.,"[-4.20621395111084, -8.249910354614258, -6.825298309326172, -1.1610324382781982, -11.147306442260742, -6.588194370269775, -5.966605186462402, -1.8017504215240479]"
a teacher found us a tea .,DO,FIND,A,for,-44.04253387451172,▁A|▁teacher|▁found|▁us|▁a|▁tea|.,"[-4.20621395111084, -8.249910354614258, -6.825301170349121, -7.311794757843018, -2.4087073802948, -10.134618759155273, -4.905989646911621]"
the lady got the beer for him .,PD,GET,THE,for,-40.20977783203125,▁The|▁lady|▁got|▁the|▁be|er|▁for|▁him|.,"[-3.6788957118988037, -10.159488677978516, -7.208896636962891, -2.789398670196533, -6.579132080078125, -1.7081576585769653, -4.400181770324707, -2.4032835960388184, -1.282345175743103]"
the lady got him the beer .,DO,GET,THE,for,-38.93446731567383,▁The|▁lady|▁got|▁him|▁the|▁be|er|.,"[-3.6788957118988037, -10.159488677978516, -7.208896636962891, -6.153537273406982, -3.9925529956817627, -5.794282913208008, -0.44643905758857727, -1.5003732442855835]"
the kid got the tea for us .,PD,GET,THE,for,-40.3886947631836,▁The|▁kid|▁got|▁the|▁tea|▁for|▁us|.,"[-3.6788957118988037, -9.716196060180664, -5.807870388031006, -2.977245569229126, -9.514284133911133, -4.380537986755371, -3.1077017784118652, -1.2059646844863892]"
the kid got us the tea .,DO,GET,THE,for,-40.22858047485352,▁The|▁kid|▁got|▁us|▁the|▁tea|.,"[-3.6788957118988037, -9.716196060180664, -5.807869911193848, -6.769657135009766, -4.373920440673828, -8.372962951660156, -1.509076714515686]"
the worker got the pie for you .,PD,GET,THE,for,-46.15726089477539,▁The|▁worker|▁got|▁the|▁pie|▁for|▁you|.,"[-3.6788957118988037, -11.197181701660156, -7.332267761230469, -2.5645978450775146, -10.596217155456543, -4.276107311248779, -5.293510913848877, -1.2184815406799316]"
the worker got you the pie .,DO,GET,THE,for,-46.06219482421875,▁The|▁worker|▁got|▁you|▁the|▁pie|.,"[-3.6788957118988037, -11.197181701660156, -7.332266807556152, -9.296953201293945, -3.6857314109802246, -9.491246223449707, -1.3799163103103638]"
the mayor got the tea for me .,PD,GET,THE,for,-40.86126708984375,▁The|▁mayor|▁got|▁the|▁tea|▁for|▁me|.,"[-3.6788957118988037, -9.276931762695312, -7.517579555511475, -2.478529453277588, -9.25754165649414, -4.7393999099731445, -2.83040714263916, -1.0819811820983887]"
the mayor got me the tea .,DO,GET,THE,for,-39.93205642700195,▁The|▁mayor|▁got|▁me|▁the|▁tea|.,"[-3.6788957118988037, -9.276931762695312, -7.517580032348633, -5.208637237548828, -4.390828609466553, -8.503715515136719, -1.3554662466049194]"
the scientist got the juice for me .,PD,GET,THE,for,-45.7283821105957,▁The|▁scient|ist|▁got|▁the|▁ju|ice|▁for|▁me|.,"[-3.6788957118988037, -9.81041145324707, -1.2012869119644165, -8.063188552856445, -2.3280694484710693, -9.309979438781738, -0.3962177634239197, -3.4490087032318115, -6.2473602294921875, -1.2439676523208618]"
the scientist got me the juice .,DO,GET,THE,for,-43.82581329345703,▁The|▁scient|ist|▁got|▁me|▁the|▁ju|ice|.,"[-3.6788957118988037, -9.81041145324707, -1.2012869119644165, -8.063188552856445, -5.026668548583984, -5.115744590759277, -8.223725318908691, -1.10573410987854, -1.6001590490341187]"
the employer got the juice for us .,PD,GET,THE,for,-46.33161163330078,▁The|▁employ|er|▁got|▁the|▁ju|ice|▁for|▁us|.,"[-3.6788957118988037, -9.806510925292969, -1.1683833599090576, -8.106182098388672, -1.9031811952590942, -9.980489730834961, -0.8370978236198425, -3.406028985977173, -6.008493900299072, -1.4363481998443604]"
the employer got us the juice .,DO,GET,THE,for,-43.40366363525391,▁The|▁employ|er|▁got|▁us|▁the|▁ju|ice|.,"[-3.6788957118988037, -9.806510925292969, -1.1683833599090576, -8.106182098388672, -5.550484657287598, -3.743401050567627, -9.193397521972656, -0.38277921080589294, -1.7736294269561768]"
the professor got the pie for you .,PD,GET,THE,for,-43.12128829956055,▁The|▁professor|▁got|▁the|▁pie|▁for|▁you|.,"[-3.6788957118988037, -10.660238265991211, -6.438058853149414, -2.614640712738037, -9.947579383850098, -4.426401615142822, -4.359745979309082, -0.9957267642021179]"
the professor got you the pie .,DO,GET,THE,for,-45.2171630859375,▁The|▁professor|▁got|▁you|▁the|▁pie|.,"[-3.6788957118988037, -10.660238265991211, -6.438056945800781, -7.443483352661133, -5.114716053009033, -10.481636047363281, -1.4001390933990479]"
the son got the beer for him .,PD,GET,THE,for,-41.5647087097168,▁The|▁son|▁got|▁the|▁be|er|▁for|▁him|.,"[-3.6788957118988037, -8.680868148803711, -9.161951065063477, -2.4181699752807617, -6.736690521240234, -1.4258577823638916, -3.66166353225708, -3.9541094303131104, -1.8465021848678589]"
the son got him the beer .,DO,GET,THE,for,-38.8747444152832,▁The|▁son|▁got|▁him|▁the|▁be|er|.,"[-3.6788957118988037, -8.680868148803711, -9.161949157714844, -6.214686393737793, -3.2074203491210938, -6.061720848083496, -0.4337848126888275, -1.4354156255722046]"
the child got the tea for me .,PD,GET,THE,for,-39.18720245361328,▁The|▁child|▁got|▁the|▁tea|▁for|▁me|.,"[-3.6788957118988037, -9.172565460205078, -7.093050956726074, -2.755115509033203, -8.853611946105957, -3.7935426235198975, -2.7611591815948486, -1.0792641639709473]"
the child got me the tea .,DO,GET,THE,for,-38.97978210449219,▁The|▁child|▁got|▁me|▁the|▁tea|.,"[-3.6788957118988037, -9.172565460205078, -7.093050956726074, -5.831526756286621, -4.634324550628662, -6.992403984069824, -1.577012300491333]"
the writer got the meal for me .,PD,GET,THE,for,-43.38540649414063,▁The|▁writer|▁got|▁the|▁me|al|▁for|▁me|.,"[-3.6788957118988037, -8.842855453491211, -8.237549781799316, -2.2826082706451416, -9.384854316711426, -0.8801652193069458, -2.05751371383667, -6.435286521911621, -1.5856752395629883]"
the writer got me the meal .,DO,GET,THE,for,-43.05022811889648,▁The|▁writer|▁got|▁me|▁the|▁me|al|.,"[-3.6788957118988037, -8.842855453491211, -8.237550735473633, -4.5191121101379395, -5.652273178100586, -9.008814811706543, -0.7449730634689331, -2.3657519817352295]"
the professor got the juice for you .,PD,GET,THE,for,-43.0224494934082,▁The|▁professor|▁got|▁the|▁ju|ice|▁for|▁you|.,"[-3.6788957118988037, -10.660238265991211, -6.438056945800781, -2.6146414279937744, -9.75931167602539, -0.7578960657119751, -3.791485071182251, -3.936392307281494, -1.3855326175689697]"
the professor got you the juice .,DO,GET,THE,for,-43.55747985839844,▁The|▁professor|▁got|▁you|▁the|▁ju|ice|.,"[-3.6788957118988037, -10.660238265991211, -6.438058853149414, -7.443482875823975, -5.114717483520508, -7.6219000816345215, -1.0659947395324707, -1.5341914892196655]"
the guest got the plate for us .,PD,GET,THE,for,-45.43988037109375,▁The|▁guest|▁got|▁the|▁plate|▁for|▁us|.,"[-3.6788957118988037, -9.684369087219238, -8.862377166748047, -2.952131986618042, -8.410528182983398, -4.673009872436523, -5.71241569519043, -1.4661478996276855]"
the guest got us the plate .,DO,GET,THE,for,-44.178348541259766,▁The|▁guest|▁got|▁us|▁the|▁plate|.,"[-3.6788957118988037, -9.684369087219238, -8.86237621307373, -6.623847961425781, -4.193836212158203, -8.893966674804688, -2.241055488586426]"
the wife got the candy for you .,PD,GET,THE,for,-42.17797470092773,▁The|▁wife|▁got|▁the|▁c|andy|▁for|▁you|.,"[-3.6788957118988037, -9.513023376464844, -7.315853118896484, -2.7578930854797363, -5.969662189483643, -3.6289827823638916, -3.676618814468384, -4.509779930114746, -1.127265453338623]"
the wife got you the candy .,DO,GET,THE,for,-41.48765563964844,▁The|▁wife|▁got|▁you|▁the|▁c|andy|.,"[-3.6788957118988037, -9.513023376464844, -7.315848350524902, -6.937572479248047, -3.217684745788574, -5.82742977142334, -2.3252322673797607, -2.6719677448272705]"
the friend got the tea for us .,PD,GET,THE,for,-41.25704193115234,▁The|▁friend|▁got|▁the|▁tea|▁for|▁us|.,"[-3.6788957118988037, -10.810134887695312, -7.566954612731934, -2.4358606338500977, -8.371744155883789, -4.145037651062012, -2.931267261505127, -1.317151427268982]"
the friend got us the tea .,DO,GET,THE,for,-39.81206893920898,▁The|▁friend|▁got|▁us|▁the|▁tea|.,"[-3.6788957118988037, -10.810134887695312, -7.566954612731934, -5.018229961395264, -3.342108726501465, -7.639542102813721, -1.7562034130096436]"
the actress got the television for you .,PD,GET,THE,for,-49.37870788574219,▁The|▁actress|▁got|▁the|▁television|▁for|▁you|.,"[-3.6788957118988037, -9.35341739654541, -5.66409969329834, -3.139716148376465, -10.17888069152832, -7.732399940490723, -6.794340133666992, -2.836961269378662]"
the actress got you the television .,DO,GET,THE,for,-45.76630401611328,▁The|▁actress|▁got|▁you|▁the|▁television|.,"[-3.6788957118988037, -9.35341739654541, -5.664097785949707, -8.899637222290039, -5.848721504211426, -8.885137557983398, -3.436399221420288]"
the cousin got the juice for them .,PD,GET,THE,for,-46.47002029418945,▁The|▁cousin|▁got|▁the|▁ju|ice|▁for|▁them|.,"[-3.6788957118988037, -12.762985229492188, -6.823307037353516, -2.636256456375122, -8.47038459777832, -1.0676945447921753, -4.0709404945373535, -5.602486610412598, -1.3570668697357178]"
the cousin got them the juice .,DO,GET,THE,for,-43.47174835205078,▁The|▁cousin|▁got|▁them|▁the|▁ju|ice|.,"[-3.6788957118988037, -12.762985229492188, -6.823306083679199, -6.164729595184326, -3.772502899169922, -7.807181358337402, -0.9637744426727295, -1.4983711242675781]"
the king got the knife for them .,PD,GET,THE,for,-43.87679672241211,▁The|▁king|▁got|▁the|▁kn|ife|▁for|▁them|.,"[-3.6788957118988037, -8.97679328918457, -8.121623992919922, -2.957062244415283, -5.422806739807129, -1.3842628002166748, -4.681520938873291, -7.377161979675293, -1.2766695022583008]"
the king got them the knife .,DO,GET,THE,for,-43.09857177734375,▁The|▁king|▁got|▁them|▁the|▁kn|ife|.,"[-3.6788957118988037, -8.97679328918457, -8.121624946594238, -6.127619743347168, -4.096568584442139, -7.430106163024902, -2.592313766479492, -2.074645757675171]"
the buddy got the beer for him .,PD,GET,THE,for,-43.32270812988281,▁The|▁bud|dy|▁got|▁the|▁be|er|▁for|▁him|.,"[-3.6788957118988037, -11.046182632446289, -2.286489486694336, -7.808542251586914, -2.637120485305786, -6.530450344085693, -1.1004893779754639, -4.028354644775391, -2.7994332313537598, -1.4067472219467163]"
the buddy got him the beer .,DO,GET,THE,for,-41.6580924987793,▁The|▁bud|dy|▁got|▁him|▁the|▁be|er|.,"[-3.6788957118988037, -11.046182632446289, -2.286489486694336, -7.808542251586914, -5.848453044891357, -3.339224338531494, -5.698844909667969, -0.43144530057907104, -1.520011067390442]"
the professor got the key for you .,PD,GET,THE,for,-39.25116729736328,▁The|▁professor|▁got|▁the|▁key|▁for|▁you|.,"[-3.6788957118988037, -10.660238265991211, -6.438058853149414, -2.614640712738037, -6.463288307189941, -4.096503257751465, -4.380234241485596, -0.919309139251709]"
the professor got you the key .,DO,GET,THE,for,-41.36715698242188,▁The|▁professor|▁got|▁you|▁the|▁key|.,"[-3.6788957118988037, -10.660238265991211, -6.438056945800781, -7.443483352661133, -5.114716053009033, -5.646032810211182, -2.3857388496398926]"
the doctor got the juice for us .,PD,GET,THE,for,-40.95251083374024,▁The|▁doctor|▁got|▁the|▁ju|ice|▁for|▁us|.,"[-3.6788957118988037, -8.731461524963379, -7.23414421081543, -2.6221578121185303, -9.15560531616211, -0.3546864688396454, -4.03257942199707, -3.7649192810058594, -1.378059983253479]"
the doctor got us the juice .,DO,GET,THE,for,-40.06129837036133,▁The|▁doctor|▁got|▁us|▁the|▁ju|ice|.,"[-3.6788957118988037, -8.731461524963379, -7.234145164489746, -5.103128433227539, -4.331418991088867, -9.043571472167969, -0.1955891102552414, -1.7430862188339233]"
the lawyer got the salad for them .,PD,GET,THE,for,-46.64457702636719,▁The|▁lawyer|▁got|▁the|▁sal|ad|▁for|▁them|.,"[-3.6788957118988037, -10.16461181640625, -7.237250328063965, -2.4305195808410645, -7.529989719390869, -4.157713413238525, -4.503565311431885, -5.883054733276367, -1.058976411819458]"
the lawyer got them the salad .,DO,GET,THE,for,-44.98583984375,▁The|▁lawyer|▁got|▁them|▁the|▁sal|ad|.,"[-3.6788957118988037, -10.16461181640625, -7.237252235412598, -6.332827568054199, -3.663585662841797, -8.291501998901367, -3.6534616947174072, -1.963705062866211]"
the aunt got the instrument for him .,PD,GET,THE,for,-44.87591552734375,▁The|▁a|unt|▁got|▁the|▁instrument|▁for|▁him|.,"[-3.6788957118988037, -7.658576488494873, -5.143834590911865, -6.644440174102783, -2.4999146461486816, -10.696296691894531, -3.9410340785980225, -2.9262847900390625, -1.6866416931152344]"
the aunt got him the instrument .,DO,GET,THE,for,-43.21649169921875,▁The|▁a|unt|▁got|▁him|▁the|▁instrument|.,"[-3.6788957118988037, -7.658576488494873, -5.143834590911865, -6.64443826675415, -4.688903331756592, -3.1334071159362793, -9.715263366699219, -2.5531716346740723]"
the opponent got the beer for me .,PD,GET,THE,for,-43.35624694824219,▁The|▁oppon|ent|▁got|▁the|▁be|er|▁for|▁me|.,"[-3.6788957118988037, -11.651771545410156, -0.8993584513664246, -7.295927047729492, -1.8120964765548706, -8.119668960571289, -2.1550357341766357, -3.85465145111084, -2.60750675201416, -1.2813341617584229]"
the opponent got me the beer .,DO,GET,THE,for,-44.27666473388672,▁The|▁oppon|ent|▁got|▁me|▁the|▁be|er|.,"[-3.6788957118988037, -11.651771545410156, -0.8993584513664246, -7.295927047729492, -4.376656532287598, -5.1150007247924805, -8.066840171813965, -1.2740626335144043, -1.9181498289108276]"
an employer got a book for me .,PD,GET,A,for,-40.33361053466797,▁An|▁employ|er|▁got|▁a|▁book|▁for|▁me|.,"[-6.080687522888184, -7.772346496582031, -0.5137653350830078, -8.104232788085938, -1.4401965141296387, -8.946555137634277, -3.6684601306915283, -1.7366852760314941, -2.0706787109375]"
an employer got me a book .,DO,GET,A,for,-39.28145980834961,▁An|▁employ|er|▁got|▁me|▁a|▁book|.,"[-6.080687522888184, -7.772346496582031, -0.5137660503387451, -8.104232788085938, -4.06602668762207, -2.074843406677246, -7.4077653884887695, -3.2617905139923096]"
a pilot got a wire for them .,PD,GET,A,for,-48.86857604980469,▁A|▁pilot|▁got|▁a|▁wire|▁for|▁them|.,"[-4.20621395111084, -8.243562698364258, -8.03349781036377, -1.886048436164856, -12.007977485656738, -4.239750862121582, -8.380769729614258, -1.8707598447799683]"
a pilot got them a wire .,DO,GET,A,for,-46.57216262817383,▁A|▁pilot|▁got|▁them|▁a|▁wire|.,"[-4.20621395111084, -8.243562698364258, -8.033496856689453, -8.429429054260254, -3.528648614883423, -11.320247650146484, -2.8105642795562744]"
a cousin got a cheese for them .,PD,GET,A,for,-49.8027458190918,▁A|▁cousin|▁got|▁a|▁che|ese|▁for|▁them|.,"[-4.20621395111084, -10.634753227233887, -6.187750816345215, -2.7303714752197266, -8.549897193908691, -3.0593693256378174, -5.283364295959473, -7.5655927658081055, -1.5854308605194092]"
a cousin got them a cheese .,DO,GET,A,for,-46.48552322387695,▁A|▁cousin|▁got|▁them|▁a|▁che|ese|.,"[-4.20621395111084, -10.634753227233887, -6.1877522468566895, -6.857597351074219, -3.3539950847625732, -7.709662437438965, -2.0428757667541504, -5.492671966552734]"
a secretary got a candy for you .,PD,GET,A,for,-44.16558837890625,▁A|▁secretary|▁got|▁a|▁c|andy|▁for|▁you|.,"[-4.20621395111084, -11.710256576538086, -7.120508193969727, -1.490373134613037, -6.147158622741699, -3.2785873413085938, -3.774707078933716, -5.253841400146484, -1.1839407682418823]"
a secretary got you a candy .,DO,GET,A,for,-44.3788948059082,▁A|▁secretary|▁got|▁you|▁a|▁c|andy|.,"[-4.20621395111084, -11.710256576538086, -7.120509147644043, -9.237512588500977, -2.264349937438965, -4.358097076416016, -2.093782424926758, -3.3881723880767822]"
a kid got a salad for you .,PD,GET,A,for,-44.86217498779297,▁A|▁kid|▁got|▁a|▁sal|ad|▁for|▁you|.,"[-4.20621395111084, -8.724475860595703, -6.51202392578125, -2.1692614555358887, -8.923335075378418, -1.6250429153442383, -2.152599334716797, -8.931276321411133, -1.617943286895752]"
a kid got you a salad .,DO,GET,A,for,-43.00064468383789,▁A|▁kid|▁got|▁you|▁a|▁sal|ad|.,"[-4.20621395111084, -8.724475860595703, -6.512024879455566, -8.007326126098633, -3.905839681625366, -8.53967571258545, -0.641794741153717, -2.4632911682128906]"
a physician got a meal for him .,PD,GET,A,for,-43.10877990722656,▁A|▁phys|ician|▁got|▁a|▁me|al|▁for|▁him|.,"[-4.20621395111084, -9.003798484802246, -0.631307065486908, -9.017536163330078, -1.6856828927993774, -7.374960899353027, -0.7069952487945557, -2.596149444580078, -4.920791149139404, -2.9653427600860596]"
a physician got him a meal .,DO,GET,A,for,-42.60075378417969,▁A|▁phys|ician|▁got|▁him|▁a|▁me|al|.,"[-4.20621395111084, -9.003798484802246, -0.631307065486908, -9.017536163330078, -7.44373893737793, -1.9469722509384155, -7.71141242980957, -0.09656403958797455, -2.543210983276367]"
a guy got a flower for him .,PD,GET,A,for,-41.07838439941406,▁A|▁gu|y|▁got|▁a|▁flower|▁for|▁him|.,"[-4.20621395111084, -7.806623458862305, -0.616093099117279, -5.178679466247559, -1.9701356887817383, -9.964386940002441, -2.7310755252838135, -6.636883735656738, -1.9682974815368652]"
a guy got him a flower .,DO,GET,A,for,-39.383907318115234,▁A|▁gu|y|▁got|▁him|▁a|▁flower|.,"[-4.20621395111084, -7.806623458862305, -0.6160949468612671, -5.178679466247559, -8.582822799682617, -1.1326639652252197, -9.149703025817871, -2.711103916168213]"
a captain got a salad for you .,PD,GET,A,for,-48.86491012573242,▁A|▁captain|▁got|▁a|▁sal|ad|▁for|▁you|.,"[-4.20621395111084, -10.952102661132812, -7.893245697021484, -1.8735296726226807, -8.020207405090332, -5.635561943054199, -2.394556760787964, -6.347148895263672, -1.5423426628112793]"
a captain got you a salad .,DO,GET,A,for,-45.88408660888672,▁A|▁captain|▁got|▁you|▁a|▁sal|ad|.,"[-4.20621395111084, -10.952102661132812, -7.893249034881592, -7.968596458435059, -3.514507293701172, -6.6945390701293945, -2.546139717102051, -2.10874080657959]"
an uncle got a plate for it .,PD,GET,A,for,-43.516727447509766,▁An|▁uncle|▁got|▁a|▁plate|▁for|▁it|.,"[-6.080687522888184, -9.927350044250488, -6.127682685852051, -2.0631814002990723, -8.880441665649414, -2.4391496181488037, -6.405153751373291, -1.5930825471878052]"
an uncle got it a plate .,DO,GET,A,for,-44.9002799987793,▁An|▁uncle|▁got|▁it|▁a|▁plate|.,"[-6.080687522888184, -9.927350044250488, -6.127681255340576, -4.468804359436035, -5.203063011169434, -10.076294898986816, -3.01639986038208]"
a father got a meal for you .,PD,GET,A,for,-40.347652435302734,▁A|▁father|▁got|▁a|▁me|al|▁for|▁you|.,"[-4.20621395111084, -8.159383773803711, -6.725977897644043, -1.6687991619110107, -8.540523529052734, -0.5862253904342651, -1.5943821668624878, -7.091037750244141, -1.7751084566116333]"
a father got you a meal .,DO,GET,A,for,-42.28263473510742,▁A|▁father|▁got|▁you|▁a|▁me|al|.,"[-4.20621395111084, -8.159383773803711, -6.725977897644043, -9.874879837036133, -2.4402642250061035, -8.070344924926758, -0.47696229815483093, -2.328605890274048]"
an uncle got a plate for us .,PD,GET,A,for,-41.549652099609375,▁An|▁uncle|▁got|▁a|▁plate|▁for|▁us|.,"[-6.080687522888184, -9.927350044250488, -6.127682685852051, -2.0631814002990723, -8.880441665649414, -2.4391496181488037, -4.179408550262451, -1.8517529964447021]"
an uncle got us a plate .,DO,GET,A,for,-42.08985137939453,▁An|▁uncle|▁got|▁us|▁a|▁plate|.,"[-6.080687522888184, -9.927350044250488, -6.127681255340576, -3.99233341217041, -1.6213892698287964, -9.912008285522461, -4.42840051651001]"
a friend got a hat for us .,PD,GET,A,for,-37.960731506347656,▁A|▁friend|▁got|▁a|▁hat|▁for|▁us|.,"[-4.20621395111084, -5.906913757324219, -6.186628341674805, -2.2211897373199463, -9.232826232910156, -2.597439765930176, -5.569552898406982, -2.039966583251953]"
a friend got us a hat .,DO,GET,A,for,-34.52690505981445,▁A|▁friend|▁got|▁us|▁a|▁hat|.,"[-4.20621395111084, -5.906913757324219, -6.186626434326172, -4.040493011474609, -1.5501244068145752, -9.450628280639648, -3.1859045028686523]"
a bishop got a salad for me .,PD,GET,A,for,-49.99709701538086,▁A|▁bishop|▁got|▁a|▁sal|ad|▁for|▁me|.,"[-4.20621395111084, -11.188377380371094, -8.26921272277832, -2.391550064086914, -9.107839584350586, -4.63608455657959, -2.580965995788574, -5.748200416564941, -1.868654489517212]"
a bishop got me a salad .,DO,GET,A,for,-43.9372673034668,▁A|▁bishop|▁got|▁me|▁a|▁sal|ad|.,"[-4.20621395111084, -11.188377380371094, -8.269211769104004, -5.026979923248291, -4.032956123352051, -7.404527187347412, -1.9225596189498901, -1.8864445686340332]"
a teacher got a button for you .,PD,GET,A,for,-43.52945327758789,▁A|▁teacher|▁got|▁a|▁button|▁for|▁you|.,"[-4.20621395111084, -8.249910354614258, -7.493826866149902, -1.789664626121521, -11.344837188720703, -2.3341853618621826, -6.756533622741699, -1.3542773723602295]"
a teacher got you a button .,DO,GET,A,for,-42.50464630126953,▁A|▁teacher|▁got|▁you|▁a|▁button|.,"[-4.20621395111084, -8.249910354614258, -7.493827819824219, -8.499297142028809, -3.200310230255127, -9.057415962219238, -1.7976694107055664]"
a guest got a beer for me .,PD,GET,A,for,-41.12499237060547,▁A|▁guest|▁got|▁a|▁be|er|▁for|▁me|.,"[-4.20621395111084, -8.434774398803711, -9.840214729309082, -2.265516519546509, -6.510964393615723, -0.8328614234924316, -4.030467987060547, -3.2263081073760986, -1.77767014503479]"
a guest got me a beer .,DO,GET,A,for,-36.6394157409668,▁A|▁guest|▁got|▁me|▁a|▁be|er|.,"[-4.20621395111084, -8.434774398803711, -9.840213775634766, -4.343571186065674, -3.9210894107818604, -4.079221248626709, -0.07313288748264313, -1.7412047386169434]"
an author got a bowl for him .,PD,GET,A,for,-50.49094772338867,▁An|▁author|▁got|▁a|▁bow|l|▁for|▁him|.,"[-6.080687522888184, -6.525688171386719, -9.923867225646973, -1.8041480779647827, -10.553606033325195, -0.2591124176979065, -5.16176700592041, -7.282853126525879, -2.8992209434509277]"
an author got him a bowl .,DO,GET,A,for,-45.98916244506836,▁An|▁author|▁got|▁him|▁a|▁bow|l|.,"[-6.080687522888184, -6.525688171386719, -9.923868179321289, -7.985777378082275, -2.202282428741455, -9.027244567871094, -0.34986379742622375, -3.8937487602233887]"
