ppo,pdo,tpo,tdo
the doctor bought the motor for them .,the doctor bought them the motor .,a child sent a tea to us .,a child sent us a tea .
the writer bought the pie for us .,the writer bought us the pie .,a child sent a tea to me .,a child sent me a tea .
the cousin found the beer for us .,the cousin found us the beer .,a child sent a tea to you .,a child sent you a tea .
the princess made the hat for him .,the princess made him the hat .,a child sent a tea to you .,a child sent you a tea .
the hero drew the jacket for me .,the hero drew me the jacket .,a child sent a tea to you .,a child sent you a tea .
the nurse purchased the meal for me .,the nurse purchased me the meal .,a child sent a tea to us .,a child sent us a tea .
the father saved the gun for us .,the father saved us the gun .,a child sent a tea to it .,a child sent it a tea .
the opponent found the juice for you .,the opponent found you the juice .,a child sent a tea to you .,a child sent you a tea .
the lawyer saved the meal for me .,the lawyer saved me the meal .,a child sent a tea to you .,a child sent you a tea .
a priest got a juice for it .,a priest got it a juice .,the girl threw the tea to him .,the girl threw him the tea .
a bishop drew a button for you .,a bishop drew you a button .,the girl threw the tea to him .,the girl threw him the tea .
a scientist kept a beer for me .,a scientist kept me a beer .,the girl threw the tea to us .,the girl threw us the tea .
a soldier bought a cheese for us .,a soldier bought us a cheese .,the girl threw the tea to me .,the girl threw me the tea .
a teacher left a motor for them .,a teacher left them a motor .,the girl threw the tea to me .,the girl threw me the tea .
a captain purchased a wire for you .,a captain purchased you a wire .,the girl threw the tea to it .,the girl threw it the tea .
a professor got a cheese for him .,a professor got him a cheese .,the girl threw the tea to it .,the girl threw it the tea .
an uncle got a meal for him .,an uncle got him a meal .,the girl threw the tea to us .,the girl threw us the tea .
a princess saved a meal for you .,a princess saved you a meal .,the girl threw the tea to you .,the girl threw you the tea .
an uncle found an instrument for her .,an uncle found her an instrument .,the girl threw the tea to you .,the girl threw you the tea .
a lawyer designed a flower for you .,a lawyer designed you a flower .,the guy gave the meal to us .,the guy gave us the meal .
a prince saved a plate for us .,a prince saved us a plate .,the guy gave the meal to us .,the guy gave us the meal .
a president made a log for you .,a president made you a log .,the guy gave the meal to him .,the guy gave him the meal .
an employee bought a box for me .,an employee bought me a box .,the guy gave the meal to us .,the guy gave us the meal .
a princess bought a ball for us .,a princess bought us a ball .,the guy gave the meal to you .,the guy gave you the meal .
a sheriff bought a motor for them .,a sheriff bought them a motor .,the guy gave the meal to it .,the guy gave it the meal .
a chief purchased a beer for us .,a chief purchased us a beer .,the guy gave the meal to it .,the guy gave it the meal .
an aunt made a bell for us .,an aunt made us a bell .,the guy gave the meal to them .,the guy gave them the meal .
a princess caught a motor for me .,a princess caught me a motor .,the guy gave the meal to them .,the guy gave them the meal .
a hero found a tea for you .,a hero found you a tea .,the guy gave the meal to him .,the guy gave him the meal .
the uncle promised the box to you .,the uncle promised you the box .,a nurse found a machine for him .,a nurse found him a machine .
the employee sold the jacket to him .,the employee sold him the jacket .,a nurse found a machine for you .,a nurse found you a machine .
the mayor showed the bag to him .,the mayor showed him the bag .,a nurse found a machine for us .,a nurse found us a machine .
the candidate supplied the chicken to you .,the candidate supplied you the chicken .,a nurse found a machine for her .,a nurse found her a machine .
the student threw the candy to us .,the student threw us the candy .,a nurse found a machine for you .,a nurse found you a machine .
the mayor threw the candy to us .,the mayor threw us the candy .,a nurse found a machine for him .,a nurse found him a machine .
the guest sent the bottle to you .,the guest sent you the bottle .,a nurse found a machine for you .,a nurse found you a machine .
the physician fed the cheese to me .,the physician fed me the cheese .,a nurse found a machine for you .,a nurse found you a machine .
the king sent the tea to me .,the king sent me the tea .,a nurse found a machine for you .,a nurse found you a machine .
the winner sold the chicken to him .,the winner sold him the chicken .,a nurse found a machine for her .,a nurse found her a machine .
the opponent made the log for you .,the opponent made you the log .,a worker gave an iron to them .,a worker gave them an iron .
the scientist made the motor for you .,the scientist made you the motor .,a worker gave an iron to them .,a worker gave them an iron .
the buddy left the machine for you .,the buddy left you the machine .,a worker gave an iron to them .,a worker gave them an iron .
the priest designed the engine for you .,the priest designed you the engine .,a worker gave an iron to me .,a worker gave me an iron .
the guy saved the knife for you .,the guy saved you the knife .,a worker gave an iron to them .,a worker gave them an iron .
the actor purchased the coffee for them .,the actor purchased them the coffee .,a worker gave an iron to you .,a worker gave you an iron .
the woman found the pot for us .,the woman found us the pot .,a worker gave an iron to him .,a worker gave him an iron .
the brother purchased the coffee for us .,the brother purchased us the coffee .,a worker gave an iron to you .,a worker gave you an iron .
the guy caught the engine for me .,the guy caught me the engine .,a worker gave an iron to you .,a worker gave you an iron .
the sheriff left the chicken for you .,the sheriff left you the chicken .,a worker gave an iron to it .,a worker gave it an iron .
a writer supplied a coffee to us .,a writer supplied us a coffee .,the actor saved the salad for you .,the actor saved you the salad .
a king brought a chocolate to her .,a king brought her a chocolate .,the actor saved the salad for her .,the actor saved her the salad .
a writer promised a bottle to you .,a writer promised you a bottle .,the actor saved the salad for us .,the actor saved us the salad .
an aunt supplied a button to him .,an aunt supplied him a button .,the actor saved the salad for them .,the actor saved them the salad .
a woman promised a pot to them .,a woman promised them a pot .,the actor saved the salad for it .,the actor saved it the salad .
a guest threw a beer to you .,a guest threw you a beer .,the actor saved the salad for me .,the actor saved me the salad .
an aunt took a jacket to us .,an aunt took us a jacket .,the actor saved the salad for him .,the actor saved him the salad .
a girl fed a chocolate to you .,a girl fed you a chocolate .,the actor saved the salad for him .,the actor saved him the salad .
a worker took an iron to them .,a worker took them an iron .,the actor saved the salad for them .,the actor saved them the salad .
a candidate fed a pie to them .,a candidate fed them a pie .,the actor saved the salad for it .,the actor saved it the salad .
the candidate took the camera to them .,the candidate took them the camera .,a writer caught a button for them .,a writer caught them a button .
the worker took the telephone to me .,the worker took me the telephone .,a writer caught a button for you .,a writer caught you a button .
the husband took the anchor to you .,the husband took you the anchor .,a writer caught a button for them .,a writer caught them a button .
the secretary showed the tea to me .,the secretary showed me the tea .,a writer caught a button for us .,a writer caught us a button .
the lady sold the juice to him .,the lady sold him the juice .,a writer caught a button for me .,a writer caught me a button .
the minister promised the cigarette to you .,the minister promised you the cigarette .,a writer caught a button for us .,a writer caught us a button .
the adult brought the coffee to you .,the adult brought you the coffee .,a writer caught a button for you .,a writer caught you a button .
the secretary sent the pie to me .,the secretary sent me the pie .,a writer caught a button for us .,a writer caught us a button .
the actress gave the juice to me .,the actress gave me the juice .,a writer caught a button for me .,a writer caught me a button .
the secretary promised the machine to you .,the secretary promised you the machine .,a writer caught a button for him .,a writer caught him a button .
a priest sold a chicken to me .,a priest sold me a chicken .,the adult made the glass for them .,the adult made them the glass .
a woman promised a coffee to you .,a woman promised you a coffee .,the adult made the glass for you .,the adult made you the glass .
a doctor gave a jacket to you .,a doctor gave you a jacket .,the adult made the glass for them .,the adult made them the glass .
a hero threw a meal to us .,a hero threw us a meal .,the adult made the glass for her .,the adult made her the glass .
a daughter gave a cheese to you .,a daughter gave you a cheese .,the adult made the glass for us .,the adult made us the glass .
a soldier supplied a key to us .,a soldier supplied us a key .,the adult made the glass for it .,the adult made it the glass .
an actor took a hat to you .,an actor took you a hat .,the adult made the glass for him .,the adult made him the glass .
a soldier sent a coffee to us .,a soldier sent us a coffee .,the adult made the glass for them .,the adult made them the glass .
a candidate threw a newspaper to me .,a candidate threw me a newspaper .,the adult made the glass for them .,the adult made them the glass .
a girl supplied a meal to you .,a girl supplied you a meal .,the adult made the glass for me .,the adult made me the glass .
a scientist bought a chicken for you .,a scientist bought you a chicken .,the lady showed the box to us .,the lady showed us the box .
a hero bought a chicken for him .,a hero bought him a chicken .,the lady showed the box to you .,the lady showed you the box .
an author got a cigarette for us .,an author got us a cigarette .,the lady showed the box to him .,the lady showed him the box .
a chief left a tea for it .,a chief left it a tea .,the lady showed the box to you .,the lady showed you the box .
an opponent bought a juice for him .,an opponent bought him a juice .,the lady showed the box to him .,the lady showed him the box .
a club designed a jacket for you .,a club designed you a jacket .,the lady showed the box to you .,the lady showed you the box .
a doctor kept a tea for him .,a doctor kept him a tea .,the lady showed the box to us .,the lady showed us the box .
an employer bought a chocolate for it .,an employer bought it a chocolate .,the lady showed the box to me .,the lady showed me the box .
a daughter found a chicken for them .,a daughter found them a chicken .,the lady showed the box to them .,the lady showed them the box .
an aunt kept a salad for us .,an aunt kept us a salad .,the lady showed the box to us .,the lady showed us the box .
the nurse sold the juice to us .,the nurse sold us the juice .,a friend kept a wire for you .,a friend kept you a wire .
the manager brought the juice to him .,the manager brought him the juice .,a friend kept a wire for them .,a friend kept them a wire .
the author sent the juice to him .,the author sent him the juice .,a friend kept a wire for us .,a friend kept us a wire .
the lady showed the tea to them .,the lady showed them the tea .,a friend kept a wire for me .,a friend kept me a wire .
the captain showed the coffee to it .,the captain showed it the coffee .,a friend kept a wire for it .,a friend kept it a wire .
the attorney brought the chicken to her .,the attorney brought her the chicken .,a friend kept a wire for it .,a friend kept it a wire .
the pilot threw the television to me .,the pilot threw me the television .,a friend kept a wire for us .,a friend kept us a wire .
the sheriff fed the chicken to us .,the sheriff fed us the chicken .,a friend kept a wire for you .,a friend kept you a wire .
the employer supplied the chocolate to me .,the employer supplied me the chocolate .,a friend kept a wire for it .,a friend kept it a wire .
the minister threw the bell to him .,the minister threw him the bell .,a friend kept a wire for us .,a friend kept us a wire .
the singer purchased the chocolate for her .,the singer purchased her the chocolate .,a man sent a juice to him .,a man sent him a juice .
the scientist drew the key for you .,the scientist drew you the key .,a man sent a juice to us .,a man sent us a juice .
the lawyer purchased the chicken for us .,the lawyer purchased us the chicken .,a man sent a juice to you .,a man sent you a juice .
the adult made the guitar for her .,the adult made her the guitar .,a man sent a juice to us .,a man sent us a juice .
the attorney made the log for us .,the attorney made us the log .,a man sent a juice to me .,a man sent me a juice .
the writer bought the meal for you .,the writer bought you the meal .,a man sent a juice to me .,a man sent me a juice .
the company designed the cup for you .,the company designed you the cup .,a man sent a juice to you .,a man sent you a juice .
the sheriff caught the plate for you .,the sheriff caught you the plate .,a man sent a juice to you .,a man sent you a juice .
the minister drew the coat for him .,the minister drew him the coat .,a man sent a juice to us .,a man sent us a juice .
the manager caught the bottle for you .,the manager caught you the bottle .,a man sent a juice to them .,a man sent them a juice .
the daughter took the flower to me .,the daughter took me the flower .,a guest bought a meal for it .,a guest bought it a meal .
the lawyer brought the newspaper to him .,the lawyer brought him the newspaper .,a guest bought a meal for you .,a guest bought you a meal .
the nurse sent the chocolate to us .,the nurse sent us the chocolate .,a guest bought a meal for me .,a guest bought me a meal .
the adult brought the bottle to us .,the adult brought us the bottle .,a guest bought a meal for it .,a guest bought it a meal .
the captain sent the cheese to them .,the captain sent them the cheese .,a guest bought a meal for her .,a guest bought her a meal .
the pilot sent the log to us .,the pilot sent us the log .,a guest bought a meal for you .,a guest bought you a meal .
the author threw the instrument to you .,the author threw you the instrument .,a guest bought a meal for it .,a guest bought it a meal .
the minister took the box to us .,the minister took us the box .,a guest bought a meal for me .,a guest bought me a meal .
the lawyer took the log to you .,the lawyer took you the log .,a guest bought a meal for him .,a guest bought him a meal .
the worker supplied the juice to us .,the worker supplied us the juice .,a guest bought a meal for me .,a guest bought me a meal .
the guest delivered the computer for us .,the guest delivered us the computer .,an author fed a cheese to her .,an author fed her a cheese .
the minister caught the bell for him .,the minister caught him the bell .,an author fed a cheese to us .,an author fed us a cheese .
the cop drew the knife for you .,the cop drew you the knife .,an author fed a cheese to you .,an author fed you a cheese .
the singer delivered the beer for us .,the singer delivered us the beer .,an author fed a cheese to you .,an author fed you a cheese .
the employer got the juice for me .,the employer got me the juice .,an author fed a cheese to you .,an author fed you a cheese .
the opponent delivered the coffee for him .,the opponent delivered him the coffee .,an author fed a cheese to him .,an author fed him a cheese .
the employer bought the juice for him .,the employer bought him the juice .,an author fed a cheese to you .,an author fed you a cheese .
the lady drew the iron for me .,the lady drew me the iron .,an author fed a cheese to me .,an author fed me a cheese .
the guest purchased the tea for him .,the guest purchased him the tea .,an author fed a cheese to us .,an author fed us a cheese .
the buddy saved the juice for them .,the buddy saved them the juice .,an author fed a cheese to me .,an author fed me a cheese .
the girl promised the cheese to them .,the girl promised them the cheese .,a candidate drew a box for me .,a candidate drew me a box .
the guest fed the candy to me .,the guest fed me the candy .,a candidate drew a box for me .,a candidate drew me a box .
the mayor supplied the instrument to you .,the mayor supplied you the instrument .,a candidate drew a box for us .,a candidate drew us a box .
the buddy fed the cheese to you .,the buddy fed you the cheese .,a candidate drew a box for you .,a candidate drew you a box .
the actress gave the cheese to him .,the actress gave him the cheese .,a candidate drew a box for you .,a candidate drew you a box .
the son sent the salad to you .,the son sent you the salad .,a candidate drew a box for you .,a candidate drew you a box .
the woman gave the beer to him .,the woman gave him the beer .,a candidate drew a box for you .,a candidate drew you a box .
the author brought the pie to me .,the author brought me the pie .,a candidate drew a box for me .,a candidate drew me a box .
the champion sold the engine to her .,the champion sold her the engine .,a candidate drew a box for them .,a candidate drew them a box .
the child sold the newspaper to you .,the child sold you the newspaper .,a candidate drew a box for you .,a candidate drew you a box .
the bishop purchased the coat for you .,the bishop purchased you the coat .,a scientist sent a chocolate to you .,a scientist sent you a chocolate .
the president purchased the coffee for me .,the president purchased me the coffee .,a scientist sent a chocolate to us .,a scientist sent us a chocolate .
the administration designed the jacket for her .,the administration designed her the jacket .,a scientist sent a chocolate to him .,a scientist sent him a chocolate .
the physician made the bag for me .,the physician made me the bag .,a scientist sent a chocolate to you .,a scientist sent you a chocolate .
the priest kept the tea for her .,the priest kept her the tea .,a scientist sent a chocolate to us .,a scientist sent us a chocolate .
the prince caught the bell for him .,the prince caught him the bell .,a scientist sent a chocolate to me .,a scientist sent me a chocolate .
the physician caught the cigarette for them .,the physician caught them the cigarette .,a scientist sent a chocolate to them .,a scientist sent them a chocolate .
the teacher purchased the coffee for you .,the teacher purchased you the coffee .,a scientist sent a chocolate to him .,a scientist sent him a chocolate .
the husband drew the plate for me .,the husband drew me the plate .,a scientist sent a chocolate to her .,a scientist sent her a chocolate .
the boy found the iron for her .,the boy found her the iron .,a scientist sent a chocolate to you .,a scientist sent you a chocolate .
the secretary designed the pot for me .,the secretary designed me the pot .,a manager supplied a beer to them .,a manager supplied them a beer .
the chief bought the juice for them .,the chief bought them the juice .,a manager supplied a beer to them .,a manager supplied them a beer .
the king found the wire for us .,the king found us the wire .,a manager supplied a beer to you .,a manager supplied you a beer .
the teacher delivered the pie for you .,the teacher delivered you the pie .,a manager supplied a beer to you .,a manager supplied you a beer .
the father delivered the box for them .,the father delivered them the box .,a manager supplied a beer to us .,a manager supplied us a beer .
the cousin delivered the chicken for you .,the cousin delivered you the chicken .,a manager supplied a beer to him .,a manager supplied him a beer .
the chief drew the coat for you .,the chief drew you the coat .,a manager supplied a beer to us .,a manager supplied us a beer .
the mayor got the tea for you .,the mayor got you the tea .,a manager supplied a beer to her .,a manager supplied her a beer .
the adult bought the coffee for them .,the adult bought them the coffee .,a manager supplied a beer to us .,a manager supplied us a beer .
the adult delivered the chicken for me .,the adult delivered me the chicken .,a manager supplied a beer to us .,a manager supplied us a beer .
a lady got a motor for me .,a lady got me a motor .,the minister threw the juice to us .,the minister threw us the juice .
a bishop made a gun for you .,a bishop made you a gun .,the minister threw the juice to it .,the minister threw it the juice .
a mother drew a crystal for me .,a mother drew me a crystal .,the minister threw the juice to him .,the minister threw him the juice .
a captain purchased a cheese for it .,a captain purchased it a cheese .,the minister threw the juice to you .,the minister threw you the juice .
a girl designed a machine for us .,a girl designed us a machine .,the minister threw the juice to them .,the minister threw them the juice .
a nurse drew a bell for us .,a nurse drew us a bell .,the minister threw the juice to me .,the minister threw me the juice .
a physician bought a coffee for them .,a physician bought them a coffee .,the minister threw the juice to you .,the minister threw you the juice .
a scientist designed a bottle for us .,a scientist designed us a bottle .,the minister threw the juice to him .,the minister threw him the juice .
an attorney found a cheese for me .,an attorney found me a cheese .,the minister threw the juice to us .,the minister threw us the juice .
a king drew a camera for you .,a king drew you a camera .,the minister threw the juice to me .,the minister threw me the juice .
a manager supplied a chocolate to them .,a manager supplied them a chocolate .,the professor kept the cheese for them .,the professor kept them the cheese .
a sheriff supplied a salad to you .,a sheriff supplied you a salad .,the professor kept the cheese for me .,the professor kept me the cheese .
a parent fed a meal to him .,a parent fed him a meal .,the professor kept the cheese for us .,the professor kept us the cheese .
an employee sold a beer to you .,an employee sold you a beer .,the professor kept the cheese for you .,the professor kept you the cheese .
a physician fed a candy to them .,a physician fed them a candy .,the professor kept the cheese for us .,the professor kept us the cheese .
a buddy threw a box to us .,a buddy threw us a box .,the professor kept the cheese for me .,the professor kept me the cheese .
a priest sent a chicken to me .,a priest sent me a chicken .,the professor kept the cheese for you .,the professor kept you the cheese .
an employee sent a wire to her .,an employee sent her a wire .,the professor kept the cheese for him .,the professor kept him the cheese .
a cop supplied a coffee to us .,a cop supplied us a coffee .,the professor kept the cheese for me .,the professor kept me the cheese .
a guest fed a chicken to you .,a guest fed you a chicken .,the professor kept the cheese for you .,the professor kept you the cheese .
the soldier left the bell for him .,the soldier left him the bell .,a cop sent a pie to you .,a cop sent you a pie .
the man designed the flower for her .,the man designed her the flower .,a cop sent a pie to you .,a cop sent you a pie .
the professor kept the chicken for you .,the professor kept you the chicken .,a cop sent a pie to you .,a cop sent you a pie .
the son kept the tea for you .,the son kept you the tea .,a cop sent a pie to it .,a cop sent it a pie .
the lawyer bought the bag for me .,the lawyer bought me the bag .,a cop sent a pie to you .,a cop sent you a pie .
the king made the jacket for you .,the king made you the jacket .,a cop sent a pie to us .,a cop sent us a pie .
the worker made the instrument for her .,the worker made her the instrument .,a cop sent a pie to it .,a cop sent it a pie .
the priest designed the plate for you .,the priest designed you the plate .,a cop sent a pie to you .,a cop sent you a pie .
the champion found the coffee for you .,the champion found you the coffee .,a cop sent a pie to him .,a cop sent him a pie .
the president caught the pot for us .,the president caught us the pot .,a cop sent a pie to us .,a cop sent us a pie .
the cop drew the coat for me .,the cop drew me the coat .,a man threw a beer to me .,a man threw me a beer .
the student saved the computer for me .,the student saved me the computer .,a man threw a beer to you .,a man threw you a beer .
the bishop kept the cup for her .,the bishop kept her the cup .,a man threw a beer to him .,a man threw him a beer .
the prince saved the coffee for it .,the prince saved it the coffee .,a man threw a beer to us .,a man threw us a beer .
the attorney kept the jacket for you .,the attorney kept you the jacket .,a man threw a beer to you .,a man threw you a beer .
the minister kept the meal for them .,the minister kept them the meal .,a man threw a beer to her .,a man threw her a beer .
the actress designed the flower for you .,the actress designed you the flower .,a man threw a beer to us .,a man threw us a beer .
the captain saved the meal for me .,the captain saved me the meal .,a man threw a beer to you .,a man threw you a beer .
the secretary drew the button for it .,the secretary drew it the button .,a man threw a beer to me .,a man threw me a beer .
the opponent purchased the tea for us .,the opponent purchased us the tea .,a man threw a beer to her .,a man threw her a beer .
a lady purchased a tea for you .,a lady purchased you a tea .,the mother supplied the computer to you .,the mother supplied you the computer .
a president saved a salad for them .,a president saved them a salad .,the mother supplied the computer to it .,the mother supplied it the computer .
a girl purchased a television for her .,a girl purchased her a television .,the mother supplied the computer to you .,the mother supplied you the computer .
a reader left a jacket for me .,a reader left me a jacket .,the mother supplied the computer to them .,the mother supplied them the computer .
a president delivered a cheese for me .,a president delivered me a cheese .,the mother supplied the computer to us .,the mother supplied us the computer .
a worker saved a cigarette for you .,a worker saved you a cigarette .,the mother supplied the computer to me .,the mother supplied me the computer .
a chief purchased a coffee for them .,a chief purchased them a coffee .,the mother supplied the computer to you .,the mother supplied you the computer .
a cop designed a cigarette for him .,a cop designed him a cigarette .,the mother supplied the computer to her .,the mother supplied her the computer .
a pilot got a hat for him .,a pilot got him a hat .,the mother supplied the computer to us .,the mother supplied us the computer .
a writer saved a cheese for us .,a writer saved us a cheese .,the mother supplied the computer to me .,the mother supplied me the computer .
the captain fed the candy to me .,the captain fed me the candy .,a boy kept a book for them .,a boy kept them a book .
the leader supplied the salad to you .,the leader supplied you the salad .,a boy kept a book for me .,a boy kept me a book .
the doctor showed the cheese to me .,the doctor showed me the cheese .,a boy kept a book for me .,a boy kept me a book .
the hero supplied the motor to us .,the hero supplied us the motor .,a boy kept a book for me .,a boy kept me a book .
the lawyer fed the cheese to me .,the lawyer fed me the cheese .,a boy kept a book for them .,a boy kept them a book .
the woman showed the bag to us .,the woman showed us the bag .,a boy kept a book for us .,a boy kept us a book .
the lady sent the beer to them .,the lady sent them the beer .,a boy kept a book for them .,a boy kept them a book .
the nurse supplied the pie to me .,the nurse supplied me the pie .,a boy kept a book for me .,a boy kept me a book .
the husband threw the crystal to me .,the husband threw me the crystal .,a boy kept a book for us .,a boy kept us a book .
the priest sold the gun to us .,the priest sold us the gun .,a boy kept a book for you .,a boy kept you a book .
the guest made the button for us .,the guest made us the button .,a winner sent a ball to us .,a winner sent us a ball .
the princess drew the plate for him .,the princess drew him the plate .,a winner sent a ball to us .,a winner sent us a ball .
the girl drew the log for you .,the girl drew you the log .,a winner sent a ball to me .,a winner sent me a ball .
the kid made the cigarette for him .,the kid made him the cigarette .,a winner sent a ball to you .,a winner sent you a ball .
the partner bought the coat for you .,the partner bought you the coat .,a winner sent a ball to me .,a winner sent me a ball .
the attorney saved the meal for us .,the attorney saved us the meal .,a winner sent a ball to us .,a winner sent us a ball .
the opponent left the beer for you .,the opponent left you the beer .,a winner sent a ball to him .,a winner sent him a ball .
the actor purchased the wire for it .,the actor purchased it the wire .,a winner sent a ball to us .,a winner sent us a ball .
the administration designed the bag for us .,the administration designed us the bag .,a winner sent a ball to you .,a winner sent you a ball .
the lady left the beer for me .,the lady left me the beer .,a winner sent a ball to me .,a winner sent me a ball .
a wife fed a chocolate to it .,a wife fed it a chocolate .,the friend got the tea for them .,the friend got them the tea .
a woman fed a salad to you .,a woman fed you a salad .,the friend got the tea for me .,the friend got me the tea .
a lawyer fed a chicken to you .,a lawyer fed you a chicken .,the friend got the tea for me .,the friend got me the tea .
a woman supplied a beer to me .,a woman supplied me a beer .,the friend got the tea for you .,the friend got you the tea .
a captain threw a chicken to me .,a captain threw me a chicken .,the friend got the tea for me .,the friend got me the tea .
a leader promised a computer to me .,a leader promised me a computer .,the friend got the tea for us .,the friend got us the tea .
a mayor supplied a beer to them .,a mayor supplied them a beer .,the friend got the tea for me .,the friend got me the tea .
a leader supplied a salad to you .,a leader supplied you a salad .,the friend got the tea for her .,the friend got her the tea .
a guy threw a book to us .,a guy threw us a book .,the friend got the tea for it .,the friend got it the tea .
a winner threw a meal to you .,a winner threw you a meal .,the friend got the tea for it .,the friend got it the tea .
a partner kept an iron for us .,a partner kept us an iron .,the hero brought the tea to me .,the hero brought me the tea .
a guy found a juice for me .,a guy found me a juice .,the hero brought the tea to him .,the hero brought him the tea .
a guy kept a chocolate for me .,a guy kept me a chocolate .,the hero brought the tea to them .,the hero brought them the tea .
a captain found a card for it .,a captain found it a card .,the hero brought the tea to it .,the hero brought it the tea .
a colonel made a computer for us .,a colonel made us a computer .,the hero brought the tea to me .,the hero brought me the tea .
a colonel caught a ball for them .,a colonel caught them a ball .,the hero brought the tea to you .,the hero brought you the tea .
a child drew a machine for them .,a child drew them a machine .,the hero brought the tea to us .,the hero brought us the tea .
a king bought an engine for you .,a king bought you an engine .,the hero brought the tea to us .,the hero brought us the tea .
a pilot drew a motor for you .,a pilot drew you a motor .,the hero brought the tea to them .,the hero brought them the tea .
a cousin made a button for us .,a cousin made us a button .,the hero brought the tea to you .,the hero brought you the tea .
a wife threw a candy to them .,a wife threw them a candy .,the manager left the tea for you .,the manager left you the tea .
a priest promised a machine to you .,a priest promised you a machine .,the manager left the tea for us .,the manager left us the tea .
a teacher promised an iron to us .,a teacher promised us an iron .,the manager left the tea for her .,the manager left her the tea .
a princess gave an anchor to you .,a princess gave you an anchor .,the manager left the tea for him .,the manager left him the tea .
a wife showed a pie to it .,a wife showed it a pie .,the manager left the tea for him .,the manager left him the tea .
a priest brought a newspaper to it .,a priest brought it a newspaper .,the manager left the tea for you .,the manager left you the tea .
a student sent a meal to you .,a student sent you a meal .,the manager left the tea for her .,the manager left her the tea .
an aunt supplied a chocolate to him .,an aunt supplied him a chocolate .,the manager left the tea for me .,the manager left me the tea .
a chief threw a card to him .,a chief threw him a card .,the manager left the tea for me .,the manager left me the tea .
a teacher showed a cheese to you .,a teacher showed you a cheese .,the manager left the tea for him .,the manager left him the tea .
an uncle made a flower for us .,an uncle made us a flower .,the writer gave the meal to you .,the writer gave you the meal .
a colonel designed a flower for her .,a colonel designed her a flower .,the writer gave the meal to us .,the writer gave us the meal .
an actor purchased a pie for you .,an actor purchased you a pie .,the writer gave the meal to me .,the writer gave me the meal .
a daughter left a hat for them .,a daughter left them a hat .,the writer gave the meal to us .,the writer gave us the meal .
an employer purchased a chicken for them .,an employer purchased them a chicken .,the writer gave the meal to her .,the writer gave her the meal .
a corporation designed a jacket for you .,a corporation designed you a jacket .,the writer gave the meal to you .,the writer gave you the meal .
a girl left a juice for us .,a girl left us a juice .,the writer gave the meal to it .,the writer gave it the meal .
a guy purchased a coffee for them .,a guy purchased them a coffee .,the writer gave the meal to you .,the writer gave you the meal .
an army designed a knife for it .,an army designed it a knife .,the writer gave the meal to me .,the writer gave me the meal .
a lawyer saved a tea for us .,a lawyer saved us a tea .,the writer gave the meal to them .,the writer gave them the meal .
the guest left the juice for me .,the guest left me the juice .,a prince gave a tea to it .,a prince gave it a tea .
the bishop made the bottle for them .,the bishop made them the bottle .,a prince gave a tea to us .,a prince gave us a tea .
the employer left the chicken for him .,the employer left him the chicken .,a prince gave a tea to me .,a prince gave me a tea .
the administration designed the hat for you .,the administration designed you the hat .,a prince gave a tea to you .,a prince gave you a tea .
the nurse caught the log for you .,the nurse caught you the log .,a prince gave a tea to us .,a prince gave us a tea .
the friend designed the coat for us .,the friend designed us the coat .,a prince gave a tea to me .,a prince gave me a tea .
the manager found the beer for you .,the manager found you the beer .,a prince gave a tea to them .,a prince gave them a tea .
the reader bought the wire for it .,the reader bought it the wire .,a prince gave a tea to me .,a prince gave me a tea .
the buddy bought the meal for him .,the buddy bought him the meal .,a prince gave a tea to him .,a prince gave him a tea .
the chief bought the beer for you .,the chief bought you the beer .,a prince gave a tea to him .,a prince gave him a tea .
the husband kept the salad for you .,the husband kept you the salad .,a girl supplied a cheese to him .,a girl supplied him a cheese .
the guest found the bowl for him .,the guest found him the bowl .,a girl supplied a cheese to him .,a girl supplied him a cheese .
the chief made the engine for it .,the chief made it the engine .,a girl supplied a cheese to us .,a girl supplied us a cheese .
the champion purchased the tea for me .,the champion purchased me the tea .,a girl supplied a cheese to them .,a girl supplied them a cheese .
the president delivered the candy for you .,the president delivered you the candy .,a girl supplied a cheese to us .,a girl supplied us a cheese .
the leader made the flower for us .,the leader made us the flower .,a girl supplied a cheese to us .,a girl supplied us a cheese .
the wife drew the cigarette for you .,the wife drew you the cigarette .,a girl supplied a cheese to you .,a girl supplied you a cheese .
the parent got the chicken for us .,the parent got us the chicken .,a girl supplied a cheese to you .,a girl supplied you a cheese .
the club designed the bowl for them .,the club designed them the bowl .,a girl supplied a cheese to us .,a girl supplied us a cheese .
the physician left the wire for him .,the physician left him the wire .,a girl supplied a cheese to me .,a girl supplied me a cheese .
the champion promised the juice to her .,the champion promised her the juice .,an attorney left a pie for me .,an attorney left me a pie .
the pilot threw the tea to them .,the pilot threw them the tea .,an attorney left a pie for me .,an attorney left me a pie .
the brother supplied the machine to me .,the brother supplied me the machine .,an attorney left a pie for you .,an attorney left you a pie .
the mayor threw the juice to us .,the mayor threw us the juice .,an attorney left a pie for them .,an attorney left them a pie .
the brother supplied the candy to you .,the brother supplied you the candy .,an attorney left a pie for you .,an attorney left you a pie .
the writer showed the computer to you .,the writer showed you the computer .,an attorney left a pie for them .,an attorney left them a pie .
the adult showed the cheese to you .,the adult showed you the cheese .,an attorney left a pie for them .,an attorney left them a pie .
the princess threw the chicken to them .,the princess threw them the chicken .,an attorney left a pie for her .,an attorney left her a pie .
