text,structure,verb,det,prep,tokens,log_prob_tokens,log_prob
the adult made it the bag .,DO,MAKE,THE,for,"['The', ' adult', ' made', ' it', ' the', ' bag', '.']","[-3.1868587, -9.879158, -11.069284, -3.1486313, -5.757146, -9.750229, -2.6482728]",-45.439579010009766
the opponent made the box for you .,PD,MAKE,THE,for,"['The', ' opponent', ' made', ' the', ' box', ' for', ' you', '.']","[-3.1868587, -12.546883, -7.08323, -2.1064281, -9.2048235, -3.9154158, -3.273653, -1.431401]",-42.74869155883789
the opponent made you the box .,DO,MAKE,THE,for,"['The', ' opponent', ' made', ' you', ' the', ' box', '.']","[-3.1868587, -12.546883, -7.08323, -5.293928, -4.692337, -9.741678, -2.2064981]",-44.75141143798828
the adult made the iron for it .,PD,MAKE,THE,for,"['The', ' adult', ' made', ' the', ' iron', ' for', ' it', '.']","[-3.1868587, -9.879158, -11.069284, -2.9845688, -13.3542185, -5.7308044, -5.0942473, -2.1581826]",-53.45732498168945
the adult made it the iron .,DO,MAKE,THE,for,"['The', ' adult', ' made', ' it', ' the', ' iron', '.']","[-3.1868587, -9.879158, -11.069284, -3.1486313, -5.757146, -10.263901, -4.037694]",-47.34267044067383
the boy made the knife for it .,PD,MAKE,THE,for,"['The', ' boy', ' made', ' the', ' knife', ' for', ' it', '.']","[-3.1868587, -8.978767, -6.5488605, -2.21728, -8.604847, -3.9314942, -7.408252, -2.4831464]",-43.3595085144043
the boy made it the knife .,DO,MAKE,THE,for,"['The', ' boy', ' made', ' it', ' the', ' knife', '.']","[-3.1868587, -8.978767, -6.5488605, -2.74853, -5.882435, -10.382539, -2.872574]",-40.60056686401367
the brother made the gun for you .,PD,MAKE,THE,for,"['The', ' brother', ' made', ' the', ' gun', ' for', ' you', '.']","[-3.1868587, -10.393806, -8.629255, -2.144907, -8.214719, -2.9993238, -5.1678596, -1.690363]",-42.427093505859375
the brother made you the gun .,DO,MAKE,THE,for,"['The', ' brother', ' made', ' you', ' the', ' gun', '.']","[-3.1868587, -10.393806, -8.629255, -5.7894382, -3.367804, -7.8963175, -2.1383367]",-41.401817321777344
the priest made the newspaper for us .,PD,MAKE,THE,for,"['The', ' priest', ' made', ' the', ' newspaper', ' for', ' us', '.']","[-3.1868587, -10.714119, -6.006134, -1.9163436, -10.59562, -3.7953162, -8.094649, -1.6142317]",-45.92327117919922
the priest made us the newspaper .,DO,MAKE,THE,for,"['The', ' priest', ' made', ' us', ' the', ' newspaper', '.']","[-3.1868587, -10.714119, -6.006134, -4.3694687, -4.9421005, -10.24452, -2.2537436]",-41.71694564819336
the guy made the bag for us .,PD,MAKE,THE,for,"['The', ' guy', ' made', ' the', ' bag', ' for', ' us', '.']","[-3.1868587, -8.6994705, -6.555255, -2.4347923, -8.950702, -2.8858368, -4.229756, -1.6941193]",-38.63679122924805
the guy made us the bag .,DO,MAKE,THE,for,"['The', ' guy', ' made', ' us', ' the', ' bag', '.']","[-3.1868587, -8.6994705, -6.555255, -5.4191675, -4.3527064, -8.47517, -3.6272392]",-40.31586837768555
the daughter made the engine for you .,PD,MAKE,THE,for,"['The', ' daughter', ' made', ' the', ' engine', ' for', ' you', '.']","[-3.1868587, -9.601814, -8.88233, -2.4192643, -11.475679, -3.329672, -4.86073, -1.6988024]",-45.45515441894531
the daughter made you the engine .,DO,MAKE,THE,for,"['The', ' daughter', ' made', ' you', ' the', ' engine', '.']","[-3.1868587, -9.601814, -8.88233, -6.868483, -3.5913556, -10.400471, -2.760438]",-45.291748046875
the pilot made the computer for it .,PD,MAKE,THE,for,"['The', ' pilot', ' made', ' the', ' computer', ' for', ' it', '.']","[-3.1868587, -9.17408, -6.759621, -2.2031102, -11.769831, -5.860445, -5.086944, -1.9269776]",-45.967864990234375
the pilot made it the computer .,DO,MAKE,THE,for,"['The', ' pilot', ' made', ' it', ' the', ' computer', '.']","[-3.1868587, -9.17408, -6.759621, -3.6796727, -5.7191906, -10.064227, -2.874987]",-41.45863723754883
a daughter made an instrument for you .,PD,MAKE,A,for,"['A', ' daughter', ' made', ' an', ' instrument', ' for', ' you', '.']","[-4.116546, -9.476221, -7.400638, -3.26735, -11.0385685, -1.9831706, -5.515473, -2.167657]",-44.96562194824219
a daughter made you an instrument .,DO,MAKE,A,for,"['A', ' daughter', ' made', ' you', ' an', ' instrument', '.']","[-4.116546, -9.476221, -7.400638, -6.7126627, -4.7114224, -5.6834, -3.3347445]",-41.43563461303711
a professor made a machine for her .,PD,MAKE,A,for,"['A', ' professor', ' made', ' a', ' machine', ' for', ' her', '.']","[-4.116546, -8.9283695, -7.176218, -0.93855375, -8.972097, -3.7118585, -3.551338, -5.3371506]",-42.73213195800781
a professor made her a machine .,DO,MAKE,A,for,"['A', ' professor', ' made', ' her', ' a', ' machine', '.']","[-4.116546, -8.9283695, -7.176218, -4.7276163, -5.1392245, -9.050639, -2.798224]",-41.93683624267578
an actor made a bottle for me .,PD,MAKE,A,for,"['An', ' actor', ' made', ' a', ' bottle', ' for', ' me', '.']","[-6.034515, -7.4646316, -7.705531, -1.4606881, -10.899948, -4.414557, -2.879403, -1.7898287]",-42.64910507202149
an actor made me a bottle .,DO,MAKE,A,for,"['An', ' actor', ' made', ' me', ' a', ' bottle', '.']","[-6.034515, -7.4646316, -7.705531, -3.9997506, -3.01153, -7.585243, -4.569999]",-40.3712043762207
a prince made a telephone for us .,PD,MAKE,A,for,"['A', ' prince', ' made', ' a', ' telephone', ' for', ' us', '.']","[-4.116546, -10.416651, -6.2434826, -1.4924809, -9.66502, -7.7186236, -5.286932, -1.6145877]",-46.5543212890625
a prince made us a telephone .,DO,MAKE,A,for,"['A', ' prince', ' made', ' us', ' a', ' telephone', '.']","[-4.116546, -10.416651, -6.2434826, -6.4221683, -2.6813588, -10.834895, -2.9811893]",-43.69629287719727
a hero made a bag for you .,PD,MAKE,A,for,"['A', ' hero', ' made', ' a', ' bag', ' for', ' you', '.']","[-4.116546, -9.160791, -7.60419, -2.917996, -10.025494, -2.8610427, -5.0780478, -2.0889337]",-43.8530387878418
a hero made you a bag .,DO,MAKE,A,for,"['A', ' hero', ' made', ' you', ' a', ' bag', '.']","[-4.116546, -9.160791, -7.60419, -6.886746, -2.5304399, -7.022119, -2.5935373]",-39.91436767578125
a manager made a hat for him .,PD,MAKE,A,for,"['A', ' manager', ' made', ' a', ' hat', ' for', ' him', '.']","[-4.116546, -9.661768, -7.40816, -1.1100762, -10.253941, -3.6815453, -5.276407, -2.1346235]",-43.64306640625
a manager made him a hat .,DO,MAKE,A,for,"['A', ' manager', ' made', ' him', ' a', ' hat', '.']","[-4.116546, -9.661768, -7.40816, -5.094451, -2.3708878, -8.48117, -3.139197]",-40.27217864990234
an adult made a knife for them .,PD,MAKE,A,for,"['An', ' adult', ' made', ' a', ' knife', ' for', ' them', '.']","[-6.034515, -7.331819, -10.146238, -1.8278414, -8.016967, -5.416509, -5.797238, -2.4316313]",-47.00275802612305
an adult made them a knife .,DO,MAKE,A,for,"['An', ' adult', ' made', ' them', ' a', ' knife', '.']","[-6.034515, -7.331819, -10.146238, -5.8317475, -3.6104026, -8.6646595, -1.8791088]",-43.49849319458008
a scientist made a glass for them .,PD,MAKE,A,for,"['A', ' scientist', ' made', ' a', ' glass', ' for', ' them', '.']","[-4.11528, -9.708576, -6.5804396, -0.75493425, -6.9388733, -5.2849913, -7.1188135, -2.2128227]",-42.71472930908203
a scientist made them a glass .,DO,MAKE,A,for,"['A', ' scientist', ' made', ' them', ' a', ' glass', '.']","[-4.116546, -9.70669, -6.5809965, -6.308441, -3.7920544, -7.457114, -4.2194705]",-42.18131256103516
a daughter made a card for him .,PD,MAKE,A,for,"['A', ' daughter', ' made', ' a', ' card', ' for', ' him', '.']","[-4.116546, -9.476221, -7.400638, -1.2361, -7.711524, -0.32889137, -5.888283, -2.2517204]",-38.4099235534668
a daughter made him a card .,DO,MAKE,A,for,"['A', ' daughter', ' made', ' him', ' a', ' card', '.']","[-4.116546, -9.476221, -7.400638, -5.4861, -1.3041403, -5.47003, -2.2955003]",-35.54917526245117
a king made a card for them .,PD,MAKE,A,for,"['A', ' king', ' made', ' a', ' card', ' for', ' them', '.']","[-4.116546, -9.58169, -6.7426963, -1.3512018, -8.95262, -2.8349538, -8.061046, -2.1454368]",-43.78619003295898
a king made them a card .,DO,MAKE,A,for,"['A', ' king', ' made', ' them', ' a', ' card', '.']","[-4.116546, -9.58169, -6.7426963, -5.8746395, -2.8637464, -8.232298, -2.655407]",-40.06702423095703
a brother made a guitar for us .,PD,MAKE,A,for,"['A', ' brother', ' made', ' a', ' guitar', ' for', ' us', '.']","[-4.116546, -9.735987, -7.21873, -1.304106, -9.242785, -1.6617593, -5.8082333, -1.62292]",-40.711063385009766
a brother made us a guitar .,DO,MAKE,A,for,"['A', ' brother', ' made', ' us', ' a', ' guitar', '.']","[-4.116546, -9.735987, -7.21873, -5.0306683, -1.7809602, -8.03069, -2.7577162]",-38.671295166015625
a singer made a bowl for you .,PD,MAKE,A,for,"['A', ' singer', ' made', ' a', ' bowl', ' for', ' you', '.']","[-4.116546, -9.465479, -7.9829803, -1.3446164, -11.020605, -3.5387459, -5.349785, -1.9663275]",-44.78508758544922
a singer made you a bowl .,DO,MAKE,A,for,"['A', ' singer', ' made', ' you', ' a', ' bowl', '.']","[-4.116546, -9.465479, -7.9829803, -7.774304, -2.787847, -7.6225343, -3.0521789]",-42.8018684387207
a woman made a glass for me .,PD,MAKE,A,for,"['A', ' woman', ' made', ' a', ' glass', ' for', ' me', '.']","[-4.116546, -5.4654784, -7.2863965, -1.0176625, -9.463404, -4.885195, -2.3657627, -1.9650787]",-36.565521240234375
a woman made me a glass .,DO,MAKE,A,for,"['A', ' woman', ' made', ' me', ' a', ' glass', '.']","[-4.116546, -5.4654784, -7.2863965, -4.19735, -2.01315, -7.141714, -4.7702074]",-34.9908447265625
a son made a glass for us .,PD,MAKE,A,for,"['A', ' son', ' made', ' a', ' glass', ' for', ' us', '.']","[-4.116546, -8.385401, -7.762536, -1.3947841, -11.051046, -4.186239, -5.5226007, -2.0069032]",-44.42605972290039
a son made us a glass .,DO,MAKE,A,for,"['A', ' son', ' made', ' us', ' a', ' glass', '.']","[-4.116546, -8.385401, -7.762536, -5.785409, -2.1225984, -8.507649, -4.706972]",-41.38711166381836
a teacher made a wire for her .,PD,MAKE,A,for,"['A', ' teacher', ' made', ' a', ' wire', ' for', ' her', '.']","[-4.116546, -8.0846195, -6.7973194, -1.0585518, -10.275534, -6.063033, -2.4961972, -5.9482546]",-44.84005355834961
a teacher made her a wire .,DO,MAKE,A,for,"['A', ' teacher', ' made', ' her', ' a', ' wire', '.']","[-4.116546, -8.0846195, -6.7973194, -3.8554268, -5.1345263, -10.768202, -6.4432564]",-45.199893951416016
a guest made a crystal for you .,PD,MAKE,A,for,"['A', ' guest', ' made', ' a', ' crystal', ' for', ' you', '.']","[-4.116546, -8.260401, -8.963207, -0.85817605, -10.471244, -6.6885495, -4.947119, -1.8716599]",-46.176902770996094
a guest made you a crystal .,DO,MAKE,A,for,"['A', ' guest', ' made', ' you', ' a', ' crystal', '.']","[-4.116546, -8.260401, -8.963207, -6.97927, -1.3484375, -9.78426, -3.9493291]",-43.40145111083984
a professor made a knife for us .,PD,MAKE,A,for,"['A', ' professor', ' made', ' a', ' knife', ' for', ' us', '.']","[-4.116546, -8.9283695, -7.176218, -0.93855375, -10.757254, -3.4482057, -5.16437, -1.7803414]",-42.30986022949219
a professor made us a knife .,DO,MAKE,A,for,"['A', ' professor', ' made', ' us', ' a', ' knife', '.']","[-4.116546, -8.9283695, -7.176218, -4.7901163, -3.6448627, -11.141696, -2.298436]",-42.09624481201172
a worker made an instrument for them .,PD,MAKE,A,for,"['A', ' worker', ' made', ' an', ' instrument', ' for', ' them', '.']","[-4.116546, -8.846338, -8.149441, -2.9017692, -10.037286, -2.1967201, -7.540534, -1.9598937]",-45.74852752685547
a worker made them an instrument .,DO,MAKE,A,for,"['A', ' worker', ' made', ' them', ' an', ' instrument', '.']","[-4.116546, -8.846338, -8.149441, -8.112707, -4.765222, -7.6971793, -3.3326411]",-45.02007293701172
a pilot made a motor for him .,PD,MAKE,A,for,"['A', ' pilot', ' made', ' a', ' motor', ' for', ' him', '.']","[-4.116546, -8.236963, -7.4756947, -1.3533373, -9.930269, -7.2878795, -5.647069, -2.140162]",-46.18791961669922
a pilot made him a motor .,DO,MAKE,A,for,"['A', ' pilot', ' made', ' him', ' a', ' motor', '.']","[-4.116546, -8.236963, -7.4756947, -9.193181, -2.2164435, -9.5980215, -5.407761]",-46.24460983276367
an employee made an iron for her .,PD,MAKE,A,for,"['An', ' employee', ' made', ' an', ' iron', ' for', ' her', '.']","[-6.034515, -6.066194, -8.832522, -2.106348, -10.178478, -6.4629636, -3.5315375, -5.8353853]",-49.04793930053711
an employee made her an iron .,DO,MAKE,A,for,"['An', ' employee', ' made', ' her', ' an', ' iron', '.']","[-6.034515, -6.066194, -8.832522, -5.200098, -7.701266, -8.785896, -4.6909766]",-47.31147003173828
a doctor made a computer for him .,PD,MAKE,A,for,"['A', ' doctor', ' made', ' a', ' computer', ' for', ' him', '.']","[-4.116546, -8.024073, -7.106968, -0.8616472, -9.00188, -5.9479103, -5.1235275, -2.24469]",-42.427242279052734
a doctor made him a computer .,DO,MAKE,A,for,"['A', ' doctor', ' made', ' him', ' a', ' computer', '.']","[-4.116546, -8.024073, -7.106968, -5.5882096, -1.8850019, -7.9582872, -3.7493818]",-38.428466796875
a lawyer made a key for you .,PD,MAKE,A,for,"['A', ' lawyer', ' made', ' a', ' key', ' for', ' you', '.']","[-4.116546, -7.861963, -7.552462, -0.6676368, -8.759882, -9.561574, -5.7380667, -2.0097055]",-46.26783752441406
a lawyer made you a key .,DO,MAKE,A,for,"['A', ' lawyer', ' made', ' you', ' a', ' key', '.']","[-4.116546, -7.861963, -7.552462, -8.210606, -2.0472229, -8.68247, -4.7745504]",-43.24581909179688
a woman made a jacket for them .,PD,MAKE,A,for,"['A', ' woman', ' made', ' a', ' jacket', ' for', ' them', '.']","[-4.116546, -5.4654784, -7.2863965, -1.0176625, -10.783716, -1.6017078, -9.096259, -2.0703301]",-41.4380989074707
a woman made them a jacket .,DO,MAKE,A,for,"['A', ' woman', ' made', ' them', ' a', ' jacket', '.']","[-4.116546, -5.4654784, -7.2863965, -8.630943, -3.2359002, -8.145966, -2.1970277]",-39.0782585144043
the scientist purchased the camera for them .,PD,PURCHASE,THE,for,"['The', ' scientist', ' purchased', ' the', ' camera', ' for', ' them', '.']","[-3.1868587, -11.483162, -10.510294, -1.3174578, -6.999096, -2.0978208, -8.157427, -2.5879831]",-46.34009552001953
the scientist purchased them the camera .,DO,PURCHASE,THE,for,"['The', ' scientist', ' purchased', ' them', ' the', ' camera', '.']","[-3.1868587, -11.483162, -10.510294, -5.6104264, -5.5961046, -8.110779, -2.7548385]",-47.2524642944336
the daughter purchased the juice for you .,PD,PURCHASE,THE,for,"['The', ' daughter', ' purchased', ' the', ' juice', ' for', ' you', '.']","[-3.1868587, -9.601814, -11.823736, -1.9580908, -9.830597, -1.3827779, -6.8835106, -1.8244305]",-46.49181365966797
the daughter purchased you the juice .,DO,PURCHASE,THE,for,"['The', ' daughter', ' purchased', ' you', ' the', ' juice', '.']","[-3.1868587, -9.601814, -11.823736, -9.051841, -2.6083977, -10.002583, -2.9304442]",-49.20567321777344
the cop purchased the guitar for you .,PD,PURCHASE,THE,for,"['The', ' cop', ' purchased', ' the', ' guitar', ' for', ' you', '.']","[-3.1868587, -10.86451, -10.947773, -1.0898343, -8.214698, -1.6873065, -7.1254997, -2.031067]",-45.14754486083984
the cop purchased you the guitar .,DO,PURCHASE,THE,for,"['The', ' cop', ' purchased', ' you', ' the', ' guitar', '.']","[-3.1868587, -10.86451, -10.947773, -6.5195217, -3.213777, -9.10209, -2.0767634]",-45.91129302978516
the lawyer purchased the candy for him .,PD,PURCHASE,THE,for,"['The', ' lawyer', ' purchased', ' the', ' candy', ' for', ' him', '.']","[-3.1868587, -9.703377, -11.451188, -5.828649, -7.015722, -3.3485081, -5.3015356, -1.8000249]",-47.6358642578125
the lawyer purchased him the candy .,DO,PURCHASE,THE,for,"['The', ' lawyer', ' purchased', ' him', ' the', ' candy', '.']","[-3.1868587, -9.703377, -11.451188, -7.609899, -4.0131907, -7.129093, -2.8068142]",-45.90041732788086
the adult purchased the juice for it .,PD,PURCHASE,THE,for,"['The', ' adult', ' purchased', ' the', ' juice', ' for', ' it', '.']","[-3.1868587, -9.879158, -13.541941, -1.5777795, -7.8933997, -2.2502203, -7.2546024, -3.544612]",-49.12857437133789
the adult purchased it the juice .,DO,PURCHASE,THE,for,"['The', ' adult', ' purchased', ' it', ' the', ' juice', '.']","[-3.1868587, -9.879158, -13.541941, -4.9137173, -5.644936, -11.375264, -3.2877028]",-51.82957458496094
the lawyer purchased the telephone for him .,PD,PURCHASE,THE,for,"['The', ' lawyer', ' purchased', ' the', ' telephone', ' for', ' him', '.']","[-3.1868587, -9.703377, -11.451188, -5.828649, -7.379003, -3.0497727, -3.9454067, -1.8127465]",-46.35700607299805
the lawyer purchased him the telephone .,DO,PURCHASE,THE,for,"['The', ' lawyer', ' purchased', ' him', ' the', ' telephone', '.']","[-3.1868587, -9.703377, -11.451188, -7.609899, -4.0131907, -7.8244057, -2.7493837]",-46.53829956054688
the prince purchased the crystal for them .,PD,PURCHASE,THE,for,"['The', ' prince', ' purchased', ' the', ' crystal', ' for', ' them', '.']","[-3.1868587, -10.868416, -10.328026, -1.1209998, -9.1398735, -2.913555, -7.5228386, -2.2731433]",-47.35371017456055
the prince purchased them the crystal .,DO,PURCHASE,THE,for,"['The', ' prince', ' purchased', ' them', ' the', ' crystal', '.']","[-3.1868587, -10.868416, -10.328026, -5.5702186, -5.068696, -10.050921, -4.133588]",-49.20672225952149
the manager purchased the meal for you .,PD,PURCHASE,THE,for,"['The', ' manager', ' purchased', ' the', ' meal', ' for', ' you', '.']","[-3.1868587, -9.568611, -10.59373, -1.3239405, -8.704399, -1.7318219, -5.622346, -1.8068763]",-42.5385856628418
the manager purchased you the meal .,DO,PURCHASE,THE,for,"['The', ' manager', ' purchased', ' you', ' the', ' meal', '.']","[-3.1868587, -9.568611, -10.59373, -6.9840965, -2.88714, -7.4159794, -1.9436603]",-42.580074310302734
the husband purchased the telephone for you .,PD,PURCHASE,THE,for,"['The', ' husband', ' purchased', ' the', ' telephone', ' for', ' you', '.']","[-3.1868587, -9.547127, -8.904735, -2.0256648, -8.533801, -1.6730167, -5.3647766, -1.9541768]",-41.19015884399414
the husband purchased you the telephone .,DO,PURCHASE,THE,for,"['The', ' husband', ' purchased', ' you', ' the', ' telephone', '.']","[-3.1868587, -9.547127, -8.904735, -8.541289, -2.7655632, -8.508184, -2.4680753]",-43.92183303833008
the president purchased the wire for you .,PD,PURCHASE,THE,for,"['The', ' president', ' purchased', ' the', ' wire', ' for', ' you', '.']","[-3.1868587, -7.9006424, -12.615309, -1.206943, -11.442252, -4.0900583, -6.0051975, -1.8517587]",-48.299015045166016
the president purchased you the wire .,DO,PURCHASE,THE,for,"['The', ' president', ' purchased', ' you', ' the', ' wire', '.']","[-3.1868587, -7.9006424, -12.615309, -8.632725, -3.1079102, -10.916836, -3.1544476]",-49.51472854614258
the cousin purchased the salad for them .,PD,PURCHASE,THE,for,"['The', ' cousin', ' purchased', ' the', ' salad', ' for', ' them', '.']","[-3.1868587, -12.57325, -11.635734, -1.4832819, -9.881491, -2.7861807, -5.2393637, -1.7363961]",-48.522560119628906
the cousin purchased them the salad .,DO,PURCHASE,THE,for,"['The', ' cousin', ' purchased', ' them', ' the', ' salad', '.']","[-3.1868587, -12.57325, -11.635734, -5.795782, -5.2616005, -11.262924, -3.1983283]",-52.91448211669922
the candidate purchased the coffee for them .,PD,PURCHASE,THE,for,"['The', ' candidate', ' purchased', ' the', ' coffee', ' for', ' them', '.']","[-3.1868587, -9.4025955, -10.957303, -1.7624726, -8.267168, -3.2314808, -5.466247, -2.594806]",-44.86893081665039
the candidate purchased them the coffee .,DO,PURCHASE,THE,for,"['The', ' candidate', ' purchased', ' them', ' the', ' coffee', '.']","[-3.1868587, -9.4025955, -10.957303, -6.703879, -5.7613983, -8.455166, -2.711563]",-47.17876434326172
the pilot purchased the pie for him .,PD,PURCHASE,THE,for,"['The', ' pilot', ' purchased', ' the', ' pie', ' for', ' him', '.']","[-3.1868587, -9.17408, -11.495949, -0.76723033, -11.846871, -3.4572072, -5.4048862, -2.9836364]",-48.31671905517578
the pilot purchased him the pie .,DO,PURCHASE,THE,for,"['The', ' pilot', ' purchased', ' him', ' the', ' pie', '.']","[-3.1868587, -9.17408, -11.495949, -9.521136, -2.8318794, -9.929333, -2.6065552]",-48.745792388916016
the attorney purchased the wire for you .,PD,PURCHASE,THE,for,"['The', ' attorney', ' purchased', ' the', ' wire', ' for', ' you', '.']","[-3.1868587, -9.6525955, -12.47608, -1.0289389, -11.097163, -3.7956438, -6.561487, -1.9857429]",-49.78451156616211
the attorney purchased you the wire .,DO,PURCHASE,THE,for,"['The', ' attorney', ' purchased', ' you', ' the', ' wire', '.']","[-3.1868587, -9.6525955, -12.47608, -9.1265955, -3.0149388, -9.655302, -3.4468715]",-50.55924224853516
the opponent purchased the cheese for me .,PD,PURCHASE,THE,for,"['The', ' opponent', ' purchased', ' the', ' cheese', ' for', ' me', '.']","[-3.1868587, -12.546883, -11.556863, -1.6567272, -9.606919, -3.798028, -3.3386993, -1.5004742]",-47.19144821166992
the opponent purchased me the cheese .,DO,PURCHASE,THE,for,"['The', ' opponent', ' purchased', ' me', ' the', ' cheese', '.']","[-3.1868587, -12.546883, -11.556863, -5.8168836, -3.4980755, -7.814262, -3.3138285]",-47.7336540222168
the opponent purchased the tea for us .,PD,PURCHASE,THE,for,"['The', ' opponent', ' purchased', ' the', ' tea', ' for', ' us', '.']","[-3.1868587, -12.546883, -11.556863, -1.6567272, -9.710435, -3.8359442, -3.8134537, -1.572313]",-47.87947463989258
the opponent purchased us the tea .,DO,PURCHASE,THE,for,"['The', ' opponent', ' purchased', ' us', ' the', ' tea', '.']","[-3.1868587, -12.546883, -11.556863, -6.5200086, -3.5042622, -6.7775383, -2.274756]",-46.36716842651367
a teacher purchased a key for you .,PD,PURCHASE,A,for,"['A', ' teacher', ' purchased', ' a', ' key', ' for', ' you', '.']","[-4.116546, -8.0846195, -10.309038, -0.9097124, -8.762989, -2.8767073, -6.5334206, -1.9574378]",-43.55047607421875
a teacher purchased you a key .,DO,PURCHASE,A,for,"['A', ' teacher', ' purchased', ' you', ' a', ' key', '.']","[-4.116546, -8.0846195, -10.309038, -9.456588, -0.8588749, -8.099674, -3.1680489]",-44.09339141845703
a sheriff purchased a box for me .,PD,PURCHASE,A,for,"['A', ' sheriff', ' purchased', ' a', ' box', ' for', ' me', '.']","[-4.116546, -10.118799, -12.174825, -0.28571466, -5.7035203, -4.4256296, -7.6899443, -2.1030874]",-46.61806869506836
a sheriff purchased me a box .,DO,PURCHASE,A,for,"['A', ' sheriff', ' purchased', ' me', ' a', ' box', '.']","[-4.116546, -10.118799, -12.174825, -8.512278, -0.8621559, -5.6226096, -5.4789553]",-46.88616943359375
a secretary purchased a cheese for her .,PD,PURCHASE,A,for,"['A', ' secretary', ' purchased', ' a', ' cheese', ' for', ' her', '.']","[-4.116546, -10.8346195, -11.031663, -0.78996426, -9.515691, -5.532237, -1.3000727, -9.195987]",-52.3167839050293
a secretary purchased her a cheese .,DO,PURCHASE,A,for,"['A', ' secretary', ' purchased', ' her', ' a', ' cheese', '.']","[-4.116546, -10.8346195, -11.031663, -3.2274642, -6.4206514, -8.581057, -6.3985167]",-50.61051177978516
a parent purchased a crystal for them .,PD,PURCHASE,A,for,"['A', ' parent', ' purchased', ' a', ' crystal', ' for', ' them', '.']","[-4.116546, -8.826807, -9.521525, -0.6865507, -10.80259, -3.0207338, -7.8595276, -3.234614]",-48.06889343261719
a parent purchased them a crystal .,DO,PURCHASE,A,for,"['A', ' parent', ' purchased', ' them', ' a', ' crystal', '.']","[-4.116546, -8.826807, -9.521525, -8.272489, -3.5675495, -10.017346, -4.643237]",-48.96549987792969
a princess purchased a bottle for you .,PD,PURCHASE,A,for,"['A', ' princess', ' purchased', ' a', ' bottle', ' for', ' you', '.']","[-4.116546, -10.3771, -12.177159, -1.9659426, -5.6537848, -4.357905, -6.171459, -1.7260114]",-46.54591369628906
a princess purchased you a bottle .,DO,PURCHASE,A,for,"['A', ' princess', ' purchased', ' you', ' a', ' bottle', '.']","[-4.116546, -10.3771, -12.177159, -6.8135986, -1.3200189, -5.7320633, -4.0590663]",-44.59555435180664
a sheriff purchased a meal for it .,PD,PURCHASE,A,for,"['A', ' sheriff', ' purchased', ' a', ' meal', ' for', ' it', '.']","[-4.116546, -10.118799, -12.174825, -0.28571466, -8.988676, -1.0186678, -11.197013, -2.7607803]",-50.66102600097656
a sheriff purchased it a meal .,DO,PURCHASE,A,for,"['A', ' sheriff', ' purchased', ' it', ' a', ' meal', '.']","[-4.116546, -10.118799, -12.174825, -8.102121, -4.4159875, -10.431586, -2.6923628]",-52.05223083496094
a prince purchased a beer for him .,PD,PURCHASE,A,for,"['A', ' prince', ' purchased', ' a', ' beer', ' for', ' him', '.']","[-4.116546, -10.416651, -10.776686, -0.81080896, -9.132105, -2.8070664, -6.660317, -2.9626062]",-47.68278503417969
a prince purchased him a beer .,DO,PURCHASE,A,for,"['A', ' prince', ' purchased', ' him', ' a', ' beer', '.']","[-4.116546, -10.416651, -10.776686, -5.3967466, -3.91051, -8.254967, -2.3084438]",-45.18054962158203
a secretary purchased a juice for us .,PD,PURCHASE,A,for,"['A', ' secretary', ' purchased', ' a', ' juice', ' for', ' us', '.']","[-4.116546, -10.8346195, -11.031663, -0.78996426, -11.423894, -3.3491344, -6.1091394, -2.1666968]",-49.821659088134766
a secretary purchased us a juice .,DO,PURCHASE,A,for,"['A', ' secretary', ' purchased', ' us', ' a', ' juice', '.']","[-4.116546, -10.8346195, -11.031663, -8.754808, -1.2639768, -8.873069, -3.7623887]",-48.63706970214844
a teacher purchased a key for him .,PD,PURCHASE,A,for,"['A', ' teacher', ' purchased', ' a', ' key', ' for', ' him', '.']","[-4.116546, -8.0846195, -10.309038, -0.9097124, -8.762989, -2.8767073, -6.4865456, -2.5970054]",-44.143165588378906
a teacher purchased him a key .,DO,PURCHASE,A,for,"['A', ' teacher', ' purchased', ' him', ' a', ' key', '.']","[-4.116546, -8.0846195, -10.309038, -8.222213, -0.78881663, -7.618766, -4.125776]",-43.26577758789063
a cousin purchased a salad for you .,PD,PURCHASE,A,for,"['A', ' cousin', ' purchased', ' a', ' salad', ' for', ' you', '.']","[-4.116546, -10.5689945, -9.40337, -0.86799353, -9.888895, -2.7071059, -6.5478554, -2.1777222]",-46.27848815917969
a cousin purchased you a salad .,DO,PURCHASE,A,for,"['A', ' cousin', ' purchased', ' you', ' a', ' salad', '.']","[-4.116546, -10.5689945, -9.40337, -7.672681, -0.76913345, -10.059549, -3.6168785]",-46.207149505615234
an author purchased a juice for it .,PD,PURCHASE,A,for,"['An', ' author', ' purchased', ' a', ' juice', ' for', ' it', '.']","[-6.034515, -7.6208816, -10.534572, -1.0026422, -11.561911, -4.559124, -8.106129, -3.475163]",-52.89493560791016
an author purchased it a juice .,DO,PURCHASE,A,for,"['An', ' author', ' purchased', ' it', ' a', ' juice', '.']","[-6.034515, -7.6208816, -10.534572, -7.8073297, -4.6797566, -14.278467, -3.7246592]",-54.68018341064453
