text,structure,verb,det,prep,tokens,log_prob_tokens,log_prob
an employee left a kid a tea .,DO,LEAVE,A,for,"['An', ' employee', ' left', ' a', ' kid', ' a', ' tea', '.']","[-6.034515, -6.066194, -7.7270536, -1.4181515, -10.905106, -4.3286414, -10.913386, -4.769796]",-52.162841796875
a captain left a tea for a professor .,PD,LEAVE,A,for,"['A', ' captain', ' left', ' a', ' tea', ' for', ' a', ' professor', '.']","[-4.116546, -10.660303, -8.429604, -2.2496037, -9.3105545, -5.6782465, -2.03409, -7.656411, -1.9285725]",-52.063926696777344
a captain left a professor a tea .,DO,LEAVE,A,for,"['A', ' captain', ' left', ' a', ' professor', ' a', ' tea', '.']","[-4.116546, -10.660303, -8.429604, -2.2496037, -10.242195, -3.2791762, -9.956227, -5.711365]",-54.645015716552734
a woman left a log for an administration .,PD,LEAVE,A,for,"['A', ' woman', ' left', ' a', ' log', ' for', ' an', ' administration', '.']","[-4.116546, -5.4654784, -6.7512403, -1.9991169, -10.864781, -4.4821706, -4.2326746, -9.552902, -5.1860313]",-52.65093994140625
a woman left an administration a log .,DO,LEAVE,A,for,"['A', ' woman', ' left', ' an', ' administration', ' a', ' log', '.']","[-4.116546, -5.4654784, -6.7512403, -4.2881794, -10.994073, -8.464734, -10.153391, -5.947]",-56.180641174316406
a king left a bowl for a brother .,PD,LEAVE,A,for,"['A', ' king', ' left', ' a', ' bowl', ' for', ' a', ' brother', '.']","[-4.116546, -9.58169, -8.605978, -2.6974478, -7.960538, -4.202226, -2.400889, -8.301862, -2.3504138]",-50.217586517333984
a king left a brother a bowl .,DO,LEAVE,A,for,"['A', ' king', ' left', ' a', ' brother', ' a', ' bowl', '.']","[-4.116546, -9.58169, -8.605978, -2.6974478, -7.819913, -3.298564, -8.234192, -3.2954361]",-47.6497688293457
an uncle left a candy for a partner .,PD,LEAVE,A,for,"['An', ' uncle', ' left', ' a', ' candy', ' for', ' a', ' partner', '.']","[-6.034515, -9.476351, -7.1962643, -1.7035033, -9.128848, -6.22844, -2.2712348, -10.229493, -2.6737864]",-54.94243621826172
an uncle left a partner a candy .,DO,LEAVE,A,for,"['An', ' uncle', ' left', ' a', ' partner', ' a', ' candy', '.']","[-6.034515, -9.476351, -7.1962643, -1.7035033, -10.589786, -3.7890239, -12.0748, -5.5730505]",-56.437294006347656
a woman left a candy for a colonel .,PD,LEAVE,A,for,"['A', ' woman', ' left', ' a', ' candy', ' for', ' a', ' colon', 'el', '.']","[-4.116546, -5.4654784, -6.7512403, -1.9991169, -9.780797, -7.073481, -1.5169115, -12.209596, -0.79935795, -2.776703]",-52.489227294921875
a woman left a colonel a candy .,DO,LEAVE,A,for,"['A', ' woman', ' left', ' a', ' colon', 'el', ' a', ' candy', '.']","[-4.116546, -5.4654784, -6.7512403, -1.9991169, -12.586461, -3.5307407, -4.3731294, -8.35033, -6.856812]",-54.02985763549805
a minister left a meal for a chief .,PD,LEAVE,A,for,"['A', ' minister', ' left', ' a', ' meal', ' for', ' a', ' chief', '.']","[-4.116546, -9.478174, -8.407495, -1.5902019, -8.262825, -2.42905, -1.5450609, -10.537565, -3.68659]",-50.053504943847656
a minister left a chief a meal .,DO,LEAVE,A,for,"['A', ' minister', ' left', ' a', ' chief', ' a', ' meal', '.']","[-4.116546, -9.478174, -8.407495, -1.5902019, -10.952278, -5.586213, -8.335947, -2.9245834]",-51.391441345214844
an adult left a beer for a band .,PD,LEAVE,A,for,"['An', ' adult', ' left', ' a', ' beer', ' for', ' a', ' band', '.']","[-6.034515, -7.331819, -9.75952, -2.5282187, -7.282878, -3.926643, -1.2547, -9.992564, -4.9742246]",-53.0850830078125
an adult left a band a beer .,DO,LEAVE,A,for,"['An', ' adult', ' left', ' a', ' band', ' a', ' beer', '.']","[-6.034515, -7.331819, -9.75952, -2.5282187, -10.69694, -8.921859, -8.751952, -3.5631723]",-57.58799743652344
a leader left a pie for a chief .,PD,LEAVE,A,for,"['A', ' leader', ' left', ' a', ' pie', ' for', ' a', ' chief', '.']","[-4.116546, -8.326807, -10.143775, -2.3767738, -12.171896, -3.6465054, -2.243774, -8.021334, -2.314198]",-53.361610412597656
a leader left a chief a pie .,DO,LEAVE,A,for,"['A', ' leader', ' left', ' a', ' chief', ' a', ' pie', '.']","[-4.116546, -8.326807, -10.143775, -2.3767738, -9.966818, -4.430472, -11.407194, -2.1763144]",-52.9447021484375
a leader left a chicken for a corporation .,PD,LEAVE,A,for,"['A', ' leader', ' left', ' a', ' chicken', ' for', ' a', ' corporation', '.']","[-4.116546, -8.326807, -10.143775, -2.3767738, -10.76174, -5.9590044, -1.7641941, -9.735335, -2.1027615]",-55.28693771362305
a leader left a corporation a chicken .,DO,LEAVE,A,for,"['A', ' leader', ' left', ' a', ' corporation', ' a', ' chicken', '.']","[-4.116546, -8.326807, -10.143775, -2.3767738, -7.201193, -4.5030737, -13.133892, -3.3239236]",-53.12598419189453
a student left an engine for a scientist .,PD,LEAVE,A,for,"['A', ' student', ' left', ' an', ' engine', ' for', ' a', ' scientist', '.']","[-4.116546, -7.2154784, -7.898564, -3.5546136, -8.535585, -5.385197, -1.1696345, -9.764008, -3.0795665]",-50.71919250488281
a student left a scientist an engine .,DO,LEAVE,A,for,"['A', ' student', ' left', ' a', ' scientist', ' an', ' engine', '.']","[-4.116546, -7.2154784, -7.898564, -1.734301, -11.75984, -6.128611, -9.526931, -3.9919057]",-52.3721809387207
a princess left a coffee for a band .,PD,LEAVE,A,for,"['A', ' princess', ' left', ' a', ' coffee', ' for', ' a', ' band', '.']","[-4.116546, -10.3771, -8.090245, -2.9465442, -9.357887, -5.779445, -1.7948034, -8.490138, -4.594618]",-55.54732894897461
a princess left a band a coffee .,DO,LEAVE,A,for,"['A', ' princess', ' left', ' a', ' band', ' a', ' coffee', '.']","[-4.116546, -10.3771, -8.090245, -2.9465442, -8.6782, -6.383461, -10.040665, -3.8013]",-54.43406295776367
a prince left a chicken for an aunt .,PD,LEAVE,A,for,"['A', ' prince', ' left', ' a', ' chicken', ' for', ' an', ' aunt', '.']","[-4.116546, -10.416651, -7.1966076, -2.908837, -9.8843975, -3.9620414, -4.1423435, -6.2261314, -2.0128465]",-50.866397857666016
a prince left an aunt a chicken .,DO,LEAVE,A,for,"['A', ' prince', ' left', ' an', ' aunt', ' a', ' chicken', '.']","[-4.116546, -10.416651, -7.1966076, -4.494775, -8.215799, -3.6126604, -9.147263, -3.4938736]",-50.69417190551758
the king made the jacket for the business .,PD,MAKE,THE,for,"['The', ' king', ' made', ' the', ' jacket', ' for', ' the', ' business', '.']","[-3.1868587, -8.970955, -7.027838, -2.517551, -11.722963, -2.1014636, -1.7565646, -8.569029, -3.0557077]",-48.90892791748047
the king made the business the jacket .,DO,MAKE,THE,for,"['The', ' king', ' made', ' the', ' business', ' the', ' jacket', '.']","[-3.1868587, -8.970955, -7.027838, -2.517551, -9.4055805, -4.4903326, -13.220592, -3.0334957]",-51.853206634521484
the scientist made the guitar for the brother .,PD,MAKE,THE,for,"['The', ' scientist', ' made', ' the', ' guitar', ' for', ' the', ' brother', '.']","[-3.1868587, -11.483162, -6.004435, -1.1948841, -12.712005, -3.8481717, -1.7426598, -9.051461, -4.786236]",-54.00987243652344
the scientist made the brother the guitar .,DO,MAKE,THE,for,"['The', ' scientist', ' made', ' the', ' brother', ' the', ' guitar', '.']","[-3.1868587, -11.483162, -6.004435, -1.1948841, -12.590911, -5.346123, -10.518915, -2.7606614]",-53.0859489440918
the manager made the bowl for the business .,PD,MAKE,THE,for,"['The', ' manager', ' made', ' the', ' bowl', ' for', ' the', ' business', '.']","[-3.1868587, -9.568611, -6.4335737, -2.0707867, -13.794575, -2.981372, -1.7879344, -6.633913, -2.774071]",-49.23169708251953
the manager made the business the bowl .,DO,MAKE,THE,for,"['The', ' manager', ' made', ' the', ' business', ' the', ' bowl', '.']","[-3.1868587, -9.568611, -6.4335737, -2.0707867, -8.554829, -4.6900296, -12.955833, -3.276956]",-50.73748016357422
the reader made the anchor for the administration .,PD,MAKE,THE,for,"['The', ' reader', ' made', ' the', ' anchor', ' for', ' the', ' administration', '.']","[-3.1868587, -9.832283, -8.522798, -2.2227232, -13.049223, -3.497447, -0.9375296, -11.380024, -2.5817895]",-55.21067810058594
the reader made the administration the anchor .,DO,MAKE,THE,for,"['The', ' reader', ' made', ' the', ' administration', ' the', ' anchor', '.']","[-3.1868587, -9.832283, -8.522798, -2.2227232, -10.642973, -4.9779806, -9.894678, -3.7871933]",-53.06748962402344
the cop made the plate for the company .,PD,MAKE,THE,for,"['The', ' cop', ' made', ' the', ' plate', ' for', ' the', ' company', '.']","[-3.1868587, -10.86451, -6.4233584, -1.8488055, -10.823567, -3.534642, -1.7039115, -6.482982, -2.80774]",-47.67637634277344
the cop made the company the plate .,DO,MAKE,THE,for,"['The', ' cop', ' made', ' the', ' company', ' the', ' plate', '.']","[-3.1868587, -10.86451, -6.4233584, -1.8488055, -10.384114, -4.6039743, -10.240321, -2.9238539]",-50.475799560546875
the doctor made the bottle for the manager .,PD,MAKE,THE,for,"['The', ' doctor', ' made', ' the', ' bottle', ' for', ' the', ' manager', '.']","[-3.1868587, -9.000252, -6.0783396, -2.2956305, -10.260836, -3.2841933, -1.8724759, -10.199439, -2.3682718]",-48.546295166015625
the doctor made the manager the bottle .,DO,MAKE,THE,for,"['The', ' doctor', ' made', ' the', ' manager', ' the', ' bottle', '.']","[-3.1868587, -9.000252, -6.0783396, -2.2956305, -11.7745075, -5.2116337, -8.116078, -2.7807717]",-48.444068908691406
the pilot made the newspaper for the author .,PD,MAKE,THE,for,"['The', ' pilot', ' made', ' the', ' newspaper', ' for', ' the', ' author', '.']","[-3.1868587, -9.17408, -6.759621, -2.2031102, -11.109674, -3.4886396, -2.662397, -9.955005, -2.8302977]",-51.36968231201172
the pilot made the author the newspaper .,DO,MAKE,THE,for,"['The', ' pilot', ' made', ' the', ' author', ' the', ' newspaper', '.']","[-3.1868587, -9.17408, -6.759621, -2.2031102, -10.002253, -5.0423875, -9.747407, -3.7421222]",-49.85783767700195
the doctor made the box for the opponent .,PD,MAKE,THE,for,"['The', ' doctor', ' made', ' the', ' box', ' for', ' the', ' opponent', '.']","[-3.1868587, -9.000252, -6.0783396, -2.2956305, -10.419039, -3.0165312, -1.7061396, -12.376261, -2.3172674]",-50.39631652832031
the doctor made the opponent the box .,DO,MAKE,THE,for,"['The', ' doctor', ' made', ' the', ' opponent', ' the', ' box', '.']","[-3.1868587, -9.000252, -6.0783396, -2.2956305, -13.130953, -5.132407, -9.230737, -2.519921]",-50.575096130371094
the nurse made the hat for the band .,PD,MAKE,THE,for,"['The', ' nurse', ' made', ' the', ' hat', ' for', ' the', ' band', '.']","[-3.1868587, -10.127205, -5.9724226, -2.185618, -11.3503895, -2.4095898, -1.8738818, -7.485267, -2.683038]",-47.27427291870117
the nurse made the band the hat .,DO,MAKE,THE,for,"['The', ' nurse', ' made', ' the', ' band', ' the', ' hat', '.']","[-3.1868587, -10.127205, -5.9724226, -2.185618, -8.746874, -8.233761, -9.749758, -2.6030645]",-50.805564880371094
the captain made the box for the corporation .,PD,MAKE,THE,for,"['The', ' captain', ' made', ' the', ' box', ' for', ' the', ' corporation', '.']","[-3.1868587, -10.051033, -6.296071, -1.8742824, -11.0971365, -3.8873174, -1.1823659, -11.0633545, -2.2076063]",-50.84602737426758
the captain made the corporation the box .,DO,MAKE,THE,for,"['The', ' captain', ' made', ' the', ' corporation', ' the', ' box', '.']","[-3.1868587, -10.051033, -6.296071, -1.8742824, -13.99533, -4.108054, -11.324152, -3.140547]",-53.97633361816406
the child made the gun for the cousin .,PD,MAKE,THE,for,"['The', ' child', ' made', ' the', ' gun', ' for', ' the', ' cousin', '.']","[-3.1868587, -9.031502, -7.529827, -1.671954, -7.370385, -7.267707, -2.3778796, -9.0699625, -2.9577503]",-50.46382522583008
the child made the cousin the gun .,DO,MAKE,THE,for,"['The', ' child', ' made', ' the', ' cousin', ' the', ' gun', '.']","[-3.1868587, -9.031502, -7.529827, -1.671954, -12.9455805, -4.55163, -8.127242, -3.1326354]",-50.17723083496094
the pilot made the jacket for the student .,PD,MAKE,THE,for,"['The', ' pilot', ' made', ' the', ' jacket', ' for', ' the', ' student', '.']","[-3.1868587, -9.17408, -6.759621, -2.2031102, -11.699518, -2.3223512, -1.910833, -7.0565987, -2.8095345]",-47.122501373291016
the pilot made the student the jacket .,DO,MAKE,THE,for,"['The', ' pilot', ' made', ' the', ' student', ' the', ' jacket', '.']","[-3.1868587, -9.17408, -6.759621, -2.2031102, -7.560847, -5.115385, -13.5387125, -2.6977262]",-50.2363395690918
the actor made the bowl for the band .,PD,MAKE,THE,for,"['The', ' actor', ' made', ' the', ' bowl', ' for', ' the', ' band', '.']","[-3.1868587, -8.447517, -5.3482723, -1.2920878, -15.1279125, -3.3597271, -1.8149211, -6.7658634, -5.0820446]",-50.425209045410156
the actor made the band the bowl .,DO,MAKE,THE,for,"['The', ' actor', ' made', ' the', ' band', ' the', ' bowl', '.']","[-3.1868587, -8.447517, -5.3482723, -1.2920878, -9.822981, -5.2550645, -13.106946, -3.5680132]",-50.027740478515625
the opponent made the cigarette for the uncle .,PD,MAKE,THE,for,"['The', ' opponent', ' made', ' the', ' cigarette', ' for', ' the', ' uncle', '.']","[-3.1868587, -12.546883, -7.08323, -2.1064281, -13.40331, -5.7776985, -1.5615046, -9.227484, -2.3435616]",-57.236961364746094
the opponent made the uncle the cigarette .,DO,MAKE,THE,for,"['The', ' opponent', ' made', ' the', ' uncle', ' the', ' cigarette', '.']","[-3.1868587, -12.546883, -7.08323, -2.1064281, -14.036855, -4.7243404, -10.007227, -2.959475]",-56.65129470825195
a secretary made a coat for an administration .,PD,MAKE,A,for,"['A', ' secretary', ' made', ' a', ' coat', ' for', ' an', ' administration', '.']","[-4.116546, -10.8346195, -7.3715067, -1.3066995, -10.686332, -2.0414956, -4.4786673, -8.665087, -3.9563503]",-53.457305908203125
a secretary made an administration a coat .,DO,MAKE,A,for,"['A', ' secretary', ' made', ' an', ' administration', ' a', ' coat', '.']","[-4.116546, -10.8346195, -7.3715067, -3.1035745, -7.3706946, -8.242273, -10.779593, -3.1076097]",-54.92641830444336
an author made a pot for a champion .,PD,MAKE,A,for,"['An', ' author', ' made', ' a', ' pot', ' for', ' a', ' champion', '.']","[-6.034515, -7.6208816, -7.397853, -1.0227361, -9.3042965, -4.1576047, -1.8596399, -10.035738, -2.9582891]",-50.39154815673828
an author made a champion a pot .,DO,MAKE,A,for,"['An', ' author', ' made', ' a', ' champion', ' a', ' pot', '.']","[-6.034515, -7.6208816, -7.397853, -1.0227361, -12.478125, -5.729307, -9.386761, -4.1388626]",-53.80904006958008
a prince made a key for a wife .,PD,MAKE,A,for,"['A', ' prince', ' made', ' a', ' key', ' for', ' a', ' wife', '.']","[-4.116546, -10.416651, -6.2434826, -1.4924809, -8.9228325, -6.1133475, -1.5671034, -8.913155, -2.2747874]",-50.060386657714844
a prince made a wife a key .,DO,MAKE,A,for,"['A', ' prince', ' made', ' a', ' wife', ' a', ' key', '.']","[-4.116546, -10.416651, -6.2434826, -1.4924809, -7.2939267, -3.239582, -9.433577, -3.6671638]",-45.90340805053711
a writer made a flower for an employee .,PD,MAKE,A,for,"['A', ' writer', ' made', ' a', ' flower', ' for', ' an', ' employee', '.']","[-4.116546, -7.9830565, -8.153058, -1.076078, -10.157938, -3.69834, -4.822907, -6.5526075, -3.0129979]",-49.57353210449219
a writer made an employee a flower .,DO,MAKE,A,for,"['A', ' writer', ' made', ' an', ' employee', ' a', ' flower', '.']","[-4.116546, -7.9830565, -8.153058, -2.716703, -10.309699, -3.9602275, -9.96786, -3.9124587]",-51.11961364746094
a champion made an instrument for an actress .,PD,MAKE,A,for,"['A', ' champion', ' made', ' an', ' instrument', ' for', ' an', ' actress', '.']","[-4.116546, -9.528955, -9.065074, -4.6796055, -9.698034, -2.5998578, -4.5920277, -6.899217, -1.9672014]",-53.146514892578125
a champion made an actress an instrument .,DO,MAKE,A,for,"['A', ' champion', ' made', ' an', ' actress', ' an', ' instrument', '.']","[-4.116546, -9.528955, -9.065074, -4.6796055, -11.137487, -4.734822, -6.4979286, -3.1557481]",-52.91616439819336
a manager made a bell for an administration .,PD,MAKE,A,for,"['A', ' manager', ' made', ' a', ' bell', ' for', ' an', ' administration', '.']","[-4.116546, -9.661768, -7.40816, -1.1100762, -12.148472, -3.8364162, -4.6313496, -8.327045, -3.5527773]",-54.792606353759766
a manager made an administration a bell .,DO,MAKE,A,for,"['A', ' manager', ' made', ' an', ' administration', ' a', ' bell', '.']","[-4.116546, -9.661768, -7.40816, -2.5710137, -9.263348, -6.8938313, -10.25602, -4.3929186]",-54.563602447509766
a man made a plate for a corporation .,PD,MAKE,A,for,"['A', ' man', ' made', ' a', ' plate', ' for', ' a', ' corporation', '.']","[-4.116546, -4.836572, -7.0012302, -1.4379008, -11.257074, -2.394559, -2.2817864, -10.082148, -2.0415702]",-45.44938659667969
a man made a corporation a plate .,DO,MAKE,A,for,"['A', ' man', ' made', ' a', ' corporation', ' a', ' plate', '.']","[-4.116546, -4.836572, -7.0012302, -1.4379008, -15.235834, -4.3883715, -12.284156, -3.1417084]",-52.442317962646484
a father made a computer for a brother .,PD,MAKE,A,for,"['A', ' father', ' made', ' a', ' computer', ' for', ' a', ' brother', '.']","[-4.116546, -8.000635, -6.9818535, -0.8826668, -10.206127, -4.3365583, -4.5610394, -9.195467, -3.1930838]",-51.473976135253906
a father made a brother a computer .,DO,MAKE,A,for,"['A', ' father', ' made', ' a', ' brother', ' a', ' computer', '.']","[-4.116546, -8.000635, -6.9818535, -0.8826668, -11.215893, -4.104677, -7.8513594, -2.5429282]",-45.69655990600586
an author made a coat for an administration .,PD,MAKE,A,for,"['An', ' author', ' made', ' a', ' coat', ' for', ' an', ' administration', '.']","[-6.034515, -7.6208816, -7.397853, -1.0227361, -10.978125, -2.2790332, -4.3527513, -12.105014, -3.8008895]",-55.591796875
an author made an administration a coat .,DO,MAKE,A,for,"['An', ' author', ' made', ' an', ' administration', ' a', ' coat', '.']","[-6.034515, -7.6208816, -7.397853, -2.553986, -11.435706, -4.901908, -10.943573, -3.1502657]",-54.03868865966797
a prince made a plate for a lady .,PD,MAKE,A,for,"['A', ' prince', ' made', ' a', ' plate', ' for', ' a', ' lady', '.']","[-4.116546, -10.416651, -6.2434826, -1.4924809, -11.620098, -2.2119832, -1.6814744, -3.5335646, -2.2843397]",-43.60062026977539
a prince made a lady a plate .,DO,MAKE,A,for,"['A', ' prince', ' made', ' a', ' lady', ' a', ' plate', '.']","[-4.116546, -10.416651, -6.2434826, -1.4924809, -7.0400205, -2.746453, -12.150224, -3.5273585]",-47.73321533203125
a lawyer made a knife for an attorney .,PD,MAKE,A,for,"['A', ' lawyer', ' made', ' a', ' knife', ' for', ' an', ' attorney', '.']","[-4.116546, -7.861963, -7.552462, -0.6676368, -12.418085, -3.6678505, -4.57474, -3.8921866, -2.4954202]",-47.246891021728516
a lawyer made an attorney a knife .,DO,MAKE,A,for,"['A', ' lawyer', ' made', ' an', ' attorney', ' a', ' knife', '.']","[-4.116546, -7.861963, -7.552462, -2.6285744, -8.750793, -3.757006, -10.003187, -2.283827]",-46.95436096191406
a manager made a cup for a business .,PD,MAKE,A,for,"['A', ' manager', ' made', ' a', ' cup', ' for', ' a', ' business', '.']","[-4.116546, -9.661768, -7.40816, -1.1100762, -7.746128, -4.710778, -2.2156768, -6.490205, -3.707613]",-47.16695022583008
a manager made a business a cup .,DO,MAKE,A,for,"['A', ' manager', ' made', ' a', ' business', ' a', ' cup', '.']","[-4.116546, -9.661768, -7.40816, -1.1100762, -6.273472, -6.3056946, -8.637026, -6.2758756]",-49.78861618041992
a cop made a cigarette for an army .,PD,MAKE,A,for,"['A', ' cop', ' made', ' a', ' cigarette', ' for', ' an', ' army', '.']","[-4.116546, -8.940088, -6.43392, -0.93559843, -9.687386, -4.255315, -4.253229, -6.6684594, -4.498987]",-49.78953170776367
a cop made an army a cigarette .,DO,MAKE,A,for,"['A', ' cop', ' made', ' an', ' army', ' a', ' cigarette', '.']","[-4.116546, -8.940088, -6.43392, -2.5605984, -9.5847025, -6.8227644, -10.106866, -2.3743114]",-50.939796447753906
a scientist made a camera for an employee .,PD,MAKE,A,for,"['A', ' scientist', ' made', ' a', ' camera', ' for', ' an', ' employee', '.']","[-4.116546, -9.70669, -6.5809965, -0.75375366, -7.798376, -4.657621, -4.3150992, -8.345852, -3.2756786]",-49.55060958862305
a scientist made an employee a camera .,DO,MAKE,A,for,"['A', ' scientist', ' made', ' an', ' employee', ' a', ' camera', '.']","[-4.116546, -9.70669, -6.5809965, -2.6365662, -10.288485, -3.903956, -9.386828, -3.2093768]",-49.82944869995117
a daughter made a camera for an administration .,PD,MAKE,A,for,"['A', ' daughter', ' made', ' a', ' camera', ' for', ' an', ' administration', '.']","[-4.11528, -9.475178, -7.398142, -1.2362221, -10.680117, -3.4533489, -4.8377028, -12.262761, -4.10106]",-57.559810638427734
a daughter made an administration a camera .,DO,MAKE,A,for,"['A', ' daughter', ' made', ' an', ' administration', ' a', ' camera', '.']","[-4.116546, -9.476221, -7.400638, -3.26735, -11.3666935, -7.071347, -12.20491, -3.5612423]",-58.46494674682617
a candidate made a television for an aunt .,PD,MAKE,A,for,"['A', ' candidate', ' made', ' a', ' television', ' for', ' an', ' aunt', '.']","[-4.116546, -9.020166, -9.3992815, -1.0105375, -7.7271624, -9.481519, -3.6118526, -8.439334, -2.5741687]",-55.38056564331055
a candidate made an aunt a television .,DO,MAKE,A,for,"['A', ' candidate', ' made', ' an', ' aunt', ' a', ' television', '.']","[-4.116546, -9.020166, -9.3992815, -2.4480376, -13.293894, -3.6905572, -8.1408415, -6.081004]",-56.190330505371094
the woman saved the pie for the secretary .,PD,SAVE,THE,for,"['The', ' woman', ' saved', ' the', ' pie', ' for', ' the', ' secretary', '.']","[-3.1868587, -7.98658, -9.782539, -2.0357213, -10.470369, -1.4197671, -2.3725991, -10.512035, -2.520547]",-50.28701400756836
the woman saved the secretary the pie .,DO,SAVE,THE,for,"['The', ' woman', ' saved', ' the', ' secretary', ' the', ' pie', '.']","[-3.1868587, -7.98658, -9.782539, -2.0357213, -11.888338, -5.184556, -11.626604, -2.379074]",-54.07026672363281
the son saved the ball for the partner .,PD,SAVE,THE,for,"['The', ' son', ' saved', ' the', ' ball', ' for', ' the', ' partner', '.']","[-3.1868587, -8.910408, -12.457763, -1.7978116, -7.665125, -3.5872173, -1.6182464, -10.127893, -2.3365874]",-51.68791198730469
the son saved the partner the ball .,DO,SAVE,THE,for,"['The', ' son', ' saved', ' the', ' partner', ' the', ' ball', '.']","[-3.1868587, -8.910408, -12.457763, -1.7978116, -10.8467655, -5.2692623, -7.2740407, -2.9084868]",-52.651397705078125
the worker saved the chicken for the band .,PD,SAVE,THE,for,"['The', ' worker', ' saved', ' the', ' chicken', ' for', ' the', ' band', '.']","[-3.1868587, -11.131111, -9.737077, -1.2091368, -7.1969614, -3.5980415, -2.5214365, -8.428559, -3.1992998]",-50.20847702026367
the worker saved the band the chicken .,DO,SAVE,THE,for,"['The', ' worker', ' saved', ' the', ' band', ' the', ' chicken', '.']","[-3.1868587, -11.131111, -9.737077, -1.2091368, -9.446961, -6.099472, -9.397663, -3.2306979]",-53.4389762878418
the wife saved the chicken for the hero .,PD,SAVE,THE,for,"['The', ' wife', ' saved', ' the', ' chicken', ' for', ' the', ' hero', '.']","[-3.1868587, -9.047127, -11.054319, -1.7007936, -7.29101, -2.873326, -2.2718854, -10.085641, -2.0338054]",-49.544761657714844
the wife saved the hero the chicken .,DO,SAVE,THE,for,"['The', ' wife', ' saved', ' the', ' hero', ' the', ' chicken', '.']","[-3.1868587, -9.047127, -11.054319, -1.7007936, -9.205072, -5.730839, -8.391405, -3.0830789]",-51.39949417114258
the doctor saved the beer for the company .,PD,SAVE,THE,for,"['The', ' doctor', ' saved', ' the', ' beer', ' for', ' the', ' company', '.']","[-3.1868587, -9.000252, -8.789277, -2.7807002, -10.324767, -2.354771, -1.8854865, -8.273028, -1.9779488]",-48.573089599609375
the doctor saved the company the beer .,DO,SAVE,THE,for,"['The', ' doctor', ' saved', ' the', ' company', ' the', ' beer', '.']","[-3.1868587, -9.000252, -8.789277, -2.7807002, -6.981017, -4.6869364, -10.391521, -2.4998698]",-48.31643295288086
the captain saved the beer for the pilot .,PD,SAVE,THE,for,"['The', ' captain', ' saved', ' the', ' beer', ' for', ' the', ' pilot', '.']","[-3.1868587, -10.051033, -9.132009, -1.2267008, -8.969913, -2.438467, -1.5669367, -6.5899677, -1.722769]",-44.88465881347656
the captain saved the pilot the beer .,DO,SAVE,THE,for,"['The', ' captain', ' saved', ' the', ' pilot', ' the', ' beer', '.']","[-3.186464, -10.050308, -9.133278, -1.2254776, -7.084847, -5.212232, -9.855299, -2.3973238]",-48.145225524902344
the leader saved the motor for the company .,PD,SAVE,THE,for,"['The', ' leader', ' saved', ' the', ' motor', ' for', ' the', ' company', '.']","[-3.186464, -8.786636, -13.35224, -1.4966242, -8.897668, -4.7424226, -0.8421406, -8.922421, -2.2625585]",-52.489173889160156
the leader saved the company the motor .,DO,SAVE,THE,for,"['The', ' leader', ' saved', ' the', ' company', ' the', ' motor', '.']","[-3.1868587, -8.785408, -13.35322, -1.4952031, -3.8530035, -5.530067, -10.451586, -4.367187]",-51.02253723144531
the prince saved the coffee for the father .,PD,SAVE,THE,for,"['The', ' prince', ' saved', ' the', ' coffee', ' for', ' the', ' father', '.']","[-3.1868587, -10.868416, -8.931541, -1.0426843, -10.486345, -3.6982245, -1.588663, -7.256837, -2.1032538]",-49.162818908691406
the prince saved the father the coffee .,DO,SAVE,THE,for,"['The', ' prince', ' saved', ' the', ' father', ' the', ' coffee', '.']","[-3.1868587, -10.868416, -8.931541, -1.0426843, -9.203142, -5.2895727, -11.174047, -2.8263216]",-52.522586822509766
the king saved the pot for the daughter .,PD,SAVE,THE,for,"['The', ' king', ' saved', ' the', ' pot', ' for', ' the', ' daughter', '.']","[-3.1868587, -8.970955, -10.814947, -1.4567723, -9.630778, -3.3013303, -1.405969, -8.820751, -2.459181]",-50.047542572021484
the king saved the daughter the pot .,DO,SAVE,THE,for,"['The', ' king', ' saved', ' the', ' daughter', ' the', ' pot', '.']","[-3.1868587, -8.970955, -10.814947, -1.4567723, -6.060466, -6.677439, -10.123024, -3.148395]",-50.43885803222656
the professor saved the juice for the business .,PD,SAVE,THE,for,"['The', ' professor', ' saved', ' the', ' juice', ' for', ' the', ' business', '.']","[-3.1868587, -10.818611, -9.185943, -1.4724563, -10.033102, -2.1514072, -1.4530154, -9.138983, -3.1763766]",-50.61675262451172
the professor saved the business the juice .,DO,SAVE,THE,for,"['The', ' professor', ' saved', ' the', ' business', ' the', ' juice', '.']","[-3.1868587, -10.818611, -9.185943, -1.4724563, -7.386618, -5.8978395, -10.50667, -2.3994446]",-50.85443878173828
the captain saved the tea for the doctor .,PD,SAVE,THE,for,"['The', ' captain', ' saved', ' the', ' tea', ' for', ' the', ' doctor', '.']","[-3.1868587, -10.051033, -9.132009, -1.2267008, -9.883975, -3.1200657, -1.5725193, -6.88923, -1.7313297]",-46.79371643066406
the captain saved the doctor the tea .,DO,SAVE,THE,for,"['The', ' captain', ' saved', ' the', ' doctor', ' the', ' tea', '.']","[-3.1868587, -10.051033, -9.132009, -1.2267008, -9.458194, -5.3395615, -10.336925, -2.267764]",-50.999046325683594
a doctor saved a flower for a son .,PD,SAVE,A,for,"['A', ' doctor', ' saved', ' a', ' flower', ' for', ' a', ' son', '.']","[-4.116546, -8.024073, -8.993687, -1.0616915, -10.667141, -5.1026316, -2.1082335, -8.798241, -4.4171033]",-53.28934860229492
