text,structure,verb,det,prep
the minister sent the cheese to them .,PD,SEND,THE,to
the minister sent them the cheese .,DO,SEND,THE,to
the child sent the tea to you .,PD,SEND,THE,to
the child sent you the tea .,DO,SEND,THE,to
the son sent the candy to me .,PD,SEND,THE,to
the son sent me the candy .,DO,SEND,THE,to
the buddy sent the beer to us .,PD,SEND,THE,to
the buddy sent us the beer .,DO,SEND,THE,to
the student sent the key to it .,PD,SEND,THE,to
the student sent it the key .,DO,SEND,THE,to
the parent sent the tea to them .,PD,SEND,THE,to
the parent sent them the tea .,DO,SEND,THE,to
the brother sent the bottle to you .,PD,SEND,THE,to
the brother sent you the bottle .,DO,SEND,THE,to
the brother sent the bottle to us .,PD,SEND,THE,to
the brother sent us the bottle .,DO,SEND,THE,to
the hero sent the pot to him .,PD,SEND,THE,to
the hero sent him the pot .,DO,SEND,THE,to
the parent sent the card to me .,PD,SEND,THE,to
the parent sent me the card .,DO,SEND,THE,to
the child sent the beer to me .,PD,SEND,THE,to
the child sent me the beer .,DO,SEND,THE,to
the bishop sent the coffee to him .,PD,SEND,THE,to
the bishop sent him the coffee .,DO,SEND,THE,to
the wife sent the plate to it .,PD,SEND,THE,to
the wife sent it the plate .,DO,SEND,THE,to
a cousin sent a candy to us .,PD,SEND,A,to
a cousin sent us a candy .,DO,SEND,A,to
a cousin sent a tea to him .,PD,SEND,A,to
a cousin sent him a tea .,DO,SEND,A,to
a professor sent a tea to you .,PD,SEND,A,to
a professor sent you a tea .,DO,SEND,A,to
a partner sent a flower to you .,PD,SEND,A,to
a partner sent you a flower .,DO,SEND,A,to
an aunt sent a box to me .,PD,SEND,A,to
an aunt sent me a box .,DO,SEND,A,to
a child sent a chicken to me .,PD,SEND,A,to
a child sent me a chicken .,DO,SEND,A,to
a colonel sent a tea to us .,PD,SEND,A,to
a colonel sent us a tea .,DO,SEND,A,to
a daughter sent a candy to you .,PD,SEND,A,to
a daughter sent you a candy .,DO,SEND,A,to
a minister sent a wire to us .,PD,SEND,A,to
a minister sent us a wire .,DO,SEND,A,to
a scientist sent a salad to them .,PD,SEND,A,to
a scientist sent them a salad .,DO,SEND,A,to
a guy sent a coffee to me .,PD,SEND,A,to
a guy sent me a coffee .,DO,SEND,A,to
a minister sent a beer to them .,PD,SEND,A,to
a minister sent them a beer .,DO,SEND,A,to
an adult sent a coffee to you .,PD,SEND,A,to
an adult sent you a coffee .,DO,SEND,A,to
a mother sent a beer to you .,PD,SEND,A,to
a mother sent you a beer .,DO,SEND,A,to
a winner sent a button to us .,PD,SEND,A,to
a winner sent us a button .,DO,SEND,A,to
a lawyer sent a coffee to them .,PD,SEND,A,to
a lawyer sent them a coffee .,DO,SEND,A,to
a husband sent a chicken to it .,PD,SEND,A,to
a husband sent it a chicken .,DO,SEND,A,to
a secretary sent a guitar to them .,PD,SEND,A,to
a secretary sent them a guitar .,DO,SEND,A,to
a manager sent a tea to them .,PD,SEND,A,to
a manager sent them a tea .,DO,SEND,A,to
a pilot sent a candy to him .,PD,SEND,A,to
a pilot sent him a candy .,DO,SEND,A,to
a husband sent a chicken to you .,PD,SEND,A,to
a husband sent you a chicken .,DO,SEND,A,to
the reader showed the chocolate to us .,PD,SHOW,THE,to
the reader showed us the chocolate .,DO,SHOW,THE,to
the reader showed the coffee to you .,PD,SHOW,THE,to
the reader showed you the coffee .,DO,SHOW,THE,to
the singer showed the iron to us .,PD,SHOW,THE,to
the singer showed us the iron .,DO,SHOW,THE,to
the president showed the guitar to me .,PD,SHOW,THE,to
the president showed me the guitar .,DO,SHOW,THE,to
the woman showed the computer to them .,PD,SHOW,THE,to
the woman showed them the computer .,DO,SHOW,THE,to
the cop showed the knife to us .,PD,SHOW,THE,to
the cop showed us the knife .,DO,SHOW,THE,to
the winner showed the salad to me .,PD,SHOW,THE,to
the winner showed me the salad .,DO,SHOW,THE,to
the lady showed the box to me .,PD,SHOW,THE,to
the lady showed me the box .,DO,SHOW,THE,to
the secretary showed the meal to you .,PD,SHOW,THE,to
the secretary showed you the meal .,DO,SHOW,THE,to
the secretary showed the juice to you .,PD,SHOW,THE,to
the secretary showed you the juice .,DO,SHOW,THE,to
the professor showed the tea to her .,PD,SHOW,THE,to
the professor showed her the tea .,DO,SHOW,THE,to
the hero showed the pie to us .,PD,SHOW,THE,to
the hero showed us the pie .,DO,SHOW,THE,to
the priest showed the television to him .,PD,SHOW,THE,to
the priest showed him the television .,DO,SHOW,THE,to
the physician showed the camera to us .,PD,SHOW,THE,to
the physician showed us the camera .,DO,SHOW,THE,to
the physician showed the juice to you .,PD,SHOW,THE,to
the physician showed you the juice .,DO,SHOW,THE,to
the colonel showed the juice to him .,PD,SHOW,THE,to
the colonel showed him the juice .,DO,SHOW,THE,to
the colonel showed the beer to you .,PD,SHOW,THE,to
the colonel showed you the beer .,DO,SHOW,THE,to
the girl showed the chocolate to us .,PD,SHOW,THE,to
the girl showed us the chocolate .,DO,SHOW,THE,to
the father showed the chocolate to him .,PD,SHOW,THE,to
the father showed him the chocolate .,DO,SHOW,THE,to
the pilot showed the cup to him .,PD,SHOW,THE,to
the pilot showed him the cup .,DO,SHOW,THE,to
the author showed the tea to you .,PD,SHOW,THE,to
the author showed you the tea .,DO,SHOW,THE,to
the son showed the cheese to them .,PD,SHOW,THE,to
the son showed them the cheese .,DO,SHOW,THE,to
the nurse showed the juice to you .,PD,SHOW,THE,to
the nurse showed you the juice .,DO,SHOW,THE,to
the colonel showed the candy to us .,PD,SHOW,THE,to
the colonel showed us the candy .,DO,SHOW,THE,to
the physician showed the tea to us .,PD,SHOW,THE,to
the physician showed us the tea .,DO,SHOW,THE,to
a buddy showed a log to me .,PD,SHOW,A,to
a buddy showed me a log .,DO,SHOW,A,to
a winner showed a salad to them .,PD,SHOW,A,to
a winner showed them a salad .,DO,SHOW,A,to
a reader showed a knife to you .,PD,SHOW,A,to
a reader showed you a knife .,DO,SHOW,A,to
a man showed a chocolate to you .,PD,SHOW,A,to
a man showed you a chocolate .,DO,SHOW,A,to
a soldier showed a chicken to them .,PD,SHOW,A,to
a soldier showed them a chicken .,DO,SHOW,A,to
a kid showed a cigarette to her .,PD,SHOW,A,to
a kid showed her a cigarette .,DO,SHOW,A,to
a daughter showed a telephone to him .,PD,SHOW,A,to
a daughter showed him a telephone .,DO,SHOW,A,to
a lawyer showed a newspaper to us .,PD,SHOW,A,to
a lawyer showed us a newspaper .,DO,SHOW,A,to
a teacher showed a tea to me .,PD,SHOW,A,to
a teacher showed me a tea .,DO,SHOW,A,to
a sheriff showed a coffee to you .,PD,SHOW,A,to
a sheriff showed you a coffee .,DO,SHOW,A,to
a priest showed a tea to them .,PD,SHOW,A,to
a priest showed them a tea .,DO,SHOW,A,to
a manager showed a juice to you .,PD,SHOW,A,to
a manager showed you a juice .,DO,SHOW,A,to
a parent showed a pie to us .,PD,SHOW,A,to
a parent showed us a pie .,DO,SHOW,A,to
a lady showed a newspaper to you .,PD,SHOW,A,to
a lady showed you a newspaper .,DO,SHOW,A,to
a winner showed a cheese to you .,PD,SHOW,A,to
a winner showed you a cheese .,DO,SHOW,A,to
a soldier showed a log to you .,PD,SHOW,A,to
a soldier showed you a log .,DO,SHOW,A,to
a nurse showed a meal to them .,PD,SHOW,A,to
a nurse showed them a meal .,DO,SHOW,A,to
a king showed an anchor to you .,PD,SHOW,A,to
a king showed you an anchor .,DO,SHOW,A,to
a guy showed a jacket to you .,PD,SHOW,A,to
a guy showed you a jacket .,DO,SHOW,A,to
an employee showed a salad to us .,PD,SHOW,A,to
an employee showed us a salad .,DO,SHOW,A,to
a buddy showed a cheese to you .,PD,SHOW,A,to
a buddy showed you a cheese .,DO,SHOW,A,to
a champion showed a cigarette to me .,PD,SHOW,A,to
a champion showed me a cigarette .,DO,SHOW,A,to
an employer showed a beer to you .,PD,SHOW,A,to
an employer showed you a beer .,DO,SHOW,A,to
a kid showed a tea to it .,PD,SHOW,A,to
a kid showed it a tea .,DO,SHOW,A,to
the cop supplied the beer to us .,PD,SUPPLY,THE,to
the cop supplied us the beer .,DO,SUPPLY,THE,to
the colonel supplied the beer to you .,PD,SUPPLY,THE,to
the colonel supplied you the beer .,DO,SUPPLY,THE,to
the winner supplied the tea to him .,PD,SUPPLY,THE,to
the winner supplied him the tea .,DO,SUPPLY,THE,to
the sheriff supplied the coat to us .,PD,SUPPLY,THE,to
the sheriff supplied us the coat .,DO,SUPPLY,THE,to
the wife supplied the candy to us .,PD,SUPPLY,THE,to
the wife supplied us the candy .,DO,SUPPLY,THE,to
the hero supplied the newspaper to her .,PD,SUPPLY,THE,to
the hero supplied her the newspaper .,DO,SUPPLY,THE,to
the colonel supplied the tea to him .,PD,SUPPLY,THE,to
the colonel supplied him the tea .,DO,SUPPLY,THE,to
the friend supplied the juice to you .,PD,SUPPLY,THE,to
the friend supplied you the juice .,DO,SUPPLY,THE,to
the girl supplied the juice to it .,PD,SUPPLY,THE,to
the girl supplied it the juice .,DO,SUPPLY,THE,to
the parent supplied the coffee to you .,PD,SUPPLY,THE,to
the parent supplied you the coffee .,DO,SUPPLY,THE,to
the cousin supplied the instrument to you .,PD,SUPPLY,THE,to
the cousin supplied you the instrument .,DO,SUPPLY,THE,to
the student supplied the camera to her .,PD,SUPPLY,THE,to
the student supplied her the camera .,DO,SUPPLY,THE,to
the friend supplied the chicken to you .,PD,SUPPLY,THE,to
the friend supplied you the chicken .,DO,SUPPLY,THE,to
the princess supplied the beer to them .,PD,SUPPLY,THE,to
the princess supplied them the beer .,DO,SUPPLY,THE,to
the prince supplied the candy to him .,PD,SUPPLY,THE,to
the prince supplied him the candy .,DO,SUPPLY,THE,to
the partner supplied the bell to me .,PD,SUPPLY,THE,to
the partner supplied me the bell .,DO,SUPPLY,THE,to
the mother supplied the tea to her .,PD,SUPPLY,THE,to
the mother supplied her the tea .,DO,SUPPLY,THE,to
the husband supplied the glass to him .,PD,SUPPLY,THE,to
the husband supplied him the glass .,DO,SUPPLY,THE,to
the actress supplied the cup to him .,PD,SUPPLY,THE,to
the actress supplied him the cup .,DO,SUPPLY,THE,to
the guy supplied the chocolate to me .,PD,SUPPLY,THE,to
the guy supplied me the chocolate .,DO,SUPPLY,THE,to
the professor supplied the beer to you .,PD,SUPPLY,THE,to
the professor supplied you the beer .,DO,SUPPLY,THE,to
the reader supplied the beer to him .,PD,SUPPLY,THE,to
the reader supplied him the beer .,DO,SUPPLY,THE,to
the scientist supplied the chicken to it .,PD,SUPPLY,THE,to
the scientist supplied it the chicken .,DO,SUPPLY,THE,to
a woman supplied a salad to us .,PD,SUPPLY,A,to
a woman supplied us a salad .,DO,SUPPLY,A,to
a nurse supplied a coffee to him .,PD,SUPPLY,A,to
a nurse supplied him a coffee .,DO,SUPPLY,A,to
a chief supplied a tea to you .,PD,SUPPLY,A,to
a chief supplied you a tea .,DO,SUPPLY,A,to
a nurse supplied a pie to it .,PD,SUPPLY,A,to
a nurse supplied it a pie .,DO,SUPPLY,A,to
a mother supplied a coffee to you .,PD,SUPPLY,A,to
a mother supplied you a coffee .,DO,SUPPLY,A,to
a hero supplied a tea to you .,PD,SUPPLY,A,to
a hero supplied you a tea .,DO,SUPPLY,A,to
a partner supplied a coffee to us .,PD,SUPPLY,A,to
a partner supplied us a coffee .,DO,SUPPLY,A,to
an author supplied a log to it .,PD,SUPPLY,A,to
an author supplied it a log .,DO,SUPPLY,A,to
a daughter supplied a guitar to you .,PD,SUPPLY,A,to
a daughter supplied you a guitar .,DO,SUPPLY,A,to
a girl supplied a meal to you .,PD,SUPPLY,A,to
a girl supplied you a meal .,DO,SUPPLY,A,to
a woman supplied a juice to us .,PD,SUPPLY,A,to
a woman supplied us a juice .,DO,SUPPLY,A,to
a daughter supplied a pie to us .,PD,SUPPLY,A,to
a daughter supplied us a pie .,DO,SUPPLY,A,to
a pilot supplied a motor to it .,PD,SUPPLY,A,to
a pilot supplied it a motor .,DO,SUPPLY,A,to
a pilot supplied a motor to me .,PD,SUPPLY,A,to
a pilot supplied me a motor .,DO,SUPPLY,A,to
a daughter supplied a guitar to him .,PD,SUPPLY,A,to
a daughter supplied him a guitar .,DO,SUPPLY,A,to
a husband supplied a chicken to you .,PD,SUPPLY,A,to
a husband supplied you a chicken .,DO,SUPPLY,A,to
a princess supplied a flower to us .,PD,SUPPLY,A,to
a princess supplied us a flower .,DO,SUPPLY,A,to
a manager supplied a ball to us .,PD,SUPPLY,A,to
a manager supplied us a ball .,DO,SUPPLY,A,to
a father supplied a coffee to you .,PD,SUPPLY,A,to
a father supplied you a coffee .,DO,SUPPLY,A,to
a priest supplied a coffee to him .,PD,SUPPLY,A,to
a priest supplied him a coffee .,DO,SUPPLY,A,to
a nurse supplied an instrument to you .,PD,SUPPLY,A,to
a nurse supplied you an instrument .,DO,SUPPLY,A,to
an opponent supplied a salad to you .,PD,SUPPLY,A,to
an opponent supplied you a salad .,DO,SUPPLY,A,to
a pilot supplied a motor to him .,PD,SUPPLY,A,to
a pilot supplied him a motor .,DO,SUPPLY,A,to
the author designed the instrument for me .,PD,DESIGN,THE,for
the author designed me the instrument .,DO,DESIGN,THE,for
the administration designed the hat for her .,PD,DESIGN,THE,for
the administration designed her the hat .,DO,DESIGN,THE,for
the woman designed the button for us .,PD,DESIGN,THE,for
the woman designed us the button .,DO,DESIGN,THE,for
the club designed the wire for him .,PD,DESIGN,THE,for
the club designed him the wire .,DO,DESIGN,THE,for
the club designed the engine for you .,PD,DESIGN,THE,for
the club designed you the engine .,DO,DESIGN,THE,for
the actress designed the flower for them .,PD,DESIGN,THE,for
the actress designed them the flower .,DO,DESIGN,THE,for
the business designed the television for you .,PD,DESIGN,THE,for
the business designed you the television .,DO,DESIGN,THE,for
the club designed the computer for it .,PD,DESIGN,THE,for
the club designed it the computer .,DO,DESIGN,THE,for
the corporation designed the plate for it .,PD,DESIGN,THE,for
the corporation designed it the plate .,DO,DESIGN,THE,for
the doctor designed the hat for us .,PD,DESIGN,THE,for
the doctor designed us the hat .,DO,DESIGN,THE,for
the man designed the camera for him .,PD,DESIGN,THE,for
the man designed him the camera .,DO,DESIGN,THE,for
the business designed the newspaper for me .,PD,DESIGN,THE,for
the business designed me the newspaper .,DO,DESIGN,THE,for
the singer designed the coat for you .,PD,DESIGN,THE,for
the singer designed you the coat .,DO,DESIGN,THE,for
the wife designed the gun for us .,PD,DESIGN,THE,for
the wife designed us the gun .,DO,DESIGN,THE,for
the company designed the ball for her .,PD,DESIGN,THE,for
the company designed her the ball .,DO,DESIGN,THE,for
the parent designed the instrument for it .,PD,DESIGN,THE,for
the parent designed it the instrument .,DO,DESIGN,THE,for
the company designed the iron for me .,PD,DESIGN,THE,for
the company designed me the iron .,DO,DESIGN,THE,for
the company designed the card for us .,PD,DESIGN,THE,for
the company designed us the card .,DO,DESIGN,THE,for
the partner designed the jacket for it .,PD,DESIGN,THE,for
the partner designed it the jacket .,DO,DESIGN,THE,for
a child designed an engine for us .,PD,DESIGN,A,for
a child designed us an engine .,DO,DESIGN,A,for
a husband designed a book for him .,PD,DESIGN,A,for
a husband designed him a book .,DO,DESIGN,A,for
a reader designed a button for me .,PD,DESIGN,A,for
a reader designed me a button .,DO,DESIGN,A,for
a hero designed a flower for you .,PD,DESIGN,A,for
a hero designed you a flower .,DO,DESIGN,A,for
a leader designed a log for them .,PD,DESIGN,A,for
a leader designed them a log .,DO,DESIGN,A,for
a cousin designed a guitar for him .,PD,DESIGN,A,for
a cousin designed him a guitar .,DO,DESIGN,A,for
a company designed a camera for him .,PD,DESIGN,A,for
a company designed him a camera .,DO,DESIGN,A,for
an opponent designed a bell for them .,PD,DESIGN,A,for
an opponent designed them a bell .,DO,DESIGN,A,for
a company designed a flower for us .,PD,DESIGN,A,for
a company designed us a flower .,DO,DESIGN,A,for
a band designed a knife for them .,PD,DESIGN,A,for
a band designed them a knife .,DO,DESIGN,A,for
a friend designed a cup for us .,PD,DESIGN,A,for
a friend designed us a cup .,DO,DESIGN,A,for
a champion designed a bowl for them .,PD,DESIGN,A,for
a champion designed them a bowl .,DO,DESIGN,A,for
a corporation designed a box for her .,PD,DESIGN,A,for
a corporation designed her a box .,DO,DESIGN,A,for
a winner designed a coat for him .,PD,DESIGN,A,for
a winner designed him a coat .,DO,DESIGN,A,for
a band designed a motor for me .,PD,DESIGN,A,for
a band designed me a motor .,DO,DESIGN,A,for
a teacher designed a wire for you .,PD,DESIGN,A,for
a teacher designed you a wire .,DO,DESIGN,A,for
a corporation designed a gun for him .,PD,DESIGN,A,for
a corporation designed him a gun .,DO,DESIGN,A,for
an uncle designed an instrument for us .,PD,DESIGN,A,for
an uncle designed us an instrument .,DO,DESIGN,A,for
a corporation designed a wire for it .,PD,DESIGN,A,for
a corporation designed it a wire .,DO,DESIGN,A,for
an administration designed a plate for them .,PD,DESIGN,A,for
an administration designed them a plate .,DO,DESIGN,A,for
a boy designed a key for them .,PD,DESIGN,A,for
a boy designed them a key .,DO,DESIGN,A,for
a corporation designed a machine for us .,PD,DESIGN,A,for
a corporation designed us a machine .,DO,DESIGN,A,for
a girl designed a ball for us .,PD,DESIGN,A,for
a girl designed us a ball .,DO,DESIGN,A,for
a club designed a bottle for him .,PD,DESIGN,A,for
a club designed him a bottle .,DO,DESIGN,A,for
the lawyer took the gun to us .,PD,TAKE,THE,to
the lawyer took us the gun .,DO,TAKE,THE,to
the sheriff took the hat to you .,PD,TAKE,THE,to
the sheriff took you the hat .,DO,TAKE,THE,to
the man took the coat to us .,PD,TAKE,THE,to
the man took us the coat .,DO,TAKE,THE,to
the minister took the machine to you .,PD,TAKE,THE,to
the minister took you the machine .,DO,TAKE,THE,to
the president took the plate to them .,PD,TAKE,THE,to
the president took them the plate .,DO,TAKE,THE,to
the husband took the book to it .,PD,TAKE,THE,to
the husband took it the book .,DO,TAKE,THE,to
the cop took the machine to it .,PD,TAKE,THE,to
the cop took it the machine .,DO,TAKE,THE,to
the adult took the bell to them .,PD,TAKE,THE,to
the adult took them the bell .,DO,TAKE,THE,to
the sheriff took the crystal to us .,PD,TAKE,THE,to
the sheriff took us the crystal .,DO,TAKE,THE,to
the president took the telephone to you .,PD,TAKE,THE,to
the president took you the telephone .,DO,TAKE,THE,to
the daughter took the hat to her .,PD,TAKE,THE,to
the daughter took her the hat .,DO,TAKE,THE,to
the worker took the television to her .,PD,TAKE,THE,to
the worker took her the television .,DO,TAKE,THE,to
the priest took the cup to you .,PD,TAKE,THE,to
the priest took you the cup .,DO,TAKE,THE,to
the doctor took the book to him .,PD,TAKE,THE,to
the doctor took him the book .,DO,TAKE,THE,to
the pilot took the engine to him .,PD,TAKE,THE,to
the pilot took him the engine .,DO,TAKE,THE,to
the manager took the button to it .,PD,TAKE,THE,to
the manager took it the button .,DO,TAKE,THE,to
the physician took the motor to you .,PD,TAKE,THE,to
the physician took you the motor .,DO,TAKE,THE,to
the candidate took the camera to me .,PD,TAKE,THE,to
the candidate took me the camera .,DO,TAKE,THE,to
the princess took the bottle to him .,PD,TAKE,THE,to
the princess took him the bottle .,DO,TAKE,THE,to
the partner took the ball to him .,PD,TAKE,THE,to
the partner took him the ball .,DO,TAKE,THE,to
the actor took the wire to him .,PD,TAKE,THE,to
the actor took him the wire .,DO,TAKE,THE,to
the daughter took the hat to us .,PD,TAKE,THE,to
the daughter took us the hat .,DO,TAKE,THE,to
the hero took the glass to me .,PD,TAKE,THE,to
the hero took me the glass .,DO,TAKE,THE,to
a hero took an instrument to us .,PD,TAKE,A,to
a hero took us an instrument .,DO,TAKE,A,to
a father took a plate to them .,PD,TAKE,A,to
a father took them a plate .,DO,TAKE,A,to
a princess took a wire to us .,PD,TAKE,A,to
a princess took us a wire .,DO,TAKE,A,to
a son took a bowl to it .,PD,TAKE,A,to
a son took it a bowl .,DO,TAKE,A,to
a colonel took a knife to you .,PD,TAKE,A,to
a colonel took you a knife .,DO,TAKE,A,to
a colonel took a newspaper to me .,PD,TAKE,A,to
a colonel took me a newspaper .,DO,TAKE,A,to
a parent took a guitar to me .,PD,TAKE,A,to
a parent took me a guitar .,DO,TAKE,A,to
a bishop took an iron to her .,PD,TAKE,A,to
a bishop took her an iron .,DO,TAKE,A,to
a bishop took an iron to you .,PD,TAKE,A,to
a bishop took you an iron .,DO,TAKE,A,to
a brother took a motor to me .,PD,TAKE,A,to
a brother took me a motor .,DO,TAKE,A,to
a lady took a cigarette to me .,PD,TAKE,A,to
a lady took me a cigarette .,DO,TAKE,A,to
a chief took an engine to him .,PD,TAKE,A,to
a chief took him an engine .,DO,TAKE,A,to
a cousin took an engine to them .,PD,TAKE,A,to
a cousin took them an engine .,DO,TAKE,A,to
a reader took a wire to you .,PD,TAKE,A,to
a reader took you a wire .,DO,TAKE,A,to
a nurse took a log to you .,PD,TAKE,A,to
a nurse took you a log .,DO,TAKE,A,to
a wife took a bell to me .,PD,TAKE,A,to
a wife took me a bell .,DO,TAKE,A,to
an adult took a plate to you .,PD,TAKE,A,to
an adult took you a plate .,DO,TAKE,A,to
a lawyer took an iron to him .,PD,TAKE,A,to
a lawyer took him an iron .,DO,TAKE,A,to
a parent took a book to us .,PD,TAKE,A,to
a parent took us a book .,DO,TAKE,A,to
a teacher took a box to them .,PD,TAKE,A,to
a teacher took them a box .,DO,TAKE,A,to
an opponent took a bag to him .,PD,TAKE,A,to
an opponent took him a bag .,DO,TAKE,A,to
a guest took a bottle to me .,PD,TAKE,A,to
a guest took me a bottle .,DO,TAKE,A,to
an aunt took an anchor to him .,PD,TAKE,A,to
an aunt took him an anchor .,DO,TAKE,A,to
the worker fed the cheese to us .,PD,FEED,THE,to
the worker fed us the cheese .,DO,FEED,THE,to
the daughter fed the chicken to me .,PD,FEED,THE,to
the daughter fed me the chicken .,DO,FEED,THE,to
the captain fed the chocolate to him .,PD,FEED,THE,to
the captain fed him the chocolate .,DO,FEED,THE,to
the president fed the chicken to them .,PD,FEED,THE,to
the president fed them the chicken .,DO,FEED,THE,to
the winner fed the pie to you .,PD,FEED,THE,to
the winner fed you the pie .,DO,FEED,THE,to
the partner fed the candy to you .,PD,FEED,THE,to
the partner fed you the candy .,DO,FEED,THE,to
the aunt fed the cheese to you .,PD,FEED,THE,to
the aunt fed you the cheese .,DO,FEED,THE,to
the aunt fed the chicken to him .,PD,FEED,THE,to
the aunt fed him the chicken .,DO,FEED,THE,to
the employer fed the candy to you .,PD,FEED,THE,to
the employer fed you the candy .,DO,FEED,THE,to
the colonel fed the meal to us .,PD,FEED,THE,to
the colonel fed us the meal .,DO,FEED,THE,to
the scientist fed the cheese to us .,PD,FEED,THE,to
the scientist fed us the cheese .,DO,FEED,THE,to
the guest fed the cheese to you .,PD,FEED,THE,to
the guest fed you the cheese .,DO,FEED,THE,to
the author fed the chocolate to us .,PD,FEED,THE,to
the author fed us the chocolate .,DO,FEED,THE,to
the colonel fed the salad to him .,PD,FEED,THE,to
the colonel fed him the salad .,DO,FEED,THE,to
the mayor fed the cheese to me .,PD,FEED,THE,to
the mayor fed me the cheese .,DO,FEED,THE,to
the girl fed the chicken to him .,PD,FEED,THE,to
the girl fed him the chicken .,DO,FEED,THE,to
the wife fed the salad to them .,PD,FEED,THE,to
the wife fed them the salad .,DO,FEED,THE,to
the attorney fed the chocolate to him .,PD,FEED,THE,to
the attorney fed him the chocolate .,DO,FEED,THE,to
the guy fed the cheese to me .,PD,FEED,THE,to
the guy fed me the cheese .,DO,FEED,THE,to
the candidate fed the cheese to them .,PD,FEED,THE,to
the candidate fed them the cheese .,DO,FEED,THE,to
the partner fed the candy to them .,PD,FEED,THE,to
the partner fed them the candy .,DO,FEED,THE,to
the soldier fed the chocolate to you .,PD,FEED,THE,to
the soldier fed you the chocolate .,DO,FEED,THE,to
the employee fed the cheese to him .,PD,FEED,THE,to
the employee fed him the cheese .,DO,FEED,THE,to
the author fed the salad to me .,PD,FEED,THE,to
the author fed me the salad .,DO,FEED,THE,to
a father fed a pie to you .,PD,FEED,A,to
a father fed you a pie .,DO,FEED,A,to
an author fed a chocolate to him .,PD,FEED,A,to
an author fed him a chocolate .,DO,FEED,A,to
a writer fed a chicken to you .,PD,FEED,A,to
a writer fed you a chicken .,DO,FEED,A,to
a champion fed a chicken to us .,PD,FEED,A,to
a champion fed us a chicken .,DO,FEED,A,to
a partner fed a cheese to you .,PD,FEED,A,to
a partner fed you a cheese .,DO,FEED,A,to
a leader fed a pie to us .,PD,FEED,A,to
a leader fed us a pie .,DO,FEED,A,to
a physician fed a meal to us .,PD,FEED,A,to
a physician fed us a meal .,DO,FEED,A,to
a cop fed a chicken to it .,PD,FEED,A,to
a cop fed it a chicken .,DO,FEED,A,to
a writer fed a chicken to me .,PD,FEED,A,to
a writer fed me a chicken .,DO,FEED,A,to
a princess fed a chocolate to them .,PD,FEED,A,to
a princess fed them a chocolate .,DO,FEED,A,to
a candidate fed a candy to me .,PD,FEED,A,to
a candidate fed me a candy .,DO,FEED,A,to
an employer fed a chocolate to me .,PD,FEED,A,to
an employer fed me a chocolate .,DO,FEED,A,to
a king fed a candy to you .,PD,FEED,A,to
a king fed you a candy .,DO,FEED,A,to
a man fed a salad to you .,PD,FEED,A,to
a man fed you a salad .,DO,FEED,A,to
a hero fed a cheese to it .,PD,FEED,A,to
a hero fed it a cheese .,DO,FEED,A,to
a doctor fed a candy to him .,PD,FEED,A,to
a doctor fed him a candy .,DO,FEED,A,to
a lawyer fed a cheese to us .,PD,FEED,A,to
a lawyer fed us a cheese .,DO,FEED,A,to
a wife fed a chocolate to me .,PD,FEED,A,to
a wife fed me a chocolate .,DO,FEED,A,to
a woman fed a chocolate to you .,PD,FEED,A,to
a woman fed you a chocolate .,DO,FEED,A,to
a sheriff fed a meal to her .,PD,FEED,A,to
a sheriff fed her a meal .,DO,FEED,A,to
the buddy bought the knife for me .,PD,BUY,THE,for
the buddy bought me the knife .,DO,BUY,THE,for
the scientist bought the coffee for it .,PD,BUY,THE,for
the scientist bought it the coffee .,DO,BUY,THE,for
the aunt bought the chicken for them .,PD,BUY,THE,for
the aunt bought them the chicken .,DO,BUY,THE,for
the prince bought the crystal for us .,PD,BUY,THE,for
the prince bought us the crystal .,DO,BUY,THE,for
the daughter bought the salad for us .,PD,BUY,THE,for
the daughter bought us the salad .,DO,BUY,THE,for
the author bought the jacket for me .,PD,BUY,THE,for
the author bought me the jacket .,DO,BUY,THE,for
the son bought the tea for you .,PD,BUY,THE,for
the son bought you the tea .,DO,BUY,THE,for
the attorney bought the salad for me .,PD,BUY,THE,for
the attorney bought me the salad .,DO,BUY,THE,for
the reader bought the telephone for you .,PD,BUY,THE,for
the reader bought you the telephone .,DO,BUY,THE,for
the reader bought the wire for her .,PD,BUY,THE,for
the reader bought her the wire .,DO,BUY,THE,for
the captain bought the glass for us .,PD,BUY,THE,for
the captain bought us the glass .,DO,BUY,THE,for
the teacher bought the chicken for her .,PD,BUY,THE,for
the teacher bought her the chicken .,DO,BUY,THE,for
the friend bought the camera for him .,PD,BUY,THE,for
the friend bought him the camera .,DO,BUY,THE,for
the partner bought the coat for us .,PD,BUY,THE,for
the partner bought us the coat .,DO,BUY,THE,for
the professor bought the tea for him .,PD,BUY,THE,for
the professor bought him the tea .,DO,BUY,THE,for
the scientist bought the chocolate for us .,PD,BUY,THE,for
the scientist bought us the chocolate .,DO,BUY,THE,for
the mayor bought the key for him .,PD,BUY,THE,for
the mayor bought him the key .,DO,BUY,THE,for
the writer bought the camera for her .,PD,BUY,THE,for
the writer bought her the camera .,DO,BUY,THE,for
the bishop bought the tea for him .,PD,BUY,THE,for
the bishop bought him the tea .,DO,BUY,THE,for
the partner bought the tea for me .,PD,BUY,THE,for
the partner bought me the tea .,DO,BUY,THE,for
the student bought the coffee for us .,PD,BUY,THE,for
the student bought us the coffee .,DO,BUY,THE,for
