text,structure,verb,det,prep
the guest caught the lawyer the log .,DO,CATCH,THE,for
the winner caught the computer for the daughter .,PD,CATCH,THE,for
the winner caught the daughter the computer .,DO,CATCH,THE,for
the son caught the hat for the priest .,PD,CATCH,THE,for
the son caught the priest the hat .,DO,CATCH,THE,for
the physician caught the ball for the captain .,PD,CATCH,THE,for
the physician caught the captain the ball .,DO,CATCH,THE,for
the wife caught the guitar for the aunt .,PD,CATCH,THE,for
the wife caught the aunt the guitar .,DO,CATCH,THE,for
the man caught the glass for the guest .,PD,CATCH,THE,for
the man caught the guest the glass .,DO,CATCH,THE,for
an actor caught a guitar for a mayor .,PD,CATCH,A,for
an actor caught a mayor a guitar .,DO,CATCH,A,for
a father caught a bottle for a bishop .,PD,CATCH,A,for
a father caught a bishop a bottle .,DO,CATCH,A,for
a parent caught a log for a brother .,PD,CATCH,A,for
a parent caught a brother a log .,DO,CATCH,A,for
an actress caught a cup for a lawyer .,PD,CATCH,A,for
an actress caught a lawyer a cup .,DO,CATCH,A,for
a singer caught a bowl for a parent .,PD,CATCH,A,for
a singer caught a parent a bowl .,DO,CATCH,A,for
a king caught an instrument for a guest .,PD,CATCH,A,for
a king caught a guest an instrument .,DO,CATCH,A,for
a prince caught a computer for an opponent .,PD,CATCH,A,for
a prince caught an opponent a computer .,DO,CATCH,A,for
a physician caught a newspaper for a husband .,PD,CATCH,A,for
a physician caught a husband a newspaper .,DO,CATCH,A,for
a husband caught a bowl for a candidate .,PD,CATCH,A,for
a husband caught a candidate a bowl .,DO,CATCH,A,for
a scientist caught a glass for a nurse .,PD,CATCH,A,for
a scientist caught a nurse a glass .,DO,CATCH,A,for
a father caught a button for a reader .,PD,CATCH,A,for
a father caught a reader a button .,DO,CATCH,A,for
the opponent delivered the candy for the brother .,PD,DELIVER,THE,for
the opponent delivered the brother the candy .,DO,DELIVER,THE,for
the attorney delivered the chicken for the physician .,PD,DELIVER,THE,for
the attorney delivered the physician the chicken .,DO,DELIVER,THE,for
the cop delivered the salad for the wife .,PD,DELIVER,THE,for
the cop delivered the wife the salad .,DO,DELIVER,THE,for
the professor delivered the pie for the doctor .,PD,DELIVER,THE,for
the professor delivered the doctor the pie .,DO,DELIVER,THE,for
the boy delivered the meal for the champion .,PD,DELIVER,THE,for
the boy delivered the champion the meal .,DO,DELIVER,THE,for
the professor delivered the cup for the priest .,PD,DELIVER,THE,for
the professor delivered the priest the cup .,DO,DELIVER,THE,for
the priest delivered the salad for the bishop .,PD,DELIVER,THE,for
the priest delivered the bishop the salad .,DO,DELIVER,THE,for
the adult delivered the coat for the reader .,PD,DELIVER,THE,for
the adult delivered the reader the coat .,DO,DELIVER,THE,for
the adult delivered the tea for the employee .,PD,DELIVER,THE,for
the adult delivered the employee the tea .,DO,DELIVER,THE,for
the buddy delivered the salad for the mayor .,PD,DELIVER,THE,for
the buddy delivered the mayor the salad .,DO,DELIVER,THE,for
the husband delivered the bag for the child .,PD,DELIVER,THE,for
the husband delivered the child the bag .,DO,DELIVER,THE,for
a doctor delivered a beer for a physician .,PD,DELIVER,A,for
a doctor delivered a physician a beer .,DO,DELIVER,A,for
a chief delivered a tea for a champion .,PD,DELIVER,A,for
a chief delivered a champion a tea .,DO,DELIVER,A,for
a guy delivered a salad for a hero .,PD,DELIVER,A,for
a guy delivered a hero a salad .,DO,DELIVER,A,for
an attorney delivered a coffee for a captain .,PD,DELIVER,A,for
an attorney delivered a captain a coffee .,DO,DELIVER,A,for
an aunt delivered a tea for a king .,PD,DELIVER,A,for
an aunt delivered a king a tea .,DO,DELIVER,A,for
a chief delivered a cheese for a guy .,PD,DELIVER,A,for
a chief delivered a guy a cheese .,DO,DELIVER,A,for
a buddy delivered a meal for a candidate .,PD,DELIVER,A,for
a buddy delivered a candidate a meal .,DO,DELIVER,A,for
a teacher delivered a beer for a singer .,PD,DELIVER,A,for
a teacher delivered a singer a beer .,DO,DELIVER,A,for
a pilot delivered a knife for a cousin .,PD,DELIVER,A,for
a pilot delivered a cousin a knife .,DO,DELIVER,A,for
a student delivered a coat for an actress .,PD,DELIVER,A,for
a student delivered an actress a coat .,DO,DELIVER,A,for
the brother threw the beer to the attorney .,PD,THROW,THE,to
the brother threw the attorney the beer .,DO,THROW,THE,to
the singer threw the cheese to the son .,PD,THROW,THE,to
the singer threw the son the cheese .,DO,THROW,THE,to
the worker threw the camera to the guest .,PD,THROW,THE,to
the worker threw the guest the camera .,DO,THROW,THE,to
the singer threw the chicken to the son .,PD,THROW,THE,to
the singer threw the son the chicken .,DO,THROW,THE,to
the captain threw the beer to the reader .,PD,THROW,THE,to
the captain threw the reader the beer .,DO,THROW,THE,to
the priest threw the candy to the writer .,PD,THROW,THE,to
the priest threw the writer the candy .,DO,THROW,THE,to
the sheriff threw the coffee to the cop .,PD,THROW,THE,to
the sheriff threw the cop the coffee .,DO,THROW,THE,to
the chief threw the anchor to the nurse .,PD,THROW,THE,to
the chief threw the nurse the anchor .,DO,THROW,THE,to
the singer threw the coffee to the worker .,PD,THROW,THE,to
the singer threw the worker the coffee .,DO,THROW,THE,to
the teacher threw the chocolate to the colonel .,PD,THROW,THE,to
the teacher threw the colonel the chocolate .,DO,THROW,THE,to
the doctor threw the beer to the son .,PD,THROW,THE,to
the doctor threw the son the beer .,DO,THROW,THE,to
the sheriff threw the candy to the author .,PD,THROW,THE,to
the sheriff threw the author the candy .,DO,THROW,THE,to
the teacher threw the salad to the king .,PD,THROW,THE,to
the teacher threw the king the salad .,DO,THROW,THE,to
the aunt threw the coffee to the teacher .,PD,THROW,THE,to
the aunt threw the teacher the coffee .,DO,THROW,THE,to
a wife threw a salad to a brother .,PD,THROW,A,to
a wife threw a brother a salad .,DO,THROW,A,to
a candidate threw a book to a mother .,PD,THROW,A,to
a candidate threw a mother a book .,DO,THROW,A,to
a cousin threw a coffee to a leader .,PD,THROW,A,to
a cousin threw a leader a coffee .,DO,THROW,A,to
a champion threw a pie to a parent .,PD,THROW,A,to
a champion threw a parent a pie .,DO,THROW,A,to
a brother threw an instrument to a son .,PD,THROW,A,to
a brother threw a son an instrument .,DO,THROW,A,to
a president threw a beer to a parent .,PD,THROW,A,to
a president threw a parent a beer .,DO,THROW,A,to
a reader threw a salad to a son .,PD,THROW,A,to
a reader threw a son a salad .,DO,THROW,A,to
a winner threw a coffee to a brother .,PD,THROW,A,to
a winner threw a brother a coffee .,DO,THROW,A,to
a winner threw a knife to a cop .,PD,THROW,A,to
a winner threw a cop a knife .,DO,THROW,A,to
an aunt threw a beer to a child .,PD,THROW,A,to
an aunt threw a child a beer .,DO,THROW,A,to
a king threw a candy to a parent .,PD,THROW,A,to
a king threw a parent a candy .,DO,THROW,A,to
an actress threw a tea to a friend .,PD,THROW,A,to
an actress threw a friend a tea .,DO,THROW,A,to
a parent threw a log to an employer .,PD,THROW,A,to
a parent threw an employer a log .,DO,THROW,A,to
a partner threw a card to a hero .,PD,THROW,A,to
a partner threw a hero a card .,DO,THROW,A,to
a chief threw a juice to a colonel .,PD,THROW,A,to
a chief threw a colonel a juice .,DO,THROW,A,to
an actor threw a beer to a soldier .,PD,THROW,A,to
an actor threw a soldier a beer .,DO,THROW,A,to
an attorney threw a candy to a sheriff .,PD,THROW,A,to
an attorney threw a sheriff a candy .,DO,THROW,A,to
a singer threw a coffee to a buddy .,PD,THROW,A,to
a singer threw a buddy a coffee .,DO,THROW,A,to
a manager threw a meal to a captain .,PD,THROW,A,to
a manager threw a captain a meal .,DO,THROW,A,to
the buddy promised the coffee to the actress .,PD,PROMISE,THE,to
the buddy promised the actress the coffee .,DO,PROMISE,THE,to
the champion promised the tea to the worker .,PD,PROMISE,THE,to
the champion promised the worker the tea .,DO,PROMISE,THE,to
the woman promised the meal to the girl .,PD,PROMISE,THE,to
the woman promised the girl the meal .,DO,PROMISE,THE,to
the worker promised the television to the chief .,PD,PROMISE,THE,to
the worker promised the chief the television .,DO,PROMISE,THE,to
the soldier promised the salad to the guy .,PD,PROMISE,THE,to
the soldier promised the guy the salad .,DO,PROMISE,THE,to
the princess promised the engine to the employer .,PD,PROMISE,THE,to
the princess promised the employer the engine .,DO,PROMISE,THE,to
the girl promised the tea to the actor .,PD,PROMISE,THE,to
the girl promised the actor the tea .,DO,PROMISE,THE,to
the buddy promised the tea to the manager .,PD,PROMISE,THE,to
the buddy promised the manager the tea .,DO,PROMISE,THE,to
the manager promised the pie to the bishop .,PD,PROMISE,THE,to
the manager promised the bishop the pie .,DO,PROMISE,THE,to
the worker promised the juice to the candidate .,PD,PROMISE,THE,to
the worker promised the candidate the juice .,DO,PROMISE,THE,to
the writer promised the beer to the son .,PD,PROMISE,THE,to
the writer promised the son the beer .,DO,PROMISE,THE,to
the student promised the candy to the pilot .,PD,PROMISE,THE,to
the student promised the pilot the candy .,DO,PROMISE,THE,to
the friend promised the card to the student .,PD,PROMISE,THE,to
the friend promised the student the card .,DO,PROMISE,THE,to
the writer promised the salad to the aunt .,PD,PROMISE,THE,to
the writer promised the aunt the salad .,DO,PROMISE,THE,to
the bishop promised the machine to the singer .,PD,PROMISE,THE,to
the bishop promised the singer the machine .,DO,PROMISE,THE,to
the sheriff promised the tea to the student .,PD,PROMISE,THE,to
the sheriff promised the student the tea .,DO,PROMISE,THE,to
the colonel promised the beer to the champion .,PD,PROMISE,THE,to
the colonel promised the champion the beer .,DO,PROMISE,THE,to
a husband promised a beer to a son .,PD,PROMISE,A,to
a husband promised a son a beer .,DO,PROMISE,A,to
a physician promised a computer to a prince .,PD,PROMISE,A,to
a physician promised a prince a computer .,DO,PROMISE,A,to
a nurse promised a candy to an aunt .,PD,PROMISE,A,to
a nurse promised an aunt a candy .,DO,PROMISE,A,to
a chief promised a chicken to a parent .,PD,PROMISE,A,to
a chief promised a parent a chicken .,DO,PROMISE,A,to
an aunt promised a gun to a sheriff .,PD,PROMISE,A,to
an aunt promised a sheriff a gun .,DO,PROMISE,A,to
a scientist promised a machine to a mother .,PD,PROMISE,A,to
a scientist promised a mother a machine .,DO,PROMISE,A,to
a guest promised a hat to an actor .,PD,PROMISE,A,to
a guest promised an actor a hat .,DO,PROMISE,A,to
a cousin promised a beer to a soldier .,PD,PROMISE,A,to
a cousin promised a soldier a beer .,DO,PROMISE,A,to
a hero promised a salad to an adult .,PD,PROMISE,A,to
a hero promised an adult a salad .,DO,PROMISE,A,to
a hero promised a glass to a student .,PD,PROMISE,A,to
a hero promised a student a glass .,DO,PROMISE,A,to
a writer promised a pie to an aunt .,PD,PROMISE,A,to
a writer promised an aunt a pie .,DO,PROMISE,A,to
a woman promised a tea to a bishop .,PD,PROMISE,A,to
a woman promised a bishop a tea .,DO,PROMISE,A,to
a king promised a juice to a lawyer .,PD,PROMISE,A,to
a king promised a lawyer a juice .,DO,PROMISE,A,to
an opponent promised a pie to a student .,PD,PROMISE,A,to
an opponent promised a student a pie .,DO,PROMISE,A,to
a scientist promised a tea to a son .,PD,PROMISE,A,to
a scientist promised a son a tea .,DO,PROMISE,A,to
a mayor promised a beer to a pilot .,PD,PROMISE,A,to
a mayor promised a pilot a beer .,DO,PROMISE,A,to
a mayor promised a coffee to a mother .,PD,PROMISE,A,to
a mayor promised a mother a coffee .,DO,PROMISE,A,to
the reader brought the pie to the company .,PD,BRING,THE,to
the reader brought the company the pie .,DO,BRING,THE,to
the sheriff brought the bag to the opponent .,PD,BRING,THE,to
the sheriff brought the opponent the bag .,DO,BRING,THE,to
the lawyer brought the coffee to the kid .,PD,BRING,THE,to
the lawyer brought the kid the coffee .,DO,BRING,THE,to
the mother brought the cheese to the soldier .,PD,BRING,THE,to
the mother brought the soldier the cheese .,DO,BRING,THE,to
the author brought the salad to the hero .,PD,BRING,THE,to
the author brought the hero the salad .,DO,BRING,THE,to
the leader brought the jacket to the bishop .,PD,BRING,THE,to
the leader brought the bishop the jacket .,DO,BRING,THE,to
the employer brought the chocolate to the leader .,PD,BRING,THE,to
the employer brought the leader the chocolate .,DO,BRING,THE,to
the employee brought the wire to the colonel .,PD,BRING,THE,to
the employee brought the colonel the wire .,DO,BRING,THE,to
the colonel brought the salad to the corporation .,PD,BRING,THE,to
the colonel brought the corporation the salad .,DO,BRING,THE,to
the author brought the pie to the wife .,PD,BRING,THE,to
the author brought the wife the pie .,DO,BRING,THE,to
the king brought the beer to the minister .,PD,BRING,THE,to
the king brought the minister the beer .,DO,BRING,THE,to
the boy brought the salad to the adult .,PD,BRING,THE,to
the boy brought the adult the salad .,DO,BRING,THE,to
the manager brought the button to the candidate .,PD,BRING,THE,to
the manager brought the candidate the button .,DO,BRING,THE,to
the princess brought the television to the club .,PD,BRING,THE,to
the princess brought the club the television .,DO,BRING,THE,to
the actress brought the engine to the army .,PD,BRING,THE,to
the actress brought the army the engine .,DO,BRING,THE,to
the bishop brought the wire to the friend .,PD,BRING,THE,to
the bishop brought the friend the wire .,DO,BRING,THE,to
a friend brought a meal to a company .,PD,BRING,A,to
a friend brought a company a meal .,DO,BRING,A,to
a king brought a chocolate to a band .,PD,BRING,A,to
a king brought a band a chocolate .,DO,BRING,A,to
an aunt brought a cup to an administration .,PD,BRING,A,to
an aunt brought an administration a cup .,DO,BRING,A,to
a parent brought a key to a captain .,PD,BRING,A,to
a parent brought a captain a key .,DO,BRING,A,to
a father brought a salad to an army .,PD,BRING,A,to
a father brought an army a salad .,DO,BRING,A,to
a colonel brought a juice to an aunt .,PD,BRING,A,to
a colonel brought an aunt a juice .,DO,BRING,A,to
a guest brought a candy to an administration .,PD,BRING,A,to
a guest brought an administration a candy .,DO,BRING,A,to
a worker brought a juice to an army .,PD,BRING,A,to
a worker brought an army a juice .,DO,BRING,A,to
a girl brought a guitar to a band .,PD,BRING,A,to
a girl brought a band a guitar .,DO,BRING,A,to
a husband brought a key to a club .,PD,BRING,A,to
a husband brought a club a key .,DO,BRING,A,to
a husband brought a chocolate to a club .,PD,BRING,A,to
a husband brought a club a chocolate .,DO,BRING,A,to
an employer brought a juice to an administration .,PD,BRING,A,to
an employer brought an administration a juice .,DO,BRING,A,to
a boy brought a chicken to an administration .,PD,BRING,A,to
a boy brought an administration a chicken .,DO,BRING,A,to
the man drew the hat for the soldier .,PD,DRAW,THE,for
the man drew the soldier the hat .,DO,DRAW,THE,for
the captain drew the ball for the band .,PD,DRAW,THE,for
the captain drew the band the ball .,DO,DRAW,THE,for
the lady drew the button for the secretary .,PD,DRAW,THE,for
the lady drew the secretary the button .,DO,DRAW,THE,for
the cousin drew the glass for the administration .,PD,DRAW,THE,for
the cousin drew the administration the glass .,DO,DRAW,THE,for
the mother drew the bowl for the employer .,PD,DRAW,THE,for
the mother drew the employer the bowl .,DO,DRAW,THE,for
the worker drew the television for the administration .,PD,DRAW,THE,for
the worker drew the administration the television .,DO,DRAW,THE,for
the soldier drew the telephone for the business .,PD,DRAW,THE,for
the soldier drew the business the telephone .,DO,DRAW,THE,for
the candidate drew the bowl for the wife .,PD,DRAW,THE,for
the candidate drew the wife the bowl .,DO,DRAW,THE,for
the employee drew the wire for the sheriff .,PD,DRAW,THE,for
the employee drew the sheriff the wire .,DO,DRAW,THE,for
the pilot drew the bell for the lady .,PD,DRAW,THE,for
the pilot drew the lady the bell .,DO,DRAW,THE,for
the guy drew the crystal for the prince .,PD,DRAW,THE,for
the guy drew the prince the crystal .,DO,DRAW,THE,for
a king drew a key for a corporation .,PD,DRAW,A,for
a king drew a corporation a key .,DO,DRAW,A,for
a cousin drew a box for an army .,PD,DRAW,A,for
a cousin drew an army a box .,DO,DRAW,A,for
an actress drew a machine for a sheriff .,PD,DRAW,A,for
an actress drew a sheriff a machine .,DO,DRAW,A,for
an author drew a jacket for an aunt .,PD,DRAW,A,for
an author drew an aunt a jacket .,DO,DRAW,A,for
a boy drew a machine for a minister .,PD,DRAW,A,for
a boy drew a minister a machine .,DO,DRAW,A,for
a candidate drew a ball for an administration .,PD,DRAW,A,for
a candidate drew an administration a ball .,DO,DRAW,A,for
an actor drew a wire for a corporation .,PD,DRAW,A,for
an actor drew a corporation a wire .,DO,DRAW,A,for
an adult drew a telephone for a guy .,PD,DRAW,A,for
an adult drew a guy a telephone .,DO,DRAW,A,for
a student drew a telephone for a club .,PD,DRAW,A,for
a student drew a club a telephone .,DO,DRAW,A,for
a colonel drew a key for an administration .,PD,DRAW,A,for
a colonel drew an administration a key .,DO,DRAW,A,for
a guest drew a crystal for a business .,PD,DRAW,A,for
a guest drew a business a crystal .,DO,DRAW,A,for
the boy found the cup for the bishop .,PD,FIND,THE,for
the boy found the bishop the cup .,DO,FIND,THE,for
the hero found the bell for the corporation .,PD,FIND,THE,for
the hero found the corporation the bell .,DO,FIND,THE,for
the champion found the pie for the company .,PD,FIND,THE,for
the champion found the company the pie .,DO,FIND,THE,for
the worker found the pie for the adult .,PD,FIND,THE,for
the worker found the adult the pie .,DO,FIND,THE,for
the son found the key for the army .,PD,FIND,THE,for
the son found the army the key .,DO,FIND,THE,for
the scientist found the motor for the club .,PD,FIND,THE,for
the scientist found the club the motor .,DO,FIND,THE,for
the cop found the machine for the reader .,PD,FIND,THE,for
the cop found the reader the machine .,DO,FIND,THE,for
the sheriff found the juice for the business .,PD,FIND,THE,for
the sheriff found the business the juice .,DO,FIND,THE,for
the woman found the wire for the club .,PD,FIND,THE,for
the woman found the club the wire .,DO,FIND,THE,for
the father found the salad for the corporation .,PD,FIND,THE,for
the father found the corporation the salad .,DO,FIND,THE,for
the champion found the beer for the band .,PD,FIND,THE,for
the champion found the band the beer .,DO,FIND,THE,for
the soldier found the chicken for the army .,PD,FIND,THE,for
the soldier found the army the chicken .,DO,FIND,THE,for
the priest found the computer for the club .,PD,FIND,THE,for
the priest found the club the computer .,DO,FIND,THE,for
the friend found the salad for the band .,PD,FIND,THE,for
the friend found the band the salad .,DO,FIND,THE,for
the nurse found the juice for the child .,PD,FIND,THE,for
the nurse found the child the juice .,DO,FIND,THE,for
the king found the cheese for the business .,PD,FIND,THE,for
the king found the business the cheese .,DO,FIND,THE,for
an actress found a bottle for a woman .,PD,FIND,A,for
an actress found a woman a bottle .,DO,FIND,A,for
a reader found a cigarette for an author .,PD,FIND,A,for
a reader found an author a cigarette .,DO,FIND,A,for
a lady found a coffee for a corporation .,PD,FIND,A,for
a lady found a corporation a coffee .,DO,FIND,A,for
a nurse found a log for an aunt .,PD,FIND,A,for
a nurse found an aunt a log .,DO,FIND,A,for
a partner found a key for a company .,PD,FIND,A,for
a partner found a company a key .,DO,FIND,A,for
an aunt found a chicken for a teacher .,PD,FIND,A,for
an aunt found a teacher a chicken .,DO,FIND,A,for
a king found a coffee for a hero .,PD,FIND,A,for
a king found a hero a coffee .,DO,FIND,A,for
a worker found a plate for an actress .,PD,FIND,A,for
a worker found an actress a plate .,DO,FIND,A,for
a professor found a bowl for a company .,PD,FIND,A,for
a professor found a company a bowl .,DO,FIND,A,for
a wife found a meal for a reader .,PD,FIND,A,for
a wife found a reader a meal .,DO,FIND,A,for
a partner found a guitar for a singer .,PD,FIND,A,for
a partner found a singer a guitar .,DO,FIND,A,for
a chief found a coffee for a club .,PD,FIND,A,for
a chief found a club a coffee .,DO,FIND,A,for
a guy found a cigarette for a club .,PD,FIND,A,for
a guy found a club a cigarette .,DO,FIND,A,for
a prince found a chocolate for a company .,PD,FIND,A,for
a prince found a company a chocolate .,DO,FIND,A,for
the scientist got the guitar for the girl .,PD,GET,THE,for
the scientist got the girl the guitar .,DO,GET,THE,for
the sheriff got the meal for the uncle .,PD,GET,THE,for
the sheriff got the uncle the meal .,DO,GET,THE,for
the captain got the beer for the champion .,PD,GET,THE,for
the captain got the champion the beer .,DO,GET,THE,for
the secretary got the tea for the physician .,PD,GET,THE,for
the secretary got the physician the tea .,DO,GET,THE,for
the man got the pie for the administration .,PD,GET,THE,for
the man got the administration the pie .,DO,GET,THE,for
the employer got the juice for the band .,PD,GET,THE,for
the employer got the band the juice .,DO,GET,THE,for
the pilot got the pie for the business .,PD,GET,THE,for
the pilot got the business the pie .,DO,GET,THE,for
a guy got a salad for an administration .,PD,GET,A,for
a guy got an administration a salad .,DO,GET,A,for
a leader got a motor for a prince .,PD,GET,A,for
a leader got a prince a motor .,DO,GET,A,for
a captain got a salad for a pilot .,PD,GET,A,for
a captain got a pilot a salad .,DO,GET,A,for
a president got a meal for a bishop .,PD,GET,A,for
a president got a bishop a meal .,DO,GET,A,for
a princess got a meal for a company .,PD,GET,A,for
a princess got a company a meal .,DO,GET,A,for
a singer got a bell for a leader .,PD,GET,A,for
a singer got a leader a bell .,DO,GET,A,for
a cousin got a book for a company .,PD,GET,A,for
a cousin got a company a book .,DO,GET,A,for
an opponent got a cheese for a business .,PD,GET,A,for
an opponent got a business a cheese .,DO,GET,A,for
a partner got a coffee for a lady .,PD,GET,A,for
a partner got a lady a coffee .,DO,GET,A,for
the hero gave the coffee to the minister .,PD,GIVE,THE,to
the hero gave the minister the coffee .,DO,GIVE,THE,to
the lady gave the meal to the captain .,PD,GIVE,THE,to
the lady gave the captain the meal .,DO,GIVE,THE,to
the minister gave the tea to the hero .,PD,GIVE,THE,to
the minister gave the hero the tea .,DO,GIVE,THE,to
the child gave the cheese to the friend .,PD,GIVE,THE,to
the child gave the friend the cheese .,DO,GIVE,THE,to
the leader gave the guitar to the chief .,PD,GIVE,THE,to
the leader gave the chief the guitar .,DO,GIVE,THE,to
the daughter gave the tea to the soldier .,PD,GIVE,THE,to
the daughter gave the soldier the tea .,DO,GIVE,THE,to
the secretary gave the candy to the worker .,PD,GIVE,THE,to
the secretary gave the worker the candy .,DO,GIVE,THE,to
the priest gave the tea to the hero .,PD,GIVE,THE,to
the priest gave the hero the tea .,DO,GIVE,THE,to
the prince gave the television to the cop .,PD,GIVE,THE,to
the prince gave the cop the television .,DO,GIVE,THE,to
the student gave the button to the administration .,PD,GIVE,THE,to
the student gave the administration the button .,DO,GIVE,THE,to
the employer gave the bowl to the company .,PD,GIVE,THE,to
the employer gave the company the bowl .,DO,GIVE,THE,to
the writer gave the beer to the army .,PD,GIVE,THE,to
the writer gave the army the beer .,DO,GIVE,THE,to
the priest gave the telephone to the nurse .,PD,GIVE,THE,to
the priest gave the nurse the telephone .,DO,GIVE,THE,to
the guest gave the telephone to the champion .,PD,GIVE,THE,to
the guest gave the champion the telephone .,DO,GIVE,THE,to
an uncle gave a beer to an administration .,PD,GIVE,A,to
an uncle gave an administration a beer .,DO,GIVE,A,to
a doctor gave a coffee to a company .,PD,GIVE,A,to
a doctor gave a company a coffee .,DO,GIVE,A,to
a sheriff gave a crystal to a club .,PD,GIVE,A,to
a sheriff gave a club a crystal .,DO,GIVE,A,to
a kid gave a chocolate to a manager .,PD,GIVE,A,to
a kid gave a manager a chocolate .,DO,GIVE,A,to
an actor gave a chocolate to a kid .,PD,GIVE,A,to
an actor gave a kid a chocolate .,DO,GIVE,A,to
an attorney gave a flower to a business .,PD,GIVE,A,to
an attorney gave a business a flower .,DO,GIVE,A,to
a nurse gave a beer to a soldier .,PD,GIVE,A,to
a nurse gave a soldier a beer .,DO,GIVE,A,to
a chief gave a coffee to an army .,PD,GIVE,A,to
a chief gave an army a coffee .,DO,GIVE,A,to
a cousin gave a cheese to a nurse .,PD,GIVE,A,to
a cousin gave a nurse a cheese .,DO,GIVE,A,to
a girl gave a beer to a child .,PD,GIVE,A,to
a girl gave a child a beer .,DO,GIVE,A,to
a chief gave a button to a corporation .,PD,GIVE,A,to
a chief gave a corporation a button .,DO,GIVE,A,to
the boy kept the tea for the administration .,PD,KEEP,THE,for
the boy kept the administration the tea .,DO,KEEP,THE,for
the writer kept the instrument for the administration .,PD,KEEP,THE,for
the writer kept the administration the instrument .,DO,KEEP,THE,for
the author kept the cheese for the president .,PD,KEEP,THE,for
the author kept the president the cheese .,DO,KEEP,THE,for
the daughter kept the juice for the actress .,PD,KEEP,THE,for
the daughter kept the actress the juice .,DO,KEEP,THE,for
the attorney kept the salad for the business .,PD,KEEP,THE,for
the attorney kept the business the salad .,DO,KEEP,THE,for
the hero kept the gun for the employer .,PD,KEEP,THE,for
the hero kept the employer the gun .,DO,KEEP,THE,for
the prince kept the cheese for the manager .,PD,KEEP,THE,for
the prince kept the manager the cheese .,DO,KEEP,THE,for
the daughter kept the beer for the administration .,PD,KEEP,THE,for
the daughter kept the administration the beer .,DO,KEEP,THE,for
the physician kept the chicken for the pilot .,PD,KEEP,THE,for
the physician kept the pilot the chicken .,DO,KEEP,THE,for
the student kept the coffee for the company .,PD,KEEP,THE,for
the student kept the company the coffee .,DO,KEEP,THE,for
a mayor kept a beer for a soldier .,PD,KEEP,A,for
a mayor kept a soldier a beer .,DO,KEEP,A,for
a physician kept a pie for an administration .,PD,KEEP,A,for
a physician kept an administration a pie .,DO,KEEP,A,for
a boy kept a cup for an administration .,PD,KEEP,A,for
a boy kept an administration a cup .,DO,KEEP,A,for
a wife kept a tea for a club .,PD,KEEP,A,for
a wife kept a club a tea .,DO,KEEP,A,for
a guy kept a juice for a buddy .,PD,KEEP,A,for
a guy kept a buddy a juice .,DO,KEEP,A,for
an aunt kept a salad for a boy .,PD,KEEP,A,for
an aunt kept a boy a salad .,DO,KEEP,A,for
a winner kept a beer for a band .,PD,KEEP,A,for
a winner kept a band a beer .,DO,KEEP,A,for
a student kept a machine for a friend .,PD,KEEP,A,for
a student kept a friend a machine .,DO,KEEP,A,for
an employer kept an anchor for a priest .,PD,KEEP,A,for
an employer kept a priest an anchor .,DO,KEEP,A,for
a friend kept a chocolate for a mother .,PD,KEEP,A,for
a friend kept a mother a chocolate .,DO,KEEP,A,for
an adult kept a coffee for a club .,PD,KEEP,A,for
an adult kept a club a coffee .,DO,KEEP,A,for
the prince left the jacket for the company .,PD,LEAVE,THE,for
the prince left the company the jacket .,DO,LEAVE,THE,for
the winner left the pot for the colonel .,PD,LEAVE,THE,for
the winner left the colonel the pot .,DO,LEAVE,THE,for
the secretary left the instrument for the leader .,PD,LEAVE,THE,for
the secretary left the leader the instrument .,DO,LEAVE,THE,for
the champion left the key for the author .,PD,LEAVE,THE,for
the champion left the author the key .,DO,LEAVE,THE,for
the boy left the card for the army .,PD,LEAVE,THE,for
the boy left the army the card .,DO,LEAVE,THE,for
the adult left the salad for the band .,PD,LEAVE,THE,for
the adult left the band the salad .,DO,LEAVE,THE,for
the adult left the television for the club .,PD,LEAVE,THE,for
the adult left the club the television .,DO,LEAVE,THE,for
the woman left the log for the administration .,PD,LEAVE,THE,for
the woman left the administration the log .,DO,LEAVE,THE,for
the parent left the salad for the administration .,PD,LEAVE,THE,for
the parent left the administration the salad .,DO,LEAVE,THE,for
the doctor left the cheese for the business .,PD,LEAVE,THE,for
the doctor left the business the cheese .,DO,LEAVE,THE,for
the physician left the wire for the soldier .,PD,LEAVE,THE,for
the physician left the soldier the wire .,DO,LEAVE,THE,for
the reader left the cheese for the band .,PD,LEAVE,THE,for
the reader left the band the cheese .,DO,LEAVE,THE,for
the nurse left the knife for the secretary .,PD,LEAVE,THE,for
the nurse left the secretary the knife .,DO,LEAVE,THE,for
the cop left the candy for the business .,PD,LEAVE,THE,for
the cop left the business the candy .,DO,LEAVE,THE,for
the son left the salad for the friend .,PD,LEAVE,THE,for
the son left the friend the salad .,DO,LEAVE,THE,for
the author left the tea for the reader .,PD,LEAVE,THE,for
the author left the reader the tea .,DO,LEAVE,THE,for
the friend left the button for the company .,PD,LEAVE,THE,for
the friend left the company the button .,DO,LEAVE,THE,for
an employee left a tea for a kid .,PD,LEAVE,A,for
an employee left a kid a tea .,DO,LEAVE,A,for
a captain left a tea for a professor .,PD,LEAVE,A,for
a captain left a professor a tea .,DO,LEAVE,A,for
a woman left a log for an administration .,PD,LEAVE,A,for
a woman left an administration a log .,DO,LEAVE,A,for
a king left a bowl for a brother .,PD,LEAVE,A,for
