prime_sentence,target_sentence,prime_structure,target_structure,prime_verb,target_verb,prime_det,target_det,prime_prep,target_prep
a president delivered a button for them .,the professor sold you the tea .,PD,DO,DELIVER,SELL,A,THE,for,to
a president delivered them a button .,the professor sold the tea to you .,DO,PD,DELIVER,SELL,A,THE,for,to
a president delivered them a button .,the professor sold you the tea .,DO,DO,DELIVER,SELL,A,THE,for,to
a reader delivered a salad for it .,the author sold the cheese to us .,PD,PD,DELIVER,SELL,A,THE,for,to
a reader delivered a salad for it .,the author sold us the cheese .,PD,DO,DELIVER,SELL,A,THE,for,to
a reader delivered it a salad .,the author sold the cheese to us .,DO,PD,DELIVER,SELL,A,THE,for,to
a reader delivered it a salad .,the author sold us the cheese .,DO,DO,DELIVER,SELL,A,THE,for,to
a wife delivered a coffee for me .,the cousin sold the cheese to us .,PD,PD,DELIVER,SELL,A,THE,for,to
a wife delivered a coffee for me .,the cousin sold us the cheese .,PD,DO,DELIVER,SELL,A,THE,for,to
a wife delivered me a coffee .,the cousin sold the cheese to us .,DO,PD,DELIVER,SELL,A,THE,for,to
a wife delivered me a coffee .,the cousin sold us the cheese .,DO,DO,DELIVER,SELL,A,THE,for,to
a bishop delivered a flower for them .,the actor sold the beer to you .,PD,PD,DELIVER,SELL,A,THE,for,to
a bishop delivered a flower for them .,the actor sold you the beer .,PD,DO,DELIVER,SELL,A,THE,for,to
a bishop delivered them a flower .,the actor sold the beer to you .,DO,PD,DELIVER,SELL,A,THE,for,to
a bishop delivered them a flower .,the actor sold you the beer .,DO,DO,DELIVER,SELL,A,THE,for,to
a princess delivered a pie for him .,the opponent sold the salad to you .,PD,PD,DELIVER,SELL,A,THE,for,to
a princess delivered a pie for him .,the opponent sold you the salad .,PD,DO,DELIVER,SELL,A,THE,for,to
a princess delivered him a pie .,the opponent sold the salad to you .,DO,PD,DELIVER,SELL,A,THE,for,to
a princess delivered him a pie .,the opponent sold you the salad .,DO,DO,DELIVER,SELL,A,THE,for,to
a president delivered a salad for you .,the candidate sold the book to me .,PD,PD,DELIVER,SELL,A,THE,for,to
a president delivered a salad for you .,the candidate sold me the book .,PD,DO,DELIVER,SELL,A,THE,for,to
a president delivered you a salad .,the candidate sold the book to me .,DO,PD,DELIVER,SELL,A,THE,for,to
a president delivered you a salad .,the candidate sold me the book .,DO,DO,DELIVER,SELL,A,THE,for,to
a kid delivered a candy for them .,the partner sold the coffee to you .,PD,PD,DELIVER,SELL,A,THE,for,to
a kid delivered a candy for them .,the partner sold you the coffee .,PD,DO,DELIVER,SELL,A,THE,for,to
a kid delivered them a candy .,the partner sold the coffee to you .,DO,PD,DELIVER,SELL,A,THE,for,to
a kid delivered them a candy .,the partner sold you the coffee .,DO,DO,DELIVER,SELL,A,THE,for,to
a doctor delivered a jacket for him .,the lawyer sold the bottle to you .,PD,PD,DELIVER,SELL,A,THE,for,to
a doctor delivered a jacket for him .,the lawyer sold you the bottle .,PD,DO,DELIVER,SELL,A,THE,for,to
a doctor delivered him a jacket .,the lawyer sold the bottle to you .,DO,PD,DELIVER,SELL,A,THE,for,to
a doctor delivered him a jacket .,the lawyer sold you the bottle .,DO,DO,DELIVER,SELL,A,THE,for,to
an attorney delivered a cheese for us .,the actor sold the knife to me .,PD,PD,DELIVER,SELL,A,THE,for,to
an attorney delivered a cheese for us .,the actor sold me the knife .,PD,DO,DELIVER,SELL,A,THE,for,to
an attorney delivered us a cheese .,the actor sold the knife to me .,DO,PD,DELIVER,SELL,A,THE,for,to
an attorney delivered us a cheese .,the actor sold me the knife .,DO,DO,DELIVER,SELL,A,THE,for,to
an opponent delivered a knife for me .,the wife sold the anchor to him .,PD,PD,DELIVER,SELL,A,THE,for,to
an opponent delivered a knife for me .,the wife sold him the anchor .,PD,DO,DELIVER,SELL,A,THE,for,to
an opponent delivered me a knife .,the wife sold the anchor to him .,DO,PD,DELIVER,SELL,A,THE,for,to
an opponent delivered me a knife .,the wife sold him the anchor .,DO,DO,DELIVER,SELL,A,THE,for,to
a sheriff delivered a tea for me .,the mayor sold the pot to you .,PD,PD,DELIVER,SELL,A,THE,for,to
a sheriff delivered a tea for me .,the mayor sold you the pot .,PD,DO,DELIVER,SELL,A,THE,for,to
a sheriff delivered me a tea .,the mayor sold the pot to you .,DO,PD,DELIVER,SELL,A,THE,for,to
a sheriff delivered me a tea .,the mayor sold you the pot .,DO,DO,DELIVER,SELL,A,THE,for,to
a lady delivered an instrument for it .,the actress sold the salad to me .,PD,PD,DELIVER,SELL,A,THE,for,to
a lady delivered an instrument for it .,the actress sold me the salad .,PD,DO,DELIVER,SELL,A,THE,for,to
a lady delivered it an instrument .,the actress sold the salad to me .,DO,PD,DELIVER,SELL,A,THE,for,to
a lady delivered it an instrument .,the actress sold me the salad .,DO,DO,DELIVER,SELL,A,THE,for,to
a wife delivered a coffee for them .,the father sold the juice to you .,PD,PD,DELIVER,SELL,A,THE,for,to
a wife delivered a coffee for them .,the father sold you the juice .,PD,DO,DELIVER,SELL,A,THE,for,to
a wife delivered them a coffee .,the father sold the juice to you .,DO,PD,DELIVER,SELL,A,THE,for,to
a wife delivered them a coffee .,the father sold you the juice .,DO,DO,DELIVER,SELL,A,THE,for,to
a guest delivered a salad for it .,the colonel sold the flower to you .,PD,PD,DELIVER,SELL,A,THE,for,to
a guest delivered a salad for it .,the colonel sold you the flower .,PD,DO,DELIVER,SELL,A,THE,for,to
a guest delivered it a salad .,the colonel sold the flower to you .,DO,PD,DELIVER,SELL,A,THE,for,to
a guest delivered it a salad .,the colonel sold you the flower .,DO,DO,DELIVER,SELL,A,THE,for,to
an actor delivered a pie for me .,the student sold the salad to us .,PD,PD,DELIVER,SELL,A,THE,for,to
an actor delivered a pie for me .,the student sold us the salad .,PD,DO,DELIVER,SELL,A,THE,for,to
an actor delivered me a pie .,the student sold the salad to us .,DO,PD,DELIVER,SELL,A,THE,for,to
an actor delivered me a pie .,the student sold us the salad .,DO,DO,DELIVER,SELL,A,THE,for,to
an attorney delivered a beer for him .,the mother sold the computer to us .,PD,PD,DELIVER,SELL,A,THE,for,to
an attorney delivered a beer for him .,the mother sold us the computer .,PD,DO,DELIVER,SELL,A,THE,for,to
an attorney delivered him a beer .,the mother sold the computer to us .,DO,PD,DELIVER,SELL,A,THE,for,to
an attorney delivered him a beer .,the mother sold us the computer .,DO,DO,DELIVER,SELL,A,THE,for,to
a king delivered a salad for us .,the president sold the machine to him .,PD,PD,DELIVER,SELL,A,THE,for,to
a king delivered a salad for us .,the president sold him the machine .,PD,DO,DELIVER,SELL,A,THE,for,to
a king delivered us a salad .,the president sold the machine to him .,DO,PD,DELIVER,SELL,A,THE,for,to
a king delivered us a salad .,the president sold him the machine .,DO,DO,DELIVER,SELL,A,THE,for,to
a buddy delivered a meal for me .,the opponent sold the iron to you .,PD,PD,DELIVER,SELL,A,THE,for,to
a buddy delivered a meal for me .,the opponent sold you the iron .,PD,DO,DELIVER,SELL,A,THE,for,to
a buddy delivered me a meal .,the opponent sold the iron to you .,DO,PD,DELIVER,SELL,A,THE,for,to
a buddy delivered me a meal .,the opponent sold you the iron .,DO,DO,DELIVER,SELL,A,THE,for,to
an actor delivered a television for her .,the son sold the beer to them .,PD,PD,DELIVER,SELL,A,THE,for,to
an actor delivered a television for her .,the son sold them the beer .,PD,DO,DELIVER,SELL,A,THE,for,to
an actor delivered her a television .,the son sold the beer to them .,DO,PD,DELIVER,SELL,A,THE,for,to
an actor delivered her a television .,the son sold them the beer .,DO,DO,DELIVER,SELL,A,THE,for,to
a buddy delivered a beer for us .,the priest sold the wire to me .,PD,PD,DELIVER,SELL,A,THE,for,to
a buddy delivered a beer for us .,the priest sold me the wire .,PD,DO,DELIVER,SELL,A,THE,for,to
a buddy delivered us a beer .,the priest sold the wire to me .,DO,PD,DELIVER,SELL,A,THE,for,to
a buddy delivered us a beer .,the priest sold me the wire .,DO,DO,DELIVER,SELL,A,THE,for,to
a nurse delivered a beer for them .,the employee sold the coffee to her .,PD,PD,DELIVER,SELL,A,THE,for,to
a nurse delivered a beer for them .,the employee sold her the coffee .,PD,DO,DELIVER,SELL,A,THE,for,to
a nurse delivered them a beer .,the employee sold the coffee to her .,DO,PD,DELIVER,SELL,A,THE,for,to
a nurse delivered them a beer .,the employee sold her the coffee .,DO,DO,DELIVER,SELL,A,THE,for,to
a wife delivered a coffee for us .,the lawyer sold the ball to you .,PD,PD,DELIVER,SELL,A,THE,for,to
a wife delivered a coffee for us .,the lawyer sold you the ball .,PD,DO,DELIVER,SELL,A,THE,for,to
a wife delivered us a coffee .,the lawyer sold the ball to you .,DO,PD,DELIVER,SELL,A,THE,for,to
a wife delivered us a coffee .,the lawyer sold you the ball .,DO,DO,DELIVER,SELL,A,THE,for,to
the adult threw the beer to us .,a bishop sold a juice to them .,PD,PD,THROW,SELL,THE,A,to,to
the adult threw the beer to us .,a bishop sold them a juice .,PD,DO,THROW,SELL,THE,A,to,to
the adult threw us the beer .,a bishop sold a juice to them .,DO,PD,THROW,SELL,THE,A,to,to
the adult threw us the beer .,a bishop sold them a juice .,DO,DO,THROW,SELL,THE,A,to,to
the adult threw the beer to you .,a captain sold a chicken to me .,PD,PD,THROW,SELL,THE,A,to,to
the adult threw the beer to you .,a captain sold me a chicken .,PD,DO,THROW,SELL,THE,A,to,to
the adult threw you the beer .,a captain sold a chicken to me .,DO,PD,THROW,SELL,THE,A,to,to
the adult threw you the beer .,a captain sold me a chicken .,DO,DO,THROW,SELL,THE,A,to,to
the actress threw the tea to her .,an actor sold a beer to him .,PD,PD,THROW,SELL,THE,A,to,to
the actress threw the tea to her .,an actor sold him a beer .,PD,DO,THROW,SELL,THE,A,to,to
the actress threw her the tea .,an actor sold a beer to him .,DO,PD,THROW,SELL,THE,A,to,to
the actress threw her the tea .,an actor sold him a beer .,DO,DO,THROW,SELL,THE,A,to,to
the champion threw the bowl to her .,a guy sold a candy to us .,PD,PD,THROW,SELL,THE,A,to,to
the champion threw the bowl to her .,a guy sold us a candy .,PD,DO,THROW,SELL,THE,A,to,to
the champion threw her the bowl .,a guy sold a candy to us .,DO,PD,THROW,SELL,THE,A,to,to
the champion threw her the bowl .,a guy sold us a candy .,DO,DO,THROW,SELL,THE,A,to,to
the singer threw the instrument to me .,a father sold a chicken to us .,PD,PD,THROW,SELL,THE,A,to,to
the singer threw the instrument to me .,a father sold us a chicken .,PD,DO,THROW,SELL,THE,A,to,to
the singer threw me the instrument .,a father sold a chicken to us .,DO,PD,THROW,SELL,THE,A,to,to
the singer threw me the instrument .,a father sold us a chicken .,DO,DO,THROW,SELL,THE,A,to,to
the actor threw the chocolate to it .,a physician sold a crystal to you .,PD,PD,THROW,SELL,THE,A,to,to
the actor threw the chocolate to it .,a physician sold you a crystal .,PD,DO,THROW,SELL,THE,A,to,to
the actor threw it the chocolate .,a physician sold a crystal to you .,DO,PD,THROW,SELL,THE,A,to,to
the actor threw it the chocolate .,a physician sold you a crystal .,DO,DO,THROW,SELL,THE,A,to,to
the priest threw the candy to it .,a woman sold a newspaper to you .,PD,PD,THROW,SELL,THE,A,to,to
the priest threw the candy to it .,a woman sold you a newspaper .,PD,DO,THROW,SELL,THE,A,to,to
the priest threw it the candy .,a woman sold a newspaper to you .,DO,PD,THROW,SELL,THE,A,to,to
the priest threw it the candy .,a woman sold you a newspaper .,DO,DO,THROW,SELL,THE,A,to,to
the father threw the machine to you .,a student sold a chicken to us .,PD,PD,THROW,SELL,THE,A,to,to
the father threw the machine to you .,a student sold us a chicken .,PD,DO,THROW,SELL,THE,A,to,to
the father threw you the machine .,a student sold a chicken to us .,DO,PD,THROW,SELL,THE,A,to,to
the father threw you the machine .,a student sold us a chicken .,DO,DO,THROW,SELL,THE,A,to,to
the king threw the salad to you .,a guest sold a bag to it .,PD,PD,THROW,SELL,THE,A,to,to
the king threw the salad to you .,a guest sold it a bag .,PD,DO,THROW,SELL,THE,A,to,to
the king threw you the salad .,a guest sold a bag to it .,DO,PD,THROW,SELL,THE,A,to,to
the king threw you the salad .,a guest sold it a bag .,DO,DO,THROW,SELL,THE,A,to,to
the captain threw the beer to us .,an employee sold a salad to me .,PD,PD,THROW,SELL,THE,A,to,to
the captain threw the beer to us .,an employee sold me a salad .,PD,DO,THROW,SELL,THE,A,to,to
the captain threw us the beer .,an employee sold a salad to me .,DO,PD,THROW,SELL,THE,A,to,to
the captain threw us the beer .,an employee sold me a salad .,DO,DO,THROW,SELL,THE,A,to,to
the friend threw the anchor to us .,a chief sold a cheese to you .,PD,PD,THROW,SELL,THE,A,to,to
the friend threw the anchor to us .,a chief sold you a cheese .,PD,DO,THROW,SELL,THE,A,to,to
the friend threw us the anchor .,a chief sold a cheese to you .,DO,PD,THROW,SELL,THE,A,to,to
the friend threw us the anchor .,a chief sold you a cheese .,DO,DO,THROW,SELL,THE,A,to,to
the pilot threw the television to us .,an adult sold a salad to you .,PD,PD,THROW,SELL,THE,A,to,to
the pilot threw the television to us .,an adult sold you a salad .,PD,DO,THROW,SELL,THE,A,to,to
the pilot threw us the television .,an adult sold a salad to you .,DO,PD,THROW,SELL,THE,A,to,to
the pilot threw us the television .,an adult sold you a salad .,DO,DO,THROW,SELL,THE,A,to,to
the partner threw the juice to me .,a champion sold a meal to her .,PD,PD,THROW,SELL,THE,A,to,to
the partner threw the juice to me .,a champion sold her a meal .,PD,DO,THROW,SELL,THE,A,to,to
the partner threw me the juice .,a champion sold a meal to her .,DO,PD,THROW,SELL,THE,A,to,to
the partner threw me the juice .,a champion sold her a meal .,DO,DO,THROW,SELL,THE,A,to,to
the manager threw the telephone to us .,a singer sold a candy to them .,PD,PD,THROW,SELL,THE,A,to,to
the manager threw the telephone to us .,a singer sold them a candy .,PD,DO,THROW,SELL,THE,A,to,to
the manager threw us the telephone .,a singer sold a candy to them .,DO,PD,THROW,SELL,THE,A,to,to
the manager threw us the telephone .,a singer sold them a candy .,DO,DO,THROW,SELL,THE,A,to,to
the employee threw the coat to them .,a captain sold a beer to it .,PD,PD,THROW,SELL,THE,A,to,to
the employee threw the coat to them .,a captain sold it a beer .,PD,DO,THROW,SELL,THE,A,to,to
the employee threw them the coat .,a captain sold a beer to it .,DO,PD,THROW,SELL,THE,A,to,to
the employee threw them the coat .,a captain sold it a beer .,DO,DO,THROW,SELL,THE,A,to,to
the scientist threw the chocolate to it .,a reader sold a cheese to them .,PD,PD,THROW,SELL,THE,A,to,to
the scientist threw the chocolate to it .,a reader sold them a cheese .,PD,DO,THROW,SELL,THE,A,to,to
the scientist threw it the chocolate .,a reader sold a cheese to them .,DO,PD,THROW,SELL,THE,A,to,to
the scientist threw it the chocolate .,a reader sold them a cheese .,DO,DO,THROW,SELL,THE,A,to,to
the husband threw the anchor to me .,a sheriff sold a beer to him .,PD,PD,THROW,SELL,THE,A,to,to
the husband threw the anchor to me .,a sheriff sold him a beer .,PD,DO,THROW,SELL,THE,A,to,to
the husband threw me the anchor .,a sheriff sold a beer to him .,DO,PD,THROW,SELL,THE,A,to,to
the husband threw me the anchor .,a sheriff sold him a beer .,DO,DO,THROW,SELL,THE,A,to,to
the friend threw the juice to us .,a sheriff sold a meal to you .,PD,PD,THROW,SELL,THE,A,to,to
the friend threw the juice to us .,a sheriff sold you a meal .,PD,DO,THROW,SELL,THE,A,to,to
the friend threw us the juice .,a sheriff sold a meal to you .,DO,PD,THROW,SELL,THE,A,to,to
the friend threw us the juice .,a sheriff sold you a meal .,DO,DO,THROW,SELL,THE,A,to,to
the daughter threw the card to you .,a scientist sold a beer to him .,PD,PD,THROW,SELL,THE,A,to,to
the daughter threw the card to you .,a scientist sold him a beer .,PD,DO,THROW,SELL,THE,A,to,to
the daughter threw you the card .,a scientist sold a beer to him .,DO,PD,THROW,SELL,THE,A,to,to
the daughter threw you the card .,a scientist sold him a beer .,DO,DO,THROW,SELL,THE,A,to,to
the friend threw the tea to it .,an actor sold a meal to me .,PD,PD,THROW,SELL,THE,A,to,to
the friend threw the tea to it .,an actor sold me a meal .,PD,DO,THROW,SELL,THE,A,to,to
the friend threw it the tea .,an actor sold a meal to me .,DO,PD,THROW,SELL,THE,A,to,to
the friend threw it the tea .,an actor sold me a meal .,DO,DO,THROW,SELL,THE,A,to,to
the professor threw the wire to them .,a buddy sold a cheese to us .,PD,PD,THROW,SELL,THE,A,to,to
the professor threw the wire to them .,a buddy sold us a cheese .,PD,DO,THROW,SELL,THE,A,to,to
the professor threw them the wire .,a buddy sold a cheese to us .,DO,PD,THROW,SELL,THE,A,to,to
the professor threw them the wire .,a buddy sold us a cheese .,DO,DO,THROW,SELL,THE,A,to,to
the pilot threw the card to him .,a lawyer sold a chicken to you .,PD,PD,THROW,SELL,THE,A,to,to
the pilot threw the card to him .,a lawyer sold you a chicken .,PD,DO,THROW,SELL,THE,A,to,to
the pilot threw him the card .,a lawyer sold a chicken to you .,DO,PD,THROW,SELL,THE,A,to,to
the pilot threw him the card .,a lawyer sold you a chicken .,DO,DO,THROW,SELL,THE,A,to,to
the priest threw the camera to you .,a girl sold a beer to us .,PD,PD,THROW,SELL,THE,A,to,to
the priest threw the camera to you .,a girl sold us a beer .,PD,DO,THROW,SELL,THE,A,to,to
the priest threw you the camera .,a girl sold a beer to us .,DO,PD,THROW,SELL,THE,A,to,to
the priest threw you the camera .,a girl sold us a beer .,DO,DO,THROW,SELL,THE,A,to,to
the girl threw the coffee to me .,a cop sold a coat to you .,PD,PD,THROW,SELL,THE,A,to,to
the girl threw the coffee to me .,a cop sold you a coat .,PD,DO,THROW,SELL,THE,A,to,to
the girl threw me the coffee .,a cop sold a coat to you .,DO,PD,THROW,SELL,THE,A,to,to
the girl threw me the coffee .,a cop sold you a coat .,DO,DO,THROW,SELL,THE,A,to,to
the buddy threw the juice to you .,a colonel sold a bottle to them .,PD,PD,THROW,SELL,THE,A,to,to
the buddy threw the juice to you .,a colonel sold them a bottle .,PD,DO,THROW,SELL,THE,A,to,to
the buddy threw you the juice .,a colonel sold a bottle to them .,DO,PD,THROW,SELL,THE,A,to,to
the buddy threw you the juice .,a colonel sold them a bottle .,DO,DO,THROW,SELL,THE,A,to,to
a manager threw a cup to me .,the hero sold the meal to us .,PD,PD,THROW,SELL,A,THE,to,to
a manager threw a cup to me .,the hero sold us the meal .,PD,DO,THROW,SELL,A,THE,to,to
a manager threw me a cup .,the hero sold the meal to us .,DO,PD,THROW,SELL,A,THE,to,to
a manager threw me a cup .,the hero sold us the meal .,DO,DO,THROW,SELL,A,THE,to,to
a minister threw a meal to us .,the reader sold the coffee to you .,PD,PD,THROW,SELL,A,THE,to,to
a minister threw a meal to us .,the reader sold you the coffee .,PD,DO,THROW,SELL,A,THE,to,to
a minister threw us a meal .,the reader sold the coffee to you .,DO,PD,THROW,SELL,A,THE,to,to
a minister threw us a meal .,the reader sold you the coffee .,DO,DO,THROW,SELL,A,THE,to,to
an actress threw a machine to it .,the mother sold the pot to me .,PD,PD,THROW,SELL,A,THE,to,to
an actress threw a machine to it .,the mother sold me the pot .,PD,DO,THROW,SELL,A,THE,to,to
an actress threw it a machine .,the mother sold the pot to me .,DO,PD,THROW,SELL,A,THE,to,to
an actress threw it a machine .,the mother sold me the pot .,DO,DO,THROW,SELL,A,THE,to,to
an opponent threw a meal to them .,the professor sold the tea to you .,PD,PD,THROW,SELL,A,THE,to,to
an opponent threw a meal to them .,the professor sold you the tea .,PD,DO,THROW,SELL,A,THE,to,to
an opponent threw them a meal .,the professor sold the tea to you .,DO,PD,THROW,SELL,A,THE,to,to
an opponent threw them a meal .,the professor sold you the tea .,DO,DO,THROW,SELL,A,THE,to,to
an attorney threw a book to him .,the author sold the cheese to us .,PD,PD,THROW,SELL,A,THE,to,to
an attorney threw a book to him .,the author sold us the cheese .,PD,DO,THROW,SELL,A,THE,to,to
an attorney threw him a book .,the author sold the cheese to us .,DO,PD,THROW,SELL,A,THE,to,to
an attorney threw him a book .,the author sold us the cheese .,DO,DO,THROW,SELL,A,THE,to,to
an opponent threw a tea to you .,the cousin sold the cheese to us .,PD,PD,THROW,SELL,A,THE,to,to
an opponent threw a tea to you .,the cousin sold us the cheese .,PD,DO,THROW,SELL,A,THE,to,to
an opponent threw you a tea .,the cousin sold the cheese to us .,DO,PD,THROW,SELL,A,THE,to,to
an opponent threw you a tea .,the cousin sold us the cheese .,DO,DO,THROW,SELL,A,THE,to,to
a champion threw a chicken to them .,the actor sold the beer to you .,PD,PD,THROW,SELL,A,THE,to,to
a champion threw a chicken to them .,the actor sold you the beer .,PD,DO,THROW,SELL,A,THE,to,to
a champion threw them a chicken .,the actor sold the beer to you .,DO,PD,THROW,SELL,A,THE,to,to
a champion threw them a chicken .,the actor sold you the beer .,DO,DO,THROW,SELL,A,THE,to,to
a brother threw a juice to her .,the opponent sold the salad to you .,PD,PD,THROW,SELL,A,THE,to,to
a brother threw a juice to her .,the opponent sold you the salad .,PD,DO,THROW,SELL,A,THE,to,to
a brother threw her a juice .,the opponent sold the salad to you .,DO,PD,THROW,SELL,A,THE,to,to
a brother threw her a juice .,the opponent sold you the salad .,DO,DO,THROW,SELL,A,THE,to,to
an author threw a coffee to him .,the candidate sold the book to me .,PD,PD,THROW,SELL,A,THE,to,to
an author threw a coffee to him .,the candidate sold me the book .,PD,DO,THROW,SELL,A,THE,to,to
an author threw him a coffee .,the candidate sold the book to me .,DO,PD,THROW,SELL,A,THE,to,to
an author threw him a coffee .,the candidate sold me the book .,DO,DO,THROW,SELL,A,THE,to,to
a student threw a candy to them .,the partner sold the coffee to you .,PD,PD,THROW,SELL,A,THE,to,to
a student threw a candy to them .,the partner sold you the coffee .,PD,DO,THROW,SELL,A,THE,to,to
a student threw them a candy .,the partner sold the coffee to you .,DO,PD,THROW,SELL,A,THE,to,to
a student threw them a candy .,the partner sold you the coffee .,DO,DO,THROW,SELL,A,THE,to,to
an employee threw a chicken to us .,the lawyer sold the bottle to you .,PD,PD,THROW,SELL,A,THE,to,to
an employee threw a chicken to us .,the lawyer sold you the bottle .,PD,DO,THROW,SELL,A,THE,to,to
an employee threw us a chicken .,the lawyer sold the bottle to you .,DO,PD,THROW,SELL,A,THE,to,to
an employee threw us a chicken .,the lawyer sold you the bottle .,DO,DO,THROW,SELL,A,THE,to,to
a leader threw a bowl to you .,the actor sold the knife to me .,PD,PD,THROW,SELL,A,THE,to,to
a leader threw a bowl to you .,the actor sold me the knife .,PD,DO,THROW,SELL,A,THE,to,to
a leader threw you a bowl .,the actor sold the knife to me .,DO,PD,THROW,SELL,A,THE,to,to
a leader threw you a bowl .,the actor sold me the knife .,DO,DO,THROW,SELL,A,THE,to,to
a teacher threw a log to her .,the wife sold the anchor to him .,PD,PD,THROW,SELL,A,THE,to,to
a teacher threw a log to her .,the wife sold him the anchor .,PD,DO,THROW,SELL,A,THE,to,to
a teacher threw her a log .,the wife sold the anchor to him .,DO,PD,THROW,SELL,A,THE,to,to
a teacher threw her a log .,the wife sold him the anchor .,DO,DO,THROW,SELL,A,THE,to,to
a secretary threw a pie to me .,the mayor sold the pot to you .,PD,PD,THROW,SELL,A,THE,to,to
a secretary threw a pie to me .,the mayor sold you the pot .,PD,DO,THROW,SELL,A,THE,to,to
a secretary threw me a pie .,the mayor sold the pot to you .,DO,PD,THROW,SELL,A,THE,to,to
a secretary threw me a pie .,the mayor sold you the pot .,DO,DO,THROW,SELL,A,THE,to,to
a candidate threw a cigarette to us .,the actress sold the salad to me .,PD,PD,THROW,SELL,A,THE,to,to
a candidate threw a cigarette to us .,the actress sold me the salad .,PD,DO,THROW,SELL,A,THE,to,to
a candidate threw us a cigarette .,the actress sold the salad to me .,DO,PD,THROW,SELL,A,THE,to,to
a candidate threw us a cigarette .,the actress sold me the salad .,DO,DO,THROW,SELL,A,THE,to,to
a nurse threw a machine to them .,the father sold the juice to you .,PD,PD,THROW,SELL,A,THE,to,to
a nurse threw a machine to them .,the father sold you the juice .,PD,DO,THROW,SELL,A,THE,to,to
a nurse threw them a machine .,the father sold the juice to you .,DO,PD,THROW,SELL,A,THE,to,to
a nurse threw them a machine .,the father sold you the juice .,DO,DO,THROW,SELL,A,THE,to,to
an adult threw a tea to me .,the colonel sold the flower to you .,PD,PD,THROW,SELL,A,THE,to,to
an adult threw a tea to me .,the colonel sold you the flower .,PD,DO,THROW,SELL,A,THE,to,to
an adult threw me a tea .,the colonel sold the flower to you .,DO,PD,THROW,SELL,A,THE,to,to
an adult threw me a tea .,the colonel sold you the flower .,DO,DO,THROW,SELL,A,THE,to,to
a husband threw a chocolate to you .,the student sold the salad to us .,PD,PD,THROW,SELL,A,THE,to,to
a husband threw a chocolate to you .,the student sold us the salad .,PD,DO,THROW,SELL,A,THE,to,to
a husband threw you a chocolate .,the student sold the salad to us .,DO,PD,THROW,SELL,A,THE,to,to
a husband threw you a chocolate .,the student sold us the salad .,DO,DO,THROW,SELL,A,THE,to,to
an attorney threw a guitar to you .,the mother sold the computer to us .,PD,PD,THROW,SELL,A,THE,to,to
an attorney threw a guitar to you .,the mother sold us the computer .,PD,DO,THROW,SELL,A,THE,to,to
an attorney threw you a guitar .,the mother sold the computer to us .,DO,PD,THROW,SELL,A,THE,to,to
an attorney threw you a guitar .,the mother sold us the computer .,DO,DO,THROW,SELL,A,THE,to,to
an adult threw a tea to you .,the president sold the machine to him .,PD,PD,THROW,SELL,A,THE,to,to
an adult threw a tea to you .,the president sold him the machine .,PD,DO,THROW,SELL,A,THE,to,to
an adult threw you a tea .,the president sold the machine to him .,DO,PD,THROW,SELL,A,THE,to,to
an adult threw you a tea .,the president sold him the machine .,DO,DO,THROW,SELL,A,THE,to,to
a writer threw a hat to him .,the opponent sold the iron to you .,PD,PD,THROW,SELL,A,THE,to,to
a writer threw a hat to him .,the opponent sold you the iron .,PD,DO,THROW,SELL,A,THE,to,to
a writer threw him a hat .,the opponent sold the iron to you .,DO,PD,THROW,SELL,A,THE,to,to
a writer threw him a hat .,the opponent sold you the iron .,DO,DO,THROW,SELL,A,THE,to,to
a reader threw a chocolate to me .,the son sold the beer to them .,PD,PD,THROW,SELL,A,THE,to,to
a reader threw a chocolate to me .,the son sold them the beer .,PD,DO,THROW,SELL,A,THE,to,to
a reader threw me a chocolate .,the son sold the beer to them .,DO,PD,THROW,SELL,A,THE,to,to
a reader threw me a chocolate .,the son sold them the beer .,DO,DO,THROW,SELL,A,THE,to,to
a candidate threw a newspaper to you .,the priest sold the wire to me .,PD,PD,THROW,SELL,A,THE,to,to
a candidate threw a newspaper to you .,the priest sold me the wire .,PD,DO,THROW,SELL,A,THE,to,to
a candidate threw you a newspaper .,the priest sold the wire to me .,DO,PD,THROW,SELL,A,THE,to,to
a candidate threw you a newspaper .,the priest sold me the wire .,DO,DO,THROW,SELL,A,THE,to,to
a son threw a bag to it .,the employee sold the coffee to her .,PD,PD,THROW,SELL,A,THE,to,to
a son threw a bag to it .,the employee sold her the coffee .,PD,DO,THROW,SELL,A,THE,to,to
a son threw it a bag .,the employee sold the coffee to her .,DO,PD,THROW,SELL,A,THE,to,to
a son threw it a bag .,the employee sold her the coffee .,DO,DO,THROW,SELL,A,THE,to,to
a prince threw a pot to him .,the lawyer sold the ball to you .,PD,PD,THROW,SELL,A,THE,to,to
a prince threw a pot to him .,the lawyer sold you the ball .,PD,DO,THROW,SELL,A,THE,to,to
a prince threw him a pot .,the lawyer sold the ball to you .,DO,PD,THROW,SELL,A,THE,to,to
a prince threw him a pot .,the lawyer sold you the ball .,DO,DO,THROW,SELL,A,THE,to,to
the woman promised the computer to her .,a bishop sold a juice to them .,PD,PD,PROMISE,SELL,THE,A,to,to
the woman promised the computer to her .,a bishop sold them a juice .,PD,DO,PROMISE,SELL,THE,A,to,to
the woman promised her the computer .,a bishop sold a juice to them .,DO,PD,PROMISE,SELL,THE,A,to,to
