prime_sentence,target_sentence,prime_structure,target_structure,prime_verb,target_verb,prime_det,target_det,prime_prep,target_prep
a lady caught a president a key .,the singer sent the worker the machine .,DO,DO,CATCH,SEND,A,THE,for,to
a minister caught a knife for a son .,the teacher sent the juice to the student .,PD,PD,CATCH,SEND,A,THE,for,to
a minister caught a knife for a son .,the teacher sent the student the juice .,PD,DO,CATCH,SEND,A,THE,for,to
a minister caught a son a knife .,the teacher sent the juice to the student .,DO,PD,CATCH,SEND,A,THE,for,to
a minister caught a son a knife .,the teacher sent the student the juice .,DO,DO,CATCH,SEND,A,THE,for,to
a guest caught a bowl for a professor .,the colonel sent the iron to the boy .,PD,PD,CATCH,SEND,A,THE,for,to
a guest caught a bowl for a professor .,the colonel sent the boy the iron .,PD,DO,CATCH,SEND,A,THE,for,to
a guest caught a professor a bowl .,the colonel sent the iron to the boy .,DO,PD,CATCH,SEND,A,THE,for,to
a guest caught a professor a bowl .,the colonel sent the boy the iron .,DO,DO,CATCH,SEND,A,THE,for,to
an aunt caught a coat for a chief .,the bishop sent the coffee to the buddy .,PD,PD,CATCH,SEND,A,THE,for,to
an aunt caught a coat for a chief .,the bishop sent the buddy the coffee .,PD,DO,CATCH,SEND,A,THE,for,to
an aunt caught a chief a coat .,the bishop sent the coffee to the buddy .,DO,PD,CATCH,SEND,A,THE,for,to
an aunt caught a chief a coat .,the bishop sent the buddy the coffee .,DO,DO,CATCH,SEND,A,THE,for,to
a pilot caught a plate for a boy .,the teacher sent the chicken to the opponent .,PD,PD,CATCH,SEND,A,THE,for,to
a pilot caught a plate for a boy .,the teacher sent the opponent the chicken .,PD,DO,CATCH,SEND,A,THE,for,to
a pilot caught a boy a plate .,the teacher sent the chicken to the opponent .,DO,PD,CATCH,SEND,A,THE,for,to
a pilot caught a boy a plate .,the teacher sent the opponent the chicken .,DO,DO,CATCH,SEND,A,THE,for,to
an actress caught a guitar for a writer .,the employer sent the flower to the club .,PD,PD,CATCH,SEND,A,THE,for,to
an actress caught a guitar for a writer .,the employer sent the club the flower .,PD,DO,CATCH,SEND,A,THE,for,to
an actress caught a writer a guitar .,the employer sent the flower to the club .,DO,PD,CATCH,SEND,A,THE,for,to
an actress caught a writer a guitar .,the employer sent the club the flower .,DO,DO,CATCH,SEND,A,THE,for,to
an employer caught a card for an adult .,the son sent the salad to the aunt .,PD,PD,CATCH,SEND,A,THE,for,to
an employer caught a card for an adult .,the son sent the aunt the salad .,PD,DO,CATCH,SEND,A,THE,for,to
an employer caught an adult a card .,the son sent the salad to the aunt .,DO,PD,CATCH,SEND,A,THE,for,to
an employer caught an adult a card .,the son sent the aunt the salad .,DO,DO,CATCH,SEND,A,THE,for,to
a lawyer caught an engine for a priest .,the reader sent the chicken to the sheriff .,PD,PD,CATCH,SEND,A,THE,for,to
a lawyer caught an engine for a priest .,the reader sent the sheriff the chicken .,PD,DO,CATCH,SEND,A,THE,for,to
a lawyer caught a priest an engine .,the reader sent the chicken to the sheriff .,DO,PD,CATCH,SEND,A,THE,for,to
a lawyer caught a priest an engine .,the reader sent the sheriff the chicken .,DO,DO,CATCH,SEND,A,THE,for,to
a mother caught a plate for a girl .,the brother sent the television to the minister .,PD,PD,CATCH,SEND,A,THE,for,to
a mother caught a plate for a girl .,the brother sent the minister the television .,PD,DO,CATCH,SEND,A,THE,for,to
a mother caught a girl a plate .,the brother sent the television to the minister .,DO,PD,CATCH,SEND,A,THE,for,to
a mother caught a girl a plate .,the brother sent the minister the television .,DO,DO,CATCH,SEND,A,THE,for,to
an employee caught a guitar for a winner .,the chief sent the meal to the son .,PD,PD,CATCH,SEND,A,THE,for,to
an employee caught a guitar for a winner .,the chief sent the son the meal .,PD,DO,CATCH,SEND,A,THE,for,to
an employee caught a winner a guitar .,the chief sent the meal to the son .,DO,PD,CATCH,SEND,A,THE,for,to
an employee caught a winner a guitar .,the chief sent the son the meal .,DO,DO,CATCH,SEND,A,THE,for,to
a minister caught a bell for a son .,the partner sent the wire to the band .,PD,PD,CATCH,SEND,A,THE,for,to
a minister caught a bell for a son .,the partner sent the band the wire .,PD,DO,CATCH,SEND,A,THE,for,to
a minister caught a son a bell .,the partner sent the wire to the band .,DO,PD,CATCH,SEND,A,THE,for,to
a minister caught a son a bell .,the partner sent the band the wire .,DO,DO,CATCH,SEND,A,THE,for,to
a worker caught a telephone for a boy .,the physician sent the computer to the corporation .,PD,PD,CATCH,SEND,A,THE,for,to
a worker caught a telephone for a boy .,the physician sent the corporation the computer .,PD,DO,CATCH,SEND,A,THE,for,to
a worker caught a boy a telephone .,the physician sent the computer to the corporation .,DO,PD,CATCH,SEND,A,THE,for,to
a worker caught a boy a telephone .,the physician sent the corporation the computer .,DO,DO,CATCH,SEND,A,THE,for,to
a cop caught a machine for a guy .,the prince sent the crystal to the teacher .,PD,PD,CATCH,SEND,A,THE,for,to
a cop caught a machine for a guy .,the prince sent the teacher the crystal .,PD,DO,CATCH,SEND,A,THE,for,to
a cop caught a guy a machine .,the prince sent the crystal to the teacher .,DO,PD,CATCH,SEND,A,THE,for,to
a cop caught a guy a machine .,the prince sent the teacher the crystal .,DO,DO,CATCH,SEND,A,THE,for,to
a singer caught an iron for a brother .,the princess sent the pie to the band .,PD,PD,CATCH,SEND,A,THE,for,to
a singer caught an iron for a brother .,the princess sent the band the pie .,PD,DO,CATCH,SEND,A,THE,for,to
a singer caught a brother an iron .,the princess sent the pie to the band .,DO,PD,CATCH,SEND,A,THE,for,to
a singer caught a brother an iron .,the princess sent the band the pie .,DO,DO,CATCH,SEND,A,THE,for,to
an aunt caught a bell for a candidate .,the friend sent the pie to the administration .,PD,PD,CATCH,SEND,A,THE,for,to
an aunt caught a bell for a candidate .,the friend sent the administration the pie .,PD,DO,CATCH,SEND,A,THE,for,to
an aunt caught a candidate a bell .,the friend sent the pie to the administration .,DO,PD,CATCH,SEND,A,THE,for,to
an aunt caught a candidate a bell .,the friend sent the administration the pie .,DO,DO,CATCH,SEND,A,THE,for,to
an opponent caught a gun for a winner .,the mother sent the juice to the business .,PD,PD,CATCH,SEND,A,THE,for,to
an opponent caught a gun for a winner .,the mother sent the business the juice .,PD,DO,CATCH,SEND,A,THE,for,to
an opponent caught a winner a gun .,the mother sent the juice to the business .,DO,PD,CATCH,SEND,A,THE,for,to
an opponent caught a winner a gun .,the mother sent the business the juice .,DO,DO,CATCH,SEND,A,THE,for,to
the writer delivered the pie for the employee .,a father sent a cup to a guy .,PD,PD,DELIVER,SEND,THE,A,for,to
the writer delivered the pie for the employee .,a father sent a guy a cup .,PD,DO,DELIVER,SEND,THE,A,for,to
the writer delivered the employee the pie .,a father sent a cup to a guy .,DO,PD,DELIVER,SEND,THE,A,for,to
the writer delivered the employee the pie .,a father sent a guy a cup .,DO,DO,DELIVER,SEND,THE,A,for,to
the colonel delivered the salad for the father .,a friend sent a coffee to a club .,PD,PD,DELIVER,SEND,THE,A,for,to
the colonel delivered the salad for the father .,a friend sent a club a coffee .,PD,DO,DELIVER,SEND,THE,A,for,to
the colonel delivered the father the salad .,a friend sent a coffee to a club .,DO,PD,DELIVER,SEND,THE,A,for,to
the colonel delivered the father the salad .,a friend sent a club a coffee .,DO,DO,DELIVER,SEND,THE,A,for,to
the princess delivered the machine for the wife .,a secretary sent a salad to a club .,PD,PD,DELIVER,SEND,THE,A,for,to
the princess delivered the machine for the wife .,a secretary sent a club a salad .,PD,DO,DELIVER,SEND,THE,A,for,to
the princess delivered the wife the machine .,a secretary sent a salad to a club .,DO,PD,DELIVER,SEND,THE,A,for,to
the princess delivered the wife the machine .,a secretary sent a club a salad .,DO,DO,DELIVER,SEND,THE,A,for,to
the princess delivered the candy for the hero .,a writer sent a meal to a band .,PD,PD,DELIVER,SEND,THE,A,for,to
the princess delivered the candy for the hero .,a writer sent a band a meal .,PD,DO,DELIVER,SEND,THE,A,for,to
the princess delivered the hero the candy .,a writer sent a meal to a band .,DO,PD,DELIVER,SEND,THE,A,for,to
the princess delivered the hero the candy .,a writer sent a band a meal .,DO,DO,DELIVER,SEND,THE,A,for,to
the manager delivered the telephone for the guest .,a minister sent a beer to an actress .,PD,PD,DELIVER,SEND,THE,A,for,to
the manager delivered the telephone for the guest .,a minister sent an actress a beer .,PD,DO,DELIVER,SEND,THE,A,for,to
the manager delivered the guest the telephone .,a minister sent a beer to an actress .,DO,PD,DELIVER,SEND,THE,A,for,to
the manager delivered the guest the telephone .,a minister sent an actress a beer .,DO,DO,DELIVER,SEND,THE,A,for,to
the attorney delivered the chicken for the physician .,a winner sent a meal to a kid .,PD,PD,DELIVER,SEND,THE,A,for,to
the attorney delivered the chicken for the physician .,a winner sent a kid a meal .,PD,DO,DELIVER,SEND,THE,A,for,to
the attorney delivered the physician the chicken .,a winner sent a meal to a kid .,DO,PD,DELIVER,SEND,THE,A,for,to
the attorney delivered the physician the chicken .,a winner sent a kid a meal .,DO,DO,DELIVER,SEND,THE,A,for,to
the husband delivered the bag for the child .,a president sent an instrument to a minister .,PD,PD,DELIVER,SEND,THE,A,for,to
the husband delivered the bag for the child .,a president sent a minister an instrument .,PD,DO,DELIVER,SEND,THE,A,for,to
the husband delivered the child the bag .,a president sent an instrument to a minister .,DO,PD,DELIVER,SEND,THE,A,for,to
the husband delivered the child the bag .,a president sent a minister an instrument .,DO,DO,DELIVER,SEND,THE,A,for,to
the soldier delivered the beer for the author .,a lawyer sent a coffee to a man .,PD,PD,DELIVER,SEND,THE,A,for,to
the soldier delivered the beer for the author .,a lawyer sent a man a coffee .,PD,DO,DELIVER,SEND,THE,A,for,to
the soldier delivered the author the beer .,a lawyer sent a coffee to a man .,DO,PD,DELIVER,SEND,THE,A,for,to
the soldier delivered the author the beer .,a lawyer sent a man a coffee .,DO,DO,DELIVER,SEND,THE,A,for,to
the physician delivered the beer for the scientist .,a nurse sent a juice to a wife .,PD,PD,DELIVER,SEND,THE,A,for,to
the physician delivered the beer for the scientist .,a nurse sent a wife a juice .,PD,DO,DELIVER,SEND,THE,A,for,to
the physician delivered the scientist the beer .,a nurse sent a juice to a wife .,DO,PD,DELIVER,SEND,THE,A,for,to
the physician delivered the scientist the beer .,a nurse sent a wife a juice .,DO,DO,DELIVER,SEND,THE,A,for,to
the candidate delivered the salad for the lawyer .,an actress sent a beer to a company .,PD,PD,DELIVER,SEND,THE,A,for,to
the candidate delivered the salad for the lawyer .,an actress sent a company a beer .,PD,DO,DELIVER,SEND,THE,A,for,to
the candidate delivered the lawyer the salad .,an actress sent a beer to a company .,DO,PD,DELIVER,SEND,THE,A,for,to
the candidate delivered the lawyer the salad .,an actress sent a company a beer .,DO,DO,DELIVER,SEND,THE,A,for,to
the husband delivered the bag for the child .,a mayor sent a chocolate to an employee .,PD,PD,DELIVER,SEND,THE,A,for,to
the husband delivered the bag for the child .,a mayor sent an employee a chocolate .,PD,DO,DELIVER,SEND,THE,A,for,to
the husband delivered the child the bag .,a mayor sent a chocolate to an employee .,DO,PD,DELIVER,SEND,THE,A,for,to
the husband delivered the child the bag .,a mayor sent an employee a chocolate .,DO,DO,DELIVER,SEND,THE,A,for,to
the priest delivered the salad for the bishop .,a doctor sent a tea to a father .,PD,PD,DELIVER,SEND,THE,A,for,to
the priest delivered the salad for the bishop .,a doctor sent a father a tea .,PD,DO,DELIVER,SEND,THE,A,for,to
the priest delivered the bishop the salad .,a doctor sent a tea to a father .,DO,PD,DELIVER,SEND,THE,A,for,to
the priest delivered the bishop the salad .,a doctor sent a father a tea .,DO,DO,DELIVER,SEND,THE,A,for,to
the worker delivered the hat for the son .,a sheriff sent a bottle to a brother .,PD,PD,DELIVER,SEND,THE,A,for,to
the worker delivered the hat for the son .,a sheriff sent a brother a bottle .,PD,DO,DELIVER,SEND,THE,A,for,to
the worker delivered the son the hat .,a sheriff sent a bottle to a brother .,DO,PD,DELIVER,SEND,THE,A,for,to
the worker delivered the son the hat .,a sheriff sent a brother a bottle .,DO,DO,DELIVER,SEND,THE,A,for,to
the colonel delivered the newspaper for the winner .,a son sent a camera to a corporation .,PD,PD,DELIVER,SEND,THE,A,for,to
the colonel delivered the newspaper for the winner .,a son sent a corporation a camera .,PD,DO,DELIVER,SEND,THE,A,for,to
the colonel delivered the winner the newspaper .,a son sent a camera to a corporation .,DO,PD,DELIVER,SEND,THE,A,for,to
the colonel delivered the winner the newspaper .,a son sent a corporation a camera .,DO,DO,DELIVER,SEND,THE,A,for,to
the princess delivered the hat for the uncle .,a parent sent a cheese to a father .,PD,PD,DELIVER,SEND,THE,A,for,to
the princess delivered the hat for the uncle .,a parent sent a father a cheese .,PD,DO,DELIVER,SEND,THE,A,for,to
the princess delivered the uncle the hat .,a parent sent a cheese to a father .,DO,PD,DELIVER,SEND,THE,A,for,to
the princess delivered the uncle the hat .,a parent sent a father a cheese .,DO,DO,DELIVER,SEND,THE,A,for,to
the woman delivered the crystal for the soldier .,a guest sent a camera to an aunt .,PD,PD,DELIVER,SEND,THE,A,for,to
the woman delivered the crystal for the soldier .,a guest sent an aunt a camera .,PD,DO,DELIVER,SEND,THE,A,for,to
the woman delivered the soldier the crystal .,a guest sent a camera to an aunt .,DO,PD,DELIVER,SEND,THE,A,for,to
the woman delivered the soldier the crystal .,a guest sent an aunt a camera .,DO,DO,DELIVER,SEND,THE,A,for,to
the author delivered the iron for the professor .,a secretary sent a crystal to a company .,PD,PD,DELIVER,SEND,THE,A,for,to
the author delivered the iron for the professor .,a secretary sent a company a crystal .,PD,DO,DELIVER,SEND,THE,A,for,to
the author delivered the professor the iron .,a secretary sent a crystal to a company .,DO,PD,DELIVER,SEND,THE,A,for,to
the author delivered the professor the iron .,a secretary sent a company a crystal .,DO,DO,DELIVER,SEND,THE,A,for,to
the aunt delivered the beer for the physician .,a prince sent a pie to a minister .,PD,PD,DELIVER,SEND,THE,A,for,to
the aunt delivered the beer for the physician .,a prince sent a minister a pie .,PD,DO,DELIVER,SEND,THE,A,for,to
the aunt delivered the physician the beer .,a prince sent a pie to a minister .,DO,PD,DELIVER,SEND,THE,A,for,to
the aunt delivered the physician the beer .,a prince sent a minister a pie .,DO,DO,DELIVER,SEND,THE,A,for,to
the secretary delivered the book for the candidate .,a kid sent a box to an army .,PD,PD,DELIVER,SEND,THE,A,for,to
the secretary delivered the book for the candidate .,a kid sent an army a box .,PD,DO,DELIVER,SEND,THE,A,for,to
the secretary delivered the candidate the book .,a kid sent a box to an army .,DO,PD,DELIVER,SEND,THE,A,for,to
the secretary delivered the candidate the book .,a kid sent an army a box .,DO,DO,DELIVER,SEND,THE,A,for,to
the lawyer delivered the tea for the champion .,a sheriff sent a cheese to a band .,PD,PD,DELIVER,SEND,THE,A,for,to
the lawyer delivered the tea for the champion .,a sheriff sent a band a cheese .,PD,DO,DELIVER,SEND,THE,A,for,to
the lawyer delivered the champion the tea .,a sheriff sent a cheese to a band .,DO,PD,DELIVER,SEND,THE,A,for,to
the lawyer delivered the champion the tea .,a sheriff sent a band a cheese .,DO,DO,DELIVER,SEND,THE,A,for,to
the brother delivered the tea for the king .,a princess sent a salad to a club .,PD,PD,DELIVER,SEND,THE,A,for,to
the brother delivered the tea for the king .,a princess sent a club a salad .,PD,DO,DELIVER,SEND,THE,A,for,to
the brother delivered the king the tea .,a princess sent a salad to a club .,DO,PD,DELIVER,SEND,THE,A,for,to
the brother delivered the king the tea .,a princess sent a club a salad .,DO,DO,DELIVER,SEND,THE,A,for,to
the cop delivered the tea for the wife .,a professor sent a machine to an administration .,PD,PD,DELIVER,SEND,THE,A,for,to
the cop delivered the tea for the wife .,a professor sent an administration a machine .,PD,DO,DELIVER,SEND,THE,A,for,to
the cop delivered the wife the tea .,a professor sent a machine to an administration .,DO,PD,DELIVER,SEND,THE,A,for,to
the cop delivered the wife the tea .,a professor sent an administration a machine .,DO,DO,DELIVER,SEND,THE,A,for,to
the mayor delivered the candy for the winner .,an actress sent a coat to a club .,PD,PD,DELIVER,SEND,THE,A,for,to
the mayor delivered the candy for the winner .,an actress sent a club a coat .,PD,DO,DELIVER,SEND,THE,A,for,to
the mayor delivered the winner the candy .,an actress sent a coat to a club .,DO,PD,DELIVER,SEND,THE,A,for,to
the mayor delivered the winner the candy .,an actress sent a club a coat .,DO,DO,DELIVER,SEND,THE,A,for,to
the hero delivered the pie for the adult .,a sheriff sent a television to a band .,PD,PD,DELIVER,SEND,THE,A,for,to
the hero delivered the pie for the adult .,a sheriff sent a band a television .,PD,DO,DELIVER,SEND,THE,A,for,to
the hero delivered the adult the pie .,a sheriff sent a television to a band .,DO,PD,DELIVER,SEND,THE,A,for,to
the hero delivered the adult the pie .,a sheriff sent a band a television .,DO,DO,DELIVER,SEND,THE,A,for,to
the manager delivered the cheese for the employer .,a mother sent a juice to a band .,PD,PD,DELIVER,SEND,THE,A,for,to
the manager delivered the cheese for the employer .,a mother sent a band a juice .,PD,DO,DELIVER,SEND,THE,A,for,to
the manager delivered the employer the cheese .,a mother sent a juice to a band .,DO,PD,DELIVER,SEND,THE,A,for,to
the manager delivered the employer the cheese .,a mother sent a band a juice .,DO,DO,DELIVER,SEND,THE,A,for,to
a king delivered a juice for an employer .,the actress sent the candy to the club .,PD,PD,DELIVER,SEND,A,THE,for,to
a king delivered a juice for an employer .,the actress sent the club the candy .,PD,DO,DELIVER,SEND,A,THE,for,to
a king delivered an employer a juice .,the actress sent the candy to the club .,DO,PD,DELIVER,SEND,A,THE,for,to
a king delivered an employer a juice .,the actress sent the club the candy .,DO,DO,DELIVER,SEND,A,THE,for,to
a doctor delivered a beer for a physician .,the soldier sent the camera to the parent .,PD,PD,DELIVER,SEND,A,THE,for,to
a doctor delivered a beer for a physician .,the soldier sent the parent the camera .,PD,DO,DELIVER,SEND,A,THE,for,to
a doctor delivered a physician a beer .,the soldier sent the camera to the parent .,DO,PD,DELIVER,SEND,A,THE,for,to
a doctor delivered a physician a beer .,the soldier sent the parent the camera .,DO,DO,DELIVER,SEND,A,THE,for,to
a bishop delivered a juice for a champion .,the teacher sent the salad to the company .,PD,PD,DELIVER,SEND,A,THE,for,to
a bishop delivered a juice for a champion .,the teacher sent the company the salad .,PD,DO,DELIVER,SEND,A,THE,for,to
a bishop delivered a champion a juice .,the teacher sent the salad to the company .,DO,PD,DELIVER,SEND,A,THE,for,to
a bishop delivered a champion a juice .,the teacher sent the company the salad .,DO,DO,DELIVER,SEND,A,THE,for,to
a reader delivered a salad for a president .,the professor sent the chocolate to the cop .,PD,PD,DELIVER,SEND,A,THE,for,to
a reader delivered a salad for a president .,the professor sent the cop the chocolate .,PD,DO,DELIVER,SEND,A,THE,for,to
a reader delivered a president a salad .,the professor sent the chocolate to the cop .,DO,PD,DELIVER,SEND,A,THE,for,to
a reader delivered a president a salad .,the professor sent the cop the chocolate .,DO,DO,DELIVER,SEND,A,THE,for,to
a wife delivered a chocolate for a teacher .,the husband sent the coffee to the boy .,PD,PD,DELIVER,SEND,A,THE,for,to
a wife delivered a chocolate for a teacher .,the husband sent the boy the coffee .,PD,DO,DELIVER,SEND,A,THE,for,to
a wife delivered a teacher a chocolate .,the husband sent the coffee to the boy .,DO,PD,DELIVER,SEND,A,THE,for,to
a wife delivered a teacher a chocolate .,the husband sent the boy the coffee .,DO,DO,DELIVER,SEND,A,THE,for,to
a prince delivered an instrument for a champion .,the king sent the beer to the administration .,PD,PD,DELIVER,SEND,A,THE,for,to
a prince delivered an instrument for a champion .,the king sent the administration the beer .,PD,DO,DELIVER,SEND,A,THE,for,to
a prince delivered a champion an instrument .,the king sent the beer to the administration .,DO,PD,DELIVER,SEND,A,THE,for,to
a prince delivered a champion an instrument .,the king sent the administration the beer .,DO,DO,DELIVER,SEND,A,THE,for,to
a king delivered a salad for a kid .,the professor sent the tea to the band .,PD,PD,DELIVER,SEND,A,THE,for,to
a king delivered a salad for a kid .,the professor sent the band the tea .,PD,DO,DELIVER,SEND,A,THE,for,to
a king delivered a kid a salad .,the professor sent the tea to the band .,DO,PD,DELIVER,SEND,A,THE,for,to
a king delivered a kid a salad .,the professor sent the band the tea .,DO,DO,DELIVER,SEND,A,THE,for,to
a teacher delivered a coffee for a king .,the captain sent the cheese to the cousin .,PD,PD,DELIVER,SEND,A,THE,for,to
a teacher delivered a coffee for a king .,the captain sent the cousin the cheese .,PD,DO,DELIVER,SEND,A,THE,for,to
a teacher delivered a king a coffee .,the captain sent the cheese to the cousin .,DO,PD,DELIVER,SEND,A,THE,for,to
a teacher delivered a king a coffee .,the captain sent the cousin the cheese .,DO,DO,DELIVER,SEND,A,THE,for,to
a secretary delivered a juice for an author .,the king sent the tea to the partner .,PD,PD,DELIVER,SEND,A,THE,for,to
a secretary delivered a juice for an author .,the king sent the partner the tea .,PD,DO,DELIVER,SEND,A,THE,for,to
a secretary delivered an author a juice .,the king sent the tea to the partner .,DO,PD,DELIVER,SEND,A,THE,for,to
a secretary delivered an author a juice .,the king sent the partner the tea .,DO,DO,DELIVER,SEND,A,THE,for,to
an aunt delivered a tea for a king .,the singer sent the machine to the worker .,PD,PD,DELIVER,SEND,A,THE,for,to
an aunt delivered a tea for a king .,the singer sent the worker the machine .,PD,DO,DELIVER,SEND,A,THE,for,to
an aunt delivered a king a tea .,the singer sent the machine to the worker .,DO,PD,DELIVER,SEND,A,THE,for,to
an aunt delivered a king a tea .,the singer sent the worker the machine .,DO,DO,DELIVER,SEND,A,THE,for,to
a man delivered an engine for a prince .,the teacher sent the juice to the student .,PD,PD,DELIVER,SEND,A,THE,for,to
a man delivered an engine for a prince .,the teacher sent the student the juice .,PD,DO,DELIVER,SEND,A,THE,for,to
a man delivered a prince an engine .,the teacher sent the juice to the student .,DO,PD,DELIVER,SEND,A,THE,for,to
a man delivered a prince an engine .,the teacher sent the student the juice .,DO,DO,DELIVER,SEND,A,THE,for,to
a kid delivered a tea for a priest .,the colonel sent the iron to the boy .,PD,PD,DELIVER,SEND,A,THE,for,to
a kid delivered a tea for a priest .,the colonel sent the boy the iron .,PD,DO,DELIVER,SEND,A,THE,for,to
a kid delivered a priest a tea .,the colonel sent the iron to the boy .,DO,PD,DELIVER,SEND,A,THE,for,to
a kid delivered a priest a tea .,the colonel sent the boy the iron .,DO,DO,DELIVER,SEND,A,THE,for,to
a parent delivered a flower for a cop .,the bishop sent the coffee to the buddy .,PD,PD,DELIVER,SEND,A,THE,for,to
a parent delivered a flower for a cop .,the bishop sent the buddy the coffee .,PD,DO,DELIVER,SEND,A,THE,for,to
a parent delivered a cop a flower .,the bishop sent the coffee to the buddy .,DO,PD,DELIVER,SEND,A,THE,for,to
a parent delivered a cop a flower .,the bishop sent the buddy the coffee .,DO,DO,DELIVER,SEND,A,THE,for,to
a cousin delivered a juice for a president .,the teacher sent the chicken to the opponent .,PD,PD,DELIVER,SEND,A,THE,for,to
a cousin delivered a juice for a president .,the teacher sent the opponent the chicken .,PD,DO,DELIVER,SEND,A,THE,for,to
a cousin delivered a president a juice .,the teacher sent the chicken to the opponent .,DO,PD,DELIVER,SEND,A,THE,for,to
a cousin delivered a president a juice .,the teacher sent the opponent the chicken .,DO,DO,DELIVER,SEND,A,THE,for,to
a bishop delivered a bag for a father .,the employer sent the flower to the club .,PD,PD,DELIVER,SEND,A,THE,for,to
a bishop delivered a bag for a father .,the employer sent the club the flower .,PD,DO,DELIVER,SEND,A,THE,for,to
a bishop delivered a father a bag .,the employer sent the flower to the club .,DO,PD,DELIVER,SEND,A,THE,for,to
a bishop delivered a father a bag .,the employer sent the club the flower .,DO,DO,DELIVER,SEND,A,THE,for,to
an attorney delivered a coffee for a captain .,the son sent the salad to the aunt .,PD,PD,DELIVER,SEND,A,THE,for,to
an attorney delivered a coffee for a captain .,the son sent the aunt the salad .,PD,DO,DELIVER,SEND,A,THE,for,to
an attorney delivered a captain a coffee .,the son sent the salad to the aunt .,DO,PD,DELIVER,SEND,A,THE,for,to
an attorney delivered a captain a coffee .,the son sent the aunt the salad .,DO,DO,DELIVER,SEND,A,THE,for,to
a hero delivered a pie for a student .,the reader sent the chicken to the sheriff .,PD,PD,DELIVER,SEND,A,THE,for,to
a hero delivered a pie for a student .,the reader sent the sheriff the chicken .,PD,DO,DELIVER,SEND,A,THE,for,to
a hero delivered a student a pie .,the reader sent the chicken to the sheriff .,DO,PD,DELIVER,SEND,A,THE,for,to
a hero delivered a student a pie .,the reader sent the sheriff the chicken .,DO,DO,DELIVER,SEND,A,THE,for,to
a chief delivered a cheese for a guy .,the brother sent the television to the minister .,PD,PD,DELIVER,SEND,A,THE,for,to
a chief delivered a cheese for a guy .,the brother sent the minister the television .,PD,DO,DELIVER,SEND,A,THE,for,to
a chief delivered a guy a cheese .,the brother sent the television to the minister .,DO,PD,DELIVER,SEND,A,THE,for,to
a chief delivered a guy a cheese .,the brother sent the minister the television .,DO,DO,DELIVER,SEND,A,THE,for,to
a writer delivered a salad for a cop .,the chief sent the meal to the son .,PD,PD,DELIVER,SEND,A,THE,for,to
a writer delivered a salad for a cop .,the chief sent the son the meal .,PD,DO,DELIVER,SEND,A,THE,for,to
a writer delivered a cop a salad .,the chief sent the meal to the son .,DO,PD,DELIVER,SEND,A,THE,for,to
a writer delivered a cop a salad .,the chief sent the son the meal .,DO,DO,DELIVER,SEND,A,THE,for,to
a mayor delivered a log for an employer .,the partner sent the wire to the band .,PD,PD,DELIVER,SEND,A,THE,for,to
a mayor delivered a log for an employer .,the partner sent the band the wire .,PD,DO,DELIVER,SEND,A,THE,for,to
a mayor delivered an employer a log .,the partner sent the wire to the band .,DO,PD,DELIVER,SEND,A,THE,for,to
a mayor delivered an employer a log .,the partner sent the band the wire .,DO,DO,DELIVER,SEND,A,THE,for,to
a husband delivered a juice for a guest .,the physician sent the computer to the corporation .,PD,PD,DELIVER,SEND,A,THE,for,to
a husband delivered a juice for a guest .,the physician sent the corporation the computer .,PD,DO,DELIVER,SEND,A,THE,for,to
a husband delivered a guest a juice .,the physician sent the computer to the corporation .,DO,PD,DELIVER,SEND,A,THE,for,to
a husband delivered a guest a juice .,the physician sent the corporation the computer .,DO,DO,DELIVER,SEND,A,THE,for,to
a boy delivered a cheese for a nurse .,the prince sent the crystal to the teacher .,PD,PD,DELIVER,SEND,A,THE,for,to
a boy delivered a cheese for a nurse .,the prince sent the teacher the crystal .,PD,DO,DELIVER,SEND,A,THE,for,to
a boy delivered a nurse a cheese .,the prince sent the crystal to the teacher .,DO,PD,DELIVER,SEND,A,THE,for,to
a boy delivered a nurse a cheese .,the prince sent the teacher the crystal .,DO,DO,DELIVER,SEND,A,THE,for,to
an employee delivered a beer for a boy .,the princess sent the pie to the band .,PD,PD,DELIVER,SEND,A,THE,for,to
an employee delivered a beer for a boy .,the princess sent the band the pie .,PD,DO,DELIVER,SEND,A,THE,for,to
an employee delivered a boy a beer .,the princess sent the pie to the band .,DO,PD,DELIVER,SEND,A,THE,for,to
an employee delivered a boy a beer .,the princess sent the band the pie .,DO,DO,DELIVER,SEND,A,THE,for,to
a guest delivered a beer for a daughter .,the friend sent the pie to the administration .,PD,PD,DELIVER,SEND,A,THE,for,to
a guest delivered a beer for a daughter .,the friend sent the administration the pie .,PD,DO,DELIVER,SEND,A,THE,for,to
a guest delivered a daughter a beer .,the friend sent the pie to the administration .,DO,PD,DELIVER,SEND,A,THE,for,to
a guest delivered a daughter a beer .,the friend sent the administration the pie .,DO,DO,DELIVER,SEND,A,THE,for,to
a doctor delivered a gun for a physician .,the mother sent the juice to the business .,PD,PD,DELIVER,SEND,A,THE,for,to
a doctor delivered a gun for a physician .,the mother sent the business the juice .,PD,DO,DELIVER,SEND,A,THE,for,to
a doctor delivered a physician a gun .,the mother sent the juice to the business .,DO,PD,DELIVER,SEND,A,THE,for,to
a doctor delivered a physician a gun .,the mother sent the business the juice .,DO,DO,DELIVER,SEND,A,THE,for,to
