prime_sentence,prime_structure,prime_verb,target_sentence,target_structure,target_verb,perplexity,log_prob
the manager made the business the bowl .,DO,MAKE,a mayor promised a secretary a tea .,DO,PROMISE,4082.1513671875,-58.200653076171875
the professor delivered the beer for the minister .,PD,DELIVER,a mayor promised a tea to a secretary .,PD,PROMISE,1069.75048828125,-55.80144500732422
the professor delivered the minister the beer .,DO,DELIVER,a mayor promised a tea to a secretary .,PD,PROMISE,1068.8734130859375,-55.794883728027344
the professor delivered the beer for the minister .,PD,DELIVER,a mayor promised a secretary a tea .,DO,PROMISE,4054.08447265625,-58.15235900878906
the professor delivered the minister the beer .,DO,DELIVER,a mayor promised a secretary a tea .,DO,PROMISE,4056.90478515625,-58.1572265625
the pilot bought the salad for the friend .,PD,BUY,a mayor promised a tea to a secretary .,PD,PROMISE,1060.81884765625,-55.734371185302734
the pilot bought the friend the salad .,DO,BUY,a mayor promised a tea to a secretary .,PD,PROMISE,1060.852294921875,-55.734622955322266
the pilot bought the salad for the friend .,PD,BUY,a mayor promised a secretary a tea .,DO,PROMISE,4015.187744140625,-58.08487319946289
the pilot bought the friend the salad .,DO,BUY,a mayor promised a secretary a tea .,DO,PROMISE,4018.2236328125,-58.09016418457031
the business designed the knife for the club .,PD,DESIGN,a mayor promised a tea to a secretary .,PD,PROMISE,1073.10546875,-55.82649612426758
the business designed the club the knife .,DO,DESIGN,a mayor promised a tea to a secretary .,PD,PROMISE,1069.652587890625,-55.80071258544922
the business designed the knife for the club .,PD,DESIGN,a mayor promised a secretary a tea .,DO,PROMISE,4063.8837890625,-58.16925811767578
the business designed the club the knife .,DO,DESIGN,a mayor promised a secretary a tea .,DO,PROMISE,4048.9599609375,-58.14350509643555
the business designed the flower for the club .,PD,DESIGN,a manager fed a meal to a nurse .,PD,FEED,416.11572265625,-48.24770736694336
the business designed the club the flower .,DO,DESIGN,a manager fed a meal to a nurse .,PD,FEED,409.89093017578125,-48.12712860107422
the business designed the flower for the club .,PD,DESIGN,a manager fed a nurse a meal .,DO,FEED,1296.685791015625,-50.17296600341797
the business designed the club the flower .,DO,DESIGN,a manager fed a nurse a meal .,DO,FEED,1282.959716796875,-50.098472595214844
the uncle caught the newspaper for the parent .,PD,CATCH,a manager fed a meal to a nurse .,PD,FEED,410.92755126953125,-48.147335052490234
the uncle caught the parent the newspaper .,DO,CATCH,a manager fed a meal to a nurse .,PD,FEED,417.56591796875,-48.27553939819336
the uncle caught the newspaper for the parent .,PD,CATCH,a manager fed a nurse a meal .,DO,FEED,1276.3905029296875,-50.062538146972656
the uncle caught the parent the newspaper .,DO,CATCH,a manager fed a nurse a meal .,DO,FEED,1302.1539306640625,-50.202423095703125
the adult purchased the computer for the boy .,PD,PURCHASE,a manager fed a meal to a nurse .,PD,FEED,417.0368347167969,-48.26539611816406
the adult purchased the boy the computer .,DO,PURCHASE,a manager fed a meal to a nurse .,PD,FEED,403.07232666015625,-47.99292755126953
the adult purchased the computer for the boy .,PD,PURCHASE,a manager fed a nurse a meal .,DO,FEED,1299.19189453125,-50.18648147583008
the adult purchased the boy the computer .,DO,PURCHASE,a manager fed a nurse a meal .,DO,FEED,1263.6192626953125,-49.99214553833008
the reader bought the bottle for the partner .,PD,BUY,a manager fed a meal to a nurse .,PD,FEED,408.349365234375,-48.09698486328125
the reader bought the partner the bottle .,DO,BUY,a manager fed a meal to a nurse .,PD,FEED,411.6051025390625,-48.16051483154297
the reader bought the bottle for the partner .,PD,BUY,a manager fed a nurse a meal .,DO,FEED,1276.6527099609375,-50.0639762878418
the reader bought the partner the bottle .,DO,BUY,a manager fed a nurse a meal .,DO,FEED,1287.35791015625,-50.12242889404297
the secretary bought the beer for the prince .,PD,BUY,a manager fed a meal to a nurse .,PD,FEED,420.61602783203125,-48.333763122558594
the secretary bought the prince the beer .,DO,BUY,a manager fed a meal to a nurse .,PD,FEED,410.0387268066406,-48.13001251220703
the secretary bought the beer for the prince .,PD,BUY,a manager fed a nurse a meal .,DO,FEED,1307.4755859375,-50.23097229003906
the secretary bought the prince the beer .,DO,BUY,a manager fed a nurse a meal .,DO,FEED,1283.2421875,-50.100013732910156
the man delivered the coffee for the guest .,PD,DELIVER,a manager fed a meal to a nurse .,PD,FEED,416.38470458984375,-48.25287628173828
the man delivered the guest the coffee .,DO,DELIVER,a manager fed a meal to a nurse .,PD,FEED,407.913818359375,-48.08844757080078
the man delivered the coffee for the guest .,PD,DELIVER,a manager fed a nurse a meal .,DO,FEED,1299.3157958984375,-50.18714904785156
the man delivered the guest the coffee .,DO,DELIVER,a manager fed a nurse a meal .,DO,FEED,1278.708984375,-50.07524108886719
the prince saved the coffee for the father .,PD,SAVE,a manager fed a meal to a nurse .,PD,FEED,402.20892333984375,-47.975772857666016
the prince saved the father the coffee .,DO,SAVE,a manager fed a meal to a nurse .,PD,FEED,407.5378112792969,-48.08106994628906
the prince saved the coffee for the father .,PD,SAVE,a manager fed a nurse a meal .,DO,FEED,1254.2757568359375,-49.94019317626953
the prince saved the father the coffee .,DO,SAVE,a manager fed a nurse a meal .,DO,FEED,1279.6806640625,-50.08055877685547
the man delivered the button for the mayor .,PD,DELIVER,a manager fed a meal to a nurse .,PD,FEED,418.14874267578125,-48.28669738769531
the man delivered the mayor the button .,DO,DELIVER,a manager fed a meal to a nurse .,PD,FEED,417.5491943359375,-48.27521896362305
the man delivered the button for the mayor .,PD,DELIVER,a manager fed a nurse a meal .,DO,FEED,1301.9681396484375,-50.20142364501953
the man delivered the mayor the button .,DO,DELIVER,a manager fed a nurse a meal .,DO,FEED,1304.6214599609375,-50.215675354003906
the daughter bought the juice for the professor .,PD,BUY,a manager fed a meal to a nurse .,PD,FEED,420.2417297363281,-48.32664108276367
the daughter bought the professor the juice .,DO,BUY,a manager fed a meal to a nurse .,PD,FEED,411.6969299316406,-48.16230010986328
the daughter bought the juice for the professor .,PD,BUY,a manager fed a nurse a meal .,DO,FEED,1308.874267578125,-50.23845672607422
the daughter bought the professor the juice .,DO,BUY,a manager fed a nurse a meal .,DO,FEED,1287.5101318359375,-50.12325668334961
the winner made the machine for the army .,PD,MAKE,a manager fed a meal to a nurse .,PD,FEED,415.8691711425781,-48.24296569824219
the winner made the army the machine .,DO,MAKE,a manager fed a meal to a nurse .,PD,FEED,410.5816345214844,-48.14059829711914
the winner made the machine for the army .,PD,MAKE,a manager fed a nurse a meal .,DO,FEED,1294.1395263671875,-50.15920639038086
the winner made the army the machine .,DO,MAKE,a manager fed a nurse a meal .,DO,FEED,1284.453369140625,-50.10661697387695
a priest supplied a juice to a father .,PD,SUPPLY,the champion bought the coffee for the actress .,PD,BUY,452.53875732421875,-48.91898727416992
a priest supplied a father a juice .,DO,SUPPLY,the champion bought the coffee for the actress .,PD,BUY,458.46783447265625,-49.02312088012695
a priest supplied a juice to a father .,PD,SUPPLY,the champion bought the actress the coffee .,DO,BUY,2609.4443359375,-55.06824493408203
a priest supplied a father a juice .,DO,SUPPLY,the champion bought the actress the coffee .,DO,BUY,2657.06494140625,-55.19483947753906
a guest promised a telephone to a child .,PD,PROMISE,the champion bought the coffee for the actress .,PD,BUY,456.1130676269531,-48.98192596435547
a guest promised a child a telephone .,DO,PROMISE,the champion bought the coffee for the actress .,PD,BUY,451.4285583496094,-48.89933776855469
a guest promised a telephone to a child .,PD,PROMISE,the champion bought the actress the coffee .,DO,BUY,2653.392578125,-55.185157775878906
a guest promised a child a telephone .,DO,PROMISE,the champion bought the actress the coffee .,DO,BUY,2616.17041015625,-55.086265563964844
a nurse sent a juice to a wife .,PD,SEND,the champion bought the coffee for the actress .,PD,BUY,456.6283874511719,-48.99095916748047
a nurse sent a wife a juice .,DO,SEND,the champion bought the coffee for the actress .,PD,BUY,458.4287109375,-49.022438049316406
a nurse sent a juice to a wife .,PD,SEND,the champion bought the actress the coffee .,DO,BUY,2640.974609375,-55.152320861816406
a nurse sent a wife a juice .,DO,SEND,the champion bought the actress the coffee .,DO,BUY,2662.51220703125,-55.20917510986328
a professor took a key to a wife .,PD,TAKE,the champion bought the coffee for the actress .,PD,BUY,457.1392822265625,-48.99990463256836
a professor took a wife a key .,DO,TAKE,the champion bought the coffee for the actress .,PD,BUY,456.2268371582031,-48.98392105102539
a professor took a key to a wife .,PD,TAKE,the champion bought the actress the coffee .,DO,BUY,2644.972900390625,-55.16291046142578
a professor took a wife a key .,DO,TAKE,the champion bought the actress the coffee .,DO,BUY,2658.743896484375,-55.19926071166992
a mother gave a pie to a company .,PD,GIVE,the champion bought the coffee for the actress .,PD,BUY,460.13995361328125,-49.05224609375
a mother gave a company a pie .,DO,GIVE,the champion bought the coffee for the actress .,PD,BUY,455.4041748046875,-48.969482421875
a mother gave a pie to a company .,PD,GIVE,the champion bought the actress the coffee .,DO,BUY,2667.385986328125,-55.22197723388672
a mother gave a company a pie .,DO,GIVE,the champion bought the actress the coffee .,DO,BUY,2641.821044921875,-55.154563903808594
a mother threw a pie to a bishop .,PD,THROW,the champion bought the coffee for the actress .,PD,BUY,460.7655029296875,-49.063114166259766
a mother threw a bishop a pie .,DO,THROW,the champion bought the coffee for the actress .,PD,BUY,452.3922424316406,-48.91639709472656
a mother threw a pie to a bishop .,PD,THROW,the champion bought the actress the coffee .,DO,BUY,2667.458740234375,-55.22216796875
a mother threw a bishop a pie .,DO,THROW,the champion bought the actress the coffee .,DO,BUY,2613.12109375,-55.078102111816406
a guest promised a flower to a worker .,PD,PROMISE,the champion bought the coffee for the actress .,PD,BUY,454.5199279785156,-48.95393371582031
a guest promised a worker a flower .,DO,PROMISE,the champion bought the coffee for the actress .,PD,BUY,450.8344421386719,-48.88880157470703
a guest promised a flower to a worker .,PD,PROMISE,the champion bought the actress the coffee .,DO,BUY,2640.200439453125,-55.1502685546875
a guest promised a worker a flower .,DO,PROMISE,the champion bought the actress the coffee .,DO,BUY,2610.402587890625,-55.07081604003906
a child fed a meal to a writer .,PD,FEED,the champion bought the coffee for the actress .,PD,BUY,460.1397705078125,-49.052242279052734
a child fed a writer a meal .,DO,FEED,the champion bought the coffee for the actress .,PD,BUY,458.6094970703125,-49.02559280395508
a child fed a meal to a writer .,PD,FEED,the champion bought the actress the coffee .,DO,BUY,2672.0126953125,-55.234107971191406
a child fed a writer a meal .,DO,FEED,the champion bought the actress the coffee .,DO,BUY,2668.53759765625,-55.224998474121094
a brother sent a candy to an army .,PD,SEND,the champion bought the coffee for the actress .,PD,BUY,458.91070556640625,-49.030845642089844
a brother sent an army a candy .,DO,SEND,the champion bought the coffee for the actress .,PD,BUY,455.0334167480469,-48.96296691894531
a brother sent a candy to an army .,PD,SEND,the champion bought the actress the coffee .,DO,BUY,2659.9365234375,-55.20240020751953
a brother sent an army a candy .,DO,SEND,the champion bought the actress the coffee .,DO,BUY,2635.792724609375,-55.138572692871094
a buddy gave a cheese to a man .,PD,GIVE,the champion bought the coffee for the actress .,PD,BUY,460.2852783203125,-49.054771423339844
a buddy gave a man a cheese .,DO,GIVE,the champion bought the coffee for the actress .,PD,BUY,458.09503173828125,-49.0166130065918
a buddy gave a cheese to a man .,PD,GIVE,the champion bought the actress the coffee .,DO,BUY,2661.3544921875,-55.20613098144531
a buddy gave a man a cheese .,DO,GIVE,the champion bought the actress the coffee .,DO,BUY,2655.582763671875,-55.19093322753906
the soldier sent the jacket to the army .,PD,SEND,a lady purchased an instrument for a husband .,PD,PURCHASE,647.5756225585938,-51.785884857177734
the soldier sent the army the jacket .,DO,SEND,a lady purchased an instrument for a husband .,PD,PURCHASE,643.9406127929688,-51.74085235595703
the soldier sent the jacket to the army .,PD,SEND,a lady purchased a husband an instrument .,DO,PURCHASE,3727.989990234375,-57.56536865234375
the soldier sent the army the jacket .,DO,SEND,a lady purchased a husband an instrument .,DO,PURCHASE,3707.1875,-57.52619934082031
the uncle showed the beer to the administration .,PD,SHOW,a lady purchased an instrument for a husband .,PD,PURCHASE,657.869140625,-51.91204833984375
the uncle showed the administration the beer .,DO,SHOW,a lady purchased an instrument for a husband .,PD,PURCHASE,651.678466796875,-51.83641052246094
the uncle showed the beer to the administration .,PD,SHOW,a lady purchased a husband an instrument .,DO,PURCHASE,3796.027587890625,-57.69197082519531
the uncle showed the administration the beer .,DO,SHOW,a lady purchased a husband an instrument .,DO,PURCHASE,3758.322265625,-57.622093200683594
the actor showed the candy to the employer .,PD,SHOW,a lady purchased an instrument for a husband .,PD,PURCHASE,657.6571044921875,-51.90946960449219
the actor showed the employer the candy .,DO,SHOW,a lady purchased an instrument for a husband .,PD,PURCHASE,648.0386962890625,-51.791603088378906
the actor showed the candy to the employer .,PD,SHOW,a lady purchased a husband an instrument .,DO,PURCHASE,3794.16015625,-57.68852615356445
the actor showed the employer the candy .,DO,SHOW,a lady purchased a husband an instrument .,DO,PURCHASE,3735.43896484375,-57.579341888427734
the sheriff took the hat to the adult .,PD,TAKE,a lady purchased an instrument for a husband .,PD,PURCHASE,646.0775756835938,-51.767356872558594
the sheriff took the adult the hat .,DO,TAKE,a lady purchased an instrument for a husband .,PD,PURCHASE,624.1417846679688,-51.49102020263672
the sheriff took the hat to the adult .,PD,TAKE,a lady purchased a husband an instrument .,DO,PURCHASE,3712.134521484375,-57.5355339050293
the sheriff took the adult the hat .,DO,TAKE,a lady purchased a husband an instrument .,DO,PURCHASE,3581.290771484375,-57.28434753417969
the employee brought the salad to the company .,PD,BRING,a lady purchased an instrument for a husband .,PD,PURCHASE,647.2048950195312,-51.78130340576172
the employee brought the company the salad .,DO,BRING,a lady purchased an instrument for a husband .,PD,PURCHASE,641.7327270507812,-51.713375091552734
the employee brought the salad to the company .,PD,BRING,a lady purchased a husband an instrument .,DO,PURCHASE,3730.2353515625,-57.569583892822266
the employee brought the company the salad .,DO,BRING,a lady purchased a husband an instrument .,DO,PURCHASE,3694.054931640625,-57.50135803222656
the professor showed the coffee to the business .,PD,SHOW,a lady purchased an instrument for a husband .,PD,PURCHASE,649.1310424804688,-51.805076599121094
the professor showed the business the coffee .,DO,SHOW,a lady purchased an instrument for a husband .,PD,PURCHASE,641.4188232421875,-51.7094612121582
the professor showed the coffee to the business .,PD,SHOW,a lady purchased a husband an instrument .,DO,PURCHASE,3739.48583984375,-57.58692169189453
the professor showed the business the coffee .,DO,SHOW,a lady purchased a husband an instrument .,DO,PURCHASE,3680.7724609375,-57.47614288330078
the pilot supplied the beer to the child .,PD,SUPPLY,a lady purchased an instrument for a husband .,PD,PURCHASE,644.321533203125,-51.745582580566406
the pilot supplied the child the beer .,DO,SUPPLY,a lady purchased an instrument for a husband .,PD,PURCHASE,653.5724487304688,-51.85962677001953
the pilot supplied the beer to the child .,PD,SUPPLY,a lady purchased a husband an instrument .,DO,PURCHASE,3714.170166015625,-57.539371490478516
the pilot supplied the child the beer .,DO,SUPPLY,a lady purchased a husband an instrument .,DO,PURCHASE,3765.19384765625,-57.63488006591797
the physician showed the tea to the uncle .,PD,SHOW,a lady purchased an instrument for a husband .,PD,PURCHASE,645.409423828125,-51.75907897949219
the physician showed the uncle the tea .,DO,SHOW,a lady purchased an instrument for a husband .,PD,PURCHASE,648.1419067382812,-51.792877197265625
the physician showed the tea to the uncle .,PD,SHOW,a lady purchased a husband an instrument .,DO,PURCHASE,3714.43505859375,-57.53987121582031
the physician showed the uncle the tea .,DO,SHOW,a lady purchased a husband an instrument .,DO,PURCHASE,3730.353271484375,-57.56980514526367
the scientist supplied the glass to the club .,PD,SUPPLY,a lady purchased an instrument for a husband .,PD,PURCHASE,652.0738525390625,-51.84126281738281
the scientist supplied the club the glass .,DO,SUPPLY,a lady purchased an instrument for a husband .,PD,PURCHASE,648.8816528320312,-51.802001953125
the scientist supplied the glass to the club .,PD,SUPPLY,a lady purchased a husband an instrument .,DO,PURCHASE,3762.36962890625,-57.6296272277832
the scientist supplied the club the glass .,DO,SUPPLY,a lady purchased a husband an instrument .,DO,PURCHASE,3730.7783203125,-57.57060241699219
the brother supplied the machine to the business .,PD,SUPPLY,a lady purchased an instrument for a husband .,PD,PURCHASE,652.920166015625,-51.85163879394531
the brother supplied the business the machine .,DO,SUPPLY,a lady purchased an instrument for a husband .,PD,PURCHASE,652.0443115234375,-51.84090042114258
the brother supplied the machine to the business .,PD,SUPPLY,a lady purchased a husband an instrument .,DO,PURCHASE,3758.5986328125,-57.62260818481445
the brother supplied the business the machine .,DO,SUPPLY,a lady purchased a husband an instrument .,DO,PURCHASE,3750.874755859375,-57.60820770263672
the teacher promised the juice to the daughter .,PD,PROMISE,a manager caught a bottle for a president .,PD,CATCH,855.635009765625,-54.01475143432617
the teacher promised the daughter the juice .,DO,PROMISE,a manager caught a bottle for a president .,PD,CATCH,843.4544677734375,-53.900047302246094
the teacher promised the juice to the daughter .,PD,PROMISE,a manager caught a president a bottle .,DO,CATCH,2655.701416015625,-55.191246032714844
the teacher promised the daughter the juice .,DO,PROMISE,a manager caught a president a bottle .,DO,CATCH,2633.52734375,-55.13255310058594
the uncle brought the cup to the business .,PD,BRING,a manager caught a bottle for a president .,PD,CATCH,854.9637451171875,-54.00847244262695
the uncle brought the business the cup .,DO,BRING,a manager caught a bottle for a president .,PD,CATCH,839.958251953125,-53.866817474365234
the uncle brought the cup to the business .,PD,BRING,a manager caught a president a bottle .,DO,CATCH,2641.17919921875,-55.152862548828125
the uncle brought the business the cup .,DO,BRING,a manager caught a president a bottle .,DO,CATCH,2609.247802734375,-55.067718505859375
the student sold the chicken to the business .,PD,SELL,a manager caught a bottle for a president .,PD,CATCH,858.8368530273438,-54.04463195800781
the student sold the business the chicken .,DO,SELL,a manager caught a bottle for a president .,PD,CATCH,865.6322021484375,-54.10768127441406
the student sold the chicken to the business .,PD,SELL,a manager caught a president a bottle .,DO,CATCH,2652.502197265625,-55.18280792236328
the student sold the business the chicken .,DO,SELL,a manager caught a president a bottle .,DO,CATCH,2694.4287109375,-55.29258728027344
the attorney supplied the gun to the company .,PD,SUPPLY,a manager caught a bottle for a president .,PD,CATCH,850.0518798828125,-53.962379455566406
the attorney supplied the company the gun .,DO,SUPPLY,a manager caught a bottle for a president .,PD,CATCH,835.6019287109375,-53.825218200683594
the attorney supplied the gun to the company .,PD,SUPPLY,a manager caught a president a bottle .,DO,CATCH,2629.3857421875,-55.12153625488281
the attorney supplied the company the gun .,DO,SUPPLY,a manager caught a president a bottle .,DO,CATCH,2586.903076171875,-55.00751495361328
the opponent sold the iron to the administration .,PD,SELL,a manager caught a bottle for a president .,PD,CATCH,866.5081176757812,-54.11577224731445
the opponent sold the administration the iron .,DO,SELL,a manager caught a bottle for a president .,PD,CATCH,838.8890991210938,-53.85662841796875
the opponent sold the iron to the administration .,PD,SELL,a manager caught a president a bottle .,DO,CATCH,2681.8388671875,-55.259803771972656
the opponent sold the administration the iron .,DO,SELL,a manager caught a president a bottle .,DO,CATCH,2610.49072265625,-55.07105255126953
the chief brought the key to the army .,PD,BRING,a manager caught a bottle for a president .,PD,CATCH,840.771728515625,-53.87456130981445
the chief brought the army the key .,DO,BRING,a manager caught a bottle for a president .,PD,CATCH,863.9596557617188,-54.09220886230469
the chief brought the key to the army .,PD,BRING,a manager caught a president a bottle .,DO,CATCH,2597.5546875,-55.036277770996094
the chief brought the army the key .,DO,BRING,a manager caught a president a bottle .,DO,CATCH,2694.443115234375,-55.292625427246094
the secretary took the telephone to the buddy .,PD,TAKE,a manager caught a bottle for a president .,PD,CATCH,831.5380859375,-53.786216735839844
the secretary took the buddy the telephone .,DO,TAKE,a manager caught a bottle for a president .,PD,CATCH,807.1192626953125,-53.54777145385742
the secretary took the telephone to the buddy .,PD,TAKE,a manager caught a president a bottle .,DO,CATCH,2586.748291015625,-55.00709533691406
the secretary took the buddy the telephone .,DO,TAKE,a manager caught a president a bottle .,DO,CATCH,2481.79345703125,-54.71715545654297
the soldier promised the coffee to the teacher .,PD,PROMISE,a manager caught a bottle for a president .,PD,CATCH,847.8877563476562,-53.941986083984375
the soldier promised the teacher the coffee .,DO,PROMISE,a manager caught a bottle for a president .,PD,CATCH,829.2510375976562,-53.764183044433594
the soldier promised the coffee to the teacher .,PD,PROMISE,a manager caught a president a bottle .,DO,CATCH,2624.524169921875,-55.10858154296875
the soldier promised the teacher the coffee .,DO,PROMISE,a manager caught a president a bottle .,DO,CATCH,2552.763671875,-54.914520263671875
the actor took the wire to the soldier .,PD,TAKE,a manager caught a bottle for a president .,PD,CATCH,852.1273193359375,-53.98188781738281
the actor took the soldier the wire .,DO,TAKE,a manager caught a bottle for a president .,PD,CATCH,839.6715087890625,-53.86408615112305
the actor took the wire to the soldier .,PD,TAKE,a manager caught a president a bottle .,DO,CATCH,2643.67333984375,-55.15946960449219
the actor took the soldier the wire .,DO,TAKE,a manager caught a president a bottle .,DO,CATCH,2610.459716796875,-55.07096862792969
the mother promised the cheese to the student .,PD,PROMISE,a manager caught a bottle for a president .,PD,CATCH,833.3529052734375,-53.80365753173828
the mother promised the student the cheese .,DO,PROMISE,a manager caught a bottle for a president .,PD,CATCH,830.1019897460938,-53.77238845825195
the mother promised the cheese to the student .,PD,PROMISE,a manager caught a president a bottle .,DO,CATCH,2588.70556640625,-55.01239013671875
the mother promised the student the cheese .,DO,PROMISE,a manager caught a president a bottle .,DO,CATCH,2567.476806640625,-54.954750061035156
a winner supplied a bag to a brother .,PD,SUPPLY,the uncle got the chocolate for the club .,PD,GET,671.1189575195312,-52.071571350097656
a winner supplied a brother a bag .,DO,SUPPLY,the uncle got the chocolate for the club .,PD,GET,668.33935546875,-52.038368225097656
a winner supplied a bag to a brother .,PD,SUPPLY,the uncle got the club the chocolate .,DO,GET,1636.2657470703125,-51.80120086669922
a winner supplied a brother a bag .,DO,SUPPLY,the uncle got the club the chocolate .,DO,GET,1627.7774658203125,-51.764793395996094
a guest showed a cheese to a guy .,PD,SHOW,the uncle got the chocolate for the club .,PD,GET,679.2138061523438,-52.16748809814453
a guest showed a guy a cheese .,DO,SHOW,the uncle got the chocolate for the club .,PD,GET,667.4234008789062,-52.02739715576172
a guest showed a cheese to a guy .,PD,SHOW,the uncle got the club the chocolate .,DO,GET,1656.0849609375,-51.88547897338867
a guest showed a guy a cheese .,DO,SHOW,the uncle got the club the chocolate .,DO,GET,1620.91552734375,-51.73522186279297
a reader promised a cheese to a chief .,PD,PROMISE,the uncle got the chocolate for the club .,PD,GET,639.9755859375,-51.69144058227539
a reader promised a chief a cheese .,DO,PROMISE,the uncle got the chocolate for the club .,PD,GET,659.230712890625,-51.9285888671875
a reader promised a cheese to a chief .,PD,PROMISE,the uncle got the club the chocolate .,DO,GET,1563.75732421875,-51.483924865722656
a reader promised a chief a cheese .,DO,PROMISE,the uncle got the club the chocolate .,DO,GET,1603.4940185546875,-51.65958023071289
a hero fed a cheese to a lawyer .,PD,FEED,the uncle got the chocolate for the club .,PD,GET,681.9375610351562,-52.19950485229492
a hero fed a lawyer a cheese .,DO,FEED,the uncle got the chocolate for the club .,PD,GET,672.2495727539062,-52.08503723144531
a hero fed a cheese to a lawyer .,PD,FEED,the uncle got the club the chocolate .,DO,GET,1658.09423828125,-51.89396667480469
a hero fed a lawyer a cheese .,DO,FEED,the uncle got the club the chocolate .,DO,GET,1632.1566162109375,-51.783599853515625
a professor threw a salad to a student .,PD,THROW,the uncle got the chocolate for the club .,PD,GET,651.2991943359375,-51.83175277709961
a professor threw a student a salad .,DO,THROW,the uncle got the chocolate for the club .,PD,GET,653.3689575195312,-51.85713577270508
a professor threw a salad to a student .,PD,THROW,the uncle got the club the chocolate .,DO,GET,1584.0609130859375,-51.57422637939453
a professor threw a student a salad .,DO,THROW,the uncle got the club the chocolate .,DO,GET,1588.8885498046875,-51.59552764892578
a president supplied a bowl to a business .,PD,SUPPLY,the uncle got the chocolate for the club .,PD,GET,666.4642333984375,-52.015892028808594
a president supplied a business a bowl .,DO,SUPPLY,the uncle got the chocolate for the club .,PD,GET,669.1907958984375,-52.048553466796875
a president supplied a bowl to a business .,PD,SUPPLY,the uncle got the club the chocolate .,DO,GET,1626.7275390625,-51.760276794433594
a president supplied a business a bowl .,DO,SUPPLY,the uncle got the club the chocolate .,DO,GET,1631.17138671875,-51.77937316894531
a buddy showed an anchor to an army .,PD,SHOW,the uncle got the chocolate for the club .,PD,GET,670.0267333984375,-52.05854034423828
a buddy showed an army an anchor .,DO,SHOW,the uncle got the chocolate for the club .,PD,GET,652.4222412109375,-51.84553527832031
a buddy showed an anchor to an army .,PD,SHOW,the uncle got the club the chocolate .,DO,GET,1636.11328125,-51.8005485534668
a buddy showed an army an anchor .,DO,SHOW,the uncle got the club the chocolate .,DO,GET,1590.070068359375,-51.600730895996094
a pilot showed a wire to a woman .,PD,SHOW,the uncle got the chocolate for the club .,PD,GET,668.266357421875,-52.03749465942383
a pilot showed a woman a wire .,DO,SHOW,the uncle got the chocolate for the club .,PD,GET,677.072509765625,-52.14222717285156
a pilot showed a wire to a woman .,PD,SHOW,the uncle got the club the chocolate .,DO,GET,1634.232177734375,-51.79249572753906
a pilot showed a woman a wire .,DO,SHOW,the uncle got the club the chocolate .,DO,GET,1652.96435546875,-51.872276306152344
a boy sold a beer to a scientist .,PD,SELL,the uncle got the chocolate for the club .,PD,GET,674.1209716796875,-52.107276916503906
a boy sold a scientist a beer .,DO,SELL,the uncle got the chocolate for the club .,PD,GET,676.6649169921875,-52.13740921020508
a boy sold a beer to a scientist .,PD,SELL,the uncle got the club the chocolate .,DO,GET,1641.586181640625,-51.82392501831055
a boy sold a scientist a beer .,DO,SELL,the uncle got the club the chocolate .,DO,GET,1650.93701171875,-51.863685607910156
a wife promised a meal to a captain .,PD,PROMISE,the uncle got the chocolate for the club .,PD,GET,673.5227661132812,-52.10017395019531
a wife promised a captain a meal .,DO,PROMISE,the uncle got the chocolate for the club .,PD,GET,674.0618286132812,-52.10657501220703
a wife promised a meal to a captain .,PD,PROMISE,the uncle got the club the chocolate .,DO,GET,1638.894775390625,-51.81243896484375
a wife promised a captain a meal .,DO,PROMISE,the uncle got the club the chocolate .,DO,GET,1638.283935546875,-51.80982971191406
an aunt drew a machine for a kid .,PD,DRAW,the son gave the television to the administration .,PD,GIVE,480.23193359375,-49.3941535949707
an aunt drew a kid a machine .,DO,DRAW,the son gave the television to the administration .,PD,GIVE,474.44293212890625,-49.2971305847168
an aunt drew a machine for a kid .,PD,DRAW,the son gave the administration the television .,DO,GIVE,1366.0093994140625,-50.537540435791016
an aunt drew a kid a machine .,DO,DRAW,the son gave the administration the television .,DO,GIVE,1342.2548828125,-50.41474151611328
a wife made a newspaper for a company .,PD,MAKE,the son gave the television to the administration .,PD,GIVE,482.5409240722656,-49.432525634765625
a wife made a company a newspaper .,DO,MAKE,the son gave the television to the administration .,PD,GIVE,479.5479736328125,-49.38275146484375
a wife made a newspaper for a company .,PD,MAKE,the son gave the administration the television .,DO,GIVE,1379.83349609375,-50.60802459716797
a wife made a company a newspaper .,DO,MAKE,the son gave the administration the television .,DO,GIVE,1358.9720458984375,-50.50138473510742
a woman caught a book for a partner .,PD,CATCH,the son gave the television to the administration .,PD,GIVE,477.6241760253906,-49.35059356689453
a woman caught a partner a book .,DO,CATCH,the son gave the television to the administration .,PD,GIVE,478.9576721191406,-49.37289810180664
a woman caught a book for a partner .,PD,CATCH,the son gave the administration the television .,DO,GIVE,1357.345947265625,-50.493003845214844
a woman caught a partner a book .,DO,CATCH,the son gave the administration the television .,DO,GIVE,1366.3170166015625,-50.53911590576172
a corporation designed a box for a band .,PD,DESIGN,the son gave the television to the administration .,PD,GIVE,485.392333984375,-49.47966003417969
a corporation designed a band a box .,DO,DESIGN,the son gave the television to the administration .,PD,GIVE,484.1763916015625,-49.4595947265625
a corporation designed a box for a band .,PD,DESIGN,the son gave the administration the television .,DO,GIVE,1379.3109130859375,-50.60537338256836
