prime_sentence,prime_structure,prime_verb,target_sentence,target_structure,target_verb,perplexity,log_prob
the nurse left me the chicken .,DO,LEAVE,a pilot supplied you a bottle .,DO,SUPPLY,2901.321533203125,-47.837528228759766
the manager caught the jacket for me .,PD,CATCH,a pilot supplied a bottle to me .,PD,SUPPLY,1108.4857177734375,-49.07524871826172
the manager caught me the jacket .,DO,CATCH,a pilot supplied a bottle to me .,PD,SUPPLY,1111.07421875,-49.091575622558594
the manager caught the jacket for me .,PD,CATCH,a pilot supplied me a bottle .,DO,SUPPLY,1954.2904052734375,-45.46669387817383
the manager caught me the jacket .,DO,CATCH,a pilot supplied me a bottle .,DO,SUPPLY,1956.94384765625,-45.47483444213867
the employer caught the bag for me .,PD,CATCH,a pilot supplied a bottle to you .,PD,SUPPLY,1705.524169921875,-52.091392517089844
the employer caught me the bag .,DO,CATCH,a pilot supplied a bottle to you .,PD,SUPPLY,1705.7584228515625,-52.09235382080078
the employer caught the bag for me .,PD,CATCH,a pilot supplied you a bottle .,DO,SUPPLY,2935.80908203125,-47.90842819213867
the employer caught me the bag .,DO,CATCH,a pilot supplied you a bottle .,DO,SUPPLY,2928.14013671875,-47.89273452758789
the hero sold the salad to you .,PD,SELL,a prince drew a jacket for you .,PD,DRAW,1788.3990478515625,-52.42353057861328
the hero sold you the salad .,DO,SELL,a prince drew a jacket for you .,PD,DRAW,1806.622802734375,-52.49449920654297
the hero sold the salad to you .,PD,SELL,a prince drew you a jacket .,DO,DRAW,4154.7412109375,-49.99203109741211
the hero sold you the salad .,DO,SELL,a prince drew you a jacket .,DO,DRAW,4220.166015625,-50.085777282714844
the employee promised the cup to me .,PD,PROMISE,a prince drew a jacket for us .,PD,DRAW,1835.2449951171875,-52.604530334472656
the employee promised me the cup .,DO,PROMISE,a prince drew a jacket for us .,PD,DRAW,1822.1680908203125,-52.554473876953125
the employee promised the cup to me .,PD,PROMISE,a prince drew us a jacket .,DO,DRAW,4724.2255859375,-50.762752532958984
the employee promised me the cup .,DO,PROMISE,a prince drew us a jacket .,DO,DRAW,4704.791015625,-50.73801803588867
the father brought the pot to you .,PD,BRING,a prince drew a jacket for him .,PD,DRAW,570.9889526367188,-44.43158721923828
the father brought you the pot .,DO,BRING,a prince drew a jacket for him .,PD,DRAW,578.3773193359375,-44.521583557128906
the father brought the pot to you .,PD,BRING,a prince drew him a jacket .,DO,DRAW,1818.7581787109375,-45.03545379638672
the father brought you the pot .,DO,BRING,a prince drew him a jacket .,DO,DRAW,1861.6282958984375,-45.17523956298828
the leader promised the tea to us .,PD,PROMISE,a prince drew a jacket for him .,PD,DRAW,578.3530883789062,-44.52128982543945
the leader promised us the tea .,DO,PROMISE,a prince drew a jacket for him .,PD,DRAW,577.2783813476562,-44.508270263671875
the leader promised the tea to us .,PD,PROMISE,a prince drew him a jacket .,DO,DRAW,1851.121826171875,-45.14128112792969
the leader promised us the tea .,DO,PROMISE,a prince drew him a jacket .,DO,DRAW,1856.8455810546875,-45.15980529785156
the kid brought the flower to them .,PD,BRING,a prince drew a jacket for us .,PD,DRAW,1819.2073974609375,-52.5430908203125
the kid brought them the flower .,DO,BRING,a prince drew a jacket for us .,PD,DRAW,1819.95703125,-52.54597473144531
the kid brought the flower to them .,PD,BRING,a prince drew us a jacket .,DO,DRAW,4699.50244140625,-50.73126983642578
the kid brought them the flower .,DO,BRING,a prince drew us a jacket .,DO,DRAW,4706.169921875,-50.739776611328125
the priest sold the wire to it .,PD,SELL,a prince drew a jacket for him .,PD,DRAW,578.9948120117188,-44.529052734375
the priest sold it the wire .,DO,SELL,a prince drew a jacket for him .,PD,DRAW,577.3161010742188,-44.50872802734375
the priest sold the wire to it .,PD,SELL,a prince drew him a jacket .,DO,DRAW,1852.35302734375,-45.14527130126953
the priest sold it the wire .,DO,SELL,a prince drew him a jacket .,DO,DRAW,1863.0516357421875,-45.17982482910156
the son fed the chocolate to you .,PD,FEED,a prince drew a jacket for me .,PD,DRAW,1164.296142578125,-49.41910171508789
the son fed you the chocolate .,DO,FEED,a prince drew a jacket for me .,PD,DRAW,1167.1834716796875,-49.436439514160156
the son fed the chocolate to you .,PD,FEED,a prince drew me a jacket .,DO,DRAW,2736.80712890625,-47.487281799316406
the son fed you the chocolate .,DO,FEED,a prince drew me a jacket .,DO,DRAW,2784.50439453125,-47.59095001220703
the mayor fed the candy to it .,PD,FEED,a prince drew a jacket for you .,PD,DRAW,1826.90087890625,-52.5726318359375
the mayor fed it the candy .,DO,FEED,a prince drew a jacket for you .,PD,DRAW,1782.4095458984375,-52.400047302246094
the mayor fed the candy to it .,PD,FEED,a prince drew you a jacket .,DO,DRAW,4263.2333984375,-50.146697998046875
the mayor fed it the candy .,DO,FEED,a prince drew you a jacket .,DO,DRAW,4181.0654296875,-50.02992630004883
the mother gave the guitar to him .,PD,GIVE,a prince drew a jacket for us .,PD,DRAW,1847.7025146484375,-52.651885986328125
the mother gave him the guitar .,DO,GIVE,a prince drew a jacket for us .,PD,DRAW,1864.3084716796875,-52.714515686035156
the mother gave the guitar to him .,PD,GIVE,a prince drew us a jacket .,DO,DRAW,4773.93359375,-50.82555389404297
the mother gave him the guitar .,DO,GIVE,a prince drew us a jacket .,DO,DRAW,4838.7734375,-50.906497955322266
the employer fed the meal to me .,PD,FEED,a prince drew a jacket for it .,PD,DRAW,823.3702392578125,-46.993839263916016
the employer fed me the meal .,DO,FEED,a prince drew a jacket for it .,PD,DRAW,816.7645263671875,-46.93745422363281
the employer fed the meal to me .,PD,FEED,a prince drew it a jacket .,DO,DRAW,3472.901611328125,-48.916473388671875
the employer fed me the meal .,DO,FEED,a prince drew it a jacket .,DO,DRAW,3455.166259765625,-48.8857536315918
a worker brought an instrument to her .,PD,BRING,the cop drew the flower for me .,PD,DRAW,1164.5174560546875,-49.420433044433594
a worker brought her an instrument .,DO,BRING,the cop drew the flower for me .,PD,DRAW,1164.459716796875,-49.42008590698242
a worker brought an instrument to her .,PD,BRING,the cop drew me the flower .,DO,DRAW,5394.7177734375,-51.559051513671875
a worker brought her an instrument .,DO,BRING,the cop drew me the flower .,DO,DRAW,5470.15869140625,-51.64237594604492
a partner promised a juice to us .,PD,PROMISE,the cop drew the flower for you .,PD,DRAW,1577.096923828125,-51.54338455200195
a partner promised us a juice .,DO,PROMISE,the cop drew the flower for you .,PD,DRAW,1590.1895751953125,-51.60125732421875
a partner promised a juice to us .,PD,PROMISE,the cop drew you the flower .,DO,DRAW,8573.111328125,-54.338314056396484
a partner promised us a juice .,DO,PROMISE,the cop drew you the flower .,DO,DRAW,8644.0703125,-54.38777160644531
a lady showed an instrument to you .,PD,SHOW,the cop drew the flower for us .,PD,DRAW,1719.0010986328125,-52.146488189697266
a lady showed you an instrument .,DO,SHOW,the cop drew the flower for us .,PD,DRAW,1710.202880859375,-52.11056900024414
a lady showed an instrument to you .,PD,SHOW,the cop drew us the flower .,DO,DRAW,8606.572265625,-54.36168670654297
a lady showed you an instrument .,DO,SHOW,the cop drew us the flower .,DO,DRAW,8663.322265625,-54.401119232177734
a lawyer threw a card to it .,PD,THROW,the cop drew the flower for us .,PD,DRAW,1724.203369140625,-52.167640686035156
a lawyer threw it a card .,DO,THROW,the cop drew the flower for us .,PD,DRAW,1705.304931640625,-52.090492248535156
a lawyer threw a card to it .,PD,THROW,the cop drew us the flower .,DO,DRAW,8684.1611328125,-54.41553497314453
a lawyer threw it a card .,DO,THROW,the cop drew us the flower .,DO,DRAW,8550.7978515625,-54.32267761230469
a prince sent a beer to him .,PD,SEND,the cop drew the flower for it .,PD,DRAW,1104.205078125,-49.04816436767578
a prince sent him a beer .,DO,SEND,the cop drew the flower for it .,PD,DRAW,1098.6846923828125,-49.01308059692383
a prince sent a beer to him .,PD,SEND,the cop drew it the flower .,DO,DRAW,8238.130859375,-54.09917068481445
a prince sent him a beer .,DO,SEND,the cop drew it the flower .,DO,DRAW,8176.28173828125,-54.053955078125
a leader sent a juice to me .,PD,SEND,the cop drew the flower for her .,PD,DRAW,979.5437622070312,-48.2096061706543
a leader sent me a juice .,DO,SEND,the cop drew the flower for her .,PD,DRAW,971.3828735351562,-48.15104293823242
a leader sent a juice to me .,PD,SEND,the cop drew her the flower .,DO,DRAW,5038.49755859375,-51.14917755126953
a leader sent me a juice .,DO,SEND,the cop drew her the flower .,DO,DRAW,4995.38623046875,-51.097618103027344
an uncle took a log to me .,PD,TAKE,the cop drew the flower for it .,PD,DRAW,1086.288818359375,-48.93365478515625
an uncle took me a log .,DO,TAKE,the cop drew the flower for it .,PD,DRAW,1068.276123046875,-48.81660842895508
an uncle took a log to me .,PD,TAKE,the cop drew it the flower .,DO,DRAW,7979.58984375,-53.90785217285156
an uncle took me a log .,DO,TAKE,the cop drew it the flower .,DO,DRAW,7900.85791015625,-53.848358154296875
a daughter threw a chicken to you .,PD,THROW,the cop drew the flower for him .,PD,DRAW,822.64990234375,-46.98771286010742
a daughter threw you a chicken .,DO,THROW,the cop drew the flower for him .,PD,DRAW,819.0975952148438,-46.957420349121094
a daughter threw a chicken to you .,PD,THROW,the cop drew him the flower .,DO,DRAW,3910.82763671875,-49.629024505615234
a daughter threw you a chicken .,DO,THROW,the cop drew him the flower .,DO,DRAW,3871.67724609375,-49.56865692138672
a buddy took a button to him .,PD,TAKE,the cop drew the flower for them .,PD,DRAW,1140.4962158203125,-49.27452850341797
a buddy took him a button .,DO,TAKE,the cop drew the flower for them .,PD,DRAW,1133.8367919921875,-49.23353576660156
a buddy took a button to him .,PD,TAKE,the cop drew them the flower .,DO,DRAW,5757.16748046875,-51.94920349121094
a buddy took him a button .,DO,TAKE,the cop drew them the flower .,DO,DRAW,5685.38623046875,-51.873924255371094
an uncle brought a coffee to you .,PD,BRING,the cop drew the flower for you .,PD,DRAW,1585.2750244140625,-51.57958984375
an uncle brought you a coffee .,DO,BRING,the cop drew the flower for you .,PD,DRAW,1589.359619140625,-51.59760284423828
an uncle brought a coffee to you .,PD,BRING,the cop drew you the flower .,DO,DRAW,8620.6845703125,-54.371517181396484
an uncle brought you a coffee .,DO,BRING,the cop drew you the flower .,DO,DRAW,8687.23828125,-54.417659759521484
the girl saved the juice for me .,PD,SAVE,a man sold a flower to them .,PD,SELL,338.49395751953125,-40.771541595458984
the girl saved me the juice .,DO,SAVE,a man sold a flower to them .,PD,SELL,342.1797180175781,-40.84735107421875
the girl saved the juice for me .,PD,SAVE,a man sold them a flower .,DO,SELL,637.3887939453125,-38.74427795410156
the girl saved me the juice .,DO,SAVE,a man sold them a flower .,DO,SELL,651.614013671875,-38.876712799072266
the brother drew the jacket for us .,PD,DRAW,a man sold a flower to her .,PD,SELL,234.9504852294922,-38.21562194824219
the brother drew us the jacket .,DO,DRAW,a man sold a flower to her .,PD,SELL,239.97137451171875,-38.3636360168457
the brother drew the jacket for us .,PD,DRAW,a man sold her a flower .,DO,SELL,889.6777954101562,-40.745155334472656
the brother drew us the jacket .,DO,DRAW,a man sold her a flower .,DO,SELL,917.8071899414062,-40.931922912597656
the employer left the key for you .,PD,LEAVE,a man sold a flower to them .,PD,SELL,336.1274719238281,-40.72243118286133
the employer left you the key .,DO,LEAVE,a man sold a flower to them .,PD,SELL,340.95697021484375,-40.82229232788086
the employer left the key for you .,PD,LEAVE,a man sold them a flower .,DO,SELL,632.6759643554688,-38.69974899291992
the employer left you the key .,DO,LEAVE,a man sold them a flower .,DO,SELL,645.5018920898438,-38.820167541503906
the brother designed the telephone for me .,PD,DESIGN,a man sold a flower to us .,PD,SELL,521.61083984375,-43.7984504699707
the brother designed me the telephone .,DO,DESIGN,a man sold a flower to us .,PD,SELL,526.9400634765625,-43.869606018066406
the brother designed the telephone for me .,PD,DESIGN,a man sold us a flower .,DO,SELL,1013.7320556640625,-41.52836227416992
the brother designed me the telephone .,DO,DESIGN,a man sold us a flower .,DO,SELL,1029.94287109375,-41.62355041503906
the writer made the coat for me .,PD,MAKE,a man sold a flower to you .,PD,SELL,497.01898193359375,-43.46039581298828
the writer made me the coat .,DO,MAKE,a man sold a flower to you .,PD,SELL,517.8850708007812,-43.74827194213867
the writer made the coat for me .,PD,MAKE,a man sold you a flower .,DO,SELL,1078.372802734375,-41.89925003051758
the writer made me the coat .,DO,MAKE,a man sold you a flower .,DO,SELL,1134.6888427734375,-42.204681396484375
the secretary left the chicken for you .,PD,LEAVE,a man sold a flower to them .,PD,SELL,336.90869140625,-40.73868179321289
the secretary left you the chicken .,DO,LEAVE,a man sold a flower to them .,PD,SELL,341.58575439453125,-40.83518981933594
the secretary left the chicken for you .,PD,LEAVE,a man sold them a flower .,DO,SELL,633.9515380859375,-38.71183395385742
the secretary left you the chicken .,DO,LEAVE,a man sold them a flower .,DO,SELL,651.2523803710938,-38.873382568359375
the band designed the gun for you .,PD,DESIGN,a man sold a flower to them .,PD,SELL,339.0775451660156,-40.783599853515625
the band designed you the gun .,DO,DESIGN,a man sold a flower to them .,PD,SELL,337.17596435546875,-40.744232177734375
the band designed the gun for you .,PD,DESIGN,a man sold them a flower .,DO,SELL,639.0890502929688,-38.76026153564453
the band designed you the gun .,DO,DESIGN,a man sold them a flower .,DO,SELL,637.9937133789062,-38.749969482421875
the cousin designed the engine for us .,PD,DESIGN,a man sold a flower to me .,PD,SELL,376.44635009765625,-41.51542663574219
the cousin designed us the engine .,DO,DESIGN,a man sold a flower to me .,PD,SELL,378.3273010253906,-41.550315856933594
the cousin designed the engine for us .,PD,DESIGN,a man sold me a flower .,DO,SELL,626.3646850585938,-38.63959503173828
the cousin designed us the engine .,DO,DESIGN,a man sold me a flower .,DO,SELL,632.5178833007812,-38.69824981689453
the guest delivered the cigarette for us .,PD,DELIVER,a man sold a flower to me .,PD,SELL,372.99853515625,-41.451019287109375
the guest delivered us the cigarette .,DO,DELIVER,a man sold a flower to me .,PD,SELL,377.10833740234375,-41.52772521972656
the guest delivered the cigarette for us .,PD,DELIVER,a man sold me a flower .,DO,SELL,619.5480346679688,-38.57394027709961
the guest delivered us the cigarette .,DO,DELIVER,a man sold me a flower .,DO,SELL,631.5309448242188,-38.688880920410156
the physician caught the wire for it .,PD,CATCH,a man sold a flower to you .,PD,SELL,501.880615234375,-43.528533935546875
the physician caught it the wire .,DO,CATCH,a man sold a flower to you .,PD,SELL,511.8035583496094,-43.665584564208984
the physician caught the wire for it .,PD,CATCH,a man sold you a flower .,DO,SELL,1091.1156005859375,-41.96973419189453
the physician caught it the wire .,DO,CATCH,a man sold you a flower .,DO,SELL,1115.174072265625,-42.10059356689453
the president supplied the beer to you .,PD,SUPPLY,a physician purchased a cheese for them .,PD,PURCHASE,991.0519409179688,-48.29136657714844
the president supplied you the beer .,DO,SUPPLY,a physician purchased a cheese for them .,PD,PURCHASE,980.0632934570312,-48.21331787109375
the president supplied the beer to you .,PD,SUPPLY,a physician purchased them a cheese .,DO,PURCHASE,3083.22216796875,-48.2023811340332
the president supplied you the beer .,DO,SUPPLY,a physician purchased them a cheese .,DO,PURCHASE,3144.421142578125,-48.320308685302734
the captain showed the bag to you .,PD,SHOW,a physician purchased a cheese for you .,PD,PURCHASE,1532.921630859375,-51.344512939453125
the captain showed you the bag .,DO,SHOW,a physician purchased a cheese for you .,PD,PURCHASE,1545.2037353515625,-51.40037536621094
the captain showed the bag to you .,PD,SHOW,a physician purchased you a cheese .,DO,PURCHASE,5235.66162109375,-51.37948989868164
the captain showed you the bag .,DO,SHOW,a physician purchased you a cheese .,DO,PURCHASE,5341.794921875,-51.499900817871094
the opponent threw the pie to me .,PD,THROW,a physician purchased a cheese for him .,PD,PURCHASE,798.0321655273438,-46.77503967285156
the opponent threw me the pie .,DO,THROW,a physician purchased a cheese for him .,PD,PURCHASE,775.6048583984375,-46.57550048828125
the opponent threw the pie to me .,PD,THROW,a physician purchased him a cheese .,DO,PURCHASE,2056.716064453125,-45.773193359375
the opponent threw me the pie .,DO,THROW,a physician purchased him a cheese .,DO,PURCHASE,2073.491455078125,-45.82193374633789
the opponent showed the bottle to you .,PD,SHOW,a physician purchased a cheese for them .,PD,PURCHASE,1007.2156982421875,-48.40461349487305
the opponent showed you the bottle .,DO,SHOW,a physician purchased a cheese for them .,PD,PURCHASE,992.3511962890625,-48.300537109375
the opponent showed the bottle to you .,PD,SHOW,a physician purchased them a cheese .,DO,PURCHASE,3103.56787109375,-48.241844177246094
the opponent showed you the bottle .,DO,SHOW,a physician purchased them a cheese .,DO,PURCHASE,3142.072998046875,-48.315826416015625
the leader brought the candy to us .,PD,BRING,a physician purchased a cheese for her .,PD,PURCHASE,1037.807861328125,-48.61405944824219
the leader brought us the candy .,DO,BRING,a physician purchased a cheese for her .,PD,PURCHASE,1025.30126953125,-48.52919006347656
the leader brought the candy to us .,PD,BRING,a physician purchased her a cheese .,DO,PURCHASE,3345.986572265625,-48.69309997558594
the leader brought us the candy .,DO,BRING,a physician purchased her a cheese .,DO,PURCHASE,3317.181884765625,-48.6412239074707
the boy took the gun to you .,PD,TAKE,a physician purchased a cheese for us .,PD,PURCHASE,1758.2467041015625,-52.30450439453125
the boy took you the gun .,DO,TAKE,a physician purchased a cheese for us .,PD,PURCHASE,1745.853515625,-52.25498962402344
the boy took the gun to you .,PD,TAKE,a physician purchased us a cheese .,DO,PURCHASE,4458.2734375,-50.41510009765625
the boy took you the gun .,DO,TAKE,a physician purchased us a cheese .,DO,PURCHASE,4427.40283203125,-50.373409271240234
the lawyer supplied the bottle to you .,PD,SUPPLY,a physician purchased a cheese for me .,PD,PURCHASE,1395.8184814453125,-50.68865203857422
the lawyer supplied you the bottle .,DO,SUPPLY,a physician purchased a cheese for me .,PD,PURCHASE,1382.8731689453125,-50.62342834472656
the lawyer supplied the bottle to you .,PD,SUPPLY,a physician purchased me a cheese .,DO,PURCHASE,2785.297607421875,-47.59265899658203
the lawyer supplied you the bottle .,DO,SUPPLY,a physician purchased me a cheese .,DO,PURCHASE,2794.851806640625,-47.61320495605469
the daughter sent the beer to him .,PD,SEND,a physician purchased a cheese for him .,PD,PURCHASE,791.5530395507812,-46.71797561645508
the daughter sent him the beer .,DO,SEND,a physician purchased a cheese for him .,PD,PURCHASE,777.212646484375,-46.589996337890625
the daughter sent the beer to him .,PD,SEND,a physician purchased him a cheese .,DO,PURCHASE,2056.440185546875,-45.77238845825195
the daughter sent him the beer .,DO,SEND,a physician purchased him a cheese .,DO,PURCHASE,2063.109619140625,-45.79181671142578
the husband fed the pie to you .,PD,FEED,a physician purchased a cheese for you .,PD,PURCHASE,1526.7623291015625,-51.31632995605469
the husband fed you the pie .,DO,FEED,a physician purchased a cheese for you .,PD,PURCHASE,1493.6380615234375,-51.16278839111328
the husband fed the pie to you .,PD,FEED,a physician purchased you a cheese .,DO,PURCHASE,5219.31982421875,-51.36073303222656
the husband fed you the pie .,DO,FEED,a physician purchased you a cheese .,DO,PURCHASE,5184.4287109375,-51.32048797607422
the winner brought the candy to me .,PD,BRING,a physician purchased a cheese for you .,PD,PURCHASE,1531.52880859375,-51.33815002441406
the winner brought me the candy .,DO,BRING,a physician purchased a cheese for you .,PD,PURCHASE,1490.9886474609375,-51.150360107421875
the winner brought the candy to me .,PD,BRING,a physician purchased you a cheese .,DO,PURCHASE,5237.41650390625,-51.381500244140625
the winner brought me the candy .,DO,BRING,a physician purchased you a cheese .,DO,PURCHASE,5133.98095703125,-51.261817932128906
a secretary fed a pie to him .,PD,FEED,the actor designed the box for them .,PD,DESIGN,564.9601440429688,-44.35728454589844
a secretary fed him a pie .,DO,FEED,the actor designed the box for them .,PD,DESIGN,550.6231689453125,-44.17735290527344
a secretary fed a pie to him .,PD,FEED,the actor designed them the box .,DO,DESIGN,3265.498291015625,-48.54700469970703
a secretary fed him a pie .,DO,FEED,the actor designed them the box .,DO,DESIGN,3183.333740234375,-48.39410400390625
a partner sent a motor to them .,PD,SEND,the actor designed the box for me .,PD,DESIGN,759.3319091796875,-46.42707061767578
a partner sent them a motor .,DO,SEND,the actor designed the box for me .,PD,DESIGN,756.4786987304688,-46.400718688964844
a partner sent a motor to them .,PD,SEND,the actor designed me the box .,DO,DESIGN,4133.52880859375,-49.96131896972656
a partner sent them a motor .,DO,SEND,the actor designed me the box .,DO,DESIGN,4075.585693359375,-49.876617431640625
an author sold a pie to them .,PD,SELL,the actor designed the box for me .,PD,DESIGN,762.6279296875,-46.45738983154297
an author sold them a pie .,DO,SELL,the actor designed the box for me .,PD,DESIGN,750.5574340820312,-46.34571075439453
an author sold a pie to them .,PD,SELL,the actor designed me the box .,DO,DESIGN,4149.1552734375,-49.98395919799805
an author sold them a pie .,DO,SELL,the actor designed me the box .,DO,DESIGN,4063.614013671875,-49.85896682739258
a worker fed a chocolate to it .,PD,FEED,the actor designed the box for you .,PD,DESIGN,1052.8671875,-48.71490478515625
a worker fed it a chocolate .,DO,FEED,the actor designed the box for you .,PD,DESIGN,1043.6597900390625,-48.653419494628906
a worker fed a chocolate to it .,PD,FEED,the actor designed you the box .,DO,DESIGN,5484.1953125,-51.657752990722656
a worker fed it a chocolate .,DO,FEED,the actor designed you the box .,DO,DESIGN,5423.56396484375,-51.59104919433594
an author threw a chocolate to you .,PD,THROW,the actor designed the box for us .,PD,DESIGN,1024.2725830078125,-48.52216339111328
an author threw you a chocolate .,DO,THROW,the actor designed the box for us .,PD,DESIGN,994.240234375,-48.31385040283203
an author threw a chocolate to you .,PD,THROW,the actor designed us the box .,DO,DESIGN,5628.9111328125,-51.81402587890625
an author threw you a chocolate .,DO,THROW,the actor designed us the box .,DO,DESIGN,5484.056640625,-51.65760040283203
a doctor supplied a juice to us .,PD,SUPPLY,the actor designed the box for us .,PD,DESIGN,1015.1364135742188,-48.45944595336914
a doctor supplied us a juice .,DO,SUPPLY,the actor designed the box for us .,PD,DESIGN,1016.7591552734375,-48.47062683105469
a doctor supplied a juice to us .,PD,SUPPLY,the actor designed us the box .,DO,DESIGN,5595.7548828125,-51.77857971191406
a doctor supplied us a juice .,DO,SUPPLY,the actor designed us the box .,DO,DESIGN,5606.5341796875,-51.79012680053711
a hero sent a coffee to you .,PD,SEND,the actor designed the box for him .,PD,DESIGN,462.0216064453125,-42.94927978515625
a hero sent you a coffee .,DO,SEND,the actor designed the box for him .,PD,DESIGN,452.87030029296875,-42.80923843383789
a hero sent a coffee to you .,PD,SEND,the actor designed him the box .,DO,DESIGN,3944.2158203125,-49.680030822753906
a hero sent you a coffee .,DO,SEND,the actor designed him the box .,DO,DESIGN,3886.986083984375,-49.59233474731445
a secretary sent a juice to him .,PD,SEND,the actor designed the box for him .,PD,DESIGN,466.58514404296875,-43.01808166503906
a secretary sent him a juice .,DO,SEND,the actor designed the box for him .,PD,DESIGN,461.9324645996094,-42.94792938232422
a secretary sent a juice to him .,PD,SEND,the actor designed him the box .,DO,DESIGN,4013.66015625,-49.784751892089844
a secretary sent him a juice .,DO,SEND,the actor designed him the box .,DO,DESIGN,3985.485595703125,-49.74248504638672
an attorney sent a pot to us .,PD,SEND,the actor designed the box for you .,PD,DESIGN,1065.28564453125,-48.7969856262207
an attorney sent us a pot .,DO,SEND,the actor designed the box for you .,PD,DESIGN,1044.0238037109375,-48.655860900878906
an attorney sent a pot to us .,PD,SEND,the actor designed you the box .,DO,DESIGN,5531.50146484375,-51.709285736083984
an attorney sent us a pot .,DO,SEND,the actor designed you the box .,DO,DESIGN,5401.95947265625,-51.567100524902344
a wife promised a coat to me .,PD,PROMISE,the actor designed the box for you .,PD,DESIGN,1061.607421875,-48.77277374267578
a wife promised me a coat .,DO,PROMISE,the actor designed the box for you .,PD,DESIGN,1054.8714599609375,-48.72821807861328
a wife promised a coat to me .,PD,PROMISE,the actor designed you the box .,DO,DESIGN,5531.40625,-51.70918273925781
a wife promised me a coat .,DO,PROMISE,the actor designed you the box .,DO,DESIGN,5475.705078125,-51.64845657348633
a writer showed a cup to you .,PD,SHOW,the husband designed the wire for them .,PD,DESIGN,909.2733154296875,-47.68851852416992
a writer showed you a cup .,DO,SHOW,the husband designed the wire for them .,PD,DESIGN,903.393310546875,-47.643104553222656
a writer showed a cup to you .,PD,SHOW,the husband designed them the wire .,DO,DESIGN,3841.713623046875,-49.52204132080078
a writer showed you a cup .,DO,SHOW,the husband designed them the wire .,DO,DESIGN,3801.497314453125,-49.458900451660156
a colonel promised a chicken to them .,PD,PROMISE,the husband designed the wire for me .,PD,DESIGN,996.3800659179688,-48.32889938354492
a colonel promised them a chicken .,DO,PROMISE,the husband designed the wire for me .,PD,DESIGN,983.6911010742188,-48.23918151855469
a colonel promised a chicken to them .,PD,PROMISE,the husband designed me the wire .,DO,DESIGN,5057.58056640625,-51.17185974121094
a colonel promised them a chicken .,DO,PROMISE,the husband designed me the wire .,DO,DESIGN,4948.55126953125,-51.041099548339844
a singer sold a meal to you .,PD,SELL,the husband designed the wire for him .,PD,DESIGN,743.1382446289062,-46.27617263793945
a singer sold you a meal .,DO,SELL,the husband designed the wire for him .,PD,DESIGN,737.941650390625,-46.22705078125
a singer sold a meal to you .,PD,SELL,the husband designed him the wire .,DO,DESIGN,3378.480712890625,-48.7510871887207
a singer sold you a meal .,DO,SELL,the husband designed him the wire .,DO,DESIGN,3363.262451171875,-48.7239990234375
a scientist promised a tea to you .,PD,PROMISE,the husband designed the wire for me .,PD,DESIGN,993.343994140625,-48.30753707885742
a scientist promised you a tea .,DO,PROMISE,the husband designed the wire for me .,PD,DESIGN,983.8197631835938,-48.24009704589844
a scientist promised a tea to you .,PD,PROMISE,the husband designed me the wire .,DO,DESIGN,5023.5537109375,-51.13135528564453
a scientist promised you a tea .,DO,PROMISE,the husband designed me the wire .,DO,DESIGN,4944.318359375,-51.03596496582031
an author promised a coffee to her .,PD,PROMISE,the husband designed the wire for you .,PD,DESIGN,1482.1954345703125,-51.10895538330078
an author promised her a coffee .,DO,PROMISE,the husband designed the wire for you .,PD,DESIGN,1449.203125,-50.95138168334961
an author promised a coffee to her .,PD,PROMISE,the husband designed you the wire .,DO,DESIGN,7675.54541015625,-53.674766540527344
an author promised her a coffee .,DO,PROMISE,the husband designed you the wire .,DO,DESIGN,7499.60595703125,-53.5356330871582
an adult sent a coffee to you .,PD,SEND,the husband designed the wire for you .,PD,DESIGN,1485.6387939453125,-51.12519836425781
an adult sent you a coffee .,DO,SEND,the husband designed the wire for you .,PD,DESIGN,1447.3018798828125,-50.94219207763672
an adult sent a coffee to you .,PD,SEND,the husband designed you the wire .,DO,DESIGN,7752.0224609375,-53.7342529296875
an adult sent you a coffee .,DO,SEND,the husband designed you the wire .,DO,DESIGN,7489.27099609375,-53.52735900878906
a parent took a newspaper to them .,PD,TAKE,the husband designed the wire for him .,PD,DESIGN,740.6918334960938,-46.253089904785156
a parent took them a newspaper .,DO,TAKE,the husband designed the wire for him .,PD,DESIGN,731.6967163085938,-46.16756057739258
a parent took a newspaper to them .,PD,TAKE,the husband designed him the wire .,DO,DESIGN,3363.81640625,-48.7249870300293
a parent took them a newspaper .,DO,TAKE,the husband designed him the wire .,DO,DESIGN,3287.85595703125,-48.58794403076172
a mother showed a coffee to you .,PD,SHOW,the husband designed the wire for them .,PD,DESIGN,909.1896362304688,-47.68787384033203
a mother showed you a coffee .,DO,SHOW,the husband designed the wire for them .,PD,DESIGN,889.8636474609375,-47.5374755859375
a mother showed a coffee to you .,PD,SHOW,the husband designed them the wire .,DO,DESIGN,3839.09619140625,-49.51795196533203
a mother showed you a coffee .,DO,SHOW,the husband designed them the wire .,DO,DESIGN,3700.1767578125,-49.29681396484375
an employer brought a log to us .,PD,BRING,the husband designed the wire for them .,PD,DESIGN,897.6941528320312,-47.59880447387695
an employer brought us a log .,DO,BRING,the husband designed the wire for them .,PD,DESIGN,887.5162963867188,-47.518985748291016
an employer brought a log to us .,PD,BRING,the husband designed them the wire .,DO,DESIGN,3778.879638671875,-49.423095703125
